iteration,timestamp,T1,PU1F,PU2F,J280,J269,PU1,PU2
0,2025-02-14 13:52:18.835971,3.0319082736968994,0.0,0.0,0.0,0.0,0,1
,,3.0319082736968994,,,,,,
