iteration,timestamp,T2,P2,ScadaCommand_P2
0,2026-01-01 15:06:21.463980,0.0,1,1.0
1,2026-01-01 15:06:26.068487,0.0,1,1.0
2,2026-01-01 15:06:30.284229,0.0,1,1.0
3,2026-01-01 15:06:34.664691,0.0,1,1.0
4,2026-01-01 15:06:39.315891,0.0,1,1.0
5,2026-01-01 15:06:43.865131,0.0,1,1.0
6,2026-01-01 15:06:48.702239,0.0,1,1.0
7,2026-01-01 15:06:53.315941,0.0,1,1.0
8,2026-01-01 15:06:57.730140,0.0,1,1.0
9,2026-01-01 15:07:02.688650,0.0,1,1.0
10,2026-01-01 15:07:07.438112,0.0,1,1.0
11,2026-01-01 15:07:11.306009,0.0,1,1.0
12,2026-01-01 15:07:15.831482,0.0,1,1.0
13,2026-01-01 15:07:20.677916,0.0,1,1.0
14,2026-01-01 15:07:25.775366,0.0,1,1.0
15,2026-01-01 15:07:30.306672,0.0,1,1.0
16,2026-01-01 15:07:34.848584,0.0,1,1.0
17,2026-01-01 15:07:39.280250,0.0,1,1.0
18,2026-01-01 15:07:43.280866,0.0,1,0.0
19,2026-01-01 15:07:48.022350,0.0,0,0.0
20,2026-01-01 15:07:53.584900,0.0,0,0.0
21,2026-01-01 15:07:58.502207,0.0,0,0.0
22,2026-01-01 15:08:03.773708,0.0,0,0.0
23,2026-01-01 15:08:08.991133,0.0,0,0.0
24,2026-01-01 15:08:14.070405,0.0,0,0.0
25,2026-01-01 15:08:19.923524,0.0,0,0.0
26,2026-01-01 15:08:24.854783,0.0,0,0.0
27,2026-01-01 15:08:29.611918,0.0,0,0.0
28,2026-01-01 15:08:34.233070,0.0,0,0.0
29,2026-01-01 15:08:39.173243,0.0,0,0.0
30,2026-01-01 15:08:44.551551,0.0,0,0.0
31,2026-01-01 15:08:49.447735,0.0,0,0.0
32,2026-01-01 15:08:54.357865,0.0,0,0.0
33,2026-01-01 15:08:59.759637,0.0,0,0.0
34,2026-01-01 15:09:05.683127,0.0,0,0.0
35,2026-01-01 15:09:11.130506,0.0,0,0.0
36,2026-01-01 15:09:16.218971,0.0,0,0.0
37,2026-01-01 15:09:22.519175,0.0,0,0.0
38,2026-01-01 15:09:28.591160,0.0,0,0.0
39,2026-01-01 15:09:34.965260,0.0,0,0.0
40,2026-01-01 15:09:41.055061,0.0,0,0.0
41,2026-01-01 15:09:46.467629,0.0,0,0.0
42,2026-01-01 15:09:52.431650,0.0,0,0.0
43,2026-01-01 15:09:57.902572,0.0,0,0.0
44,2026-01-01 15:10:04.115745,0.0,0,0.0
45,2026-01-01 15:10:09.087958,0.0,0,0.0
46,2026-01-01 15:10:15.462974,0.0,0,0.0
47,2026-01-01 15:10:21.102316,0.0,0,0.0
48,2026-01-01 15:10:26.339065,0.0,0,0.0
49,2026-01-01 15:10:32.430196,0.0,0,0.0
50,2026-01-01 15:10:36.892741,0.0,0,0.0
51,2026-01-01 15:10:42.601334,0.0,0,0.0
52,2026-01-01 15:10:47.952071,0.0,0,0.0
53,2026-01-01 15:10:53.797080,0.0,0,0.0
54,2026-01-01 15:10:59.377975,0.0,0,0.0
55,2026-01-01 15:11:04.689056,0.0,0,0.0
56,2026-01-01 15:11:09.454286,0.0,0,0.0
57,2026-01-01 15:11:15.036181,0.0,0,0.0
58,2026-01-01 15:11:20.128003,0.0,0,0.0
59,2026-01-01 15:11:25.454991,0.0,0,0.0
60,2026-01-01 15:11:31.171237,0.0,0,0.0
61,2026-01-01 15:11:36.533855,0.0,0,0.0
62,2026-01-01 15:11:41.782683,0.0,0,0.0
63,2026-01-01 15:11:47.002159,0.0,0,0.0
64,2026-01-01 15:11:53.019856,0.0,0,0.0
65,2026-01-01 15:11:58.950477,0.0,0,0.0
66,2026-01-01 15:12:04.171241,0.0,0,0.0
67,2026-01-01 15:12:09.508360,0.0,0,0.0
68,2026-01-01 15:12:15.031611,0.0,0,0.0
69,2026-01-01 15:12:21.132874,0.0,0,0.0
70,2026-01-01 15:12:26.505296,0.0,0,0.0
71,2026-01-01 15:12:32.559754,0.0,0,0.0
72,2026-01-01 15:12:38.381424,0.0,0,0.0
73,2026-01-01 15:12:43.777942,0.0,0,0.0
74,2026-01-01 15:12:49.070933,0.0,0,0.0
75,2026-01-01 15:12:54.214898,0.0,0,0.0
76,2026-01-01 15:12:59.538699,0.0,0,0.0
77,2026-01-01 15:13:05.279245,0.0,0,0.0
78,2026-01-01 15:13:11.016262,0.0,0,0.0
79,2026-01-01 15:13:15.960400,0.0,0,0.0
80,2026-01-01 15:13:21.083068,0.0,0,0.0
81,2026-01-01 15:13:26.720896,0.0,0,0.0
82,2026-01-01 15:13:32.612029,0.0,0,0.0
83,2026-01-01 15:13:38.273227,0.0,0,0.0
84,2026-01-01 15:13:43.812820,0.0,0,0.0
85,2026-01-01 15:13:49.004537,0.0,0,0.0
86,2026-01-01 15:13:54.039942,0.0,0,0.0
87,2026-01-01 15:13:59.865403,0.0,0,0.0
88,2026-01-01 15:14:05.141336,0.0,0,0.0
89,2026-01-01 15:14:10.647931,0.0,0,0.0
90,2026-01-01 15:14:15.737238,0.0,0,0.0
91,2026-01-01 15:14:21.168186,0.0,0,0.0
92,2026-01-01 15:14:26.183110,0.0,0,0.0
93,2026-01-01 15:14:30.644381,0.0,0,0.0
94,2026-01-01 15:14:36.368912,0.0,0,0.0
95,2026-01-01 15:14:41.383670,0.0,0,0.0
96,2026-01-01 15:14:46.214867,0.0,0,0.0
97,2026-01-01 15:14:51.930116,0.0,0,0.0
98,2026-01-01 15:14:56.544912,0.0,0,0.0
99,2026-01-01 15:15:01.752066,0.0,0,0.0
100,2026-01-01 15:15:06.892231,0.0,0,0.0
101,2026-01-01 15:15:11.828735,0.0,0,0.0
102,2026-01-01 15:15:16.524736,0.0,0,0.0
103,2026-01-01 15:15:21.236036,0.0,0,0.0
104,2026-01-01 15:15:25.982281,0.0,0,0.0
105,2026-01-01 15:15:30.849665,0.0,0,0.0
106,2026-01-01 15:15:36.064591,0.0,0,0.0
107,2026-01-01 15:15:41.483798,0.0,0,0.0
108,2026-01-01 15:15:47.808945,0.0,0,0.0
109,2026-01-01 15:15:53.965928,0.0,0,0.0
110,2026-01-01 15:15:59.874202,0.0,0,0.0
111,2026-01-01 15:16:06.360702,0.0,0,0.0
112,2026-01-01 15:16:11.635675,0.0,0,0.0
113,2026-01-01 15:16:17.589664,0.0,0,0.0
114,2026-01-01 15:16:22.783714,0.0,0,0.0
115,2026-01-01 15:16:28.122514,0.0,0,0.0
116,2026-01-01 15:16:32.355657,0.0,0,0.0
117,2026-01-01 15:16:39.212921,0.0,0,0.0
118,2026-01-01 15:16:44.933655,0.0,0,0.0
119,2026-01-01 15:16:50.453133,0.0,0,0.0
120,2026-01-01 15:16:56.090126,0.0,0,0.0
121,2026-01-01 15:17:02.280643,0.0,0,0.0
122,2026-01-01 15:17:08.214979,0.0,0,0.0
123,2026-01-01 15:17:13.593019,0.0,0,0.0
124,2026-01-01 15:17:18.400935,0.0,0,0.0
125,2026-01-01 15:17:23.801853,0.0,0,0.0
126,2026-01-01 15:17:28.904986,0.0,0,0.0
127,2026-01-01 15:17:34.422312,0.0,0,0.0
128,2026-01-01 15:17:39.446893,0.0,0,0.0
129,2026-01-01 15:17:45.657924,0.0,0,0.0
130,2026-01-01 15:17:51.307813,0.0,0,0.0
131,2026-01-01 15:17:56.849038,0.0,0,0.0
132,2026-01-01 15:18:02.439351,0.0,0,0.0
133,2026-01-01 15:18:07.899635,0.0,0,0.0
134,2026-01-01 15:18:13.386907,0.0,0,0.0
135,2026-01-01 15:18:18.082019,0.0,0,0.0
136,2026-01-01 15:18:23.291996,0.0,0,0.0
137,2026-01-01 15:18:28.464450,0.0,0,0.0
138,2026-01-01 15:18:33.511884,0.0,0,0.0
139,2026-01-01 15:18:40.055554,0.0,0,0.0
140,2026-01-01 15:18:45.501607,0.0,0,0.0
141,2026-01-01 15:18:50.641885,0.0,0,0.0
142,2026-01-01 15:18:56.462749,0.0,0,0.0
143,2026-01-01 15:19:01.548059,0.0,0,0.0
144,2026-01-01 15:19:07.482337,0.0,0,0.0
145,2026-01-01 15:19:13.449073,0.0,0,0.0
146,2026-01-01 15:19:18.614946,0.0,0,0.0
147,2026-01-01 15:19:24.333609,0.0,0,0.0
148,2026-01-01 15:19:29.472262,0.0,0,0.0
149,2026-01-01 15:19:34.354496,0.0,0,0.0
150,2026-01-01 15:19:39.437412,0.0,0,0.0
151,2026-01-01 15:19:44.610668,0.0,0,0.0
152,2026-01-01 15:19:51.253794,0.0,0,0.0
153,2026-01-01 15:19:57.383908,0.0,0,0.0
154,2026-01-01 15:20:02.830970,0.0,0,0.0
155,2026-01-01 15:20:07.525594,0.0,0,0.0
156,2026-01-01 15:20:13.169517,0.0,0,0.0
157,2026-01-01 15:20:18.079439,0.0,0,0.0
158,2026-01-01 15:20:22.993120,0.0,0,0.0
159,2026-01-01 15:20:28.533396,0.0,0,0.0
160,2026-01-01 15:20:33.894340,0.0,0,0.0
161,2026-01-01 15:20:39.176879,0.0,0,0.0
162,2026-01-01 15:20:43.783922,0.0,0,0.0
163,2026-01-01 15:20:49.151776,0.0,0,0.0
164,2026-01-01 15:20:54.337190,0.0,0,0.0
165,2026-01-01 15:20:58.853819,0.0,0,0.0
166,2026-01-01 15:21:04.310565,0.0,0,0.0
167,2026-01-01 15:21:09.443200,0.0,0,0.0
168,2026-01-01 15:21:14.607805,0.0,0,0.0
169,2026-01-01 15:21:20.331891,0.0,0,0.0
170,2026-01-01 15:21:25.250408,0.0,0,0.0
171,2026-01-01 15:21:30.394919,0.0,0,0.0
172,2026-01-01 15:21:34.610413,0.0,0,0.0
173,2026-01-01 15:21:40.211631,0.0,0,0.0
174,2026-01-01 15:21:45.700943,0.0,0,0.0
175,2026-01-01 15:21:50.107906,0.0,0,0.0
176,2026-01-01 15:21:55.332855,0.0,0,0.0
177,2026-01-01 15:22:01.040276,0.0,0,0.0
178,2026-01-01 15:22:05.891144,0.0,0,0.0
179,2026-01-01 15:22:10.776641,0.0,0,0.0
180,2026-01-01 15:22:15.978866,0.0,0,0.0
181,2026-01-01 15:22:20.786741,0.0,0,0.0
182,2026-01-01 15:22:25.692034,0.0,0,0.0
183,2026-01-01 15:22:30.818917,0.0,0,0.0
184,2026-01-01 15:22:36.217679,0.0,0,0.0
185,2026-01-01 15:22:41.252492,0.0,0,0.0
186,2026-01-01 15:22:46.179188,0.0,0,0.0
187,2026-01-01 15:22:50.977877,0.0,0,0.0
188,2026-01-01 15:22:56.475926,0.0,0,0.0
189,2026-01-01 15:23:01.632228,0.0,0,0.0
190,2026-01-01 15:23:06.301938,0.0,0,0.0
191,2026-01-01 15:23:11.380771,0.0,0,0.0
192,2026-01-01 15:23:16.389739,0.0,0,0.0
193,2026-01-01 15:23:21.963673,0.0,0,0.0
194,2026-01-01 15:23:26.723325,0.0,0,0.0
195,2026-01-01 15:23:31.788871,0.0,0,0.0
196,2026-01-01 15:23:37.318646,0.0,0,0.0
197,2026-01-01 15:23:42.301012,0.0,0,0.0
