iteration,timestamp,T1
0,2025-12-25 17:36:07.863354,0.0
1,2025-12-25 17:36:13.653936,3.25229337088512
2,2025-12-25 17:36:18.789151,3.452766688343929
3,2025-12-25 17:36:24.830900,3.6524165585764607
4,2025-12-25 17:36:30.292639,3.8512396142947156
5,2025-12-25 17:36:36.069624,4.049232519416629
6,2025-12-25 17:36:41.410003,4.246391969521307
7,2025-12-25 17:36:46.531666,4.442714692309334
8,2025-12-25 17:36:52.122984,4.6381974480684764
9,2025-12-25 17:36:58.225614,4.832837030144499
10,2025-12-25 17:37:03.258628,5.026630265417397
11,2025-12-25 17:37:08.385917,5.219574014782154
12,2025-12-25 17:37:13.990947,5.411665173634799
13,2025-12-25 17:37:19.379082,5.619582696449458
14,2025-12-25 17:37:24.968466,5.826492292998837
15,2025-12-25 17:37:30.609870,6.032391906197586
16,2025-12-25 17:37:35.990405,6.237279500824978
17,2025-12-25 17:37:41.436324,6.441153073676344
18,2025-12-25 17:37:46.800727,6.644010653911782
19,2025-12-25 17:37:51.874491,6.84585030340666
20,2025-12-25 17:37:57.378701,7.043867073888598
21,2025-12-25 17:38:02.942700,7.240476176722617
22,2025-12-25 17:38:08.195380,7.215979329632039
23,2025-12-25 17:38:13.017184,7.190006673906475
24,2025-12-25 17:38:18.240589,7.1626584606102375
25,2025-12-25 17:38:23.658668,7.122500606238087
26,2025-12-25 17:38:29.278573,7.081482147098148
27,2025-12-25 17:38:34.623059,7.039671273475802
28,2025-12-25 17:38:39.852611,6.997131895961489
29,2025-12-25 17:38:45.865309,6.95392377844512
30,2025-12-25 17:38:51.272504,6.910102675389404
31,2025-12-25 17:38:57.138133,6.865720477575324
32,2025-12-25 17:39:02.781970,6.820825367173088
33,2025-12-25 17:39:08.628198,6.775461981345639
34,2025-12-25 17:39:14.239135,6.729671582797267
35,2025-12-25 17:39:19.466905,6.683492235305828
36,2025-12-25 17:39:24.577125,6.636958982159206
37,2025-12-25 17:39:29.876905,6.609060892487365
38,2025-12-25 17:39:35.132388,6.580469699309856
39,2025-12-25 17:39:40.351101,6.551265963398246
40,2025-12-25 17:39:46.292830,6.521522505751776
41,2025-12-25 17:39:52.118944,6.4913048271366485
42,2025-12-25 17:39:57.727376,6.460671564938528
43,2025-12-25 17:40:03.126818,6.429674977622118
44,2025-12-25 17:40:08.420983,6.398361444799798
45,2025-12-25 17:40:13.928762,6.366771970811625
46,2025-12-25 17:40:20.643017,6.3349426809508875
47,2025-12-25 17:40:26.642704,6.302905301285173
48,2025-12-25 17:40:32.322691,6.27068761510252
49,2025-12-25 17:40:38.172223,6.209240666949351
50,2025-12-25 17:40:44.035578,6.147876111640013
51,2025-12-25 17:40:49.098941,6.086586747273638
52,2025-12-25 17:40:54.609399,6.025366014840004
53,2025-12-25 17:40:59.975545,5.96420796505952
54,2025-12-25 17:41:05.732026,5.903107118632154
55,2025-12-25 17:41:11.143456,6.085351125416902
56,2025-12-25 17:41:16.570329,6.266381006734
57,2025-12-25 17:41:22.390120,6.446206118309705
58,2025-12-25 17:41:27.799222,6.62483566723711
59,2025-12-25 17:41:33.091327,6.802278716094197
60,2025-12-25 17:41:38.668128,6.97854418692035
61,2025-12-25 17:41:44.446147,7.123625461592942
62,2025-12-25 17:41:49.498594,7.267728986102215
63,2025-12-25 17:41:55.110441,7.165972297050686
64,2025-12-25 17:42:00.362529,7.064651033669288
65,2025-12-25 17:42:06.321810,6.963736590102166
66,2025-12-25 17:42:12.142409,6.863202436179266
67,2025-12-25 17:42:18.094643,6.763023956408477
68,2025-12-25 17:42:23.370293,6.663178287103698
69,2025-12-25 17:42:29.156606,6.563644170775069
70,2025-12-25 17:42:34.509834,6.464401825464144
71,2025-12-25 17:42:40.277232,6.3654328270940415
72,2025-12-25 17:42:45.196245,6.266720003211255
73,2025-12-25 17:42:50.957444,6.163232289558862
74,2025-12-25 17:42:56.672625,6.059971010725255
75,2025-12-25 17:43:02.742071,5.95692271248037
76,2025-12-25 17:43:08.232270,5.854074786334368
77,2025-12-25 17:43:13.526431,6.002418513444232
78,2025-12-25 17:43:19.249512,6.14974300905254
79,2025-12-25 17:43:24.586102,6.296058292416991
80,2025-12-25 17:43:30.011333,6.441374175480692
81,2025-12-25 17:43:35.336553,6.585700270683207
82,2025-12-25 17:43:40.129321,6.72904599753668
83,2025-12-25 17:43:45.313233,6.8714205888865525
84,2025-12-25 17:43:50.846404,7.012833096877583
85,2025-12-25 17:43:56.742729,7.113380610446852
86,2025-12-25 17:44:02.400593,6.961755651561045
87,2025-12-25 17:44:07.683024,6.810458878046249
88,2025-12-25 17:44:13.673488,6.65947574485122
89,2025-12-25 17:44:19.044758,6.508792350345826
90,2025-12-25 17:44:23.952768,6.358395458322423
91,2025-12-25 17:44:29.528992,6.208272461676292
92,2025-12-25 17:44:35.372542,6.058411348483882
93,2025-12-25 17:44:40.675780,5.908800670279419
94,2025-12-25 17:44:46.021415,5.759429512354698
95,2025-12-25 17:44:51.172380,5.8687895949560565
96,2025-12-25 17:44:56.612304,5.977372262005652
97,2025-12-25 17:45:02.108424,6.083761020168426
