iteration,timestamp,P79,ScadaCommand_P79,ScadaCommand_P1,ScadaCommand_V1,ScadaCommand_V2,T41,T42,P1,J2,J13,V1F,V2F
0,2025-01-15 00:15:43.243012,1,0,0,0,0,3.0510001182556152,3.0510001182556152,1,0,0,0,0
1.0,2025-01-15 00:15:53.622644,1.0,,,,,3.0510001182556152,3.0510001182556152,1.0,54.79847717285156,54.351531982421875,560.40625,-628.8280639648438
2.0,2025-01-15 00:16:04.655380,1.0,,,,,3.5967936515808105,3.700996160507202,1.0,55.31480407714844,55.00094985961914,541.0648803710938,-594.50146484375
3.0,2025-01-15 00:16:15.994009,1.0,,,,,4.1218719482421875,4.313260555267334,1.0,55.81275939941406,55.61268997192383,522.7076416015625,-561.0997314453125
4.0,2025-01-15 00:16:26.574107,1.0,,,,,4.627288341522217,4.889549732208252,1.0,56.293487548828125,56.188499450683594,505.4891662597656,-528.890869140625
5.0,2025-01-15 00:16:38.096101,1.0,,,,,5.114263534545898,5.431308269500732,1.0,56.75896072387695,56.72981262207031,490.05841064453125,-497.19390869140625
6.0,2025-01-15 00:16:49.144318,1.0,,,,,5.584712028503418,5.939116477966309,1.0,57.216182708740234,57.237152099609375,480.3497619628906,-461.75079345703125
7.0,2025-01-15 00:17:00.071148,1.0,,,,,6.044761657714844,6.408962726593018,1.0,57.653621673583984,57.70668029785156,463.33349609375,-436.3111572265625
8.0,2025-01-15 00:17:10.706220,1.0,,,,,6.486586570739746,6.851561546325684,1.0,58.07364273071289,58.14902114868164,446.3838195800781,-414.894775390625
9.0,2025-01-15 00:17:21.176002,1.0,,,,,6.910257339477539,7.670076847076416,1.0,58.4769401550293,58.56846237182617,430.0099182128906,-395.4707336425781
10.0,2025-01-15 00:17:31.881576,1.0,,,,,7.3163909912109375,7.670076847076416,1.0,58.86378479003906,58.96711730957031,413.9773254394531,-377.3255615234375
11.0,2025-01-15 00:17:42.730259,1.0,,,,,7.705353260040283,8.049497604370117,0.0,59.00032043457031,59.346248626708984,17.25150489807129,-349.234130859375
12.0,2025-01-15 00:17:53.448722,1.0,,,,,7.669405460357666,8.39883041381836,0.0,58.9647102355957,59.693721771240234,29.242523193359375,49.96467590332031
13.0,2025-01-15 00:18:03.955913,0.0,,,,,7.646300792694092,8.320475578308105,0.0,58.94209289550781,59.61540222167969,30.02464485168457,43.9232177734375
14.0,2025-01-15 00:18:14.124265,0.0,,,,,7.642075538635254,8.256875038146973,0.0,58.9377326965332,59.55180358886719,28.34290885925293,42.2564582824707
15.0,2025-01-15 00:18:25.284069,0.0,,,,,7.636048793792725,8.195075035095215,0.0,58.931583404541016,59.49000930786133,26.6935977935791,40.60829544067383
16.0,2025-01-15 00:18:36.469590,0.0,,,,,7.628255844116211,8.135042190551758,0.0,58.923683166503906,59.42997741699219,25.078493118286133,38.99333190917969
17.0,2025-01-15 00:18:47.266083,0.0,,,,,7.618732929229736,8.076738357543945,0.0,58.914066314697266,59.37167739868164,23.499528884887695,37.414493560791016
18.0,2025-01-15 00:18:58.344433,0.0,,,,,7.607519149780273,8.020126342773438,0.0,58.90277099609375,59.315067291259766,21.958784103393555,35.87388229370117
19.0,2025-01-15 00:19:09.160765,0.0,,,,,7.594654560089111,7.9651641845703125,0.0,58.889835357666016,59.260108947753906,20.458518981933594,34.37374496459961
20.0,2025-01-15 00:19:19.560113,0.0,,,,,7.580183506011963,7.911808967590332,0.0,58.87530517578125,59.206756591796875,19.001258850097656,32.9166145324707
21.0,2025-01-15 00:19:29.733243,0.0,,,,,7.564151763916016,7.86001443862915,0.0,58.85922622680664,59.154964447021484,17.58964729309082,31.5051326751709
22.0,2025-01-15 00:19:39.970288,0.0,,,,,7.546607971191406,7.809731960296631,0.0,58.84164810180664,59.10468673706055,16.2265682220459,30.142175674438477
23.0,2025-01-15 00:19:50.300063,0.0,,,,,7.527604103088379,7.760909080505371,0.0,58.82261657714844,59.05586624145508,14.915115356445312,28.830846786499023
24.0,2025-01-15 00:20:00.166086,0.0,,,,,7.507195949554443,7.713490962982178,0.0,58.80219268798828,59.00844955444336,13.65856647491455,27.574417114257812
25.0,2025-01-15 00:20:10.189172,0.0,,,,,7.4854416847229,7.667418956756592,0.0,58.780372619628906,58.96236801147461,11.389872550964355,28.522228240966797
26.0,2025-01-15 00:20:19.789027,0.0,,,,,7.452850818634033,7.61651086807251,0.0,58.74775695800781,58.91146469116211,10.43903923034668,27.571487426757812
27.0,2025-01-15 00:20:31.002410,0.0,,,,,7.419240951538086,7.566621780395508,0.0,58.71411895751953,58.861576080322266,9.552303314208984,26.684831619262695
28.0,2025-01-15 00:20:40.820391,0.0,,,,,7.384681701660156,7.51768159866333,0.0,58.67953109741211,58.81263732910156,8.731096267700195,25.86370086669922
29.0,2025-01-15 00:20:51.814042,0.0,,,,,7.3492431640625,7.469621658325195,0.0,58.644065856933594,58.76457977294922,7.97632360458374,25.109010696411133
30.0,2025-01-15 00:21:02.476083,0.0,,,,,7.312995910644531,7.422369480133057,0.0,58.6077880859375,58.71732711791992,7.288270950317383,24.421031951904297
31.0,2025-01-15 00:21:13.720181,0.0,,,,,7.276011943817139,7.375854969024658,0.0,58.570777893066406,58.670814514160156,6.666476249694824,23.799293518066406
32.0,2025-01-15 00:21:25.063099,0.0,,,,,7.238361835479736,7.330005645751953,0.0,58.53310012817383,58.62496566772461,6.109631061553955,23.242507934570312
33.0,2025-01-15 00:21:36.286469,0.0,,,,,7.200115203857422,7.284753322601318,0.0,58.49483108520508,58.579715728759766,5.615607738494873,22.7485408782959
34.0,2025-01-15 00:21:46.849765,0.0,,,,,7.161339282989502,7.240029811859131,0.0,58.456031799316406,58.53499221801758,5.181454658508301,22.314430236816406
