iteration,timestamp,T41_LEVEL,T42_LEVEL,J2_LEVEL,J13_LEVEL,J14_LEVEL,J19_LEVEL,J21_LEVEL,P79_FLOW,P79_STATUS,P1_FLOW,P1_STATUS,V1_FLOW,V1_STATUS
124,2025-01-14 15:52:30.203693,6.806801775302309,6.7317867725461635,58.05480386007217,57.97252743733412,58.21545940515367,58.05872068460767,58.215459584162005,0.0,0.0,0.0,0.0,59.869125209388585,1.0
125,2025-01-14 15:52:34.491076,6.699117408212818,6.69363884229978,57.9651224878507,57.90552560615906,58.10160353006822,58.02675778671205,58.101603691787346,0.0,0.0,0.0,0.0,54.08677139996598,1.0
126,2025-01-14 15:52:38.943152,6.599683306246169,6.647240652478265,57.876508644312054,57.83345776094468,57.99394637150527,57.988597187864855,57.99394651019238,0.0,0.0,0.0,0.0,46.383742160855945,1.0
127,2025-01-14 15:52:43.308306,6.5104296297493995,6.5906620327322925,57.79073776353722,57.75862456582551,57.894543281977214,57.94218050550681,57.894543392243925,0.0,0.0,0.0,0.0,36.878572200294,1.0
128,2025-01-14 15:52:47.774824,6.424165582775322,6.531093791827764,57.70951771007734,57.68341290157817,57.80529816924469,57.88559586763149,57.80529827116536,0.0,0.0,0.0,0.0,34.087246706349106,1.0
129,2025-01-14 15:52:52.155235,6.340044185825179,6.469382901580155,57.62960394791789,57.607986297571465,57.71904010679445,57.82602315166494,57.71904020273354,0.0,0.0,0.0,0.0,32.08671274705921,1.0
130,2025-01-14 15:52:57.009502,6.2575912827382405,6.4060035156309025,57.55066596485597,57.532517751604736,57.634923281200884,57.764308683599744,57.63492337248209,0.0,0.0,0.0,0.0,30.52889050934482,1.0
131,2025-01-14 15:53:01.581353,6.176488668469026,6.341273842372048,57.472518811467424,57.45710627060015,57.55247402045363,57.700926342686394,57.55247410796527,0.0,0.0,0.0,0.0,29.268164137192798,1.0
132,2025-01-14 15:53:06.028642,6.096503907378307,6.275426318187754,57.39503475837781,57.38180886177264,57.47137438278272,57.63619418304126,57.471374467173675,0.0,0.0,0.0,0.0,28.224454905512175,1.0
133,2025-01-14 15:53:10.419641,6.005270639826851,6.203129165872382,57.29148971005089,57.27180037134488,57.39135809306074,57.570331608574605,57.39135819199688,0.0,0.0,0.0,0.0,33.08907448115406,1.0
134,2025-01-14 15:53:15.081989,5.915219597399654,6.129649783744587,57.20446279623741,57.18734714493951,57.30012830647922,57.49803156805768,57.30012840211497,0.0,0.0,0.0,0.0,31.98526347034658,1.0
135,2025-01-14 15:53:19.414740,5.998102421799092,6.132772448558015,62.89345562172222,59.94900562108696,57.21034196715583,57.42465006503997,57.2103415800172,0.0,0.0,232.98422694218993,1.0,-129.47805605620033,1.0
136,2025-01-14 15:53:23.856615,6.0766036604259845,6.139425233015769,62.9117264897856,59.96042014839684,57.29321310620444,57.42777359013158,57.29321273129778,0.0,0.0,232.1892341714551,1.0,-125.38709043212748,1.0
137,2025-01-14 15:53:28.021962,6.150151286277977,6.150204719557637,62.92947032163777,59.97314548054591,57.37170178725724,57.43442802345349,57.37170142617942,0.0,0.0,231.4171735337947,1.0,-120.76204934260204,1.0
138,2025-01-14 15:53:32.588115,6.215055471654016,6.168829007198146,62.94660748252208,59.98740808732779,57.44522918135651,57.445212401103724,57.445228844408305,0.0,0.0,230.6715100564671,1.0,-112.69192814836515,1.0
139,2025-01-14 15:53:37.203530,6.272345981862334,6.194317610164733,62.96268729251424,60.00464194022855,57.51011734338168,57.46384274299431,57.51011702768836,0.0,0.0,229.9718534964062,1.0,-105.58325868430529,1.0
140,2025-01-14 15:53:41.670369,6.326802713863667,6.221934749342072,62.97782038067025,60.0244620884331,57.56740232590344,57.48933354562236,57.567402018121086,0.0,0.0,229.31339021807733,1.0,-102.93744184593834,1.0
141,2025-01-14 15:53:46.334794,6.37911311621877,6.251010635611712,62.99257454127846,60.04503877815161,57.62185503023974,57.51695227843903,57.62185472844926,0.0,0.0,228.6714146435672,1.0,-100.93347167810407,1.0
142,2025-01-14 15:53:50.965134,6.429654250272349,6.281182095881487,63.00703061136897,60.06611380892883,57.67416221665106,57.54602940770797,57.67416191979977,0.0,0.0,228.04240943290532,1.0,-99.28156222599682,1.0
143,2025-01-14 15:53:55.441564,6.478674489016623,6.312212585872212,63.02123289018122,60.08754755806853,57.724700661544105,57.57620186984618,57.724700368938656,0.0,0.0,227.42444705998847,1.0,-97.86154759638066,1.0
144,2025-01-14 15:53:59.664443,6.526354761781369,6.343931645019144,63.03521059348434,60.10924935616483,57.77371858905414,57.60723318015371,57.77371830018944,0.0,0.0,226.81625630304606,1.0,-96.61046057146905,1.0
145,2025-01-14 15:54:04.049985,6.583748819974755,6.382422681955938,63.09185684515329,60.25597110019655,57.821416821802465,57.638961115516125,57.82141652403667,0.0,0.0,224.35149324910589,1.0,-99.58741955415462,1.0
146,2025-01-14 15:54:08.627518,6.639746283088373,6.421536851907682,63.10845364813714,60.28229788339483,57.87880812163494,57.67745304213521,57.878807827767965,0.0,0.0,223.62934155145783,1.0,-98.28346243352826,1.0
147,2025-01-14 15:54:12.987766,6.694473464492991,6.461157779391958,63.124837320085696,60.30878631150833,57.934803126156446,57.71656794457723,57.93480283583567,0.0,0.0,222.9164635036271,1.0,-97.09744027816214,1.0
148,2025-01-14 15:54:17.420066,6.748034214380676,6.501190868564083,63.141022639572924,60.335393237787045,57.98952809230418,57.75618947373685,57.98952780523972,0.0,0.0,222.21221606777763,1.0,-96.00837077584856,1.0
149,2025-01-14 15:54:21.836032,6.8005158419159395,6.541557474651905,63.157021786134116,60.36208368771145,58.04308682896125,57.79622305365866,58.04308654490932,0.0,0.0,221.51606929412944,1.0,-95.00083155046468,1.0
150,2025-01-14 15:54:26.127430,6.851993064334709,6.582191078976392,63.17284503384652,60.388828672507856,58.09556661402639,57.836590055116616,58.09556633277843,0.0,0.0,220.8275761422291,1.0,-94.0630450406843,1.0
151,2025-01-14 15:54:30.519757,6.902530696155431,6.62303465187065,63.18850121012097,60.41560375119602,58.14704214032634,57.87722397192105,58.147041861701396,0.0,0.0,220.14635251824188,1.0,-93.18578331715344,1.0
152,2025-01-14 15:54:35.093752,6.9521856044668535,6.6640387632554585,63.20399800304489,60.44238803471282,58.197578202928966,57.918067784657616,58.19757792676831,0.0,0.0,219.47206390199432,1.0,-92.36160609020772,1.0
153,2025-01-14 15:54:39.587923,7.001008114597249,6.705160187438784,63.2193421869949,60.46916347575364,58.247231653060915,57.95907207181292,58.247231379224026,0.0,0.0,218.80441553023857,1.0,-91.58442321620441,1.0
154,2025-01-14 15:54:44.204281,6.87943895583502,6.682324531933204,58.09144818560408,57.963068180838235,58.295759945385065,58.00014898138319,58.295760147225586,0.0,0.0,0.0,0.0,67.50532511773599,1.0
155,2025-01-14 15:54:48.500797,6.763827639461727,6.65353103664988,58.00298581737465,57.90889374114045,58.174212838361186,57.97730731662431,58.17421302356939,0.0,0.0,0.0,0.0,61.942665562355614,1.0
156,2025-01-14 15:54:52.714571,6.654227143371022,6.618726721373023,57.914026914333974,57.84578323057477,58.058622810359076,57.948506579486306,58.05862297878704,0.0,0.0,0.0,0.0,56.330534454787085,1.0
157,2025-01-14 15:54:57.001297,6.559962051504433,6.581667838390696,57.84400076348783,57.801425132518006,57.94907219518159,57.91369924943697,57.94907233325727,0.0,0.0,0.0,0.0,46.179247190138994,1.0
158,2025-01-14 15:55:01.460502,6.477465948169652,6.532839975698386,57.764931455038486,57.7350248800241,57.85484101564755,57.8766220543391,57.854841120868095,0.0,0.0,0.0,0.0,35.19088677592208,1.0
159,2025-01-14 15:55:06.089747,6.398768754705642,6.480213204654245,57.69086896247626,57.6674561654732,57.77235503357206,57.8277873768381,57.7723551281873,0.0,0.0,0.0,0.0,31.643954668538754,1.0
160,2025-01-14 15:55:10.508274,6.322453568272372,6.4252044258482135,57.61844697730863,57.599562850143144,57.69366397868498,57.77515611180895,57.69366406665045,0.0,0.0,0.0,0.0,29.41994836419326,1.0
161,2025-01-14 15:55:14.895197,6.2479037109355025,6.368430320085648,57.54709584571567,57.5315832835217,57.617353237901014,57.72014389350598,57.61735332093826,0.0,0.0,0.0,0.0,27.77170980266419,1.0
162,2025-01-14 15:55:19.271243,6.174740090124413,6.310269977651825,57.47657458432921,57.46364419238719,57.54280680928205,57.6633670219947,57.542806888449384,0.0,0.0,0.0,0.0,26.47742100236883,1.0
163,2025-01-14 15:55:23.484415,6.102698973297506,6.250987135774447,57.40673142635367,57.3958144130739,57.46964592472114,57.60520439845224,57.46964600075481,0.0,0.0,0.0,0.0,25.42937160171732,1.0
164,2025-01-14 15:55:27.963152,6.031583814853274,6.19077833420953,57.33745648431015,57.328130050398265,57.397607037918505,57.54591964694586,57.39760711136719,0.0,0.0,0.0,0.0,24.56482906495694,1.0
165,2025-01-14 15:55:32.362218,5.961242098324813,6.129796094278238,57.268664136935946,57.260607474384095,57.326493723354574,57.48570923099406,57.32649379464409,0.0,0.0,0.0,0.0,23.84269216577195,1.0
166,2025-01-14 15:55:36.872029,6.060062989352681,6.145316707155131,62.97650773016467,60.166575838974666,57.25641145057839,57.42480157534179,57.256411049621626,0.0,0.0,229.3705056030071,1.0,-134.09951607172843,1.0
167,2025-01-14 15:55:41.419049,6.153592864904355,6.165059648121013,62.999439838500514,60.18626323750449,57.35521595696477,57.440325265784125,57.35521557077878,0.0,0.0,228.37269530294523,1.0,-129.1594476708724,1.0
168,2025-01-14 15:55:45.718114,6.2398561049163455,6.191030097379535,63.02173730847524,60.207444431370305,57.448724587111315,57.46007386870806,57.44872422121138,0.0,0.0,227.40249906628654,1.0,-122.37480166277237,1.0
169,2025-01-14 15:55:49.915669,6.29893135796202,6.217902384723794,62.979183516892064,60.0446623884041,57.53492157630142,57.4860452459197,57.53492125937575,0.0,0.0,229.25407812419624,1.0,-105.99541538454105,1.0
170,2025-01-14 15:55:54.388455,6.355171885567461,6.246879114857198,62.99485394333903,60.065383804328995,57.59399115000345,57.51291980347657,57.59399084099139,0.0,0.0,228.5722344539088,1.0,-103.34871776422005,1.0
171,2025-01-14 15:55:58.660070,6.4092471953460874,6.277308476205601,63.01014458277291,60.08684627173688,57.650227499902144,57.54189818506686,57.65022719693467,0.0,0.0,227.90691588405915,1.0,-101.32711457345067,1.0
172,2025-01-14 15:56:03.059981,6.461529899145537,6.308831891242814,63.02513411664388,60.10879980919915,57.704299457038076,57.57232883580811,57.70429915907495,0.0,0.0,227.25469886717903,1.0,-99.65341445990816,1.0
173,2025-01-14 15:56:07.604652,6.512267113917959,6.341214239217484,63.039866282516485,60.131107266704866,57.756579347644205,57.60385329018371,57.7565790539956,0.0,0.0,226.61368031648075,1.0,-98.21042996406959,1.0
174,2025-01-14 15:56:11.845344,6.561639561167157,6.374285433992885,63.05437011312843,60.15367898082764,57.80731413799116,57.636236488840424,57.807313848152525,0.0,0.0,225.98259697416398,1.0,-96.93619054246483,1.0
175,2025-01-14 15:56:16.132196,6.6097870408224075,6.4079153331348415,63.06866689220657,60.17645028644543,57.85668445713349,57.6693083847648,57.85668417071457,0.0,0.0,225.36052275347083,1.0,-95.79246909936501,1.0
176,2025-01-14 15:56:20.772755,6.656821880201443,6.442000482432604,63.082773140754924,60.19937186018077,57.90483004330677,57.70293886261523,57.904829759993966,0.0,0.0,224.74673880082983,1.0,-94.75363024421313,1.0
177,2025-01-14 15:56:25.197055,6.702836865140289,6.4764563534059265,63.09670218445967,60.222404614626676,57.95186318023525,57.73702448806255,57.95186289976954,0.0,0.0,224.1406652957227,1.0,-93.8014267245535,1.0
178,2025-01-14 15:56:29.541093,6.747910246382494,6.511212445025468,63.11046507926369,60.24551671359961,57.997876621574235,57.771480747848386,57.997876343737175,0.0,0.0,223.54182117755457,1.0,-92.92227595551594,1.0
179,2025-01-14 15:56:33.818537,6.792109066742343,6.54620901251872,63.1240711931096,60.26868168818192,58.042948593471166,57.80623715297729,58.04294831807558,0.0,0.0,222.94979883314474,1.0,-92.10572734332345,1.0
180,2025-01-14 15:56:38.188433,6.835491533603303,6.5813947833354005,63.13752858915163,60.29187717622976,58.087146119509136,57.84123396842964,58.08714584639256,0.0,0.0,222.36424742260357,1.0,-91.3435177625388,1.0
181,2025-01-14 15:56:42.544005,6.890328754394811,6.623673983708009,63.19861610138013,60.45337265716743,58.1305485818399,57.87642984950532,58.13054829712353,0.0,0.0,219.70623848535007,1.0,-95.2230551553157,1.0
182,2025-01-14 15:56:46.891190,6.944124448755668,6.666221726873988,63.21520280333378,60.48132758367065,58.18538381922951,57.91870946349006,58.18538353742073,0.0,0.0,218.98452629861995,1.0,-94.25061103456756,1.0
183,2025-01-14 15:56:51.281080,6.996944798367265,6.708979882146975,63.231616837704216,60.509309288569035,58.23917768559708,57.961257532290304,58.239177406511146,0.0,0.0,218.27032713644468,1.0,-93.33996072143691,1.0
184,2025-01-14 15:56:55.758277,7.048847893611646,6.751898030208104,63.247866043811044,60.537296665501124,58.291996342084325,58.004015936084194,58.29199606555907,0.0,0.0,217.5632998983136,1.0,-92.48354513658796,1.0
185,2025-01-14 15:57:00.286582,6.931075998066989,6.731471701804615,58.14666080430803,58.01906622212915,58.34361388235116,58.046888914888946,58.34361407950257,0.0,0.0,0.0,0.0,65.9370580808627,1.0
186,2025-01-14 15:57:04.644435,6.819260877112094,6.705088602234896,58.06224272387973,57.96967329078339,58.22586343216751,58.026457059918464,58.22586361268959,0.0,0.0,0.0,0.0,60.37539519979873,1.0
187,2025-01-14 15:57:09.000393,6.713400507561358,6.672750752548642,57.97707338278382,57.91068262799173,58.114068798672406,58.00006725770335,58.11406896257077,0.0,0.0,0.0,0.0,54.81561556962333,1.0
188,2025-01-14 15:57:13.451874,6.614023920257139,6.633929118563049,57.892297344619294,57.845111117243505,58.00822964677364,57.96772081158081,58.00822979257142,0.0,0.0,0.0,0.0,48.76189399908526,1.0
189,2025-01-14 15:57:17.798430,6.526675443316234,6.5830793771061344,57.8090572455761,57.77537807303546,57.908889374849714,57.92887976160627,57.90888948706897,0.0,0.0,0.0,0.0,37.531596689177604,1.0
190,2025-01-14 15:57:22.324451,6.443436170983561,6.528120430804108,57.73089741561872,57.704346738832164,57.82155238664466,57.8780223800476,57.82155248739238,0.0,0.0,0.0,0.0,33.694953957024154,1.0
191,2025-01-14 15:57:26.648545,6.362724520337528,6.4706338608710725,57.65450430428468,57.632943492519004,57.73831994646673,57.82305848404616,57.73832004015815,0.0,0.0,0.0,0.0,31.33498273314217,1.0
192,2025-01-14 15:57:31.191406,6.28388490839596,6.411275257682644,57.57923760414797,57.56142046582381,57.65761324024975,57.765568126454916,57.65761332871506,0.0,0.0,0.0,0.0,29.587117302298793,1.0
193,2025-01-14 15:57:35.825176,6.204736157813915,6.349625114415824,57.50123008898135,57.485135086374406,57.57877282105901,57.70620474627904,57.57877290791027,0.0,0.0,0.0,0.0,29.047299370290602,1.0
194,2025-01-14 15:57:40.201163,6.12684646883371,6.286715913020153,57.426001547467244,57.41235405175794,57.49962735121294,57.64455191287746,57.4996274345493,0.0,0.0,0.0,0.0,27.871748089864923,1.0
195,2025-01-14 15:57:44.717743,6.0499989034980075,6.222764587275968,57.351398576905005,57.33970096702161,57.42174034380337,57.581640449863706,57.42174042423047,0.0,0.0,0.0,0.0,26.89874768577738,1.0
196,2025-01-14 15:57:49.137604,5.974025779721634,6.15793882222092,57.277329213342156,57.26720113753892,57.344895004824636,57.51768720201389,57.34489508281058,0.0,0.0,0.0,0.0,26.082306274020084,1.0
197,2025-01-14 15:57:53.604027,6.067993851929273,6.169585431540999,62.960454889183346,60.119497230592366,57.269180084144544,57.45294204257114,57.26917968771067,0.0,0.0,230.06898870110822,1.0,-132.58684260108566,1.0
198,2025-01-14 15:57:58.026232,6.156997549377507,6.185193191454132,62.98198201224966,60.1366545862402,57.36313342363406,57.46459096973624,57.36313304105907,0.0,0.0,229.13231140952715,1.0,-127.95175364374245,1.0
199,2025-01-14 15:58:02.268927,6.2398392201868464,6.205987568481579,63.00291251587217,60.15523245452923,57.4521197851146,57.480202613202074,57.452119419741976,0.0,0.0,228.22159392144718,1.0,-122.19844246033063,1.0
200,2025-01-14 15:58:07.367529,6.310897775081789,6.237624790426033,63.02308873158062,60.17568697856334,57.53493127923069,57.501008064473226,57.534930946752624,0.0,0.0,227.34369662760383,1.0,-111.19689639258468,1.0
201,2025-01-14 15:58:11.757582,6.378228229323589,6.272116982002512,63.04182445257095,60.200131184371635,57.60598111077574,57.532648842936986,57.60598078870531,0.0,0.0,226.52847741140965,1.0,-107.7160721860082,1.0
202,2025-01-14 15:58:16.079193,6.442906434926532,6.308410948141584,63.060073932878964,60.22556803095773,57.67330560289515,57.56714341259246,57.673305288228924,0.0,0.0,225.73441525386966,1.0,-105.23974792761237,1.0
203,2025-01-14 15:58:20.323062,6.505437238009803,6.346018621089116,63.077963358499545,60.25160297326735,57.73797913169028,57.603439178212334,57.73797882301889,0.0,0.0,224.9560196137926,1.0,-103.23478108546169,1.0
204,2025-01-14 15:58:24.623451,6.566132645540285,6.384642031847209,63.095551602610776,60.27805357403171,57.80050604399429,57.64104827954021,57.80050574044672,0.0,0.0,224.19072883122834,1.0,-101.52112707999095,1.0
205,2025-01-14 15:58:28.953230,6.605404925945953,6.412784750231267,63.03531044853232,60.079144474420296,57.86116351018865,57.67965853342483,57.86116323338601,0.0,0.0,226.81191146069986,1.0,-92.57631697266788,1.0
206,2025-01-14 15:58:33.351823,6.643790526772029,6.441273235043492,63.04691727215728,60.098341674236316,57.90043452144888,57.707801629329396,57.90043424712155,0.0,0.0,226.30688122124815,1.0,-91.74845147128963,1.0
207,2025-01-14 15:58:37.742495,6.681360972636798,6.470042786718084,63.058377720646554,60.117620533524345,57.93881897727048,57.73629042384901,57.938818705218786,0.0,0.0,225.80821998267177,1.0,-90.98736604642,1.0
208,2025-01-14 15:58:41.942471,6.718177448929928,6.4990386305060435,63.069700638773945,60.13695646841624,57.97638838270625,57.765060226755935,57.976388112759395,0.0,0.0,225.31554289564593,1.0,-90.28340396696422,1.0
209,2025-01-14 15:58:46.464873,6.754292929154918,6.528213848240624,63.080893504841654,60.156328546531235,58.013203907781154,57.79405627087798,58.01320363979124,0.0,0.0,224.8285245680679,1.0,-89.62891054238753,1.0
210,2025-01-14 15:58:50.563506,6.789753764745719,6.557527852168489,63.091962828940005,60.175718892079836,58.04931851374305,57.82323164433816,58.049318247580686,0.0,0.0,224.34688173617903,1.0,-89.01768842861202,1.0
211,2025-01-14 15:58:54.722877,6.824600848965161,6.5869452465678995,63.10291434037939,60.19511209016537,58.0847785420483,57.85254576468484,58.08477827759936,0.0,0.0,223.87036510912364,1.0,-88.44463546438419,1.0
212,2025-01-14 15:58:59.069349,6.858870495292942,6.616434956975422,63.11375312226908,60.214494739869345,58.11962487770055,57.88196324072038,58.1196246148636,0.0,0.0,223.398753513223,1.0,-87.90550709193212,1.0
213,2025-01-14 15:59:03.431473,6.892595185931624,6.645969549970804,63.12448371158652,60.233855111044235,58.15389382733476,57.91145300188085,58.15389356601915,0.0,0.0,222.9318495378066,1.0,-87.396699058786,1.0
214,2025-01-14 15:59:07.613616,6.925804105651436,6.6755246945353806,63.1351101912925,60.25318288390187,58.18761786734593,57.94098761813777,58.18761760747017,0.0,0.0,222.4694755271523,1.0,-86.91513732003386,1.0
215,2025-01-14 15:59:12.244510,6.958523592486435,6.705078727057503,63.14563624992338,60.272468935725094,58.22082617755387,57.97054276144332,58.22082591904445,0.0,0.0,222.0114709875286,1.0,-86.45816794057737,1.0
216,2025-01-14 15:59:16.696071,6.990777522740749,6.734612295621251,63.156065234090484,60.2917051710889,58.25354509175809,58.00009677080379,58.25354483454835,0.0,0.0,221.5576903028789,1.0,-86.02349335433246,1.0
217,2025-01-14 15:59:20.872786,7.033628772936764,6.770411648638402,63.20900882307594,60.433952078470625,58.28581374104995,58.02963806348446,58.285813472667634,0.0,0.0,219.25403563501112,1.0,-89.76014995084824,1.0
218,2025-01-14 15:59:25.192255,6.906520109358667,6.741340594322787,58.118928165012655,57.99852678831138,58.32835926830882,58.0653941247319,58.32835947439858,0.0,0.0,0.0,0.0,68.92647549250341,1.0
219,2025-01-14 15:59:29.672680,6.785408237906453,6.706272754835764,58.02283883904757,57.933260041148074,58.20127367728286,58.03631579309974,58.20127386663157,0.0,0.0,0.0,0.0,63.32744891381026,1.0
220,2025-01-14 15:59:34.259288,6.670580179455388,6.664921096871594,57.92693562445516,57.86080679274916,58.08018496046233,58.00123910007895,58.08018513226869,0.0,0.0,0.0,0.0,57.46043283636482,1.0
221,2025-01-14 15:59:38.570330,6.564217740142628,6.615103829844383,57.832200145845434,57.783445006484925,57.965386427666594,57.95987357988425,57.96538657583975,0.0,0.0,0.0,0.0,49.55633614315502,1.0
222,2025-01-14 15:59:42.916480,6.468332438730653,6.554809421837329,57.740422600371154,57.70336174195296,57.85905784711468,57.91003616319322,57.859057966039096,0.0,0.0,0.0,0.0,39.77413128495755,1.0
223,2025-01-14 15:59:47.176219,6.375577465893206,6.4913846962106545,57.653320495662776,57.622868150935005,57.763182080055486,57.84973510545907,57.76318219024108,0.0,0.0,0.0,0.0,36.851441798262385,1.0
224,2025-01-14 15:59:51.794592,6.285079066312013,6.425703392185899,57.5675778894287,57.542126217644075,57.670433812878336,57.78630540888523,57.67043391676431,0.0,0.0,0.0,0.0,34.74454182878617,1.0
225,2025-01-14 15:59:56.051118,6.196348422547672,6.35825433455044,57.482854116376124,57.46131472326214,57.57994056807682,57.720620107583635,57.57994066702781,0.0,0.0,0.0,0.0,33.09404046888176,1.0
226,2025-01-14 16:00:00.617187,6.109057059391691,6.2893659966678825,57.398959802927365,57.380539110186,57.49121405718699,57.65316772866824,57.49121415211997,0.0,0.0,0.0,0.0,31.750225067526117,1.0
227,2025-01-14 16:00:04.998116,6.022964523514856,6.219278834810413,57.31576463336696,57.29986243668052,57.40392609250105,57.5842765788551,57.40392618408731,0.0,0.0,0.0,0.0,30.630916350560256,1.0
228,2025-01-14 16:00:09.613033,5.937885341770457,6.14817831887972,57.233169827086876,57.219321625357296,57.31783639808818,57.5141870079064,57.31783648684548,0.0,0.0,0.0,0.0,29.68477400145275,1.0
229,2025-01-14 16:00:13.986358,6.022499800013932,6.15259757959009,62.908632310557465,59.98552325823753,57.23301247464227,57.443178854046465,57.23301208622744,0.0,0.0,232.32386653315666,1.0,-129.9048818322035,1.0
230,2025-01-14 16:00:18.373272,6.102653687288763,6.160601949825196,62.927417992176636,59.99783003561639,57.31761482489294,57.4475991875064,57.31761444893056,0.0,0.0,231.50647345534793,1.0,-125.74017389795245,1.0
231,2025-01-14 16:00:22.636699,6.177718600571395,6.172844844813841,62.945666910303856,60.01146031615224,57.3977555829026,57.45560548216096,57.397755221146944,0.0,0.0,230.71243575913425,1.0,-120.98874928994974,1.0
232,2025-01-14 16:00:26.804190,6.242307923649483,6.194741973824849,62.96329162298967,60.02666161475017,57.4727957964243,57.46785521289498,57.47279546391306,0.0,0.0,229.9455581743968,1.0,-111.20799308628193,1.0
233,2025-01-14 16:00:31.226250,6.301342480546018,6.221432046577239,62.97963885022227,60.04551318640343,57.537373312087496,57.48975693276313,57.53737299508333,0.0,0.0,229.23426589061535,1.0,-106.02166790192769,1.0
234,2025-01-14 16:00:35.564776,6.357513095076071,6.250256949234549,62.995284109865636,60.066139878475546,57.59640213571283,57.516449296679205,57.59640182670385,0.0,0.0,228.5535172655584,1.0,-103.34768921950399,1.0
235,2025-01-14 16:00:39.919454,6.411506060916638,6.280548257506634,63.010546107826904,60.08751966692211,57.65256855347793,57.54527585951036,57.652568250548235,0.0,0.0,227.88944492897897,1.0,-101.31447651133385,1.0
236,2025-01-14 16:00:44.345555,6.463699602457875,6.311941836643394,63.02550552935638,60.10939610300874,57.70655815854811,57.57556846207925,57.70655786064181,0.0,0.0,227.23853814507342,1.0,-99.63441100978798,1.0
237,2025-01-14 16:00:48.670679,6.514343488768148,6.344199954572923,63.04020678246522,60.131629855661785,57.75874888356506,57.60696308379434,57.75874858998488,0.0,0.0,226.59886465491752,1.0,-98.1875441198099,1.0
238,2025-01-14 16:00:53.101801,6.563619949513236,6.377151038133344,63.054679219460304,60.15413023076511,57.80939034463664,57.639222054770116,57.80939005487385,0.0,0.0,225.9691472957809,1.0,-96.91082170434129,1.0
239,2025-01-14 16:00:57.621355,6.611669734652276,6.410664011656159,63.06894430691142,60.17683197225999,57.85866467790851,57.67217384134179,57.85866439157021,0.0,0.0,225.34845202513478,1.0,-95.76550674125883,1.0
240,2025-01-14 16:01:01.794271,6.658605809377905,6.444634794545964,63.08301868250526,60.19968538407857,57.90671257107252,57.70568739513232,57.90671228784333,0.0,0.0,224.73605491237115,1.0,-94.72566831448148,1.0
241,2025-01-14 16:01:06.072988,6.721360609530373,6.488546144797508,63.16315025133481,60.41482629037006,57.95367897783432,57.73967240890113,57.95367867853627,0.0,0.0,221.24941061576973,1.0,-100.09987819671551,1.0
242,2025-01-14 16:01:10.646844,6.782714984790599,6.533001103656399,63.181535775082004,60.44440133230287,58.01643079113673,57.783584626104584,58.01643049574819,0.0,0.0,220.44942900490875,1.0,-98.79234869401898,1.0
243,2025-01-14 16:01:14.913456,6.842781099807875,6.577897541023775,63.199705983233294,60.474097539492085,58.07778246950399,57.82804029570821,58.077782177711846,0.0,0.0,219.65881609735962,1.0,-97.58953663265402,1.0
244,2025-01-14 16:01:19.495520,6.901653153994427,6.623150690632442,63.2176739368238,60.50387786845281,58.13784612837635,57.87293731172109,58.13784583991765,0.0,0.0,218.8770035879705,1.0,-96.47467238778518,1.0
245,2025-01-14 16:01:23.900702,6.959411697105802,6.668688915212829,63.235450574125366,60.53371159852573,58.19671592997018,57.91819092657119,58.19671564462003,0.0,0.0,218.10351553618855,1.0,-95.43502228609668,1.0
246,2025-01-14 16:01:28.169377,7.0161266087455685,6.7144508101555,63.25304527444237,60.56357284622569,58.25447239512127,57.96372951792281,58.25447211268459,0.0,0.0,217.33794383446377,1.0,-94.4606137898063,1.0
247,2025-01-14 16:01:32.370260,6.902945406990729,6.697330708798237,58.121294424194716,57.99265967403156,58.31090920098338,58.00944423728097,58.31090939284067,0.0,0.0,0.0,0.0,64.16644297928542,1.0
248,2025-01-14 16:01:36.710685,6.795743392451316,6.674231429477833,58.0422195786994,57.95016576778929,58.19774878841114,57.992319261950485,58.19774896357652,0.0,0.0,0.0,0.0,58.583855732194934,1.0
249,2025-01-14 16:01:40.952139,6.694438457139639,6.64523507462089,57.961951190215366,57.89690429190077,58.09056633307236,57.96921398887104,58.09056649177504,0.0,0.0,0.0,0.0,53.07792548819634,1.0
250,2025-01-14 16:01:45.249541,6.599371858167852,6.610000378550939,57.881781829245,57.83635102358816,57.98928105907966,57.94021005442042,57.98928120036695,0.0,0.0,0.0,0.0,47.25336947501546,1.0
251,2025-01-14 16:01:49.677407,6.515849410422895,6.563221534685748,57.80285928047885,57.77115430545889,57.89424801735632,57.90495808898373,57.89424812641614,0.0,0.0,0.0,0.0,36.474927794074574,1.0
252,2025-01-14 16:01:53.968293,6.4370387434914615,6.511730911615385,57.72865151296678,57.70424595507574,57.81073819840366,57.85817101947788,57.81073829430976,0.0,0.0,0.0,0.0,32.07567979416126,1.0
253,2025-01-14 16:01:58.416742,6.3746829034941745,6.464123848634583,57.681562224841144,57.6705065231231,57.73196666062539,57.80668722493665,57.73196672996673,0.0,0.0,0.0,0.0,23.191130817963312,1.0
254,2025-01-14 16:02:02.688464,6.313656880656091,6.4151869736796225,57.62253760796309,57.61360084384641,57.66961364275789,57.75907787511943,57.66961370838682,0.0,0.0,0.0,0.0,21.949517993675727,1.0
255,2025-01-14 16:02:07.211133,6.25367202998962,6.36520892878483,57.5641689694422,57.55681630844565,57.60858979327867,57.71013917226428,57.60858985600099,0.0,0.0,0.0,0.0,20.9774070634694,1.0
