iteration,timestamp,T41_LEVEL,T42_LEVEL,J2_LEVEL,J13_LEVEL,J14_LEVEL,J19_LEVEL,J21_LEVEL,P79_FLOW,P79_STATUS,P1_FLOW,P1_STATUS,V1_FLOW,V1_STATUS
102,2025-01-14 15:50:53.271069,6.51951061542705,6.389906906812638,62.87642247567398,59.64258627962512,57.81106518644957,57.68156344103912,57.81106494486573,0.0,0.0,233.72536457857666,1.0,-80.79743157622943,1.0
103,2025-01-14 15:50:57.666820,6.522915414447481,6.393239836283216,62.87753972675771,59.6447998612413,57.814511187025786,57.68490722418709,57.81451094555698,0.0,0.0,233.67675131446728,1.0,-80.75895531192145,1.0
104,2025-01-14 15:51:02.112150,6.526280961662854,6.3965604239614295,62.878646769667796,59.64700297660756,57.81791597892548,57.688240151483775,57.81791573756626,0.0,0.0,233.62858222324746,1.0,-80.72230724962992,1.0
105,2025-01-14 15:51:06.578092,6.529609024709252,6.399867366078262,62.879743886657224,59.64919503708265,57.8212815194052,57.69156073676654,57.82128127815063,0.0,0.0,233.58084502366742,1.0,-80.68730485888409,1.0
106,2025-01-14 15:51:11.048321,6.532901200577243,6.4031595205102745,62.8808313363654,59.651375531690604,57.82460957606201,57.69486767629701,57.82460933490762,0.0,0.0,233.53352846193988,1.0,-80.65380037692194,1.0
107,2025-01-14 15:51:15.357467,6.53615892112183,6.4064358898161835,62.8819093559272,59.65354401798421,57.82790174584983,57.6981598279792,57.82790150479162,0.0,0.0,233.48662221997157,1.0,-80.6216344517452,1.0
108,2025-01-14 15:51:19.712563,6.539383489803674,6.409695603509997,62.882978160445354,59.65570011344709,57.83115946059474,57.70143619439594,57.831159219629086,0.0,0.0,233.44011693832283,1.0,-80.5906767044462,1.0
109,2025-01-14 15:51:24.231295,6.577417825705112,6.433048208094818,63.016609970699385,60.0443949695019,57.83441259590512,57.70470728364451,57.8344123159868,0.0,0.0,227.62559719445355,1.0,-93.61835155971221,1.0
110,2025-01-14 15:51:28.442356,6.6143326890574725,6.4570145463747375,63.027462101871365,60.06103030276164,57.87244537709156,57.728060463389255,57.872445100298435,0.0,0.0,227.1534047513326,1.0,-92.57313283001167,1.0
111,2025-01-14 15:51:32.895456,6.650251201823834,6.481479613247218,63.0381400649347,60.077855759216845,57.90935889000286,57.752027278165166,57.909358615991216,0.0,0.0,226.68879062286922,1.0,-91.64287063185839,1.0
112,2025-01-14 15:51:37.245142,6.685272086557028,6.506352032331411,63.04866040248856,60.0948288090287,57.945276213085656,57.7764927404249,57.94527594157989,0.0,0.0,226.23103501585692,1.0,-90.8047834241188,1.0
113,2025-01-14 15:51:41.762302,6.71947662646165,6.531557305564665,63.05903511240972,60.11191384563929,57.980296038129616,57.80136548671137,57.980295768902806,0.0,0.0,225.7796158847472,1.0,-90.04258832987944,1.0
114,2025-01-14 15:51:46.239661,6.752933101607372,6.557033477201639,63.06927412914261,60.1290819276903,58.01449962566625,57.82657102897605,58.0144993585278,0.0,0.0,225.33410096701863,1.0,-89.34413982956357,1.0
115,2025-01-14 15:51:50.788212,6.78569977182665,6.5827282241897205,63.079385846518235,60.146309059544976,58.04795523850561,57.852047419466835,58.04795497329287,0.0,0.0,224.894125034542,1.0,-88.70008830683673,1.0
116,2025-01-14 15:51:55.269342,6.817826955628108,6.6085968175534475,63.08937746893069,60.16357503812381,58.080721122981494,57.87774234165945,58.080720859553985,0.0,0.0,224.45937461336632,1.0,-88.10301954781607,1.0
117,2025-01-14 15:51:59.622751,6.849358575976989,6.634600643061432,63.0992552542982,60.18086264366555,58.11284758686364,57.90361107200752,58.11284732509875,0.0,0.0,224.02957741211617,1.0,-87.54695930122125,1.0
118,2025-01-14 15:52:03.902225,6.880333287358194,6.660706097635592,63.10902469837733,60.19815705709232,58.14437854439245,57.92961500086175,58.14437828418226,0.0,0.0,223.60449430221337,1.0,-87.02699083357857,1.0
119,2025-01-14 15:52:08.436457,6.910785342158734,6.68688374532097,63.11869066616171,60.21544542232249,58.17535264286377,57.95572052905742,58.17535238411267,0.0,0.0,223.18391360051484,1.0,-86.53899996602377,1.0
120,2025-01-14 15:52:12.884637,6.940745297735821,6.713107658340242,63.12825749323153,60.2327165121737,58.20580412870128,57.98189822401459,58.205803871323965,0.0,0.0,222.76764665944816,1.0,-86.07953890077624,1.0
121,2025-01-14 15:52:17.291320,6.99113021457186,6.75127838992076,63.21850123980322,60.48316027194838,58.23579410192216,58.00813667624206,58.23579382236394,0.0,0.0,218.84100639913655,1.0,-93.49791911404282,1.0
122,2025-01-14 15:52:21.493700,7.04050814219876,6.789744995604863,63.23376026655417,60.50865282136795,58.286177235167614,58.04630782579429,58.28617695842056,0.0,0.0,218.17706334435815,1.0,-92.55772494043413,1.0
123,2025-01-14 15:52:25.991671,6.92067928144969,6.763741563249341,58.144520954965394,58.032001106183074,58.33526651316052,58.08473074155468,58.33526670878309,0.0,0.0,0.0,0.0,65.42573808076213,1.0
