iteration,timestamp,P79,T41,V41F,J21,V41,T42,V42F,J19,V42,J2,P1F,V_UF,P1
0.0,2025-02-03 17:48:37.273253,1.0,3.0510001182556152,0.0,0.0,1.0,3.0510001182556152,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,2025-02-03 17:48:42.129369,1.0,3.191577911376953,131.25343322753906,55.41070556640625,1.0,3.2186312675476074,156.5123748779297,54.34645080566406,1.0,69.1993179321289,213.3935089111328,233.33895874023438,1.0
2.0,2025-02-03 17:48:47.507328,1.0,3.3316547870635986,130.78567504882812,55.54426574707031,1.0,3.3848068714141846,155.15333557128906,54.51407241821289,1.0,69.21784973144531,212.4165496826172,232.2843017578125,1.0
3.0,2025-02-03 17:48:52.422488,1.0,3.471224069595337,130.3119659423828,55.6772575378418,1.0,3.5495381355285645,153.80474853515625,54.68024444580078,1.0,69.23635864257812,211.44131469726562,231.23052978515625,1.0
4.0,2025-02-03 17:48:56.936385,1.0,3.6102800369262695,129.8323516845703,55.80967712402344,1.0,3.7128360271453857,152.46664428710938,54.844966888427734,1.0,69.25482177734375,210.46783447265625,230.17770385742188,1.0
5.0,2025-02-03 17:49:01.967498,1.0,3.7488157749176025,129.34690856933594,55.94152069091797,1.0,3.8747122287750244,151.13897705078125,55.00825881958008,1.0,69.27326202392578,209.4961395263672,229.12582397460938,1.0
6.0,2025-02-03 17:49:07.064985,1.0,3.8868255615234375,128.8556671142578,56.072776794433594,1.0,4.035177230834961,149.8217315673828,55.170127868652344,1.0,69.29166412353516,208.52627563476562,228.07498168945312,1.0
7.0,2025-02-03 17:49:12.315313,1.0,4.024302959442139,128.35867309570312,56.20344924926758,1.0,4.19424295425415,148.514892578125,55.33058547973633,1.0,69.31002807617188,207.55825805664062,227.0251922607422,1.0
8.0,2025-02-03 17:49:17.648032,1.0,4.1612420082092285,127.85599517822266,56.33353042602539,1.0,4.351920127868652,147.2184600830078,55.48964309692383,1.0,69.32836151123047,206.59213256835938,225.9765167236328,1.0
9.0,2025-02-03 17:49:22.834216,1.0,4.29763650894165,127.3476791381836,56.4630126953125,1.0,4.5082197189331055,145.93238830566406,55.647315979003906,1.0,69.34664916992188,205.62791442871094,224.9290008544922,1.0
10.0,2025-02-03 17:49:28.471111,1.0,4.433480739593506,126.83378601074219,56.591896057128906,1.0,4.663152694702148,144.65667724609375,55.80360794067383,1.0,69.36490631103516,204.66566467285156,223.8826904296875,1.0
11.0,2025-02-03 17:49:33.836653,1.0,4.568768501281738,126.31436920166016,56.720176696777344,1.0,4.816730976104736,143.3912811279297,55.958534240722656,1.0,69.38312530517578,203.7053985595703,222.83763122558594,1.0
12.0,2025-02-03 17:49:39.500032,1.0,4.703494548797607,125.78949737548828,56.84784698486328,1.0,4.968964576721191,142.1361846923828,56.11210632324219,1.0,69.40130615234375,202.74713134765625,221.7938690185547,1.0
13.0,2025-02-03 17:49:44.749163,1.0,4.854797840118408,141.26754760742188,57.21851348876953,1.0,5.133510112762451,153.6313934326172,56.264400482177734,1.0,69.50459289550781,197.30355834960938,219.2068328857422,1.0
14.0,2025-02-03 17:49:51.031384,1.0,5.005339622497559,140.5565185546875,57.35846710205078,1.0,5.296727180480957,152.39108276367188,56.42893981933594,1.0,69.5246353149414,196.24700927734375,218.0480499267578,1.0
15.0,2025-02-03 17:49:57.041205,1.0,5.155116558074951,139.84226989746094,57.497657775878906,1.0,5.458624362945557,151.1587371826172,56.59214782714844,1.0,69.54463958740234,195.19273376464844,216.89108276367188,1.0
16.0,2025-02-03 17:50:02.422078,1.0,5.30412483215332,139.12484741210938,57.636085510253906,1.0,5.619210243225098,149.93431091308594,56.7540397644043,1.0,69.5645980834961,194.14071655273438,215.7359161376953,1.0
17.0,2025-02-03 17:50:07.618261,1.0,5.452361583709717,138.40431213378906,57.77374267578125,1.0,5.7784929275512695,148.71778869628906,56.91461944580078,1.0,69.58451080322266,193.09100341796875,214.5825958251953,1.0
18.0,2025-02-03 17:50:12.659613,1.0,5.599823474884033,137.6807098388672,57.9106330871582,1.0,5.936481475830078,147.50914001464844,57.07389831542969,1.0,69.60438537597656,192.04359436035156,213.43115234375,1.0
19.0,2025-02-03 17:50:18.175173,1.0,5.746506690979004,136.95411682128906,58.046749114990234,1.0,6.093183994293213,146.30831909179688,57.23188018798828,1.0,69.62421417236328,190.99853515625,212.28160095214844,1.0
20.0,2025-02-03 17:50:22.921288,1.0,5.892408847808838,136.22459411621094,58.18209457397461,1.0,6.248608112335205,145.11529541015625,57.38857650756836,1.0,69.64399719238281,189.95584106445312,211.13400268554688,1.0
21.0,2025-02-03 17:50:28.259161,1.0,6.037526607513428,135.4921875,58.31666564941406,1.0,6.402763366699219,143.9300537109375,57.54399490356445,1.0,69.66373443603516,188.91554260253906,209.98837280273438,1.0
22.0,2025-02-03 17:50:33.023320,1.0,6.181857109069824,134.7569580078125,58.450462341308594,1.0,6.555656909942627,142.75253295898438,57.698143005371094,1.0,69.68342590332031,187.87765502929688,208.84475708007812,1.0
23.0,2025-02-03 17:50:37.968542,1.0,6.325396537780762,134.0189971923828,58.58348083496094,1.0,6.7072978019714355,141.5827178955078,57.85103225708008,1.0,69.70307159423828,186.84219360351562,207.7031707763672,1.0
24.0,2025-02-03 17:50:43.223296,1.0,6.468143463134766,133.27833557128906,58.715721130371094,1.0,6.857694149017334,140.42056274414062,58.00266647338867,1.0,69.72267150878906,185.8092041015625,206.56365966796875,1.0
25.0,2025-02-03 17:50:48.394231,1.0,6.602252960205078,125.21426391601562,58.7389030456543,1.0,7.000323295593262,133.16871643066406,58.15302658081055,1.0,69.70276641845703,186.858154296875,206.1358184814453,1.0
26.0,2025-02-03 17:50:53.285407,0.0,6.720989227294922,110.86068725585938,58.6760368347168,1.0,7.08944845199585,83.21337890625,58.29546356201172,1.0,67.7983627319336,287.233642578125,186.64944458007812,1.0
27.0,2025-02-03 17:50:58.400081,0.0,6.838409900665283,109.6321029663086,58.77886199951172,1.0,7.178596496582031,83.23515319824219,58.384586334228516,1.0,67.82125854492188,286.02685546875,185.767578125,1.0
28.0,2025-02-03 17:51:03.617210,0.0,6.9545464515686035,108.4332046508789,58.88090515136719,1.0,7.267739772796631,83.23018646240234,58.47373580932617,1.0,67.8440933227539,284.8229675292969,184.8900909423828,1.0
29.0,2025-02-03 17:51:08.518688,0.0,7.069428443908691,107.26231384277344,58.98216247558594,1.0,7.356850624084473,83.20027160644531,58.5628776550293,1.0,67.86688232421875,283.6221618652344,184.0170135498047,1.0
30.0,2025-02-03 17:51:13.904458,0.0,7.03109884262085,-35.787269592285156,58.268489837646484,1.0,7.2954020500183105,-57.372474670410156,58.65177917480469,1.0,58.26836013793945,0.0,-0.37740346789360046,0.0
31.0,2025-02-03 17:51:18.857595,0.0,6.991767406463623,-36.722530364990234,58.2254638671875,1.0,7.234955787658691,-56.43722915649414,58.590335845947266,1.0,58.225032806396484,0.0,-0.796076238155365,0.0
32.0,2025-02-03 17:51:23.613001,0.0,6.951511383056641,-37.58613967895508,58.181705474853516,1.0,7.175434112548828,-55.5736198425293,58.52988815307617,1.0,58.180850982666016,0.0,-1.1814298629760742,0.0
33.0,2025-02-03 17:51:28.610987,0.0,6.910402297973633,-38.38241958618164,58.137290954589844,1.0,7.116765022277832,-54.77734375,58.47037124633789,1.0,58.135929107666016,0.0,-1.5357534885406494,0.0
34.0,2025-02-03 17:51:33.969185,0.0,6.8685078620910645,-39.11547088623047,58.092288970947266,1.0,7.058881759643555,-54.044273376464844,58.41170120239258,1.0,58.09036636352539,0.0,-1.861103892326355,0.0
35.0,2025-02-03 17:51:39.034300,0.0,6.825891971588135,-39.789302825927734,58.046756744384766,1.0,7.0017194747924805,-53.370452880859375,58.35382080078125,1.0,58.04424285888672,0.0,-2.159468650817871,0.0
36.0,2025-02-03 17:51:44.014084,0.0,6.782613754272461,-40.40773391723633,58.00075912475586,1.0,6.945219993591309,-52.752010345458984,58.29665756225586,1.0,57.99763870239258,0.0,-2.432708263397217,0.0
37.0,2025-02-03 17:51:49.372377,0.0,6.758569240570068,-22.449691772460938,58.03716278076172,1.0,6.902575492858887,-39.81573486328125,58.24018478393555,1.0,58.03726577758789,0.0,0.40637367963790894,0.0
38.0,2025-02-03 17:51:54.446458,0.0,6.733417510986328,-23.48309326171875,58.00960159301758,1.0,6.8610382080078125,-38.782325744628906,58.197540283203125,1.0,58.009586334228516,0.0,-0.05655547231435776,0.0
39.0,2025-02-03 17:51:59.364971,0.0,6.707270622253418,-24.412851333618164,57.981170654296875,1.0,6.820496559143066,-37.852577209472656,58.156005859375,1.0,57.98100280761719,0.0,-0.47343188524246216,0.0
40.0,2025-02-03 17:52:04.005905,0.0,6.680234432220459,-25.242633819580078,57.95200729370117,1.0,6.780843734741211,-37.022789001464844,58.1154670715332,1.0,57.95155334472656,0.0,-0.8437108993530273,0.0
41.0,2025-02-03 17:52:08.832040,0.0,6.652408123016357,-25.980911254882812,57.92221450805664,1.0,6.741981506347656,-36.284515380859375,58.07581329345703,1.0,57.9213981628418,0.0,-1.1718542575836182,0.0
42.0,2025-02-03 17:52:13.682533,0.0,6.623879909515381,-26.63564109802246,57.89188766479492,1.0,6.703820705413818,-35.629783630371094,58.03695297241211,1.0,57.89066696166992,0.0,-1.4618459939956665,0.0
43.0,2025-02-03 17:52:18.841065,0.0,6.594732284545898,-27.214441299438477,57.861106872558594,1.0,6.666279315948486,-35.05097961425781,57.9987907409668,1.0,57.85947036743164,0.0,-1.7174204587936401,0.0
44.0,2025-02-03 17:52:23.753295,0.0,6.565038204193115,-27.724578857421875,57.82993698120117,1.0,6.629284858703613,-34.54084777832031,57.96125030517578,1.0,57.8278923034668,0.0,-1.942034363746643,0.0
45.0,2025-02-03 17:52:28.951100,0.0,6.5348639488220215,-28.17291831970215,57.798439025878906,1.0,6.592770099639893,-34.092506408691406,57.924259185791016,1.0,57.79600143432617,0.0,-2.138947010040283,0.0
46.0,2025-02-03 17:52:34.193951,0.0,6.504268646240234,-28.565908432006836,57.76666259765625,1.0,6.556676864624023,-33.69950866699219,57.88774490356445,1.0,57.76385498046875,0.0,-2.311157464981079,0.0
47.0,2025-02-03 17:52:39.519459,0.0,6.4733052253723145,-28.90955924987793,57.73465347290039,1.0,6.520951271057129,-33.35586166381836,57.85165023803711,1.0,57.73149871826172,0.0,-2.4614408016204834,0.0
48.0,2025-02-03 17:52:44.705402,0.0,6.442020893096924,-29.20940399169922,57.70244216918945,1.0,6.485547065734863,-33.05601501464844,57.81592559814453,1.0,57.698974609375,0.0,-2.5923354625701904,0.0
49.0,2025-02-03 17:52:49.967147,0.0,6.3810811042785645,-56.897361755371094,57.510597229003906,1.0,6.425498962402344,-56.065006256103516,57.780479431152344,1.0,57.49223327636719,0.0,-6.395140647888184,0.0
50.0,2025-02-03 17:52:55.108838,0.0,6.320180416107178,-56.861610412597656,57.44992446899414,1.0,6.365412712097168,-56.10074996948242,57.72043228149414,1.0,57.431636810302734,0.0,-6.379755973815918,0.0
51.0,2025-02-03 17:53:00.146356,0.0,6.259314060211182,-56.82896041870117,57.38926315307617,1.0,6.305291652679443,-56.133399963378906,57.66034698486328,1.0,57.37105178833008,0.0,-6.365700721740723,0.0
52.0,2025-02-03 17:53:05.270207,0.0,6.198479652404785,-56.79912185668945,57.328617095947266,1.0,6.245138168334961,-56.16324234008789,57.600223541259766,1.0,57.31047058105469,0.0,-6.352854251861572,0.0
53.0,2025-02-03 17:53:10.387254,0.0,6.137674808502197,-56.771854400634766,57.267982482910156,1.0,6.184956073760986,-56.19049835205078,57.540069580078125,1.0,57.249900817871094,0.0,-6.341108322143555,0.0
54.0,2025-02-03 17:53:15.406236,0.0,6.076896667480469,-56.74693298339844,57.207359313964844,1.0,6.124746799468994,-56.215423583984375,57.479888916015625,1.0,57.189334869384766,0.0,-6.330377101898193,0.0
55.0,2025-02-03 17:53:20.400142,0.0,6.016142845153809,-56.72415542602539,57.14674758911133,1.0,6.064513683319092,-56.238197326660156,57.419677734375,1.0,57.1287727355957,0.0,-6.320566654205322,0.0
56.0,2025-02-03 17:53:25.370066,0.0,5.955410957336426,-56.703338623046875,57.08614730834961,1.0,6.004257678985596,-56.259010314941406,57.35944747924805,1.0,57.06822204589844,0.0,-6.311599254608154,0.0
57.0,2025-02-03 17:53:30.401215,0.0,6.062504291534424,99.9897232055664,57.893699645996094,1.0,6.097362518310547,86.92926788330078,57.299407958984375,1.0,67.55840301513672,299.88116455078125,192.6074676513672,1.0
58.0,2025-02-03 17:53:35.758503,0.0,6.16865873336792,99.11328125,57.990386962890625,1.0,6.190179824829102,86.66075134277344,57.392513275146484,1.0,67.58012390136719,298.7362365722656,191.8008270263672,1.0
59.0,2025-02-03 17:53:41.022313,0.0,6.273888111114502,98.24994659423828,58.08637237548828,1.0,6.2826995849609375,86.38298034667969,57.485328674316406,1.0,67.60177612304688,297.5951232910156,190.9981231689453,1.0
60.0,2025-02-03 17:53:46.318313,0.0,6.378206729888916,97.3992919921875,58.1816520690918,1.0,6.374912261962891,86.09637451171875,57.577850341796875,1.0,67.62335205078125,296.4578552246094,190.19927978515625,1.0
61.0,2025-02-03 17:53:51.165057,0.0,6.450323581695557,67.33307647705078,57.98249816894531,1.0,6.44036340713501,61.10956573486328,57.66999053955078,1.0,67.45497131347656,305.3326110839844,190.57481384277344,1.0
62.0,2025-02-03 17:53:56.443276,0.0,6.521797180175781,66.73306274414062,58.049530029296875,1.0,6.505593776702881,60.903987884521484,57.735443115234375,1.0,67.47025299072266,304.52703857421875,190.01303100585938,1.0
