iteration,timestamp,V24F
0,2025-08-02 13:19:54.429859,0.0
1,2025-08-02 13:20:06.799104,144.6715650445185
2,2025-08-02 13:20:19.998335,143.9000811774349
3,2025-08-02 13:20:32.757571,143.1322189466755
4,2025-08-02 13:20:45.755346,142.367966763004
5,2025-08-02 13:20:59.445574,141.6073130371842
6,2025-08-02 13:21:12.635726,140.85024038536176
7,2025-08-02 13:21:25.076117,140.09674880753664
8,2025-08-02 13:21:38.502426,139.3468151252364
9,2025-08-02 13:21:51.036773,138.600439338461
10,2025-08-02 13:22:03.892582,137.857598268738
11,2025-08-02 13:22:15.376903,137.1182919160674
12,2025-08-02 13:22:26.837041,136.81655456139197
13,2025-08-02 13:22:39.241677,136.02128378693124
14,2025-08-02 13:22:51.302335,135.2289566784748
15,2025-08-02 13:23:03.371146,134.4395674414045
16,2025-08-02 13:23:14.816994,133.6531160757204
17,2025-08-02 13:23:26.653611,132.86958519756809
18,2025-08-02 13:23:39.133721,132.0889748069476
19,2025-08-02 13:23:50.049382,131.3112849038589
20,2025-08-02 13:24:02.339037,130.5365096936839
21,2025-08-02 13:24:14.388515,129.76463179256825
22,2025-08-02 13:24:25.825524,128.99565699513005
23,2025-08-02 13:24:37.284983,128.22956791751494
24,2025-08-02 13:24:48.893129,127.25272857892378
25,2025-08-02 13:25:01.503632,126.52424657289885
26,2025-08-02 13:25:13.800239,125.79888207142176
27,2025-08-02 13:25:25.194422,125.07661769063816
28,2025-08-02 13:25:37.799156,80.57233384079154
29,2025-08-02 13:25:49.592527,80.25329955103189
30,2025-08-02 13:26:00.828812,79.93265435743524
31,2025-08-02 13:26:12.687476,-19.454303280213026
32,2025-08-02 13:26:23.375410,-18.9767948768349
33,2025-08-02 13:26:36.423844,-18.53310965941546
34,2025-08-02 13:26:48.683335,-18.124510854704567
35,2025-08-02 13:27:01.260037,-17.74850967422026
36,2025-08-02 13:27:13.702123,-14.43101836855476
37,2025-08-02 13:27:25.172629,-13.867204922917153
38,2025-08-02 13:27:37.578408,-13.345735649181734
39,2025-08-02 13:27:50.763883,-12.865402369470758
40,2025-08-02 13:28:02.893570,-12.427181476937221
41,2025-08-02 13:28:15.441030,83.74792364065797
42,2025-08-02 13:28:28.798856,83.3510444510921
43,2025-08-02 13:28:42.523323,82.9538813252384
44,2025-08-02 13:28:55.639842,-10.587862485635924
45,2025-08-02 13:29:07.421992,-10.415330628461561
46,2025-08-02 13:29:19.059003,-10.264769065884138
47,2025-08-02 13:29:30.859995,-10.133636857858619
48,2025-08-02 13:29:42.096835,-16.689635926923074
49,2025-08-02 13:29:54.118965,-16.704945307992602
50,2025-08-02 13:30:05.789371,-16.718930618822014
51,2025-08-02 13:30:16.629671,-16.731710649082743
52,2025-08-02 13:30:28.136466,-16.743389701900924
53,2025-08-02 13:30:39.746678,-16.754066285784575
54,2025-08-02 13:30:50.844960,-16.763821525387357
55,2025-08-02 13:31:02.367436,-16.77274523729011
56,2025-08-02 13:31:14.797426,-16.78090116229214
57,2025-08-02 13:31:27.044666,-16.788358835810868
58,2025-08-02 13:31:38.657846,-16.795170409409366
59,2025-08-02 13:31:50.456706,-16.801402521195996
60,2025-08-02 13:32:03.052755,-25.54759919519256
61,2025-08-02 13:32:15.229831,-25.598881565542797
