iteration,timestamp,P79,ScadaCommand_P79,ScadaCommand_P1,ScadaCommand_V1,ScadaCommand_V2,T41,T42,P1,J2,J13,V1F,V2F
0.0,2025-01-16 00:51:55.476334,1.0,1,1,0.0,0.0,3.0510001182556152,3.0510001182556152,1.0,0.0,0.0,0.0,0.0
1.0,2025-01-16 00:52:03.937145,1.0,1,1,,,3.2318899631500244,3.0510001182556152,1.0,69.0844497680664,69.64904022216797,241.7170867919922,144.28915405273438
2.0,2025-01-16 00:52:12.559318,1.0,1,1,,,3.4090161323547363,3.1895463466644287,1.0,69.10697937011719,69.66480255126953,240.32513427734375,143.66285705566406
3.0,2025-01-16 00:52:20.370692,1.0,1,1,,,3.5829741954803467,3.329695224761963,1.0,69.12925720214844,69.68061065673828,238.9542694091797,143.02622985839844
4.0,2025-01-16 00:52:28.415444,1.0,1,1,,,3.754121780395508,3.6126997470855713,1.0,69.15131378173828,69.69644165039062,237.60113525390625,142.382080078125
5.0,2025-01-16 00:52:36.575715,1.0,1,1,,,3.9227097034454346,3.6126997470855713,1.0,69.17318725585938,69.71228790283203,236.2635955810547,141.73202514648438
6.0,2025-01-16 00:52:44.795395,1.0,1,1,,,4.088925838470459,3.7549686431884766,1.0,69.19486999511719,69.72813415527344,234.94012451171875,141.07720947265625
7.0,2025-01-16 00:52:52.873217,1.0,1,1,,,4.252920627593994,3.8974902629852295,1.0,69.21639251708984,69.74397277832031,233.62953186035156,140.41844177246094
8.0,2025-01-16 00:53:01.156454,1.0,1,1,,,4.414816379547119,4.04012393951416,1.0,69.23776245117188,69.75981140136719,232.33090209960938,139.75640869140625
9.0,2025-01-16 00:53:08.573304,1.0,1,1,,,4.414816379547119,4.1827569007873535,1.0,69.25897979736328,69.77562713623047,231.04344177246094,139.0916290283203
10.0,2025-01-16 00:53:16.366373,1.0,1,1,,,4.574716567993164,4.3252949714660645,1.0,69.28005981445312,69.79143524169922,229.76651000976562,138.424560546875
11.0,2025-01-16 00:53:24.473425,1.0,1,1,,,4.888873100280762,4.467657566070557,1.0,69.3010025024414,69.80722045898438,228.49957275390625,137.7555694580078
12.0,2025-01-16 00:53:32.343453,1.0,1,1,,,4.888873100280762,4.609776020050049,1.0,69.32181549072266,69.82299041748047,227.24212646484375,137.08499145507812
13.0,2025-01-16 00:53:40.797452,1.0,1,1,,,5.219274044036865,4.901839256286621,1.0,69.39998626708984,69.91028594970703,226.47926330566406,136.79458618164062
14.0,2025-01-16 00:53:48.867612,1.0,1,1,,,5.393004417419434,4.901839256286621,1.0,69.42335510253906,69.92747497558594,225.05189514160156,136.08409118652344
15.0,2025-01-16 00:53:56.886394,1.0,1,1,,,5.564562797546387,5.052066802978516,1.0,69.44657135009766,69.94466400146484,223.63619995117188,135.37049865722656
16.0,2025-01-16 00:54:04.700366,1.0,1,1,,,5.734035015106201,5.202185153961182,1.0,69.46963500976562,69.96183776855469,222.23162841796875,134.65420532226562
17.0,2025-01-16 00:54:13.001510,1.0,1,1,,,5.901496410369873,5.352118492126465,1.0,69.49256134033203,69.97898864746094,220.83761596679688,133.9355926513672
18.0,2025-01-16 00:54:21.020620,1.0,1,1,,,5.901496410369873,5.501800060272217,1.0,69.51535034179688,69.99613189697266,219.45372009277344,133.2149658203125
19.0,2025-01-16 00:54:29.048554,1.0,1,1,,,6.230649471282959,5.800178527832031,1.0,69.53800201416016,70.01325225830078,218.0795135498047,132.49258422851562
20.0,2025-01-16 00:54:37.016221,1.0,1,1,,,6.392457962036133,5.800178527832031,1.0,69.56053161621094,70.03035736083984,216.7146453857422,131.7687225341797
21.0,2025-01-16 00:54:45.139502,1.0,1,1,,,6.552489757537842,5.9487762451171875,1.0,69.58293151855469,70.04743957519531,215.35877990722656,131.04360961914062
22.0,2025-01-16 00:54:53.432574,1.0,1,1,,,6.710792064666748,6.2445759773254395,1.0,69.60521697998047,70.06449127197266,214.01161193847656,130.3174285888672
23.0,2025-01-16 00:55:01.585292,1.0,1,1,,,6.867407321929932,6.391704559326172,1.0,69.62738037109375,70.0815200805664,212.67288208007812,129.59039306640625
24.0,2025-01-16 00:55:09.956441,1.0,1,1,,,7.02237606048584,6.391704559326172,1.0,69.64942932128906,70.09852600097656,211.34231567382812,128.8626708984375
25.0,2025-01-16 00:55:17.883317,1.0,1,0,,,7.164841651916504,6.538275718688965,1.0,69.64472198486328,70.08246612548828,209.77781677246094,127.94828033447266
26.0,2025-01-16 00:55:26.081851,1.0,1,0,,,7.202722072601318,6.680175304412842,0.0,61.948612213134766,68.53671264648438,111.17401885986328,118.10602569580078
27.0,2025-01-16 00:55:34.368126,1.0,1,0,,,7.242998123168945,6.81050968170166,0.0,61.978904724121094,68.55254364013672,111.0330581665039,117.41292572021484
28.0,2025-01-16 00:55:42.292702,1.0,1,0,,,7.285751819610596,6.937555313110352,0.0,62.01074981689453,68.56834411621094,110.87667083740234,116.73625946044922
29.0,2025-01-16 00:55:50.485248,1.0,0,0,,,7.331105709075928,7.181416034698486,0.0,62.0442008972168,68.5841293334961,110.70419311523438,116.07676696777344
30.0,2025-01-16 00:55:58.714613,0.0,0,0,,,7.331105709075928,7.181416034698486,0.0,58.51996612548828,58.46710968017578,-16.390535354614258,-2.64674973487854
31.0,2025-01-16 00:56:06.905226,0.0,0,0,,,7.163926601409912,7.153108596801758,0.0,58.461204528808594,58.43320846557617,-13.841682434082031,-5.19559383392334
32.0,2025-01-16 00:56:15.101090,0.0,0,0,,,7.091758728027344,7.153108596801758,0.0,58.401222229003906,58.38790512084961,-11.784523963928223,-7.252749919891357
33.0,2025-01-16 00:56:23.152143,0.0,0,0,,,7.029789924621582,7.127533435821533,0.0,58.342681884765625,58.3369255065918,-10.266339302062988,-8.770936965942383
34.0,2025-01-16 00:56:31.123597,0.0,0,0,,,6.970725059509277,7.091759204864502,0.0,58.28744125366211,58.28469467163086,-9.392919540405273,-9.644359588623047
35.0,2025-01-16 00:56:39.114240,0.0,0,0,,,6.913679599761963,7.053081035614014,0.0,58.2332763671875,58.23216247558594,-8.706706047058105,-10.330570220947266
36.0,2025-01-16 00:56:46.739630,0.0,0,0,,,6.913679599761963,7.012382984161377,0.0,58.179954528808594,58.179656982421875,-8.151062965393066,-10.886210441589355
37.0,2025-01-16 00:56:54.916486,0.0,0,0,,,6.828098297119141,6.934892654418945,0.0,58.1495361328125,58.154483795166016,-2.648267984390259,-10.07589340209961
38.0,2025-01-16 00:57:02.733252,0.0,0,0,,,6.797551155090332,6.934892654418945,0.0,58.11896514892578,58.123199462890625,-2.8456528186798096,-9.87850570678711
39.0,2025-01-16 00:57:10.155205,0.0,0,0,,,6.766601085662842,6.900111198425293,0.0,58.087974548339844,58.09165573120117,-3.0087220668792725,-9.715433120727539
