iteration,timestamp,T1_LEVEL,T2_LEVEL,J1_LEVEL,J2_LEVEL,J3_LEVEL,J4_LEVEL,J5_LEVEL,J5S_LEVEL,J1S_LEVEL,J4S_LEVEL,P2_FLOW,P2_STATUS,P1_FLOW,P1_STATUS,V5_FLOW,V5_STATUS,V1_FLOW,V1_STATUS,V4_FLOW,V4_STATUS
0,2025-11-06 20:48:37.908477,3.0509999999999993,3.0509999999999993,69.19931839717133,69.68925869615624,55.463387786006976,54.346450048598385,55.41070702498121,4.115706632533567,69.19931769948928,54.34644958062686,,187.57020975604098,1.0,,213.39344241116004,1.0
1,2025-11-06 20:48:40.395902,3.191578061938476,3.2186313630937082,69.21785400515299,69.7053827446028,55.59668190519423,54.51407420451124,55.54426850300372,4.24926811195471,69.21785331062435,54.51407374060322,186.72036120257368,1.0,212.41648803874583,1.0,130.7858810844209,1.0,232.2842845694595,1.0,155.15348742439983,1.0
2,2025-11-06 20:48:43.399369,3.3316551302543784,3.384807142011733,67.01101033654372,61.54074512306876,55.50686812377183,54.6800047256958,55.4629970348608,4.167996690376629,67.01100970255897,54.68000442573254,0.0,0.0,328.73236898596224,1.0,115.21232337486254,1.0,212.03544932859586,1.0,100.32235676476375,1.0
3,2025-11-06 20:48:46.350321,3.4550522688076577,3.4922565200484814,67.0344211337199,61.59859887695743,55.617355169834305,54.787452987550196,55.573970611669985,4.278970269958408,67.0344205023308,54.787452688503755,0.0,0.0,327.4984585210045,1.0,114.28503381580413,1.0,211.16734020438344,1.0,100.01572875239617,1.0
4,2025-11-06 20:48:49.338750,3.5774562486737036,3.599377488452272,67.05776264141879,61.65628591289595,55.72710010888512,54.89457281302953,55.68419342573545,4.389193086761083,67.05776201261426,54.894572514924334,0.0,0.0,326.26820008935783,1.0,113.36957686694404,1.0,210.30293384114884,1.0,99.7009274311722,1.0
5,2025-11-06 20:48:52.032821,3.69887973569947,3.706161288458307,67.08103441002838,61.713802385962005,55.83610802399431,55.00135544492004,55.79367081947656,4.498670483204991,67.0810337837975,55.00135514777949,0.0,0.0,325.0416173886758,1.0,112.46562802966764,1.0,209.44218388194713,1.0,99.37830337548803,1.0
6,2025-11-06 20:48:54.849341,3.819335055158373,3.812599549519815,67.1042358104584,61.77114450107514,55.94438384790507,55.107792513995,55.90240797199535,4.607407638393112,67.10423518679018,55.10779221784154,0.0,0.0,323.8187435763551,1.0,111.57287439459651,1.0,208.58510191601454,1.0,99.04817528934018,1.0
7,2025-11-06 20:48:57.522896,3.938834194102618,3.9186842231639654,67.12736690208523,61.828308998107616,56.051932813624504,55.21387597320303,56.010410353326314,4.715410022360808,67.1273662809688,55.213875678058145,0.0,0.0,322.5995755228528,1.0,110.69102333351566,1.0,207.73165897026047,1.0,98.71085897941612,1.0
8,2025-11-06 20:49:00.615875,4.057388841315589,4.024407615221084,67.15042704595434,61.88529234714397,56.158759837414614,55.319598129632396,56.117683105510764,4.822682777150191,67.15042642737889,55.31959783551672,0.0,0.0,321.3841469054754,1.0,109.81980539668257,1.0,206.88183186621245,1.0,98.36664127931272,1.0
9,2025-11-06 20:49:03.779595,4.175010374185846,4.1297623395414655,69.33768234351125,69.80065935091467,56.47932998917686,55.425180600049245,56.43063532010892,5.135634948865751,69.33768167026258,55.42518015023451,181.69862696989435,1.0,206.10070820493362,1.0,124.16183871209796,1.0,225.16721870374568,1.0,150.44000597583818,1.0
