iteration,timestamp,error_flag,P2,T1,V5F,J5,V5,T2,V4F,J4,V4,J1,P1F,V1F,P1
0.0,2025-11-06 20:48:40.306732,False,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,2025-11-06 20:48:43.348389,False,1.0,3.1915781497955322,130.785888671875,55.54426956176758,1.0,3.2186312675476074,155.1534881591797,54.51407241821289,1.0,69.21785736083984,212.41648864746094,232.28428649902344,1.0
2.0,2025-11-06 20:48:46.285426,False,0.0,3.3316550254821777,115.21232604980469,55.46299743652344,1.0,3.3848071098327637,100.32235717773438,54.68000411987305,1.0,67.0110092163086,328.73236083984375,212.0354461669922,1.0
3.0,2025-11-06 20:48:49.256239,False,0.0,3.455052375793457,114.2850341796875,55.573970794677734,1.0,3.4922564029693604,100.01573181152344,54.787452697753906,1.0,67.034423828125,327.4984436035156,211.16734313964844,1.0
4.0,2025-11-06 20:48:51.936758,False,0.0,3.57745623588562,113.36957550048828,55.6841926574707,1.0,3.599377393722534,99.700927734375,54.89457321166992,1.0,67.0577621459961,326.2681884765625,210.3029327392578,1.0
5.0,2025-11-06 20:48:54.785934,False,0.0,3.6988797187805176,112.46562957763672,55.793670654296875,1.0,3.7061612606048584,99.37830352783203,55.0013542175293,1.0,67.0810317993164,325.0416259765625,209.4421844482422,1.0
6.0,2025-11-06 20:48:57.463889,False,0.0,3.8193349838256836,111.5728759765625,55.902408599853516,1.0,3.8125996589660645,99.04817199707031,55.107791900634766,1.0,67.10423278808594,323.8187561035156,208.58509826660156,1.0
7.0,2025-11-06 20:49:00.497489,False,0.0,3.9388341903686523,110.69102478027344,56.01041030883789,1.0,3.918684244155884,98.71086120605469,55.21387481689453,1.0,67.12736511230469,322.5995788574219,207.73165893554688,1.0
8.0,2025-11-06 20:49:03.688716,False,0.0,4.057388782501221,109.81980895996094,56.11768341064453,1.0,4.024407386779785,98.36663818359375,55.31959915161133,1.0,67.15042877197266,321.3841552734375,206.8818359375,1.0
9.0,2025-11-06 20:49:06.593445,False,1.0,4.1750102043151855,124.1618423461914,56.430633544921875,1.0,4.129762172698975,150.44000244140625,55.4251823425293,1.0,69.33768463134766,206.1007080078125,225.16722106933594,1.0
10.0,2025-11-06 20:49:09.630127,False,1.0,4.307992935180664,123.7380599975586,56.55755615234375,1.0,4.290889739990234,149.07235717773438,55.586299896240234,1.0,69.35579681396484,205.14605712890625,224.13861083984375,1.0
11.0,2025-11-06 20:49:12.456809,False,1.0,4.440521240234375,123.30774688720703,56.68394470214844,1.0,4.450552463531494,147.71583557128906,55.74595642089844,1.0,69.3738784790039,204.19308471679688,223.11074829101562,1.0
12.0,2025-11-06 20:49:15.342074,False,1.0,4.572588920593262,139.2404327392578,57.055381774902344,1.0,4.608762264251709,158.73265075683594,55.90422439575195,1.0,69.47722625732422,198.74560546875,220.52786254882812,1.0
13.0,2025-11-06 20:49:18.438463,False,1.0,4.721721172332764,138.60894775390625,57.194557189941406,1.0,4.77877140045166,157.40577697753906,56.07422637939453,1.0,69.49720764160156,197.69271850585938,219.38145446777344,1.0
14.0,2025-11-06 20:49:21.599311,False,1.0,4.870177268981934,137.97317504882812,57.33302688598633,1.0,4.947359561920166,156.08779907226562,56.24280548095703,1.0,69.51714324951172,196.64183044433594,218.2364044189453,1.0
15.0,2025-11-06 20:49:24.514264,False,1.0,5.017951965332031,137.33316040039062,57.47079086303711,1.0,5.114535808563232,154.7786865234375,56.409976959228516,1.0,69.53704071044922,195.5929718017578,217.09278869628906,1.0
16.0,2025-11-06 20:49:27.513496,False,0.0,5.165041446685791,122.2213134765625,57.39304733276367,1.0,5.280310153961182,104.24281311035156,56.575523376464844,1.0,67.51556396484375,302.1387939453125,197.45089721679688,1.0
17.0,2025-11-06 20:49:30.145316,False,0.0,5.295945644378662,121.18632507324219,57.50937271118164,1.0,5.391958713531494,103.92695617675781,56.68716812133789,1.0,67.54119873046875,300.7879333496094,196.49537658691406,1.0
18.0,2025-11-06 20:49:32.986622,False,0.0,5.425741195678711,120.1644287109375,57.624874114990234,1.0,5.503268718719482,103.60169982910156,56.79847717285156,1.0,67.56675720214844,299.4407958984375,195.54376220703125,1.0
19.0,2025-11-06 20:49:36.138570,False,0.0,5.554442405700684,119.15528106689453,57.73956298828125,1.0,5.614230155944824,103.2674331665039,56.90943908691406,1.0,67.59224700927734,298.0973815917969,194.5960693359375,1.0
20.0,2025-11-06 20:49:39.012613,False,0.0,5.68206262588501,118.1585464477539,57.85344314575195,1.0,5.724833965301514,102.92450714111328,57.020042419433594,1.0,67.61766052246094,296.7577209472656,193.65225219726562,1.0
21.0,2025-11-06 20:49:41.342134,False,0.0,5.808615207672119,117.17389678955078,57.96651840209961,1.0,5.835070610046387,102.57329559326172,57.13027572631836,1.0,67.64300537109375,295.4218444824219,192.7123260498047,1.0
22.0,2025-11-06 20:49:44.512232,False,0.0,5.934113025665283,116.20101928710938,58.07879638671875,1.0,5.944930553436279,102.214111328125,57.240135192871094,1.0,67.66828155517578,294.0898132324219,191.7762451171875,1.0
23.0,2025-11-06 20:49:48.241409,False,0.0,6.058569431304932,115.2396240234375,58.190277099609375,1.0,6.05440616607666,101.84727478027344,57.349609375,1.0,67.6934814453125,292.7615966796875,190.84402465820312,1.0
24.0,2025-11-06 20:49:51.635476,False,1.0,6.181995868682861,121.20317840576172,58.39565658569336,1.0,6.163488864898682,143.635498046875,57.4588737487793,1.0,69.6441650390625,189.947021484375,209.0417022705078,1.0
25.0,2025-11-06 20:49:54.404991,False,1.0,6.311809062957764,120.71536254882812,58.51863479614258,1.0,6.317328453063965,142.3019561767578,57.61270523071289,1.0,69.66260528564453,188.97508239746094,207.9889678955078,1.0
26.0,2025-11-06 20:49:57.928067,False,1.0,6.441100597381592,120.22150421142578,58.641029357910156,1.0,6.4697394371032715,140.97926330566406,57.76511001586914,1.0,69.6810073852539,188.0050506591797,206.937255859375,1.0
