iteration,timestamp,P79,ScadaCommand_P79,ScadaCommand_P1,T41,T42,P1
23.0,2024-06-04 16:47:21.079167,1.0,1,0,9.259526252746582,7.871701240539551,1.0
24.0,2024-06-04 16:47:35.007850,1.0,1,0,9.495187759399414,8.081887245178223,1.0
25.0,2024-06-04 16:47:49.595488,1.0,0,0,9.727603912353516,8.289681434631348,1.0
26.0,2024-06-04 16:48:03.443118,0.0,0,0,9.951061248779297,8.451662063598633,1.0
27.0,2024-06-04 16:48:17.625042,0.0,0,0,10.171669960021973,8.61398696899414,1.0
28.0,2024-06-04 16:48:32.127288,0.0,0,0,10.389508247375488,8.776588439941406,1.0
29.0,2024-06-04 16:49:01.206495,0.0,0,0,10.668000221252441,8.987751960754395,1.0
30.0,2024-06-04 16:49:16.391523,0.0,0,0,10.668000221252441,9.168342590332031,1.0
31.0,2024-06-04 16:49:30.803350,0.0,0,0,10.668000221252441,9.423669815063477,1.0
32.0,2024-06-04 16:49:44.767615,0.0,0,0,10.668000221252441,9.676955223083496,1.0
33.0,2024-06-04 16:49:59.135494,0.0,0,0,10.668000221252441,9.928202629089355,1.0
34.0,2024-06-04 16:50:13.557493,0.0,0,0,10.668000221252441,10.177413940429688,1.0
35.0,2024-06-04 16:50:43.127255,0.0,0,0,10.668000221252441,10.668000221252441,1.0
36.0,2024-06-04 16:50:58.256798,0.0,0,0,10.668000221252441,10.668000221252441,1.0
37.0,2024-06-04 16:51:13.455152,0.0,0,0,10.668000221252441,10.668000221252441,1.0
38.0,2024-06-04 16:51:28.471178,0.0,0,0,10.668000221252441,10.668000221252441,1.0
39.0,2024-06-04 16:51:43.335906,0.0,0,0,10.668000221252441,10.668000221252441,1.0
40.0,2024-06-04 16:51:58.327483,0.0,0,0,10.668000221252441,10.668000221252441,1.0
41.0,2024-06-04 16:52:13.364309,0.0,0,0,10.668000221252441,10.668000221252441,1.0
42.0,2024-06-04 16:52:27.859394,0.0,0,0,10.668000221252441,10.668000221252441,1.0
43.0,2024-06-04 16:52:42.322932,0.0,0,0,10.668000221252441,10.668000221252441,1.0
44.0,2024-06-04 16:52:56.607575,0.0,0,0,10.668000221252441,10.668000221252441,1.0
45.0,2024-06-04 16:53:10.716638,0.0,0,0,10.668000221252441,10.668000221252441,1.0
46.0,2024-06-04 16:53:25.539550,0.0,0,0,10.668000221252441,10.668000221252441,1.0
47.0,2024-06-04 16:53:39.895466,0.0,0,0,10.668000221252441,10.668000221252441,1.0
48.0,2024-06-04 16:53:54.633712,0.0,0,0,10.668000221252441,10.668000221252441,1.0
49.0,2024-06-04 16:54:08.686692,0.0,0,0,10.668000221252441,10.668000221252441,1.0
50.0,2024-06-04 16:54:23.855782,0.0,0,0,10.668000221252441,10.668000221252441,1.0
51.0,2024-06-04 16:54:38.692027,0.0,0,0,10.668000221252441,10.668000221252441,1.0
52.0,2024-06-04 16:54:50.956280,0.0,0,0,10.658235549926758,10.653104782104492,0.0
53.0,2024-06-04 16:55:02.035331,0.0,0,0,10.645740509033203,10.640939712524414,0.0
