iteration,timestamp,T41_LEVEL,T42_LEVEL,J2_LEVEL,J13_LEVEL,J14_LEVEL,J19_LEVEL,J21_LEVEL,J41_LEVEL,J2U_LEVEL,J42_LEVEL,P79_FLOW,P79_STATUS,P1_FLOW,P1_STATUS,V41_FLOW,V41_STATUS,V_U_FLOW,V_U_STATUS,V42_FLOW,V42_STATUS,plc4AttackerUnit
51,2025-01-20 19:47:58.530123,6.259314050034603,6.305291531307633,57.37105039611292,57.37771928801955,57.38847115706778,57.660345241836964,57.38926213116584,6.094262301084093,57.37105041514633,57.66034540967551,0.0,0.0,0.0,0.0,56.82895853226455,1.0,-6.365700912738248,1.0,-56.133401546389905,1.0,0
52,2025-01-20 19:48:03.426264,6.198479849800706,6.245138384819481,57.31047133296092,57.31719565406741,57.327827076619684,57.60022399005462,57.328615578988014,6.033615748817054,57.31047135195592,57.60022415798239,0.0,0.0,0.0,0.0,56.799122043571515,1.0,-6.352854244369155,1.0,-56.16324382970106,1.0,0
53,2025-01-20 19:48:08.599737,6.1376748603738625,6.184956044878921,57.249899432974814,57.25667458012889,57.26719579202338,57.540070782914114,57.267982037908595,5.9729822076560986,57.249899451934695,57.54007095092337,0.0,0.0,0.0,0.0,56.77185257070505,1.0,-6.341108553442609,1.0,-56.19049881602223,1.0,0
54,2025-01-20 19:48:13.246962,6.076896554152463,6.124747012573228,57.18933388580895,57.196155655529225,57.20657608684806,57.47988838749575,57.207360273478066,5.912360443151063,57.18933390473674,57.479888555579535,0.0,0.0,0.0,0.0,56.74693281548571,1.0,-6.330376920686831,1.0,-56.21542436585969,1.0,0
55,2025-01-20 19:48:18.206840,6.0161426438942245,6.064513591711871,57.12877435118408,57.1356388571398,57.145967120228256,57.41967930448238,57.14674942712237,5.851749596727269,57.12877437008253,57.41967947263426,0.0,0.0,0.0,0.0,56.72415706897027,1.0,-6.320566632211921,1.0,-56.238197215066066,1.0,0
56,2025-01-20 19:48:22.840387,5.955411029710424,6.004257877253068,57.06822029693751,57.075123974543054,57.08536792260867,57.359445837253965,57.08614851289868,5.791148682441324,57.06822031580915,57.35944600546807,0.0,0.0,0.0,0.0,56.70333700606989,1.0,-6.311599460673278,1.0,-56.25900858603927,1.0,0
57,2025-01-20 19:48:28.014582,6.062504133977739,6.097362702763839,67.55839962457512,62.941637568433684,57.92986066620992,57.29940943688611,57.89369853788895,6.598698238920279,67.55839904867993,57.29940917696812,0.0,0.0,299.88117840816943,1.0,-99.98971960897052,1.0,192.6074681011869,1.0,86.92926459900718,1.0,0
58,2025-01-20 19:48:32.653298,6.16865854197172,6.190179932179461,67.58012250917437,62.99282258010316,58.026129550129134,57.39251339718881,57.99038810076295,6.695387804414817,67.58012193569101,57.392513138073674,0.0,0.0,298.73623257679117,1.0,-99.11328361852156,1.0,191.80083408059545,1.0,86.66075068731516,1.0,0
59,2025-01-20 19:48:37.599014,6.273888284143017,6.282699657829451,67.60177253122963,63.043854494377754,58.121700009144995,57.48532973398691,58.086370738955914,6.791370445189146,67.60177196014638,57.48532947570231,0.0,0.0,297.5951271039837,1.0,-98.24994925963892,1.0,190.99811722185223,1.0,86.38297987317856,1.0,0
60,2025-01-20 19:48:42.189726,6.3782069388869225,6.3749124266439585,67.6233495435637,63.09472914857968,58.21657758229486,57.57784854121416,58.18165228515747,6.886651993934164,67.62334897486896,57.57784828378651,0.0,0.0,296.4578697469959,1.0,-97.39929062789088,1.0,190.1992827572485,1.0,86.09637226641098,1.0,0
61,2025-01-20 19:48:47.272924,6.450323439128326,6.440363288131281,67.4549701696779,62.639353695480395,58.01377273004385,57.6699913822689,57.98249780486245,6.687497603536934,67.45496959986035,57.66999119955166,0.0,0.0,305.3326239878383,1.0,-67.3330800941585,1.0,190.5748087790471,1.0,61.10956462350714,1.0,0
62,2025-01-20 19:48:51.837589,6.521797296766812,6.50559396926565,67.47025468457427,62.67629665617986,58.08053465459672,57.735441753071534,58.049529312760676,6.754529113229217,67.47025411643641,57.73544157096897,0.0,0.0,304.5270246423524,1.0,-66.73306187451544,1.0,190.0130379362963,1.0,60.903986059202,1.0,0
63,2025-01-20 19:48:56.637826,6.592640891767718,6.5705958380173985,67.4854727312436,62.713113825575235,58.146795825848336,57.80067192577546,58.11605382718167,6.821053629409698,67.48547216477546,57.80067174431166,0.0,0.0,303.7249286308328,1.0,-66.14460391801913,1.0,189.4546047935819,1.0,60.69035587302096,1.0,0
64,2025-01-20 19:49:01.619177,6.662866086892096,6.635360782659293,67.50062416565221,62.74980138423786,58.2125621733978,57.865673269674645,58.18207756004471,6.887077363999095,67.5006236008439,57.86567308887224,0.0,0.0,302.92634354484784,1.0,-65.56722527136571,1.0,188.89947458319511,1.0,60.469149223649765,1.0,0
65,2025-01-20 19:49:06.567799,6.732484237646535,6.699881201150731,67.51570910509571,62.78635588105762,58.277839364192,57.930437674333945,58.247606439088244,6.952606244737308,67.51570854193749,57.930437494214196,0.0,0.0,302.1312632021101,1.0,-65.00044208394229,1.0,188.34760094819103,1.0,60.24083837246508,1.0,0
66,2025-01-20 19:49:11.565738,6.801506239624607,6.764149955799226,67.5307277385874,62.82277412111581,58.3426330834494,57.99495753889624,58.31264639599267,7.017646203305989,67.53072717706969,57.994957359479045,0.0,0.0,301.33967764031655,1.0,-64.44383424593525,1.0,187.79893173700657,1.0,60.00586660775298,1.0,0
67,2025-01-20 19:49:16.349938,6.869942536389251,6.828160355013267,67.5456795575339,62.8590527097851,58.406948763894476,58.059225726803724,58.37720309609484,7.0822029050432365,67.54567899764713,58.05922554810778,0.0,0.0,300.55161366584207,1.0,-63.89698164753099,1.0,187.25346694964173,1.0,59.76464534739989,1.0,0
68,2025-01-20 19:49:21.113468,6.937803169122986,6.89190612309139,67.56056508747302,62.89518902808669,58.470791904058345,58.12323554752455,58.44128225496372,7.146282065519186,67.56056452920782,58.12323536956737,0.0,0.0,299.76704357922415,1.0,-63.359498946624626,1.0,186.7111370506791,1.0,59.51756862543789,1.0,0
69,2025-01-20 19:49:25.702618,7.005097773371429,6.955381361120719,67.57538411801825,62.931180215179204,58.53416770124858,58.18698072632283,58.50488927463668,7.209889086772315,67.57538356136527,58.18698054912088,0.0,0.0,298.9859784692795,1.0,-62.831015287656555,1.0,186.17193045088243,1.0,59.26498411895409,1.0,0
70,2025-01-20 19:49:30.482348,6.905200436783083,6.8658220620897215,57.67754254799432,57.68333429838582,57.732192085362875,58.25024030858714,57.734561392302254,6.439561671182709,57.67754258328158,58.25024055860719,0.0,0.0,0.0,0.0,93.27123944785853,1.0,-11.801782829934382,1.0,-83.61891226286389,1.0,0
71,2025-01-20 19:49:35.621719,6.805617922695537,6.775947957904909,57.582050033145,57.588358944331446,57.63563107576369,58.16068009063446,57.63796017175044,6.342960449752019,57.58205006805776,58.16068034153335,0.0,0.0,0.0,0.0,92.97729875186178,1.0,-11.676532159299313,1.0,-83.91283847231534,1.0,0
72,2025-01-20 19:49:40.402399,6.7063302438952475,6.685779013146239,57.48657742891959,57.49338784745939,57.53916494962943,58.070805123377106,57.54145666707435,6.246456944252841,57.48657746348129,58.07080537509909,0.0,0.0,0.0,0.0,92.70201962351621,1.0,-11.559118709669747,1.0,-84.18812049796998,1.0,0
73,2025-01-20 19:49:45.460767,6.6023266396611815,6.5906636308221875,57.33307225223616,57.341180505182834,57.389521912965094,57.980621341350776,57.39198914283355,6.096989433177353,57.33307228814605,57.98062160688158,0.0,0.0,0.0,0.0,97.10514132564185,1.0,-12.010021123955994,1.0,-88.80646300895023,1.0,0
74,2025-01-20 19:49:50.144254,6.498580348295412,6.49529094284579,57.232781240612404,57.24137936231226,57.28834086850841,57.88550516878841,57.29077458118763,5.99577487081308,57.23278127621546,57.88550543503754,0.0,0.0,0.0,0.0,96.86489066382364,1.0,-11.907401334383394,1.0,-89.04670497884126,1.0,0
75,2025-01-20 19:49:54.997056,6.395075949266751,6.399676372557579,57.1325139548517,57.1415848710748,57.18724242947887,57.790131736287584,57.189644826759,5.894645115709178,57.132513990166196,57.790132003211966,0.0,0.0,0.0,0.0,96.63904542264845,1.0,-11.810891969616932,1.0,-89.27254442539834,1.0,0
76,2025-01-20 19:49:59.693403,6.291799005836485,6.303834341078449,57.03227114197975,57.04179748052701,57.08622293419505,57.69451646439949,57.08859605519621,5.793596343511403,57.03227117702274,57.694516731958856,0.0,0.0,0.0,0.0,96.42667556590823,1.0,-11.720087406388302,1.0,-89.48491428213856,1.0,0
77,2025-01-20 19:50:04.639595,6.1887359962537465,6.207778371866968,56.932053223078576,56.94201748123022,56.985278820588356,57.59867377173853,56.987624556305775,5.692624844023748,56.932053257866094,57.59867403989513,0.0,0.0,0.0,0.0,96.22693507935765,1.0,-11.634642864919442,1.0,-89.6846576659982,1.0,0
78,2025-01-20 19:50:09.763846,6.085874256487533,6.111521139082964,56.83186050144561,56.842245182699244,56.88440669392623,57.50261717936969,56.886726799058195,5.591727086214279,56.83186053599264,57.502617448088166,0.0,0.0,0.0,0.0,96.03901271646009,1.0,-11.554213565432292,1.0,-89.8725771315867,1.0,0
79,2025-01-20 19:50:14.556127,5.983201914610025,6.01507452780793,56.73169293110392,56.74248068036987,56.78360319477586,57.406359359213525,56.7858993000699,5.490899586697259,56.73169296542457,57.40635962846068,0.0,0.0,0.0,0.0,95.86218125264168,1.0,-11.47850108509374,1.0,-90.04939410885981,1.0,0
80,2025-01-20 19:50:19.672463,6.054342434029767,6.077991192426227,67.34598810553422,62.36561199460279,57.61206555954176,57.31014792108218,57.57978548115636,6.284785282555461,67.34598752624413,57.310147745439586,0.0,0.0,311.07673036865236,1.0,-66.4218358326707,1.0,193.74288875383172,1.0,58.74345689903748,1.0,0
81,2025-01-20 19:50:24.481447,6.124808969608144,6.140748340403532,67.36075326049085,62.401255197405995,57.67764906477911,57.373064241833625,57.64565584683415,6.3506556501148115,67.36075268283572,57.37306406663634,0.0,0.0,310.2985048737836,1.0,-65.79255189421929,1.0,193.19607382044524,1.0,58.594526521460466,1.0,0
82,2025-01-20 19:50:29.270344,6.194616904104031,6.203334179535011,67.37545433874892,62.43679951039751,57.74272787560812,57.43582102135114,57.71101382505732,6.4160136301765744,67.3754537627185,57.43582084663209,0.0,0.0,309.52365666283714,1.0,-65.17763571139312,1.0,192.65269509560312,1.0,58.434580574839856,1.0,0
83,2025-01-20 19:50:33.813835,6.263780880329778,6.265737717044061,67.39009134663247,62.47223983130213,57.80730849925197,57.498406469320436,57.775866326711316,6.480866133628284,67.39009077221661,57.498406295110314,0.0,0.0,308.7521854024914,1.0,-64.57639193001796,1.0,192.11270622236043,1.0,58.26436946222202,1.0,0
84,2025-01-20 19:50:38.593740,6.332314807976899,6.327948655049186,67.40466386084228,62.507571155150856,57.871397017876795,57.56080959462626,57.84021980350042,6.545219612176272,67.40466328803099,57.5608094209538,0.0,0.0,307.9841134035371,1.0,-63.98813388784674,1.0,191.5760608437722,1.0,58.08454797545437,1.0,0
85,2025-01-20 19:50:43.591119,6.357990509233925,6.355796434972979,67.20075612162209,61.90953360694338,57.69928622360245,57.622964915594736,57.67299444671024,6.377994375032149,67.20075554984318,57.622964837852905,0.0,0.0,318.73145752071076,1.0,-23.9726538609375,1.0,191.2307827285531,1.0,26.000663002037072,1.0,0
86,2025-01-20 19:50:48.455504,6.383594062404951,6.38337526709916,67.2067981576571,61.925588885417284,57.72469650081014,57.65081240651007,57.698432712485335,6.403432641008636,67.20679758650782,57.650812329519056,0.0,0.0,318.413000552452,1.0,-23.90529721992607,1.0,191.02020051150248,1.0,25.749553225864474,1.0,0
87,2025-01-20 19:50:53.415866,6.409117585502385,6.4106947913938335,67.21280964479757,61.94150625859736,57.75000631019219,57.67839096224519,57.72377355708161,6.42877348582834,67.21280907427628,57.678390885978075,0.0,0.0,318.0961537216173,1.0,-23.83056982466769,1.0,190.81017457779126,1.0,25.50744538893923,1.0,0
88,2025-01-20 19:50:58.388522,6.434553840413003,6.437763987596682,67.21878978918953,61.95728966381654,57.775210342846435,57.705710221826415,57.74901141045187,6.454011339442224,67.21878921929434,57.705710146258134,0.0,0.0,317.7809588697861,1.0,-23.74909169930106,1.0,190.60077446283685,1.0,25.273722364431706,1.0,0
