iteration,timestamp,T1_LEVEL,T2_LEVEL,J1_LEVEL,J2_LEVEL,J3_LEVEL,J4_LEVEL,J5_LEVEL,P2_FLOW,P2_STATUS,P2_SPEED,P1_FLOW,P1_STATUS,P1_SPEED,plc3AttackerUnit,plc2AttackerUnit
441,2025-12-25 19:37:21.313524,6.017660704593749,6.13807475275579,56.4532481966953,56.47371921565823,56.516777311199235,57.432844912126896,56.519638021976824,0.0,0.0,0.0,0.0,0.0,0.0,0,0
442,2025-12-25 19:37:26.724208,5.897756830069745,6.021387791424705,56.334604183410924,56.35530276538686,56.39784440490105,57.316157664718006,56.400694160481805,0.0,0.0,0.0,0.0,0.0,0.0,0,0
443,2025-12-25 19:37:31.567555,5.777931355794697,5.904622432807206,78.27224477036542,68.31334133635963,58.114651381835635,57.19984805419085,58.04293457852654,0.0,0.0,0.0,453.57552296345744,1.0,1.0,0,0
444,2025-12-25 19:37:36.414023,5.911613264738209,6.02014782522741,78.47072907587389,69.34507184034041,58.946500632762415,57.3155377459119,58.86954503953151,0.0,0.0,0.0,433.7270924126098,1.0,1.0,0,0
445,2025-12-25 19:37:41.874721,6.090458429012236,6.1753754591233765,78.48651465549757,69.41723472689485,59.10372303203139,57.470763167016855,59.02753807390994,0.0,0.0,0.0,432.148534450241,1.0,1.0,0,0
446,2025-12-25 19:37:47.274395,6.26808916819576,6.3301268152686445,78.50226771592509,69.48919697662079,59.2600335917274,57.625512285642046,59.18460934774536,0.0,0.0,0.0,430.57322840749225,1.0,1.0,0,0
447,2025-12-25 19:37:51.898338,6.444515561168632,6.484395297726529,78.51798807342642,69.56095581988552,59.41543636558661,57.77977850699521,59.3407631097802,0.0,0.0,0.0,429.0011926573577,1.0,1.0,0,0
448,2025-12-25 19:37:56.381046,6.61974751201959,6.63817450503408,78.53367554951481,69.63250856682004,59.569935415657234,57.93355543072467,59.496003611143706,0.0,0.0,0.0,427.43244504851714,1.0,1.0,0,0
449,2025-12-25 19:38:01.112674,6.793794755324282,6.7914582243695945,78.54932997058943,69.70385260477921,59.723534809570666,58.08683684508798,59.650335102881826,0.0,0.0,0.0,425.8670029410583,1.0,1.0,0,0
450,2025-12-25 19:38:06.410156,6.966666861196341,6.944240425946328,78.56495116765315,69.77498539594659,59.87623861809764,58.23961672134718,59.803761833756475,0.0,0.0,0.0,424.304883234685,1.0,1.0,0,0
451,2025-12-25 19:38:12.152621,7.138373240116115,7.096515257738172,78.5805389760517,69.84590447508461,60.02805091292355,58.391889208495165,59.95628804824991,0.0,0.0,0.0,422.746102394828,1.0,1.0,0,0
452,2025-12-25 19:38:17.571060,7.308923147551066,7.248277040333563,58.27627286145011,58.2776632897608,58.30752517497137,58.54320965132088,58.30885761923739,0.0,0.0,0.0,0.0,0.0,0.0,0,0
453,2025-12-25 19:38:22.732458,7.2386169746966464,7.188116332351676,58.210491538406124,58.21226253546357,58.24061691958312,58.48304804258739,58.2419070770414,0.0,0.0,0.0,0.0,0.0,0.0,0,0
454,2025-12-25 19:38:27.417317,7.168743668839161,7.127522759028378,58.144702642574345,58.14685602026926,58.17381793418721,58.42245364533228,58.175070178878286,0.0,0.0,0.0,0.0,0.0,0.0,0,0
455,2025-12-25 19:38:32.666297,7.099264024629383,7.066535525674353,58.0789157010366,58.0814473824303,58.107124026590384,58.36146565790781,58.10834220786071,0.0,0.0,0.0,0.0,0.0,0.0,0,0
