iteration,timestamp,T41_LEVEL,T42_LEVEL,J2_LEVEL,J13_LEVEL,J14_LEVEL,J19_LEVEL,J21_LEVEL,P79_FLOW,P79_STATUS,P1_FLOW,P1_STATUS,V1_FLOW,V1_STATUS,V2_FLOW,V2_STATUS,T41MiM
105,2024-12-25 13:02:52.151395,7.088586339146793,5.47872731557582,58.3003134521651,56.76621664506221,58.30031236962947,56.76621658297638,58.17174784214377,0.0,0.0,432.83870605550555,1.0,362.05276398845854,1.0,-20.76453307495285,1.0,1
106,2024-12-25 13:03:00.036508,7.28505914175757,5.492991523028726,58.50011781587521,56.773732075552715,58.50011676997792,56.77373200282216,58.3841895894199,0.0,0.0,424.14491963223423,1.0,349.7991110430121,1.0,-24.324647938556154,1.0,1
107,2024-12-25 13:03:07.489802,7.467153181371647,5.512985346439565,58.685711490791256,56.78800036569992,58.685710478071634,56.788000283936455,58.580583187507365,0.0,0.0,416.0694615127546,1.0,338.70288091520706,1.0,-27.345695273197634,1.0,1
108,2024-12-25 13:03:15.683897,7.636288900847553,5.53788867118534,58.85842323772888,56.80799859323731,58.85842225521805,56.807998503733835,58.762610262614956,0.0,0.0,408.55451532847445,1.0,328.59958757512686,1.0,-29.934330819969546,1.0,1
109,2024-12-25 13:03:23.897016,7.830112984984959,5.591219165988027,59.03040325191476,56.83294270171248,59.03040228647134,56.83294258000532,58.931877176276096,0.0,0.0,401.07140792961656,1.0,322.89141067224136,1.0,-40.7048164902335,1.0,1
110,2024-12-25 13:03:31.989274,8.01134349860038,5.6485231565794445,59.21537274928148,56.886280876805785,59.215371814165756,56.88628074883416,59.12563243768623,0.0,0.0,393.0231087079876,1.0,312.7483488680127,1.0,-42.79995917954693,1.0,1
111,2024-12-25 13:03:39.885366,8.181068030073979,5.709248730941931,59.38884795964519,56.94359185546529,59.38884705249169,56.943591722099335,59.30680353123584,0.0,0.0,385.4749430892308,1.0,303.39641758359903,1.0,-44.60408745501354,1.0,1
112,2024-12-25 13:03:47.980582,8.340252784863008,5.7729223809693115,59.551750840461345,57.00432372640391,59.55174995914812,57.00432358839012,59.476476559308395,0.0,0.0,378.3867953268224,1.0,294.75416766672424,1.0,-46.1585488142191,1.0,1
113,2024-12-25 13:03:55.812343,8.489762212586692,5.839133610335967,59.70491280988425,57.06800299910074,59.70491195249688,57.06800285708628,59.635616522149945,0.0,0.0,371.72248917451896,1.0,286.752194078872,1.0,-47.49656959745607,1.0,1
114,2024-12-25 13:04:02.823309,8.630374095064662,5.9075234924662565,59.84908720564558,57.13421920469422,59.84908637044896,57.13421905924497,59.785086879776,0.0,0.0,365.44924578193826,1.0,279.330522522514,1.0,-48.64532946101008,1.0,1
115,2024-12-25 13:04:10.687488,8.762791351220804,5.977776005976891,59.98495919731367,57.20261344975469,59.984958382729474,57.20261330136888,59.9256645929576,0.0,0.0,359.53725239734575,1.0,272.4367232929126,1.0,-49.627462183252646,1.0,1
116,2024-12-25 13:04:18.853215,8.887651619840756,6.0496113019559425,60.113153882830524,57.272869748998254,60.11315308741878,57.272869598117055,60.05805189418812,0.0,0.0,353.9593100752299,1.0,266.02451767246293,1.0,-50.46203785241232,1.0,1
117,2024-12-25 13:04:26.758244,9.00553501567578,6.122780402839644,60.23424297776174,57.344708290874934,60.234242200205514,57.3447081378909,60.18288584411501,0.0,0.0,348.6905426170447,1.0,260.05276097521346,1.0,-51.165330653475394,1.0,1
118,2024-12-25 13:04:34.721690,9.116970662097671,6.197060910812646,60.34875044495531,57.417880135224365,60.34874968404775,57.41787998048812,60.3007460680867,0.0,0.0,343.7081516163409,1.0,254.48463419763812,1.0,-51.751354870361865,1.0,1
119,2024-12-25 13:04:42.491433,9.222442177378042,6.272253487014779,60.45715730973468,57.492162920884006,60.45715656436791,57.492162764709825,60.41216127310649,0.0,0.0,338.99120694252105,1.0,249.28703848104306,1.0,-52.23227050919377,1.0,1
120,2024-12-25 13:04:50.426952,9.322392394186275,6.348179025573316,60.55990581628493,57.567357344634885,60.559905085440406,57.56735718730513,60.51761472187148,0.0,0.0,334.52046589026867,1.0,244.43008808248123,1.0,-52.61875125654569,1.0,1
121,2024-12-25 13:04:58.632227,9.43919171165553,6.439072741951351,60.66204803450857,57.64332391154773,60.66204731055888,57.64332373816674,60.61762264494035,0.0,0.0,330.0761053490545,1.0,242.1241198021562,1.0,-57.98706801215303,1.0,1
122,2024-12-25 13:05:06.826239,9.55007582300648,6.530573601048342,60.77594850490115,57.73421942418653,60.775947796726115,57.73421924984832,60.73440083359475,0.0,0.0,325.1201256861685,1.0,236.84830543288626,1.0,-58.307206176664295,1.0,1
123,2024-12-25 13:05:14.986751,9.65547268478266,6.622515799011987,60.88422380340368,57.82572159539464,60.88422311001009,57.82572142036064,60.845266184226425,0.0,0.0,320.4089056576475,1.0,231.90466754726913,1.0,-58.53991514300105,1.0,1
124,2024-12-25 13:05:23.234405,9.755775892838033,6.714749502070305,60.98726851451831,57.91766466295741,60.9872678349895,57.91766448746384,60.950646359527504,0.0,0.0,315.92527630219433,1.0,227.26760841976557,1.0,-58.693617388598796,1.0,1
125,2024-12-25 13:05:31.182317,9.851347828650711,6.8071390910191125,61.085447184157275,58.009898832006215,61.08544651764638,58.00989865626687,61.05093470124349,0.0,0.0,311.6533756824433,1.0,222.91378153397545,1.0,-58.7758169439212,1.0,1
126,2024-12-25 13:05:39.360436,9.942522420832757,6.899561703030983,61.179096825862416,58.10228851975704,61.17909617158655,58.10228834396563,61.146493370519956,0.0,0.0,307.57853983560653,1.0,218.8217902624956,1.0,-58.793229771367805,1.0,1
127,2024-12-25 13:05:47.051452,10.029607614250466,6.991905933801324,61.268529163586216,58.19471089730834,61.2685285208211,58.194710721640504,61.23765610454546,0.0,0.0,303.68720518671665,1.0,214.9720343095396,1.0,-58.751899657636386,1.0,1
128,2024-12-25 13:05:55.127961,10.112887554418855,7.08407072709861,61.35403265034567,58.287054591968065,61.35403201842087,58.28705441658312,61.32473068148611,0.0,0.0,299.9668207139817,1.0,211.34650400199462,1.0,-58.65728803030379,1.0,1
129,2024-12-25 13:06:03.331616,10.192624594380375,7.1759643962513024,61.4358743008738,58.37921857690452,61.43587367916835,58.37921840194703,61.40800110154303,0.0,0.0,296.4057682073814,1.0,207.9286528078228,1.0,-58.514326109389,1.0,1
130,2024-12-25 13:06:11.525359,10.269061042361217,7.267503741957197,61.51430135692835,58.47111119269409,61.514300744866915,58.47111101829522,61.48772959071469,0.0,0.0,292.993289808594,1.0,204.70322349751768,1.0,-58.32749603200682,1.0,1
131,2024-12-25 13:06:19.758228,10.342420827342712,7.358613297053789,61.58954280233183,58.56264926533413,61.589542199381,58.56264909161286,61.56415834618889,0.0,0.0,289.7194220893428,1.0,201.65619309523208,1.0,-58.100874312003725,1.0,1
132,2024-12-25 13:06:27.988260,10.412910928239468,7.449224660511581,61.661810764775524,58.65375735114376,61.661810170440624,58.65375717820792,61.637511199555725,0.0,0.0,286.574935056807,1.0,198.77460483485265,1.0,-57.83818688883002,1.0,1
133,2024-12-25 13:06:34.648885,10.47005491774035,7.53232447468659,61.72960782948558,58.74434739997779,61.72960724663938,58.74434723523272,61.707972193048874,0.0,0.0,283.6249834653135,1.0,194.93222253345266,1.0,-55.098792762464655,1.0,1
134,2024-12-25 13:06:42.936739,10.525276818454808,7.614715040351603,61.786071078188854,58.82744528258844,61.7860705015698,58.82744511896156,61.76511242091712,0.0,0.0,281.16818314386234,1.0,192.84956145156684,1.0,-54.72481680101282,1.0,1
135,2024-12-25 13:06:51.098055,10.578697832767585,7.696362312286587,61.84066425841548,58.909833839109645,61.8406636877266,58.909833676654614,61.82033089693535,0.0,0.0,278.7927522961859,1.0,190.8662230215441,1.0,-54.332892009938405,1.0,1
136,2024-12-25 13:06:59.363882,10.630430136132079,7.77723583372669,61.893503727576885,58.991479036056646,61.89350316254202,58.9914788748215,61.87374878796621,0.0,0.0,276.4936280374444,1.0,188.9752421124058,1.0,-53.924901640129974,1.0,1
137,2024-12-25 13:07:15.701553,10.668000000000001,7.861523238898726,62.659000012646295,59.132453521545756,62.65899957251149,59.13245333499365,62.65313853056304,0.0,0.0,243.18574082905073,1.0,147.20256442217305,1.0,-62.39213091134843,1.0,1
138,2024-12-25 13:07:24.017076,10.668000000000001,7.958064376028061,62.66738040841192,59.15668522874044,62.667379968751604,59.15668504280408,62.66151892679148,0.0,0.0,242.82109728685765,1.0,147.0438759076842,1.0,-62.18619887533805,1.0,1
139,2024-12-25 13:07:31.009988,10.668000000000001,8.053044315766558,62.70088061899194,59.25322155090783,62.7008801812283,59.25322136743281,62.69501913922149,0.0,0.0,241.36345306673533,1.0,146.4095332676152,1.0,-61.36300383616344,1.0,1
140,2024-12-25 13:07:39.068850,10.668000000000001,8.146479931241712,62.73401871850469,59.348196793570445,62.734018282617235,59.34819661253019,62.72815724056423,0.0,0.0,239.92156484023454,1.0,145.78204566078057,1.0,-60.54870063849194,1.0,1
141,2024-12-25 13:07:47.367122,10.668000000000001,8.238388095591832,62.76679490857074,59.441627827865496,62.76679447453896,59.44162764923339,62.76093343244028,0.0,0.0,238.49542383454502,1.0,145.1614159844894,1.0,-59.74329797425071,1.0,1
142,2024-12-25 13:07:55.454039,10.668000000000001,8.328785658629492,62.79920938664591,59.53353152488876,62.799208954449355,59.53353134863824,62.79334791230549,0.0,0.0,237.08502145806725,1.0,144.54762975219637,1.0,-58.9467784595854,1.0,1
143,2024-12-25 13:08:03.808201,10.668000000000001,8.417689457328947,62.83126261574434,59.62392473246069,62.831262185362526,59.62392455856519,62.825401143174005,0.0,0.0,235.69033756436525,1.0,143.94068986121056,1.0,-58.15914209449602,1.0,1
144,2024-12-25 13:08:11.908336,10.668000000000001,8.505116311245317,62.86295500703567,59.71282428556853,62.862954578448196,59.71282411400156,62.85709353621547,0.0,0.0,234.31135426283257,1.0,143.34057603036854,1.0,-57.38036859781914,1.0,1
145,2024-12-25 13:08:20.206029,10.668000000000001,8.602705563784186,63.05528801816264,59.800281567148375,63.055287614935395,59.80028138350588,63.050632450141464,0.0,0.0,225.94265755454362,1.0,134.85887759770776,1.0,-61.419014614898515,1.0,1
146,2024-12-25 13:08:27.552710,10.668000000000001,8.698680283245992,63.089932388135175,59.897865795038165,63.08993198686939,59.89786561394112,63.08527682203203,0.0,0.0,224.43522924958893,1.0,134.20286888049304,1.0,-60.56769249937588,1.0,1
147,2024-12-25 13:08:35.470998,10.668000000000001,8.793057997583766,63.124201405266035,59.99383561470712,63.12420100594045,59.993835436127895,63.11954584106012,0.0,0.0,222.94413310764818,1.0,133.55397015970993,1.0,-59.725612799752525,1.0,1
148,2024-12-25 13:08:43.561551,10.668000000000001,8.885856183008189,63.158094748097156,60.08820855182361,63.15809435069052,60.088208375734645,63.1534391857677,0.0,0.0,221.4693831158409,1.0,132.91218143535843,1.0,-58.89274944024692,1.0,1
149,2024-12-25 13:08:51.416407,10.668000000000001,8.977092330520072,63.19161291283568,60.18100208053463,63.191612517326725,60.18100190690833,63.186957352361894,0.0,0.0,220.010957683454,1.0,132.27750270743854,1.0,-58.06911401009529,1.0,1
150,2024-12-25 13:08:59.684573,10.668000000000001,9.066783932105531,63.224755695946975,60.27223368975168,63.22475530231446,60.27223351856047,63.22010013730807,0.0,0.0,218.5688656665827,1.0,131.64992818133214,1.0,-57.25469781737047,1.0,1
151,2024-12-25 13:09:07.615341,10.668000000000001,9.154948466035549,63.25752355525377,60.36192086934645,63.25752316347646,60.361920700562784,63.25286799842899,0.0,0.0,217.14308714467572,1.0,131.02945785703923,1.0,-56.449497964763395,1.0,1
152,2024-12-25 13:09:15.251912,10.668000000000001,9.24160338784686,63.28991686599476,60.450081095469606,63.28991647605147,60.45008092906596,63.285261310963385,0.0,0.0,215.73360579053744,1.0,130.41607435070546,1.0,-55.65350286303783,1.0,1
153,2024-12-25 13:09:23.313185,10.668000000000001,9.326766152634287,63.32193572037242,60.53673182162099,63.321935332241914,60.536731657569845,63.31728016711369,0.0,0.0,214.34041759230098,1.0,129.80978925156705,1.0,-54.86671251219377,1.0,1
154,2024-12-25 13:09:31.485077,10.668000000000001,9.410454186364031,63.353580650583815,60.62189050079711,63.35358026424496,60.62189033907099,63.34892509907707,0.0,0.0,212.96349939327507,1.0,129.21057358653343,1.0,-54.089109528376866,1.0,1
155,2024-12-25 13:09:39.606201,10.668000000000001,9.492684883778715,63.38485203388527,60.70557455688245,63.38485164931689,60.705574397453944,63.380196484109796,0.0,0.0,211.60283477847423,1.0,128.61843894484082,1.0,-53.32067652773276,1.0,1
156,2024-12-25 13:09:47.749203,10.668000000000001,9.573475625905859,63.41575051922953,60.78780138260722,63.415750136410516,60.7878012254489,63.411094971164694,0.0,0.0,210.25839551099526,1.0,128.03336794263487,1.0,-52.561413510261445,1.0,1
157,2024-12-25 13:09:55.906189,10.668000000000001,9.66095287101391,63.552960205264704,60.868610591355036,63.55295984011132,60.86861042635399,63.54905536568304,0.0,0.0,204.2881970456369,1.0,122.12511736265697,1.0,-55.184405347858956,1.0,1
158,2024-12-25 13:10:02.888456,10.668000000000001,9.746898866773401,63.58581791305469,60.956083496647096,63.58581754976159,60.95608333406018,63.58191307529532,0.0,0.0,202.8585090819703,1.0,121.50294921525528,1.0,-54.377003540366786,1.0,1
159,2024-12-25 13:10:10.874911,10.668000000000001,9.831331523471636,63.61829119767767,61.042025267553385,63.6182908362231,61.04202510735236,63.614386361719305,0.0,0.0,201.44554794472566,1.0,120.88805331359254,1.0,-53.57904406309899,1.0,1
160,2024-12-25 13:10:19.294737,10.668000000000001,9.914268742031677,63.650380351096814,61.12645381223465,63.650379991459026,61.126453654391305,63.64647551691811,0.0,0.0,200.04930093014872,1.0,120.28043545228684,1.0,-52.79052112143745,1.0,1
161,2024-12-25 13:10:27.375119,10.668000000000001,9.995728395346326,63.682085851505256,61.20938702945718,63.68208549366253,61.209386873943316,63.67818101908497,0.0,0.0,198.6697472313427,1.0,119.68007824748383,1.0,-52.01142892076405,1.0,1
162,2024-12-25 13:10:35.464672,10.668000000000001,10.07572835475188,63.71340806768421,61.29084279005005,63.713407711614835,61.29084263683751,63.709503237001066,0.0,0.0,197.30687080208506,1.0,119.08698169918353,1.0,-51.24175297453348,1.0,1
163,2024-12-25 13:10:43.851856,10.668000000000001,10.154286456600103,63.744347447556706,61.37083896321752,63.744347093239035,61.370838812278166,63.740442618589505,0.0,0.0,195.96065215257542,1.0,118.50112842353155,1.0,-50.4814903854367,1.0,1
164,2024-12-25 13:10:51.809610,10.668000000000001,10.231420507491372,63.77490457558756,61.44939338321684,63.774904222999915,61.4493932345226,63.770999748315,0.0,0.0,194.63106585187614,1.0,117.92252421514604,1.0,-49.730609283074045,1.0,1
165,2024-12-25 13:10:58.455081,10.668000000000001,10.307148289269556,63.80508031574549,61.526523854589826,63.805079964866295,61.52652370811268,63.801175490146505,0.0,0.0,193.31807430741816,1.0,117.35113430631827,1.0,-48.98910966744552,1.0,1
166,2024-12-25 13:11:06.380056,10.668000000000001,10.381487562293586,63.834875191258284,61.60224815715237,63.834874842065965,61.6022480128643,63.83097036731175,0.0,0.0,192.0216547527785,1.0,116.78695869704825,1.0,-48.25697415469676,1.0,1
167,2024-12-25 13:11:14.552299,10.668000000000001,10.45445603396556,63.86428987512677,61.676584049180356,63.8642895275998,61.67658390705344,63.86038505281156,0.0,0.0,190.74177790468497,1.0,116.22998579809973,1.0,-47.534179566355306,1.0,1
168,2024-12-25 13:11:22.836394,10.668000000000001,10.526071373455517,63.89332524712377,61.74954923605509,63.893324901240696,61.749549096061486,63.889420426418894,0.0,0.0,189.4784054829074,1.0,115.68018663638213,1.0,-46.82069403202149,1.0,1
169,2024-12-25 13:11:31.304744,10.668000000000001,10.578298820923292,63.702748478306994,61.82112335050778,63.70274810024494,61.821123235247455,63.69714571332535,0.0,0.0,197.7706854640098,1.0,126.44240918120886,1.0,-38.548679650602935,1.0,1
170,2024-12-25 13:11:39.366407,10.668000000000001,10.629517524497613,63.72439402577133,61.87334895685785,63.724393648934786,61.87334884318787,63.718791261985636,0.0,0.0,196.8288553499148,1.0,126.03253845782092,1.0,-38.016791653490145,1.0,1
171,2024-12-25 13:11:55.874612,10.668000000000001,10.668000000000001,64.82344566442447,64.21429178858294,64.82344534981237,64.21429175566037,64.81784296136286,0.0,0.0,149.0074762910479,1.0,105.22164264330058,1.0,-11.01091596524384,1.0,1
172,2024-12-25 13:12:03.887341,10.668000000000001,10.668000000000001,64.82344549146397,64.21429153602378,64.82344517685188,64.21429150310108,64.81784278840236,0.0,0.0,149.0074838168169,1.0,105.22164264330058,1.0,-11.01095652757067,1.0,1
173,2024-12-25 13:12:11.832665,10.668000000000001,10.668000000000001,64.82344574887739,64.21429198567144,64.82344543426532,64.21429195274875,64.8178430458158,0.0,0.0,149.00747261637417,1.0,105.22163684868246,1.0,-11.01095652757067,1.0,1
174,2024-12-25 13:12:19.791974,10.668000000000001,10.668000000000001,64.82344565661292,64.2142918637228,64.82344534200081,64.21429183080014,64.81784295355129,0.0,0.0,149.00747663093918,1.0,105.2216484379187,1.0,-11.010950732952551,1.0,1
175,2024-12-25 13:12:27.765205,10.668000000000001,10.668000000000001,64.82344555587557,64.21429177950695,64.82344524126346,64.21429174658427,64.81784285281392,0.0,0.0,149.00748101417233,1.0,105.2216484379187,1.0,-11.010950732952551,1.0,1
176,2024-12-25 13:12:35.750949,10.668000000000001,10.668000000000001,64.82344547278575,64.21429159490312,64.82344515817366,64.21429156198045,64.81784276972414,0.0,0.0,149.00748462953453,1.0,105.22164264330058,1.0,-11.010950732952551,1.0,1
177,2024-12-25 13:12:43.576400,10.668000000000001,10.668000000000001,64.82344562155335,64.21429183886282,64.82344530694125,64.21429180594012,64.81784291849173,0.0,0.0,149.007478156434,1.0,105.22164264330058,1.0,-11.01095652757067,1.0,1
178,2024-12-25 13:12:51.707945,10.668000000000001,10.668000000000001,64.8234455552751,64.2142917059557,64.823445240663,64.214291673033,64.81784285221349,0.0,0.0,149.00748104029952,1.0,105.22164264330058,1.0,-11.01095652757067,1.0,1
179,2024-12-25 13:12:59.785605,10.668000000000001,10.668000000000001,64.82344543544258,64.21429146187106,64.82344512083048,64.21429142894837,64.81784273238097,0.0,0.0,149.0074862543918,1.0,105.22164264330058,1.0,-11.01095652757067,1.0,1
180,2024-12-25 13:13:07.809192,10.668000000000001,10.668000000000001,64.82344544193882,64.21429154835204,64.8234451273267,64.21429151542934,64.81784273887719,0.0,0.0,149.00748597173106,1.0,105.2216484379187,1.0,-11.01095652757067,1.0,1
181,2024-12-25 13:13:15.831290,10.668000000000001,10.668000000000001,65.28254013351322,64.81592894230057,65.28253986108108,64.81592891379205,65.27824844689837,0.0,0.0,129.03158993776617,1.0,91.11461006568788,1.0,-9.534638491004443,1.0,1
182,2024-12-25 13:13:24.013298,10.668000000000001,10.668000000000001,65.28254005248367,64.81592884258846,65.28253978005152,64.81592881407997,65.27824836586879,0.0,0.0,129.03159346348346,1.0,91.11461006568788,1.0,-9.534632696386325,1.0,1
183,2024-12-25 13:13:32.145070,10.668000000000001,10.668000000000001,65.28254002220092,64.81592882022548,65.28253974976876,64.815928791717,65.27824833558606,0.0,0.0,129.0315947811311,1.0,91.11461006568788,1.0,-9.534626901768206,1.0,1
184,2024-12-25 13:13:39.741705,10.668000000000001,10.668000000000001,65.28253999361444,64.81592873337365,65.28253972118229,64.81592870486517,65.27824830699956,0.0,0.0,129.03159602497124,1.0,91.11461006568788,1.0,-9.534626901768206,1.0,1
185,2024-12-25 13:13:47.668471,10.668000000000001,10.668000000000001,65.28254001547549,64.81592877020691,65.28253974304334,64.81592874169841,65.27824832886064,0.0,0.0,129.03159507376438,1.0,91.11461006568788,1.0,-9.534632696386325,1.0,1
186,2024-12-25 13:13:55.552205,10.668000000000001,10.668000000000001,65.28254004571407,64.81592887184593,65.28253977328194,64.81592884333743,65.27824835909922,0.0,0.0,129.03159375803838,1.0,91.11460427106977,1.0,-9.534632696386325,1.0,1
187,2024-12-25 13:14:03.789795,10.668000000000001,10.668000000000001,65.28254003265411,64.81592888364446,65.28253976022198,64.81592885513598,65.27824834603926,0.0,0.0,129.0315943262963,1.0,91.11460427106977,1.0,-9.534626901768206,1.0,1
188,2024-12-25 13:14:11.676090,10.668000000000001,10.668000000000001,65.28254011854726,64.81592883565052,65.28253984611513,64.81592880714204,65.27824843193243,0.0,0.0,129.0315905889574,1.0,91.11460427106977,1.0,-9.534626901768206,1.0,1
189,2024-12-25 13:14:20.212465,10.668000000000001,10.668000000000001,65.28253998672245,64.81592874314997,65.28253971429031,64.81592871464147,65.2782483001076,0.0,0.0,129.03159632485142,1.0,91.11461006568788,1.0,-9.534632696386325,1.0,1
190,2024-12-25 13:14:28.545492,10.668000000000001,10.668000000000001,65.28254015147044,64.81592897572106,65.28253987903832,64.8159289472126,65.2782484648556,0.0,0.0,129.0315891564206,1.0,91.11459847645165,1.0,-9.534626901768206,1.0,1
191,2024-12-25 13:14:35.591194,10.668000000000001,10.668000000000001,65.2825400327111,64.81592876408207,65.282539760279,64.81592873557358,65.27824834609628,0.0,0.0,129.03159432381693,1.0,91.11459847645165,1.0,-9.534632696386325,1.0,1
192,2024-12-25 13:14:43.775203,10.668000000000001,10.668000000000001,65.282540121641,64.81592897595834,65.28253984920887,64.81592894744985,65.27824843502614,0.0,0.0,129.03159045434407,1.0,91.11460427106977,1.0,-9.534632696386325,1.0,1
193,2024-12-25 13:14:52.085004,10.668000000000001,10.668000000000001,65.22673465690036,64.74373107992608,65.22673437934102,64.74373105088101,65.22229220282452,0.0,0.0,131.4597696126856,1.0,92.82939402169177,1.0,-9.71408622490344,1.0,1
194,2024-12-25 13:15:00.391344,10.668000000000001,10.668000000000001,65.22673481199966,64.74373126016168,65.22673453444035,64.74373123111664,65.22229235792388,0.0,0.0,131.45976286408282,1.0,92.82938243245553,1.0,-9.714080430285321,1.0,1
195,2024-12-25 13:15:08.927300,10.668000000000001,10.668000000000001,65.22673469604096,64.74373115089391,65.22673441848164,64.74373112184885,65.22229224196514,0.0,0.0,131.45976790961907,1.0,92.82938822707365,1.0,-9.71408622490344,1.0,1
196,2024-12-25 13:15:17.220126,10.668000000000001,10.668000000000001,65.22673469686866,64.7437311311775,65.22673441930934,64.74373110213244,65.22229224279285,0.0,0.0,131.45976787360553,1.0,92.82938822707365,1.0,-9.71408622490344,1.0,1
197,2024-12-25 13:15:24.682747,10.668000000000001,10.668000000000001,65.2267347282821,64.74373112218562,65.22673445072279,64.74373109314057,65.22229227420628,0.0,0.0,131.45976650675942,1.0,92.82938243245553,1.0,-9.71408622490344,1.0,1
198,2024-12-25 13:15:32.722013,10.668000000000001,10.668000000000001,65.22673467794455,64.74373112597483,65.2267344003852,64.74373109692978,65.22229222386872,0.0,0.0,131.45976869702147,1.0,92.82939402169177,1.0,-9.71408622490344,1.0,1
199,2024-12-25 13:15:40.557038,10.668000000000001,10.668000000000001,65.22673456411559,64.74373098360365,65.22673428655625,64.7437309545586,65.22229211003975,0.0,0.0,131.45977364988946,1.0,92.82939402169177,1.0,-9.71408622490344,1.0,1
200,2024-12-25 13:15:49.032430,10.668000000000001,10.668000000000001,65.22673469881666,64.7437311137401,65.22673442125735,64.74373108469506,65.22229224474087,0.0,0.0,131.45976778884474,1.0,92.82938243245553,1.0,-9.714080430285321,1.0,1
201,2024-12-25 13:15:57.059095,10.668000000000001,10.668000000000001,65.22673449603722,64.7437308884587,65.22673421847789,64.74373085941365,65.22229204196138,0.0,0.0,131.45977661208087,1.0,92.82939402169177,1.0,-9.71408622490344,1.0,1
202,2024-12-25 13:16:04.868909,10.585339260099051,10.609861720229093,61.960456448381066,61.96293668379371,61.96045647215846,61.96293674635377,61.96287862202251,0.0,0.0,0.0,0.0,-7.952322402502432,1.0,20.92313756747899,1.0,0
203,2024-12-25 13:16:12.750181,10.510836275412826,10.54356570676191,61.87876649782757,61.90478097773176,61.87876650874736,61.904781053192266,61.88023912943525,0.0,0.0,0.0,0.0,-3.6521131181643796,1.0,25.237676942424514,1.0,0
204,2024-12-25 13:16:20.955395,10.43810535804091,10.475497630213292,61.8044452676117,61.83848092274859,61.80444527573874,61.838481001002805,61.80574051074079,0.0,0.0,0.0,0.0,-2.7180815209248976,1.0,26.172030140969582,1.0,0
205,2024-12-25 13:16:28.790572,10.345332018678196,10.39276075481148,61.730752285265666,61.77037595089291,61.73075229872558,61.77037604511103,61.732955054451615,0.0,0.0,0.0,0.0,-4.501650491306464,1.0,31.5111362266407,1.0,0
206,2024-12-25 13:16:36.875745,10.254365023718229,10.308217530055817,61.63820309972657,61.68763411082799,61.6382031103396,61.687634207893886,61.640187089942536,0.0,0.0,0.0,0.0,-3.5495165070642543,1.0,32.46357442833414,1.0,0
207,2024-12-25 13:16:44.937013,10.164470725185256,10.222601614531358,61.54736418065332,61.60308789469113,61.54736418957579,61.60308799344818,61.549223244193065,0.0,0.0,0.0,0.0,-2.9841095414440133,1.0,33.02917841097042,1.0,0
208,2024-12-25 13:16:53.043881,10.075261003490628,10.136301122616626,61.45754964172542,61.51747005331444,61.457549649569046,61.51747015315076,61.459330938767124,0.0,0.0,0.0,0.0,-2.623290260430622,1.0,33.390139660127716,1.0,0
209,2024-12-25 13:17:00.137605,9.986504604231442,10.049547311128013,61.36839188737267,61.431168278940845,61.36839189450189,61.43116837949185,61.37012252975328,0.0,0.0,0.0,0.0,-2.38436077154347,1.0,33.629164760213826,1.0,0
210,2024-12-25 13:17:08.218975,9.898054921563729,9.96248678206942,61.27967026425995,61.34441359649283,61.27967027090583,61.34441369752738,61.28136701541804,0.0,0.0,0.0,0.0,-2.2227083098869116,1.0,33.79088675728781,1.0,0
211,2024-12-25 13:17:16.310340,9.809815558900784,9.875215940224615,61.19124424826875,61.25735246871491,61.19124425458321,61.25735257008102,61.19291793804685,0.0,0.0,0.0,0.0,-2.1118630598948585,1.0,33.90177546691575,1.0,0
212,2024-12-25 13:17:24.383906,9.721721683887452,9.787799612695697,61.10302117118155,61.170081211981184,61.103021177266754,61.17008131357665,61.10467899337581,0.0,0.0,0.0,0.0,-2.035188672948607,1.0,33.978484621570715,1.0,0
213,2024-12-25 13:17:32.406891,9.633729036318488,9.700282051699592,61.0149385859613,61.08266459541246,61.014938591886995,61.082664697167544,61.01658540884631,0.0,0.0,0.0,0.0,-1.9818405212390644,1.0,34.03186754098897,1.0,0
214,2024-12-25 13:17:40.732173,9.545807221708609,9.612693677119676,60.926953826423365,60.99514683213119,60.92695383223744,60.995146933997916,60.92859296444114,0.0,0.0,0.0,0.0,-1.944508694009528,1.0,34.069205162836624,1.0,0
215,2024-12-25 13:17:47.801016,9.457934852272501,9.525055849579696,60.839037498133486,60.90755831611757,60.83903750386963,60.907558418062266,60.840671291483446,0.0,0.0,0.0,0.0,-1.9184473990208062,1.0,34.09528094437064,1.0,0
216,2024-12-25 13:17:56.155811,9.370097208619967,9.437383290738104,60.75116897786972,60.819920389214545,60.75116898355114,60.819920491213985,60.752799021498205,0.0,0.0,0.0,0.0,-1.9001450976929846,1.0,34.11359193762564,1.0,0
217,2024-12-25 13:18:04.209937,9.293992264331706,9.357308452046611,60.66387392382856,60.73226875712591,60.66387392564096,60.73226885113568,60.664993054068375,0.0,0.0,0.0,0.0,-0.6061547202307338,1.0,31.441458841072745,1.0,0
218,2024-12-25 13:18:12.358022,9.217288745323174,9.277832201270698,60.587712482606456,60.652195498674104,60.58771248536184,60.65219559174018,60.58888658756231,0.0,0.0,0.0,0.0,-0.9215355032665684,1.0,31.125840478694045,1.0,0
219,2024-12-25 13:18:20.403292,9.14015744067388,9.198783730151103,60.510967838498196,60.572720371023905,60.51096784192754,60.57272046341557,60.512181974441255,0.0,0.0,0.0,0.0,-1.1469403534647427,1.0,30.900282071115726,1.0,0
