iteration,timestamp,T41_LEVEL,T42_LEVEL,J2_LEVEL,J13_LEVEL,J14_LEVEL,J19_LEVEL,J21_LEVEL,P79_FLOW,P79_STATUS,P1_FLOW,P1_STATUS,T41MiM
23,2024-06-13 18:44:11.693162,9.259526644250158,7.8717013415807315,77.93111583314266,78.23098407738048,60.403407167214574,58.95660769818704,60.31731273495147,189.34002172506084,1.0,245.16713181829292,1.0,1
24,2024-06-13 18:44:17.773317,9.495187879706409,8.081887167584501,77.94039643407012,78.23679169171947,60.639856427845054,59.16738488036384,60.55537149359266,188.258805786688,1.0,243.43934256528993,1.0,1
25,2024-06-13 18:44:23.405303,9.727603938992083,8.289681348717455,77.94757168518589,78.2387425737959,60.87335427323605,59.377556371756036,60.79101130934529,187.89560591290274,1.0,242.1035107735516,1.0,1
26,2024-06-13 18:44:29.869109,9.951061489282974,8.45166213273756,77.21299923789074,70.20788998080106,61.09993112249125,59.5851032666769,61.02336955467031,0.0,0.0,378.86042876875604,1.0,1
27,2024-06-13 18:44:36.140305,10.171670354211416,8.613987084722027,77.22555962074932,70.2785558922877,61.32157292232828,59.74708571245824,61.24680912723391,0.0,0.0,376.52203552394593,1.0,1
28,2024-06-13 18:44:42.446811,10.389508002312661,8.77658847270995,77.23807117380979,70.34933069283377,61.54043447904321,59.90941200134749,61.467400692081036,0.0,0.0,374.19273302670916,1.0,1
29,2024-06-13 18:44:50.107856,10.604646286768189,8.939403977945547,77.25053491086365,70.4201887740433,61.756588233818135,60.072014426184936,61.68522166797112,0.0,0.0,371.87233253732876,1.0,1
30,2024-06-13 18:45:01.948815,10.668000000000001,9.168342849463547,77.85831420124383,70.87394027442829,72.91372562012451,60.28374262651819,72.91372562012451,0.0,0.0,258.72076677991157,1.0,1
31,2024-06-13 18:45:08.619420,10.668000000000001,9.423670019102968,77.86551865162848,70.94856764457592,72.96857477901352,60.46432289288506,72.96857477901352,0.0,0.0,257.3794988980538,1.0,1
32,2024-06-13 18:45:14.263256,10.668000000000001,9.676955274248527,77.8757590784265,71.05412411965378,73.04617329302494,60.71963559666798,73.0461732930249,0.0,0.0,255.47301681720748,1.0,1
33,2024-06-13 18:45:20.429041,10.668000000000001,9.928202177957138,77.88598163468029,71.15888923330384,73.12320805187836,60.972906509960744,73.12320805187835,0.0,0.0,253.56986173366258,1.0,1
34,2024-06-13 18:45:25.564190,10.668000000000001,10.177414309378692,77.89618610458005,71.26286419833718,73.1996786341652,61.224139195532274,73.19967863416517,0.0,0.0,251.6700738251918,1.0,1
35,2024-06-13 18:45:32.203399,10.668000000000001,10.424595288361207,77.90637254842991,71.36605040218224,73.27558841888671,61.47333723241263,73.2755884188867,0.0,0.0,249.77364186484715,1.0,1
36,2024-06-13 18:45:44.981241,10.668000000000001,10.668000000000001,79.14600742594897,79.10068001085868,79.11164561674912,79.08285201479055,79.11164561674904,0.0,0.0,18.988174872306388,1.0,1
37,2024-06-13 18:45:51.775692,10.668000000000001,10.668000000000001,79.17982924376884,79.15833526088487,79.16353531599184,79.14988179181354,79.1635353159918,0.0,0.0,12.69149496949787,1.0,1
38,2024-06-13 18:45:58.190737,10.668000000000001,10.668000000000001,79.17982925044545,79.15833526927538,79.1635353276353,79.14988180165186,79.16353532763524,0.0,0.0,12.691493726497233,1.0,1
39,2024-06-13 18:46:05.508970,10.668000000000001,10.668000000000001,79.17982924506325,79.15833526251157,79.1635353182492,79.14988179372095,79.16353531824915,0.0,0.0,12.691494728514188,1.0,1
40,2024-06-13 18:46:12.443128,10.668000000000001,10.668000000000001,79.17982923257402,79.1583352468163,79.16353529646906,79.14988177531737,79.16353529646901,0.0,0.0,12.691497053659758,1.0,1
41,2024-06-13 18:46:18.378891,10.668000000000001,10.668000000000001,79.17982921996328,79.1583352309683,79.1635352744769,79.14988175673473,79.16353527447684,0.0,0.0,12.691499401430413,1.0,1
42,2024-06-13 18:46:24.404557,10.668000000000001,10.668000000000001,79.17982925311503,79.15833527263024,79.16353533229083,79.14988180558564,79.16353533229078,0.0,0.0,12.691493229495736,1.0,1
43,2024-06-13 18:46:31.280980,10.668000000000001,10.668000000000001,79.17982921747256,79.15833522783825,79.16353527013332,79.14988175306453,79.16353527013327,0.0,0.0,12.691499865130242,1.0,1
44,2024-06-13 18:46:38.360114,10.668000000000001,10.668000000000001,79.1798292460328,79.15833526372998,79.16353531994007,79.1498817951496,79.16353531994001,0.0,0.0,12.691494548011834,1.0,1
45,2024-06-13 18:46:44.778934,10.668000000000001,10.668000000000001,79.17982921706046,79.15833522732034,79.16353526941467,79.14988175245726,79.16353526941461,0.0,0.0,12.691499941850985,1.0,1
46,2024-06-13 18:46:51.028931,10.668000000000001,10.668000000000001,79.17982922981491,79.15833524334887,79.16353529165728,79.14988177125159,79.16353529165724,0.0,0.0,12.691497567329476,1.0,1
47,2024-06-13 18:46:57.103576,10.668000000000001,10.668000000000001,79.17982922494994,79.15833523723502,79.1635352831732,79.14988176408278,79.16353528317316,0.0,0.0,12.691498473051466,1.0,1
48,2024-06-13 18:47:02.860751,10.668000000000001,10.668000000000001,79.17982923590999,79.1583352510086,79.16353530228668,79.14988178023306,79.16353530228663,0.0,0.0,12.691496432598383,1.0,1
49,2024-06-13 18:47:09.443475,10.668000000000001,10.668000000000001,79.12432841220979,79.05955813229541,79.07522717885021,79.0340824747391,79.07522717885016,0.0,0.0,23.02420306130621,1.0,1
50,2024-06-13 18:47:15.356647,10.668000000000001,10.668000000000001,79.12432841364802,79.05955813434686,79.07522718206566,79.0340824773086,79.07522718206562,0.0,0.0,23.024202793548493,1.0,1
