iteration,timestamp,T1,V5F,J5,V5
0,2025-07-10 16:47:37.794367,0.0,0.0,0.0,1
1,2025-07-10 16:47:40.187770,3.191578061938476,130.7858810844209,55.54426850300372,1
2,2025-07-10 16:47:42.515841,3.3316551302543784,130.31217105321957,55.67726145879922,1
3,2025-07-10 16:47:44.949901,3.471224829765587,129.83256210077343,55.80968126516209,1
4,2025-07-10 16:47:47.875723,3.6102808508230915,129.34711217326367,55.94152311301197,1
5,2025-07-10 16:47:50.140395,3.748816931465122,128.85586183301712,56.072782384522164,1
6,2025-07-10 16:47:52.721637,3.886826867627368,128.35887192352402,56.2034544192371,1
7,2025-07-10 16:47:55.544851,4.024304505801977,127.85619459634745,56.33353478262529,1
8,2025-07-10 16:47:58.324957,4.161243755708685,127.34787620843235,56.46301894939872,1
9,2025-07-10 16:48:01.078563,4.297638579105917,126.83398050057804,56.591902529651996,1
10,2025-07-10 16:48:03.490404,4.433482995852692,126.31456252165663,56.72018136956371,1
11,2025-07-10 16:48:06.271110,4.568771097066004,125.78968021784931,56.847851149261686,1
12,2025-07-10 16:48:08.375341,4.703497027832418,141.2670009096928,57.21850643207735,1
13,2025-07-10 16:48:10.646363,4.854799803380278,140.55598098536848,57.35846166607581,1
14,2025-07-10 16:48:13.252313,5.005341052458535,139.84173635606112,57.49765260285639,1
15,2025-07-10 16:48:15.708590,5.155117305825526,139.1243191733338,57.63607796192244,1
16,2025-07-10 16:48:17.855205,5.304125180402441,138.4037844860586,57.77373566359598,1
17,2025-07-10 16:48:19.980654,5.4523613345766835,137.68019313772584,57.91062400809183,1
18,2025-07-10 16:48:22.489494,5.599822491826193,136.95361176644383,58.04674144457108,1
19,2025-07-10 16:48:25.019319,5.746505447381938,136.22408093453942,58.182086266329094,1
20,2025-07-10 16:48:27.352241,5.892407053541707,135.49168466397532,58.316656927666216,1
21,2025-07-10 16:48:30.139227,6.037524227666208,134.7564693116965,58.45045199434857,1
22,2025-07-10 16:48:32.844717,6.181853956361267,134.01850441312035,58.58347002187019,1
23,2025-07-10 16:48:35.752568,6.325393290951449,133.2778537090462,58.715709770551676,1
24,2025-07-10 16:48:38.599157,6.468139358314762,125.21407762164927,58.738895956572314,1
25,2025-07-10 16:48:40.984875,6.602248792463654,124.54622760230905,58.863388769022215,1
26,2025-07-10 16:48:43.223854,6.7356429270986835,110.24523466971914,58.801436817725055,1
27,2025-07-10 16:48:45.717935,6.853720113437102,109.00474310403752,58.90352856370297,1
28,2025-07-10 16:48:48.442906,6.97046868416235,107.79516003140088,59.00483852585631,1
29,2025-07-10 16:48:51.128466,7.08592174404437,106.61470360673775,59.10536629601055,1
30,2025-07-10 16:48:53.258814,7.200110482600118,-35.52178264897066,58.40048585953845,1
31,2025-07-10 16:48:55.938846,7.16206518938518,-36.47716161935932,58.35767324524759,1
32,2025-07-10 16:48:57.933796,7.122996643477389,-37.359708034614414,58.314105286225434,1
33,2025-07-10 16:48:59.865298,7.082982855387945,-38.173776550252114,58.269860083999184,1
34,2025-07-10 16:49:02.467098,7.042097167675314,-38.92352480477257,58.225008666281724,1
35,2025-07-10 16:49:04.901008,7.000408469116295,-39.612977160459195,58.179615247860774,1
36,2025-07-10 16:49:07.249958,6.957981339572296,-21.52913293571146,58.2155484352198,1
37,2025-07-10 16:49:10.119845,6.9349227528279505,-22.645547240927044,58.18881570379436,1
38,2025-07-10 16:49:12.824069,6.910668442445422,-23.66052096135718,58.161084212125424,1
39,2025-07-10 16:49:15.710718,6.885327049785954,-24.571420443066927,58.13251193766628,1
40,2025-07-10 16:49:17.999618,6.859010046194971,-25.383944692976,58.10322548020697,1
41,2025-07-10 16:49:20.154822,6.831822797467949,-26.106449550411526,58.07332876951794,1
42,2025-07-10 16:49:23.021893,6.803861713124262,-26.74681569601489,58.042912218469255,1
43,2025-07-10 16:49:25.146433,6.775214772973543,-27.312605106430965,58.012053644769004,1
44,2025-07-10 16:49:27.678132,6.745961847082995,-27.811003108126897,57.980819883947454,1
45,2025-07-10 16:49:30.271552,6.716175114490437,-28.24880678815589,57.94926801069241,1
46,2025-07-10 16:49:32.784747,6.68591947850577,-28.632407610302835,57.91744647828734,1
47,2025-07-10 16:49:35.560474,6.655252991194289,-28.967692906576303,57.885396599868635,1
48,2025-07-10 16:49:38.238868,6.624227400558513,-56.76414283129816,57.693786220723005,1
49,2025-07-10 16:49:40.552632,6.563430662757876,-56.73989235447152,57.6331678655999,1
50,2025-07-10 16:49:43.251304,6.502659900508936,-56.71772504285855,57.57256006363971,1
51,2025-07-10 16:49:45.721034,6.441912881097662,-56.69747285253379,57.51196187774354,1
52,2025-07-10 16:49:47.883328,6.381187553147248,-56.67895325302652,57.45137260184704,1
53,2025-07-10 16:49:50.709224,6.320482059568127,-56.662024276192824,57.39079144179962,1
54,2025-07-10 16:49:53.269344,6.25979469676269,-56.64655264581597,57.33021769628621,1
55,2025-07-10 16:49:56.075733,6.199123906050667,-56.63240508567924,57.26965078155646,1
56,2025-07-10 16:49:58.507558,6.138468269919463,-56.619471498038365,57.20909004726585,1
57,2025-07-10 16:50:01.208945,6.077826481919778,-56.60765047707628,57.14853503625547,1
58,2025-07-10 16:50:03.873043,6.017197358804203,-56.596840616975896,57.08798520182454,1
59,2025-07-10 16:50:06.519440,5.956579809628834,-56.586952101156385,57.02744017953728,1
60,2025-07-10 16:50:08.799963,5.895972848992189,71.52561957923353,57.536872932011796,1
61,2025-07-10 16:50:10.513567,5.972579732958901,70.83650041408873,57.60733335173181,1
62,2025-07-10 16:50:13.405588,6.0484485416899965,70.16309045866365,57.677244631394736,1
63,2025-07-10 16:50:15.817462,6.123596097318238,69.50460743951226,57.74661363499063,1
64,2025-07-10 16:50:18.388363,6.198038387834323,68.86033282398785,57.81544708939898,1
65,2025-07-10 16:50:21.030899,6.271790639287049,68.22960892293395,57.883751582589305,1
66,2025-07-10 16:50:23.371529,6.344867361473282,67.61180702028469,57.95153355436217,1
67,2025-07-10 16:50:25.773264,6.417282389715251,67.00635055153725,58.018799482244034,1
68,2025-07-10 16:50:28.426936,6.489048947552412,66.41269192527943,58.08555567405888,1
69,2025-07-10 16:50:31.136789,6.56017967839486,65.83032990704396,58.15180824288477,1
70,2025-07-10 16:50:33.515527,6.6306866719528985,65.25877774890887,58.217563307243,1
71,2025-07-10 16:50:36.449902,6.700581514905782,64.69759216258808,58.28282673000395,1
72,2025-07-10 16:50:39.159913,6.769875303556661,59.915992080732394,58.31404609997448,1
73,2025-07-10 16:50:41.380612,6.8340477983948595,59.41572821200225,58.37437937336438,1
74,2025-07-10 16:50:44.005634,6.89768449128436,58.92403168616056,58.434269284375404,1
75,2025-07-10 16:50:46.403627,6.960794553534658,58.44054903150209,58.49372107757777,1
76,2025-07-10 16:50:49.162732,7.0233867882640615,57.9649615440303,58.55273983074328,1
77,2025-07-10 16:50:51.632460,7.0854696485699575,-97.94088171304338,57.76138074829613,1
78,2025-07-10 16:50:53.850143,6.980570926574653,-97.6501135704666,57.659881352054015,1
79,2025-07-10 16:50:55.745665,6.875983636741823,-97.37700162929741,57.558479329429005,1
80,2025-07-10 16:50:58.123498,6.77168885636258,-97.12041304169361,57.45717023084982,1
81,2025-07-10 16:51:00.810872,6.667668893175621,-96.8792787006123,57.35595003048624,1
82,2025-07-10 16:51:03.594019,6.563907197467339,-96.65259903442802,57.25481486943646,1
83,2025-07-10 16:51:06.337358,6.460388288503975,-96.43944690424178,57.15376082359009,1
84,2025-07-10 16:51:08.579408,6.357097664086789,-139.3471425211601,56.46261684748574,1
85,2025-07-10 16:51:11.059324,6.207851132211371,-139.13828420299978,56.31666997565502,1
86,2025-07-10 16:51:13.850499,6.058828299103394,-138.93845389986836,56.17080022146716,1
87,2025-07-10 16:51:16.751591,5.910019489529291,-138.74724598849753,56.0250049585294,1
88,2025-07-10 16:51:18.464618,5.7614154777640385,30.32682348361959,57.12701986719425,1
89,2025-07-10 16:51:20.702995,5.793896754720675,29.896095032313497,57.157655221510254,1
90,2025-07-10 16:51:22.614387,5.825916701659428,29.497390538040236,57.18798658037889,1
91,2025-07-10 16:51:24.862621,5.857509623477396,29.12616412288571,57.21802466460715,1
92,2025-07-10 16:51:27.525286,5.888704948707602,28.77873620434457,57.247780026175576,1
93,2025-07-10 16:51:29.149689,5.919528162410197,28.452067505213563,57.27726276044166,1
94,2025-07-10 16:51:31.720268,5.950001499791565,28.143628674683896,57.30648240247924,1
95,2025-07-10 16:51:34.290002,5.980144486230717,27.851281498669778,57.335447843091465,1
96,2025-07-10 16:51:36.806130,6.009974353072637,26.177338011166285,57.35873769662551,1
97,2025-07-10 16:51:38.944979,6.038011359353993,25.92969631393771,57.38583656294984,1
98,2025-07-10 16:51:41.499821,6.06578313265257,25.69272250866561,57.412717732896645,1
99,2025-07-10 16:51:44.231383,6.093301100509028,25.465275055580605,57.43938741681108,1
100,2025-07-10 16:51:46.580790,6.120575454608422,25.246354383057223,57.465851403432545,1
101,2025-07-10 16:51:49.280728,6.147615339795027,25.035099990304843,57.4921149366613,1
102,2025-07-10 16:51:52.076901,6.1744289617111585,24.8307469877318,57.518182880031524,1
103,2025-07-10 16:51:54.361649,6.201023717694523,24.632628994254446,57.54405965318113,1
