iteration,timestamp,T1,V5F,J5,V5
0,2025-11-06 20:56:27.069893,0.0,0.0,0.0,1
1,2025-11-06 20:56:29.690946,3.191578061938476,130.7858810844209,55.54426850300372,1
2,2025-11-06 20:56:32.651915,3.3316551302543784,130.31217105321957,55.67726145879922,1
3,2025-11-06 20:56:35.322564,3.471224829765587,129.83256210077343,55.80968126516209,1
4,2025-11-06 20:56:38.144933,3.6102808508230915,129.34711217326367,55.94152311301197,1
5,2025-11-06 20:56:41.181193,3.748816931465122,-53.798213904201475,54.839704168930396,1
6,2025-11-06 20:56:43.894709,3.691196824082448,-54.02840221165661,54.78046371032881,1
7,2025-11-06 20:56:46.665837,3.633330180071974,-54.24027952585675,54.72110037863403,1
8,2025-11-06 20:56:49.620277,3.5752366072326733,-54.43521337667789,54.66162538392188,1
9,2025-11-06 20:56:52.745550,3.5169342504509005,-54.61448727203333,54.6020488828912,1
10,2025-11-06 20:56:55.538347,3.4584398864989963,130.18982928088008,55.8022202714962,1
11,2025-11-06 20:56:57.984846,3.5978785566565925,129.6960235140432,55.9343036362292,1
12,2025-11-06 20:57:01.109938,3.736788341413907,145.39199253135848,56.31859316178582,1
13,2025-11-06 20:57:04.089762,3.8925091550501234,144.70985298373762,56.46315566527355,1
14,2025-11-06 20:57:07.138573,4.047499373190833,144.02408021055635,56.606972548288766,1
15,2025-11-06 20:57:09.573030,4.201755088098873,-28.957277080507993,55.43194187707786,1
16,2025-11-06 20:57:12.663767,4.170740652724787,-29.875428526793257,55.39707018341771,1
17,2025-11-06 20:57:15.610729,4.138742838822724,-30.70957829152121,55.36147928108609,1
18,2025-11-06 20:57:18.208592,4.105851618163504,-31.465726701753738,55.32525824245296,1
19,2025-11-06 20:57:21.128858,4.072150529771602,-32.14961622404644,55.288486205833934,1
20,2025-11-06 20:57:24.072026,4.037716965121701,143.35893048325943,56.58639602747718,1
21,2025-11-06 20:57:27.097030,4.191260287244698,142.68995341069513,56.729126512073336,1
22,2025-11-06 20:57:29.996446,4.344087101095021,142.01722142558992,56.87112311593791,1
23,2025-11-06 20:57:32.897419,4.496193397563183,141.34072583601665,57.01238237684307,1
