iteration,timestamp,P79,T41,T42,P1
0.0,2024-05-21 19:08:31.940568,1.0,3.0510001182556152,3.0510001182556152,1.0
1.0,2024-05-21 19:08:40.348785,1.0,3.3647472858428955,3.2481727600097656,1.0
2.0,2024-05-21 19:08:48.599100,1.0,3.6717066764831543,3.4489753246307373,1.0
3.0,2024-05-21 19:08:56.987137,1.0,3.9730355739593506,3.6522605419158936,1.0
4.0,2024-05-21 19:09:04.903437,1.0,4.269386291503906,3.857387065887451,1.0
5.0,2024-05-21 19:09:13.427571,1.0,4.561195373535156,4.063929080963135,1.0
6.0,2024-05-21 19:09:22.400792,1.0,4.848784446716309,4.271574974060059,1.0
7.0,2024-05-21 19:09:29.976432,1.0,5.1324052810668945,4.480082035064697,1.0
8.0,2024-05-21 19:09:38.268424,1.0,5.412262916564941,4.689254283905029,1.0
9.0,2024-05-21 19:09:46.839760,1.0,5.6885294914245605,4.898929595947266,1.0
10.0,2024-05-21 19:09:55.652507,1.0,5.96135139465332,4.898929595947266,1.0
11.0,2024-05-21 19:10:03.993276,1.0,6.230856418609619,5.319255352020264,1.0
12.0,2024-05-21 19:10:12.451079,1.0,6.497158050537109,5.529681205749512,1.0
13.0,2024-05-21 19:10:21.257306,1.0,6.7622175216674805,5.743943214416504,1.0
14.0,2024-05-21 19:10:29.916366,1.0,7.024285316467285,5.958117485046387,1.0
15.0,2024-05-21 19:10:37.104614,1.0,7.1579108238220215,5.958117485046387,0.0
16.0,2024-05-21 19:10:46.076526,1.0,7.2923126220703125,6.167316913604736,0.0
17.0,2024-05-21 19:10:54.865111,1.0,7.427472114562988,6.374145030975342,0.0
18.0,2024-05-21 19:11:03.608688,1.0,7.563370227813721,6.578623294830322,0.0
19.0,2024-05-21 19:11:12.596692,1.0,7.699987411499023,6.780770778656006,0.0
20.0,2024-05-21 19:11:21.344370,1.0,7.837303161621094,6.98060941696167,0.0
21.0,2024-05-21 19:11:28.786948,1.0,7.837303161621094,7.178159713745117,0.0
22.0,2024-05-21 19:11:37.496837,1.0,7.9752984046936035,7.566482067108154,0.0
23.0,2024-05-21 19:11:42.972465,1.0,8.113951683044434,7.757297992706299,0.0
24.0,2024-05-21 19:11:51.235822,1.0,8.393149375915527,7.9459147453308105,0.0
25.0,2024-05-21 19:11:59.972580,1.0,8.53255558013916,8.130583763122559,0.0
26.0,2024-05-21 19:12:08.788622,0.0,8.487897872924805,8.154903411865234,0.0
27.0,2024-05-21 19:12:16.810136,0.0,8.44679069519043,8.175674438476562,0.0
28.0,2024-05-21 19:12:25.714602,0.0,8.409173965454102,8.192954063415527,0.0
29.0,2024-05-21 19:12:33.720909,0.0,8.374985694885254,8.192954063415527,0.0
30.0,2024-05-21 19:12:41.970040,0.0,8.344154357910156,8.206806182861328,0.0
31.0,2024-05-21 19:12:50.492713,0.0,8.316603660583496,8.217300415039062,0.0
32.0,2024-05-21 19:12:58.676671,0.0,8.292245864868164,8.22451400756836,0.0
33.0,2024-05-21 19:13:07.302219,0.0,8.27098274230957,8.228534698486328,0.0
34.0,2024-05-21 19:13:16.013225,0.0,8.27098274230957,8.229460716247559,0.0
35.0,2024-05-21 19:13:23.632789,0.0,8.252710342407227,8.222464561462402,0.0
36.0,2024-05-21 19:13:32.079338,0.0,8.237305641174316,8.215376853942871,0.0
37.0,2024-05-21 19:13:40.577845,0.0,8.224055290222168,8.211136817932129,0.0
38.0,2024-05-21 19:13:46.148216,0.0,8.214702606201172,8.205221176147461,0.0
39.0,2024-05-21 19:13:54.469626,0.0,8.200088500976562,8.198565483093262,0.0
40.0,2024-05-21 19:14:02.496630,0.0,8.193289756774902,8.191770553588867,0.0
41.0,2024-05-21 19:14:10.508757,0.0,8.186493873596191,8.184974670410156,0.0
42.0,2024-05-21 19:14:18.257945,0.0,8.179697036743164,8.178177833557129,0.0
43.0,2024-05-21 19:14:26.176547,0.0,8.172901153564453,8.171381950378418,0.0
44.0,2024-05-21 19:14:34.564747,0.0,8.166104316711426,8.16458511352539,0.0
45.0,2024-05-21 19:14:42.783372,0.0,8.159308433532715,8.157788276672363,0.0
46.0,2024-05-21 19:14:50.888745,0.0,8.152511596679688,8.150992393493652,0.0
47.0,2024-05-21 19:14:59.174570,0.0,8.14571475982666,8.144195556640625,0.0
48.0,2024-05-21 19:15:07.875892,0.0,8.13891887664795,8.137399673461914,0.0
49.0,2024-05-21 19:15:16.167153,0.0,8.127716064453125,8.123942375183105,0.0
50.0,2024-05-21 19:15:24.666363,0.0,8.115641593933105,8.111357688903809,0.0
51.0,2024-05-21 19:15:33.041049,0.0,8.103403091430664,8.098936080932617,0.0
52.0,2024-05-21 19:15:41.368445,0.0,8.091107368469238,8.08657169342041,0.0
53.0,2024-05-21 19:15:49.471700,0.0,8.078790664672852,8.074228286743164,0.0
54.0,2024-05-21 19:15:57.828764,0.0,8.066466331481934,8.061893463134766,0.0
55.0,2024-05-21 19:16:05.820536,0.0,8.05413818359375,8.049561500549316,0.0
56.0,2024-05-21 19:16:13.887865,0.0,8.04180908203125,8.0372314453125,0.0
57.0,2024-05-21 19:16:21.836387,0.0,8.02947998046875,8.024901390075684,0.0
58.0,2024-05-21 19:16:29.817389,0.0,8.017149925231934,8.012571334838867,0.0
59.0,2024-05-21 19:16:38.133198,0.0,8.004819869995117,8.00024127960205,0.0
60.0,2024-05-21 19:16:46.161446,0.0,7.992490291595459,7.987911701202393,0.0
61.0,2024-05-21 19:16:54.194222,0.0,7.974611282348633,7.96717643737793,0.0
62.0,2024-05-21 19:17:02.928455,0.0,7.955986499786377,7.947186470031738,0.0
63.0,2024-05-21 19:17:11.384656,0.0,7.937047481536865,7.927510738372803,0.0
64.0,2024-05-21 19:17:19.837091,0.0,7.9179463386535645,7.907997131347656,0.0
65.0,2024-05-21 19:17:27.693109,0.0,7.898756980895996,7.8885722160339355,0.0
66.0,2024-05-21 19:17:35.532771,0.0,7.879517555236816,7.869196891784668,0.0
67.0,2024-05-21 19:17:43.570448,0.0,7.860249042510986,7.849850654602051,0.0
68.0,2024-05-21 19:17:51.656806,0.0,7.8409647941589355,7.8305206298828125,0.0
69.0,2024-05-21 19:17:59.542170,0.0,7.8216705322265625,7.811200141906738,0.0
70.0,2024-05-21 19:18:07.670459,0.0,7.802371025085449,7.791884899139404,0.0
71.0,2024-05-21 19:18:15.321740,0.0,7.7830681800842285,7.772573471069336,0.0
72.0,2024-05-21 19:18:23.499533,0.0,7.763763427734375,7.753263473510742,0.0
73.0,2024-05-21 19:18:31.424948,0.0,7.743679523468018,7.732763290405273,0.0
74.0,2024-05-21 19:18:39.698430,0.0,7.723509788513184,7.712348937988281,0.0
75.0,2024-05-21 19:18:47.695349,0.0,7.7032904624938965,7.6919846534729,0.0
76.0,2024-05-21 19:18:56.291129,0.0,7.683042049407959,7.67164945602417,0.0
77.0,2024-05-21 19:19:03.684604,0.0,7.662775993347168,7.651331424713135,0.0
78.0,2024-05-21 19:19:12.244437,0.0,7.6424994468688965,7.63102388381958,0.0
79.0,2024-05-21 19:19:20.342758,0.0,7.622216701507568,7.61072301864624,0.0
80.0,2024-05-21 19:19:29.096732,0.0,7.601930141448975,7.590425491333008,0.0
81.0,2024-05-21 19:19:36.108597,0.0,7.581641674041748,7.590425491333008,0.0
82.0,2024-05-21 19:19:44.408461,0.0,7.561351776123047,7.570129871368408,0.0
83.0,2024-05-21 19:19:52.955393,0.0,7.541060924530029,7.549836158752441,0.0
84.0,2024-05-21 19:20:01.480619,0.0,7.5207695960998535,7.529542922973633,0.0
85.0,2024-05-21 19:20:10.280860,0.0,7.493292808532715,7.509250164031982,0.0
86.0,2024-05-21 19:20:18.960454,0.0,7.465147018432617,7.478058338165283,0.0
87.0,2024-05-21 19:20:26.792552,0.0,7.465147018432617,7.447535514831543,0.0
88.0,2024-05-21 19:20:35.680645,0.0,7.436607360839844,7.387529373168945,0.0
89.0,2024-05-21 19:20:44.140655,0.0,7.407815933227539,7.357819557189941,0.0
90.0,2024-05-21 19:20:52.928818,0.0,7.378857135772705,7.328223705291748,0.0
91.0,2024-05-21 19:21:01.880708,0.0,7.3497843742370605,7.2987060546875,0.0
92.0,2024-05-21 19:21:10.736550,0.0,7.3206329345703125,7.269243240356445,0.0
93.0,2024-05-21 19:21:16.040521,0.0,7.26218318939209,7.239818572998047,0.0
94.0,2024-05-21 19:21:24.539672,0.0,7.232912540435791,7.21042013168335,0.0
95.0,2024-05-21 19:21:32.628845,0.0,7.203623294830322,7.1810407638549805,0.0
96.0,2024-05-21 19:21:40.574372,0.0,7.174320697784424,7.151674747467041,0.0
97.0,2024-05-21 19:21:49.124578,0.0,7.144753932952881,7.121926784515381,0.0
98.0,2024-05-21 19:21:57.785408,0.0,7.1151604652404785,7.09220552444458,0.0
99.0,2024-05-21 19:22:05.850924,0.0,7.085548400878906,7.062502861022949,0.0
100.0,2024-05-21 19:22:14.180716,0.0,7.0559234619140625,7.032813549041748,0.0
