iteration,timestamp,T41_LEVEL,T42_LEVEL,J2_LEVEL,J13_LEVEL,J14_LEVEL,J19_LEVEL,J21_LEVEL,P79_FLOW,P79_STATUS,P1_FLOW,P1_STATUS,plc4AttackerUnit
15,2024-06-13 17:43:18.288909,7.283440349705665,6.172133306660575,77.85539318127113,78.18476422686724,58.421035531526215,57.25382449832419,58.32029264017682,197.94486979643185,1.0,259.2645792933544,1.0,1
16,2024-06-13 17:43:24.320521,7.539755681712638,6.3859245269799505,77.86501232671826,78.19051221702443,58.67813538281383,57.46783871866851,58.5794274292414,196.87475421905125,1.0,257.4737624856431,1.0,1
17,2024-06-13 17:43:30.198302,7.793298254022382,6.599431610926019,77.87458505008034,78.19627010903022,58.93246258352872,57.681628203687026,58.83572307678014,195.80279519342002,1.0,255.6915881764377,1.0,1
18,2024-06-13 17:43:36.221847,8.044130163155902,6.8125996343048225,77.88411271376224,78.20203709084889,59.18407937281072,57.895133219468036,59.089246581931185,194.72914389794363,1.0,253.91780272392555,1.0,1
19,2024-06-13 17:43:42.050342,8.292309176121883,7.025377901490326,77.89359657033313,78.20781241615272,59.43304362900809,58.10829886891434,59.34005999945147,193.65393927806423,1.0,252.15217293462328,1.0,1
20,2024-06-13 17:43:48.032966,8.537889244494409,7.237719439186106,77.90303777610615,78.21359539559825,59.67940939046679,58.32107448045986,59.58822105943223,192.57730967030682,1.0,250.39448353525754,1.0,1
21,2024-06-13 17:43:53.919302,8.78092093457149,7.449580573271523,77.91243740244681,78.21938538964028,59.923227290795104,58.53341310231476,59.833783680596405,191.49937414016958,1.0,248.64453506742382,1.0,1
22,2024-06-13 17:44:00.088937,9.02145179062884,7.660920571837886,77.92179644527938,78.22518180254865,60.16454492606695,58.74527107969815,60.07679839983382,190.42024359600586,1.0,246.9021421177854,1.0,1
23,2024-06-13 17:44:05.929113,9.259526644250158,7.8717013415807315,77.93111583314266,78.23098407738048,60.403407167214574,58.95660769818704,60.31731273495147,189.34002172506084,1.0,245.16713181829292,1.0,1
24,2024-06-13 17:44:11.933484,9.495187879706409,8.081887167584501,77.94039643407012,78.23679169171947,60.639856427845054,59.16738488036384,60.55537149359266,188.258805786688,1.0,243.43934256528993,1.0,1
25,2024-06-13 17:44:17.908771,9.720988332955692,8.24426441639004,77.19926105988901,70.11869764404659,60.86902329089718,59.37731100007607,60.79096842833206,0.0,0.0,381.4180946454197,1.0,1
26,2024-06-13 17:44:23.897576,9.943895081714395,8.407023602888092,77.21185779912837,70.18953361178082,61.0929628883115,59.53969009703177,61.016750457266156,0.0,0.0,379.07293285571865,1.0,1
27,2024-06-13 17:44:29.902376,10.163988676323472,8.570094000339239,77.22440527212736,70.26049280638506,61.3140802024414,59.70245079217781,61.23963948885029,0.0,0.0,376.7369430669778,1.0,1
28,2024-06-13 17:44:35.904877,10.381343654220426,8.73341068482181,77.2369045324913,70.33154848469385,61.53245039296029,59.86552238528743,61.459716020052554,0.0,0.0,374.40992912725676,1.0,1
29,2024-06-13 17:44:41.928820,10.596029314721667,8.896913777104542,77.24935655028058,70.40267610091117,61.7481432858103,60.028839975752675,61.677054541661896,0.0,0.0,372.09171043834084,1.0,1
30,2024-06-13 17:44:53.709810,10.668000000000001,9.122197766160784,77.85691348421354,70.8593959808487,72.90303692108284,60.24854162767872,72.90303692108283,0.0,0.0,258.98154125457603,1.0,1
31,2024-06-13 17:44:59.633728,10.668000000000001,9.377892613723288,77.86367475697854,70.92949614403874,72.95455699833661,60.41818042489212,72.95455699833659,0.0,0.0,257.7227806946433,1.0,1
32,2024-06-13 17:45:05.557079,10.668000000000001,9.631544905233472,77.87391834930688,71.03519508208447,73.03225650680116,60.6738607842454,73.03225650680113,0.0,0.0,255.81570928027085,1.0,1
33,2024-06-13 17:45:11.368546,10.668000000000001,9.883158178301558,77.88414385043438,71.14010228164739,73.10938878366171,60.92749871144348,73.10938878366169,0.0,0.0,253.91200594331045,1.0,1
34,2024-06-13 17:45:17.232763,10.668000000000001,10.132736060700493,77.89435189183862,71.24421946359696,73.18596503384175,61.179097744328686,73.18596503384171,0.0,0.0,252.0115531202435,1.0,1
35,2024-06-13 17:45:23.204884,10.668000000000001,10.380282133437662,77.90454153897507,71.34754742628579,73.26197497154865,61.42866150994171,73.26197497154863,0.0,0.0,250.11452479720828,1.0,1
36,2024-06-13 17:45:29.044664,10.668000000000001,10.625800037274297,77.91471306370023,71.45008768678883,73.3374248954214,61.676193589299885,73.33742489542139,0.0,0.0,248.22087036210655,1.0,1
37,2024-06-13 17:45:41.108993,10.668000000000001,10.668000000000001,79.17982921307944,79.15833522231748,79.16353526247214,79.14988174659129,79.16353526247208,0.0,0.0,12.69150068300582,1.0,1
38,2024-06-13 17:45:47.008554,10.668000000000001,10.668000000000001,79.17982920925583,79.1583352175122,79.163535255804,79.14988174095669,79.16353525580398,0.0,0.0,12.691501394857273,1.0,1
39,2024-06-13 17:45:53.075963,10.668000000000001,10.668000000000001,79.17982927800175,79.15833530390549,79.16353537569121,79.14988184225759,79.16353537569117,0.0,0.0,12.691488596284234,1.0,1
40,2024-06-13 17:45:58.895478,10.668000000000001,10.668000000000001,79.17982929595371,79.15833532646582,79.16353540699794,79.14988186871079,79.16353540699791,0.0,0.0,12.691485254128137,1.0,1
41,2024-06-13 17:46:04.843806,10.668000000000001,10.668000000000001,79.17982917166513,79.15833517027188,79.16353519024901,79.14988168556484,79.16353519024895,0.0,0.0,12.691508393200106,1.0,1
42,2024-06-13 17:46:10.582411,10.668000000000001,10.668000000000001,79.17982920480533,79.15833521191927,79.1635352480427,79.14988173439868,79.16353524804268,0.0,0.0,12.691502223415231,1.0,1
43,2024-06-13 17:46:16.438373,10.668000000000001,10.668000000000001,79.17982915099452,79.158335144295,79.16353515420107,79.14988165510546,79.16353515420101,0.0,0.0,12.691512241492918,1.0,1
44,2024-06-13 17:46:22.399423,10.668000000000001,10.668000000000001,79.179829240595,79.15833525689632,79.163535310457,79.14988178713676,79.16353531045694,0.0,0.0,12.691495560377977,1.0,1
45,2024-06-13 17:46:28.315549,10.668000000000001,10.668000000000001,79.17982915647244,79.15833515117912,79.16353516375413,79.14988166317747,79.16353516375406,0.0,0.0,12.691511221657512,1.0,1
46,2024-06-13 17:46:34.156245,10.668000000000001,10.668000000000001,79.17982920606111,79.15833521349745,79.16353525023268,79.14988173624914,79.16353525023263,0.0,0.0,12.69150198962267,1.0,1
47,2024-06-13 17:46:40.054478,10.668000000000001,10.668000000000001,79.17982923014976,79.15833524376974,79.16353529224135,79.14988177174509,79.16353529224129,0.0,0.0,12.691497504988076,1.0,1
48,2024-06-13 17:46:45.796754,10.668000000000001,10.668000000000001,79.17982915935737,79.15833515480465,79.1635351687852,79.14988166742862,79.16353516878513,0.0,0.0,12.691510684560154,1.0,1
49,2024-06-13 17:46:51.620755,10.668000000000001,10.668000000000001,79.12432837919256,79.05955808519957,79.07522710503335,79.03408241574999,79.0752271050333,0.0,0.0,23.02420920819365,1.0,1
50,2024-06-13 17:46:57.411469,10.668000000000001,10.668000000000001,79.12432832327885,79.05955800544415,79.07522698002643,79.03408231585361,79.07522698002636,0.0,0.0,23.024219617767326,1.0,1
