iteration,timestamp,T1,J1,P1F,V1F,P1
275,2025-07-08 23:41:25.081354,3.549741506576538,54.42326481891636,0.0,-8.51015580224157,0
276,2025-07-08 23:41:27.444809,3.467973470687866,54.33435591539701,0.0,-8.593427361915928,0
277,2025-07-08 23:41:29.530312,3.385464668273926,54.252143847062676,0.0,-8.583176682464,0
278,2025-07-08 23:41:32.581236,3.30298113822937,54.16993742622839,0.0,-8.573601076022896,0
279,2025-07-08 23:41:34.666099,3.2205216884613037,54.08773635503794,0.0,-8.564657082956728,0
280,2025-07-08 23:41:37.111541,3.1380844116210938,54.005540250553075,0.0,-8.556312832865842,0
281,2025-07-08 23:41:39.060271,3.0556678771972656,53.9233488779864,0.0,-8.54851907149623,0
282,2025-07-08 23:41:41.314223,2.9732706546783447,53.84116192684348,0.0,-8.54123813383012,0
283,2025-07-08 23:41:43.970954,2.8908915519714355,53.75897911872278,0.0,-8.53444104677692,0
284,2025-07-08 23:41:45.974802,2.8085293769836426,58.70697560421699,0.0,127.75993440016009,0
285,2025-07-08 23:41:48.863203,2.844766855239868,58.76210299420417,0.0,127.43135927166804,0
286,2025-07-08 23:41:51.624197,2.88885498046875,58.80742229456425,0.0,127.16898765518181,0
287,2025-07-08 23:41:54.343791,2.936147451400757,58.85115453890272,0.0,126.9154209609269,0
288,2025-07-08 23:41:56.660851,2.9855964183807373,58.97135252922086,0.0,127.24484789828239,0
289,2025-07-08 23:41:58.745106,3.042884588241577,59.01951918311174,0.0,126.95689014549316,0
290,2025-07-08 23:42:01.359960,3.101553201675415,59.06744468867622,0.0,126.66892949539488,0
291,2025-07-08 23:42:03.685083,3.161343812942505,59.11524444069429,0.0,126.38028508035859,0
292,2025-07-08 23:42:06.117055,3.2220675945281982,59.1629731225198,0.0,126.09066137486025,0
293,2025-07-08 23:42:08.735348,3.283578634262085,59.21065649373943,0.0,125.79996856231901,0
294,2025-07-08 23:42:11.382715,3.3457603454589844,59.25830702151034,0.0,125.50818636157146,0
295,2025-07-08 23:42:13.886770,3.4085161685943604,59.30592790922006,0.0,125.21535533494443,0
296,2025-07-08 23:42:15.940490,3.4717650413513184,59.35351817406674,0.0,124.92153632592817,0
297,2025-07-08 23:42:18.598650,3.5354373455047607,59.401073695952,0.0,124.62679307532198,0
298,2025-07-08 23:42:21.009593,3.599472999572754,59.44858938923923,0.0,124.33121250239765,0
299,2025-07-08 23:42:23.398178,3.6638193130493164,59.496058677569025,0.0,124.03486414257259,0
300,2025-07-08 23:42:25.717683,3.728429079055786,60.02560485627683,0.0,126.54135808020328,0
301,2025-07-08 23:42:28.133497,3.8271071910858154,60.09562372459291,0.0,126.08424383529382,0
302,2025-07-08 23:42:30.623937,3.9258668422698975,60.16530618950195,0.0,125.62794373423003,0
303,2025-07-08 23:42:32.486421,4.024656772613525,60.23466371351699,0.0,125.17243170123038,0
304,2025-07-08 23:42:34.939571,4.123430252075195,60.30370980693591,0.0,124.71762661164121,0
305,2025-07-08 23:42:37.344143,4.222147464752197,60.37245402746152,0.0,124.2634936977538,0
306,2025-07-08 23:42:39.934305,4.320773124694824,60.440903709929664,0.0,123.81000688378663,0
307,2025-07-08 23:42:42.500807,4.419276237487793,60.50906420280087,0.0,123.3571574778125,0
308,2025-07-08 23:42:45.066839,4.517629146575928,60.57693879735705,0.0,122.90493099328614,0
309,2025-07-08 23:42:48.151849,4.615806579589844,60.644529811650315,0.0,122.45332743020754,0
310,2025-07-08 23:42:50.652209,4.7137861251831055,60.71184025784546,0.0,122.00236996704916,0
311,2025-07-08 23:42:53.758232,4.811548233032227,60.77887065157688,0.0,121.55205570650196,0
312,2025-07-08 23:42:56.136539,4.909073829650879,60.19696586381051,0.0,117.15481843907583,0
313,2025-07-08 23:42:58.494713,4.955782413482666,60.2316411015727,0.0,116.93684518661485,0
314,2025-07-08 23:43:00.709420,5.002691268920898,60.26633235303394,0.0,116.71795638449112,0
315,2025-07-08 23:43:02.917288,5.049773693084717,60.30103029908762,0.0,116.49825054121266,0
316,2025-07-08 23:43:05.131274,5.097005844116211,60.33572576948362,0.0,116.27780878143312,0
317,2025-07-08 23:43:08.003150,5.144365310668945,60.3704104685718,0.0,116.056703537879,0
318,2025-07-08 23:43:10.628246,5.191832065582275,60.40507621412485,0.0,115.83502172982207,0
319,2025-07-08 23:43:12.845566,5.239386081695557,60.43971648379779,0.0,115.6128299953707,0
320,2025-07-08 23:43:15.451947,5.287010192871094,60.4743230882157,0.0,115.39018917801513,0
321,2025-07-08 23:43:17.995598,5.334687232971191,60.50889105753955,0.0,115.16716301855467,0
322,2025-07-08 23:43:20.616556,5.382402420043945,60.54341320554698,0.0,114.94381236047957,0
323,2025-07-08 23:43:23.264126,5.430140495300293,60.57788395049039,0.0,114.720195149971,0
324,2025-07-08 23:43:25.652768,5.477888584136963,61.098636745338155,0.0,117.48361666036544,0
325,2025-07-08 23:43:27.495993,5.565733909606934,61.15738298259495,0.0,117.07922185109965,0
326,2025-07-08 23:43:30.325969,5.653111457824707,61.215844084213245,0.0,116.6759917600757,0
327,2025-07-08 23:43:32.548035,5.740023612976074,61.27402199102978,0.0,116.27393218191173,0
328,2025-07-08 23:43:35.526921,5.82647180557251,61.331916407246965,0.0,115.87302283544432,0
329,2025-07-08 23:43:37.942454,5.912458419799805,61.38952856102833,0.0,115.47328979645499,0
330,2025-07-08 23:43:39.941900,5.997984886169434,61.44685931463934,0.0,115.0747156810894,0
331,2025-07-08 23:43:42.317653,6.083054065704346,61.50390993969699,0.0,114.6773033866566,0
332,2025-07-08 23:43:44.773221,6.167667388916016,61.56068085308202,0.0,114.28105870777472,0
333,2025-07-08 23:43:47.643460,6.251826763153076,57.54834319634485,0.0,8.118749629488775,0
334,2025-07-08 23:43:50.407268,6.232701301574707,57.51842821370193,0.0,7.282800635834974,0
335,2025-07-08 23:43:53.179108,6.211464881896973,57.486823965982616,0.0,6.479504315279883,0
336,2025-07-08 23:43:55.657570,6.188206195831299,57.35825933398789,0.0,2.3712359615046807,0
337,2025-07-08 23:43:58.272344,6.143465995788574,57.304872678513654,0.0,1.7950741846561868,0
338,2025-07-08 23:44:00.896497,6.097324371337891,57.25056347827825,0.0,1.2433135447054156,0
339,2025-07-08 23:44:03.860482,6.049847602844238,57.19538467769604,0.0,0.7156121591833653,0
340,2025-07-08 23:44:06.821448,6.001100063323975,57.13940479924615,0.0,0.21128916046109225,0
341,2025-07-08 23:44:09.374670,5.951144695281982,57.082628457793476,0.0,-0.26933385015581734,0
342,2025-07-08 23:44:12.119835,5.900044918060303,57.02479429488032,0.0,-0.7211720952682299,0
343,2025-07-08 23:44:14.938779,5.847865581512451,56.965992927709465,0.0,-1.1453062711552775,0
344,2025-07-08 23:44:17.556839,5.794670581817627,56.90633135575301,0.0,-1.5432429785278146,0
345,2025-07-08 23:44:20.462548,5.740520477294922,56.84590062024303,0.0,-1.9163526445709067,0
346,2025-07-08 23:44:23.157063,5.6854729652404785,56.78478098650001,0.0,-2.2659187771978395,0
347,2025-07-08 23:44:25.703612,5.62958288192749,56.72304375141826,0.0,-2.5931727327588305,0
348,2025-07-08 23:44:28.428532,5.572902202606201,56.64071832065639,0.0,-3.318340217219884,0
349,2025-07-08 23:44:31.334956,5.512661933898926,56.57519500116621,0.0,-3.585770535323718,0
350,2025-07-08 23:44:34.434604,5.451772689819336,56.50927261861201,0.0,-3.835889431798023,0
351,2025-07-08 23:44:36.785633,5.390275478363037,56.442990846712966,0.0,-4.0696675051776765,0
352,2025-07-08 23:44:39.450698,5.328208923339844,56.37638586355021,0.0,-4.288023202434488,0
353,2025-07-08 23:44:41.836149,5.265610218048096,56.30948967039958,0.0,-4.49185758668591,0
354,2025-07-08 23:44:44.336324,5.202514171600342,56.24233170217467,0.0,-4.682007980250091,0
355,2025-07-08 23:44:46.815957,5.138953685760498,56.17493785775593,0.0,-4.8593117054451795,0
356,2025-07-08 23:44:48.513715,5.0749592781066895,56.107331731158496,0.0,-5.02453075455378,0
357,2025-07-08 23:44:51.407989,5.010560512542725,56.03953429510961,0.0,-5.1784184279313195,0
358,2025-07-08 23:44:53.704532,4.945784568786621,55.97156451142828,0.0,-5.3216758743701575,0
359,2025-07-08 23:44:56.715709,4.880657196044922,55.90343941065808,0.0,-5.454981064190179,0
360,2025-07-08 23:44:59.397601,4.815202236175537,55.348275229128156,0.0,-11.547199180199641,0
361,2025-07-08 23:45:01.812024,4.702503204345703,55.23549404656688,0.0,-11.549389545848499,0
362,2025-07-08 23:45:04.731028,4.589798927307129,55.12271144694782,0.0,-11.551469813753101,0
363,2025-07-08 23:45:07.628727,4.477089881896973,55.00992758508374,0.0,-11.553448675840627,0
364,2025-07-08 23:45:09.848102,4.364375114440918,54.897142650286135,0.0,-11.555323234802017,0
365,2025-07-08 23:45:12.234140,4.2516560554504395,54.78435654828784,0.0,-11.557107977182568,0
366,2025-07-08 23:45:14.804078,4.138932704925537,54.67156935952828,0.0,-11.55880290298228,0
367,2025-07-08 23:45:17.621743,4.026205062866211,54.55878109705212,0.0,-11.560408012201151,0
368,2025-07-08 23:45:20.354601,3.91347336769104,54.445992018042325,0.0,-11.56193489407542,0
369,2025-07-08 23:45:22.926096,3.8007378578186035,54.333201882764605,0.0,-11.563389343223207,0
370,2025-07-08 23:45:25.810842,3.6879987716674805,54.220410909748196,0.0,-11.564765565026391,0
371,2025-07-08 23:45:28.009801,3.57525634765625,54.107619151539474,0.0,-11.566075148721211,0
372,2025-07-08 23:45:30.263383,3.462510585784912,53.45194613576132,0.0,-16.09329439247631,0
373,2025-07-08 23:45:32.939851,3.3122739791870117,53.30343515168718,0.0,-16.057779178026976,0
374,2025-07-08 23:45:35.770769,3.162125825881958,53.154939728179755,0.0,-16.02371261810731,0
375,2025-07-08 23:45:37.508232,3.0120625495910645,53.00646095546495,0.0,-15.991025177299889,0
376,2025-07-08 23:45:40.020932,2.8620805740356445,52.85799784430019,0.0,-15.95967339596882,0
377,2025-07-08 23:45:42.634178,2.712177038192749,52.70955025816658,0.0,-15.929584841387623,0
378,2025-07-08 23:45:44.979521,2.5623481273651123,57.913632771926636,0.0,121.50145420378067,0
379,2025-07-08 23:45:47.780120,2.5338027477264404,57.90351414628471,0.0,121.61941524482245,0
380,2025-07-08 23:45:50.605081,2.5082459449768066,57.89372761894847,0.0,121.73281012678672,0
381,2025-07-08 23:45:53.460442,2.485238552093506,57.88448276998095,0.0,121.84042777448667,0
382,2025-07-08 23:45:55.687420,2.4644651412963867,57.87586573941076,0.0,121.94186835927212,0
383,2025-07-08 23:45:58.553247,2.445683479309082,57.86790842141036,0.0,122.03707103765282,0
384,2025-07-08 23:46:00.123715,2.428699254989624,58.38481980498688,0.0,127.67026268477366,0
385,2025-07-08 23:46:03.033801,2.476243257522583,58.42135220231995,0.0,127.45721196040449,0
386,2025-07-08 23:46:05.740257,2.5242695808410645,58.45799645316206,0.0,127.24246341292655,0
387,2025-07-08 23:46:08.327036,2.5727286338806152,58.494736138369746,0.0,127.0261416266294,0
388,2025-07-08 23:46:10.894172,2.6215744018554688,58.53155734876441,0.0,126.8083972615841,0
389,2025-07-08 23:46:12.438139,2.670766592025757,58.568445337754106,0.0,126.58933462091682,0
390,2025-07-08 23:46:15.473598,2.7202680110931396,58.605388781331236,0.0,126.3690840835352,0
391,2025-07-08 23:46:18.260239,2.770045042037964,58.64237521908002,0.0,126.14774415794727,0
392,2025-07-08 23:46:20.948124,2.8200666904449463,58.679393431000314,0.0,125.92540755804293,0
393,2025-07-08 23:46:23.006599,2.8703043460845947,58.71643343672583,0.0,125.70216989502114,0
394,2025-07-08 23:46:25.837538,2.920732259750366,58.753485272545696,0.0,125.47811229353556,0
395,2025-07-08 23:46:28.440717,2.9713261127471924,58.79054084361531,0.0,125.2533187755489,0
396,2025-07-08 23:46:30.982179,3.0220634937286377,58.885030823764524,0.0,125.42443384859325,0
397,2025-07-08 23:46:32.603458,3.078010082244873,58.92530511377542,0.0,125.17586790977475,0
398,2025-07-08 23:46:35.515669,3.133998394012451,58.96552270441087,0.0,124.92701513735938,0
399,2025-07-08 23:46:38.109820,3.1900124549865723,59.00567820121383,0.0,124.67792478560114,0
