iteration,timestamp,T1,J1,P1F,V1F,P1
67,2025-07-08 23:24:45.115751,6.417282581329346,67.4632390759569,304.8967955999945,190.27067824708865,1
68,2025-07-08 23:24:48.726029,6.489048957824707,67.47848769704913,304.09308810553034,189.7107153251909,1
69,2025-07-08 23:24:51.248425,6.560179710388184,67.49366978113632,303.2928875701079,189.15407851409327,1
70,2025-07-08 23:24:54.564506,6.6306867599487305,67.50878526238944,302.49619746337004,188.60070986761457,1
71,2025-07-08 23:24:58.084149,6.7005815505981445,67.52383444107636,301.70300195912967,188.0505804126642,1
72,2025-07-08 23:25:01.858239,6.769875526428223,67.51348216249303,302.2486384354962,187.59986342615775,1
73,2025-07-08 23:25:05.459885,6.834047794342041,67.52749979070364,301.509812755499,187.09006451331334,1
74,2025-07-08 23:25:09.391767,6.897684574127197,67.54145310538031,300.7743768422825,186.58324403418192,1
75,2025-07-08 23:25:12.218378,6.960794448852539,67.55534214083016,300.042328887623,186.07935563181854,1
76,2025-07-08 23:25:15.241982,7.0233869552612305,67.56916700862801,299.3136630107612,185.5783645385145,1
77,2025-07-08 23:25:18.133479,7.085469722747803,57.69920503980293,0.0,-12.366384343636128,0
78,2025-07-08 23:25:22.119662,6.9805707931518555,57.59884796732136,0.0,-12.24243746207776,0
79,2025-07-08 23:25:25.156102,6.875983715057373,57.49851119764716,0.0,-12.125927972874706,0
80,2025-07-08 23:25:27.971777,6.771688938140869,57.39819563360019,0.0,-12.016409690431828,0
81,2025-07-08 23:25:31.159327,6.66766881942749,57.29790274628504,0.0,-11.913419045299634,0
82,2025-07-08 23:25:34.074531,6.563907146453857,57.197633573239,0.0,-11.816547516900755,0
83,2025-07-08 23:25:37.246050,6.46038818359375,57.09738877347913,0.0,-11.72541266043936,0
84,2025-07-08 23:25:40.182133,6.357097625732422,56.351412943478884,0.0,-16.921597387522525,0
85,2025-07-08 23:25:42.946228,6.207850933074951,56.20654442092843,0.0,-16.83224727344168,0
86,2025-07-08 23:25:46.313414,6.058828353881836,56.061702286417834,0.0,-16.746736093864456,0
87,2025-07-08 23:25:50.069230,5.910019397735596,55.916886531637736,0.0,-16.664884215629172,0
88,2025-07-08 23:25:53.474106,5.761415481567383,67.07836681176302,325.1822182144897,195.75906818204203,1
89,2025-07-08 23:25:57.014237,5.793896675109863,67.08511287383574,324.8266542186928,195.5064286266861,1
90,2025-07-08 23:26:00.341923,5.825916767120361,67.0918249761708,324.4728801352731,195.25624019479437,1
91,2025-07-08 23:26:03.307053,5.857509613037109,67.09850206072761,324.1209517302708,195.00840437785882,1
92,2025-07-08 23:26:05.521035,5.888704776763916,67.10514343547246,323.77090547863247,194.7628458458439,1
93,2025-07-08 23:26:08.995107,5.919528007507324,67.11174883463808,323.4227553881275,194.51944291176915,1
94,2025-07-08 23:26:12.056502,5.9500017166137695,67.11831776654527,323.0765273736403,194.27813183483522,1
95,2025-07-08 23:26:15.219528,5.980144500732422,67.1248504290695,322.7322110057682,194.03881990115224,1
96,2025-07-08 23:26:18.178282,6.009974479675293,67.1240551257753,322.77412897422187,193.78312658204777,1
97,2025-07-08 23:26:21.450678,6.03801155090332,67.1302096376321,322.44974375445895,193.5590892617256,1
98,2025-07-08 23:26:24.873961,6.0657830238342285,67.1363294341125,322.1271882744499,193.33676135374844,1
99,2025-07-08 23:26:28.298908,6.093301296234131,67.14241475131668,321.80645009008344,193.11607332269887,1
100,2025-07-08 23:26:31.684137,6.120575428009033,67.14846560919511,321.4875281498364,192.8969672223957,1
101,2025-07-08 23:26:35.884885,6.147615432739258,67.1544822608156,321.17040911528727,192.6794140797483,1
102,2025-07-08 23:26:38.980145,6.174428939819336,67.16046472082954,320.8550922142076,192.46336174319367,1
103,2025-07-08 23:26:42.346183,6.201023578643799,67.16641344030499,320.5415536722014,192.24878123964118,1
104,2025-07-08 23:26:45.610475,6.2274065017700195,67.17232836708635,320.22979623822386,192.03562041752775,1
105,2025-07-08 23:26:48.633901,6.25358247756958,67.17820988848143,319.91979949848724,191.82386189299905,1
106,2025-07-08 23:26:52.105451,6.279558181762695,67.1840580913157,319.6115588766875,191.61347669296447,1
107,2025-07-08 23:26:54.731721,6.305338382720947,67.18987301298844,319.3050724016267,191.40442425509718,1
108,2025-07-08 23:26:57.644980,6.33092737197876,67.37240269762822,309.6844991956988,191.18859790864917,1
109,2025-07-08 23:27:01.183092,6.3907246589660645,67.38510243994989,309.0151351909176,190.72046809469612,1
110,2025-07-08 23:27:04.268595,6.449952602386475,67.3977425026013,308.3489167163417,190.25546737452714,1
111,2025-07-08 23:27:07.777917,6.5086259841918945,67.41032256294629,307.68586077712405,189.79353780196107,1
112,2025-07-08 23:27:10.246022,6.5667572021484375,67.42284271269571,307.0259625394695,189.33462722543482,1
113,2025-07-08 23:27:13.620598,6.62436056137085,67.43530338106594,306.3691993807138,188.87868349338532,1
114,2025-07-08 23:27:16.425251,6.6814470291137695,67.44770401648468,305.7156003725226,188.42567183810388,1
115,2025-07-08 23:27:19.752927,6.738028526306152,67.46004505533006,305.065142514758,187.97554010802742,1
116,2025-07-08 23:27:22.921554,6.794116020202637,67.47232653140422,304.4178240258146,187.52824194621098,1
117,2025-07-08 23:27:26.276236,6.849719524383545,67.48454851278846,303.7736413173389,187.08373679032775,1
118,2025-07-08 23:27:29.617831,6.904849529266357,67.49671100366908,303.1325941686827,186.64199566728712,1
119,2025-07-08 23:27:32.767809,6.959514617919922,67.50881439906723,302.49466175950795,186.2029548362898,1
120,2025-07-08 23:27:36.244640,7.013724327087402,67.63458977135011,295.86543222383955,185.37008857947512,1
121,2025-07-08 23:27:39.364142,7.088000297546387,57.853227693981474,0.0,-10.748726879228343,0
122,2025-07-08 23:27:42.902850,6.996382236480713,57.76540906682877,0.0,-10.632188416934696,0
123,2025-07-08 23:27:45.920120,6.905056476593018,57.677611066126005,0.0,-10.523481381028432,0
124,2025-07-08 23:27:49.163960,6.814003944396973,57.58983504739378,0.0,-10.4220465908611,0
125,2025-07-08 23:27:52.599877,6.72320556640625,57.50208268578504,0.0,-10.327356736183901,0
126,2025-07-08 23:27:56.033534,6.6326446533203125,57.414354508258874,0.0,-10.23895404216546,0
127,2025-07-08 23:27:58.307473,6.542304992675781,57.32665108346885,0.0,-10.156380733974402,0
128,2025-07-08 23:28:00.699362,6.45217227935791,57.23897241716072,0.0,-10.079242777578656,0
129,2025-07-08 23:28:04.370556,6.362232208251953,57.15131858775996,0.0,-10.007157728182392,0
130,2025-07-08 23:28:07.846870,6.272472381591797,57.063688962110085,0.0,-9.939792395243785,0
131,2025-07-08 23:28:11.102156,6.1828813552856445,56.97608341723145,0.0,-9.876807793602893,0
132,2025-07-08 23:28:13.782888,6.093447685241699,56.76676060786719,0.0,-11.113089569221302,0
133,2025-07-08 23:28:16.714968,5.99306583404541,56.668535644156584,0.0,-11.05097705760727,0
134,2025-07-08 23:28:19.625015,5.892839431762695,67.33772283260063,311.51236725413503,194.38691420077703,1
135,2025-07-08 23:28:22.634401,5.966672897338867,67.35290073972894,310.71238687325274,193.8227096184164,1
136,2025-07-08 23:28:25.763579,6.039792060852051,67.36801414599668,309.91580613255456,193.2620455477263,1
137,2025-07-08 23:28:29.141664,6.112213134765625,67.38306331354782,309.1226112152467,192.7048930156161,1
138,2025-07-08 23:28:32.193581,6.183952331542969,67.39804761741243,308.33283506155425,192.15120566514088,1
139,2025-07-08 23:28:35.433017,6.2550249099731445,67.41296685280679,307.5464884649937,191.60093713935566,1
140,2025-07-08 23:28:38.877738,6.325445175170898,67.42782100812546,306.7635720372499,191.05402949207928,1
141,2025-07-08 23:28:41.836803,6.395226955413818,67.44260996563006,305.98409198394677,190.51045954483925,1
142,2025-07-08 23:28:44.875350,6.464383125305176,67.45733375179202,305.20804690985835,189.97018094069062,1
143,2025-07-08 23:28:48.368804,6.532926082611084,67.47199222054343,304.43544451377073,189.4331299388341,1
144,2025-07-08 23:28:51.348480,6.600868225097656,67.54752838413856,300.45416775324844,188.62366234998262,1
145,2025-07-08 23:28:59.972072,6.600868225097656,67.56415490318527,299.5778355338384,188.01406272928034,1
146,2025-07-08 23:29:06.464950,6.600868225097656,67.58071173545538,298.705176288153,187.4078587547956,1
147,2025-07-08 23:29:12.842278,6.600868225097656,67.59719908368913,297.8361793303839,186.80504463191028,1
148,2025-07-08 23:29:19.226831,6.600868225097656,67.61361677801247,296.9708536140666,186.20557400367943,1
149,2025-07-08 23:29:25.532062,6.600868225097656,67.62996488536024,296.10919561127156,185.60941789701246,1
150,2025-07-08 23:29:31.975701,6.600868225097656,67.64624318600609,295.2512169030922,185.01653574958254,1
151,2025-07-08 23:29:38.365232,6.600868225097656,67.66245188711561,294.39690657047544,184.42689858829908,1
152,2025-07-08 23:29:44.506968,6.600868225097656,67.6785909446894,293.54626693249105,183.8404832346896,1
153,2025-07-08 23:29:50.555479,6.600868225097656,67.69466040193832,292.6992957116297,183.2572549210454,1
154,2025-07-08 23:29:57.072700,6.600868225097656,67.71066022643583,291.85599461699434,182.67717887965773,1
155,2025-07-08 23:30:03.424589,6.600868225097656,67.72659068036599,291.0163498296754,182.10023772667228,1
156,2025-07-08 23:30:09.860184,6.600868225097656,67.78449287578289,287.964504805719,181.3174022026942,1
157,2025-07-08 23:30:16.268650,6.600868225097656,67.80175056048344,287.05490580348476,180.69095762712095,1
158,2025-07-08 23:30:22.493962,6.600868225097656,67.81893588461317,286.1491207023708,180.06779860002098,1
159,2025-07-08 23:30:28.878555,6.600868225097656,67.8360491973236,285.2471310996855,179.44789035368558,1
160,2025-07-08 23:30:35.026449,6.600868225097656,67.85308998460606,284.34896408722926,178.83120970964228,1
161,2025-07-08 23:30:41.300227,6.600868225097656,67.87005882732704,283.45458904933145,178.2177334894186,1
162,2025-07-08 23:30:47.425080,6.600868225097656,67.8869553890297,282.56402371958995,177.60743851454208,1
163,2025-07-08 23:30:53.520713,6.600868225097656,67.90377966325912,281.67726843822203,177.00029581192211,1
164,2025-07-08 23:30:59.773971,6.600868225097656,67.92053185141503,280.79431259007185,176.39628220308623,1
165,2025-07-08 23:31:06.131007,6.600868225097656,67.93721195543287,279.91515607313244,175.79537450956195,1
166,2025-07-08 23:31:12.584730,6.600868225097656,67.9538199747079,279.0397989192748,175.19755534749493,1
167,2025-07-08 23:31:18.787595,6.600868225097656,67.9703559060592,278.16824129615543,174.60279574379456,1
168,2025-07-08 23:31:25.140586,6.600868225097656,67.8987389147882,281.94295064642154,174.33666052284025,1
169,2025-07-08 23:31:31.506386,6.600868225097656,67.91182389119044,281.2532821488078,173.87538574212158,1
170,2025-07-08 23:31:37.932243,6.600868225097656,67.92484604583343,280.5669247911578,173.41630132705177,1
171,2025-07-08 23:31:44.368806,6.600868225097656,67.93780639913089,279.88382479063597,172.95933194759527,1
172,2025-07-08 23:31:50.570354,6.600868225097656,67.95070451492595,279.2040051357128,172.50449498760645,1
173,2025-07-08 23:31:56.958078,6.600868225097656,67.96354092971033,278.52743754957754,172.05178465246718,1
174,2025-07-08 23:32:03.314852,6.600868225097656,67.97631557563457,277.85412560836437,171.60120094217746,1
175,2025-07-08 23:32:09.670067,6.600868225097656,67.98902843134597,277.1840704375068,171.1527438567373,1
176,2025-07-08 23:32:16.102114,6.600868225097656,68.00167956243892,276.51726857972716,170.70640180691043,1
177,2025-07-08 23:32:22.553104,6.600868225097656,68.01426909707054,275.8537132802651,170.26218638193313,1
178,2025-07-08 23:32:28.916574,6.600868225097656,68.02679722450257,275.1933945637167,169.82009178718727,1
179,2025-07-08 23:32:35.172478,6.600868225097656,68.03926381727895,274.5363191479008,169.38011802267283,1
180,2025-07-08 23:32:41.582521,6.600868225097656,68.1169659062806,270.44088318103763,168.75592755354774,1
181,2025-07-08 23:32:48.233945,6.600868225097656,68.1318844670362,269.654572142592,168.2208641057059,1
182,2025-07-08 23:32:54.674908,6.600868225097656,68.14673283117313,268.8719609500647,167.6886921723053,1
183,2025-07-08 23:33:00.891136,6.600868225097656,68.16151146803959,268.09302486556834,167.15936539640097,1
184,2025-07-08 23:33:07.142722,6.600868225097656,68.17622016820106,267.3177749277475,166.63288957261102,1
185,2025-07-08 23:33:13.404406,6.600868225097656,68.19085939833212,266.5461865396319,166.10920675475427,1
186,2025-07-08 23:33:20.081364,6.600868225097656,68.20542897159238,265.77826954900115,165.58833432668507,1
187,2025-07-08 23:33:26.609033,6.600868225097656,68.21992911712918,265.014011878208,165.0702317260766,1
188,2025-07-08 23:33:32.972945,6.600868225097656,68.23435980635074,264.25341503423783,164.55489315831073,1
189,2025-07-08 23:33:39.246279,6.600868225097656,68.24872144286996,263.496457743906,164.04227806106064,1
190,2025-07-08 23:33:45.383164,6.600868225097656,68.26301385174096,262.7431492280659,163.53239222894445,1
191,2025-07-08 23:33:51.813735,6.600868225097656,68.27723712368434,261.99348470512024,163.0252182781078,1
192,2025-07-08 23:33:58.218411,6.600868225097656,68.28345510936443,261.6657539771202,162.5439230917891,1
193,2025-07-08 23:34:04.513628,6.600868225097656,68.29722036923775,260.94022984896907,162.05446328854123,1
194,2025-07-08 23:34:11.009166,6.600868225097656,68.31091814479322,260.2182626097778,161.56757050111992,1
195,2025-07-08 23:34:17.226410,6.600868225097656,68.3245482646609,259.49986129192405,161.08322734567082,1
196,2025-07-08 23:34:23.350713,6.600868225097656,68.33811087861726,258.7850180011555,160.6014222329577,1
197,2025-07-08 23:34:29.619847,6.600868225097656,68.35160629199751,258.07371664419935,160.12212618988997,1
198,2025-07-08 23:34:35.876171,6.600868225097656,68.68390429365219,240.55932024664236,141.06128037724375,1
199,2025-07-08 23:34:42.321039,6.600868225097656,57.804508032508814,0.0,25.13263210516925,0
200,2025-07-08 23:34:48.650243,6.600868225097656,-1.0137390574982419e-09,0.0,0.009988472982058738,0
201,2025-07-08 23:34:55.049329,6.600868225097656,60.80679142208597,0.0,-12.279731624289525,0
202,2025-07-08 23:35:01.362943,6.600868225097656,57.56127187141061,0.0,25.13263210516925,0
203,2025-07-08 23:35:07.763341,6.600868225097656,60.63776403756647,0.0,-14.357293442230912,0
204,2025-07-08 23:35:14.174643,6.600868225097656,60.31629519363768,0.0,-15.706602141563053,0
205,2025-07-08 23:35:20.562694,6.600868225097656,60.211084507546744,0.0,-15.417833142237214,0
206,2025-07-08 23:35:26.905315,6.600868225097656,60.1057293571515,0.0,-15.147772067507503,0
207,2025-07-08 23:35:33.310479,6.600868225097656,60.0002613907242,0.0,-14.894915213972126,0
208,2025-07-08 23:35:39.552238,6.600868225097656,59.89470658521711,0.0,-14.65792402484567,0
209,2025-07-08 23:35:45.805691,6.600868225097656,59.78908559458132,0.0,-14.435651165740637,0
210,2025-07-08 23:35:51.913619,6.600868225097656,59.68341594803859,0.0,-14.227013043068837,0
211,2025-07-08 23:35:58.108638,6.600868225097656,59.577711673754024,0.0,-14.031062236767866,0
212,2025-07-08 23:36:04.138810,6.600868225097656,59.47198481680198,0.0,-13.846926656810865,0
213,2025-07-08 23:36:10.220695,6.600868225097656,59.366245066390086,0.0,-13.673806645897457,0
214,2025-07-08 23:36:16.396781,6.600868225097656,59.26050039177534,0.0,-13.51096918483563,0
215,2025-07-08 23:36:22.511046,6.600868225097656,59.1547576533282,0.0,-13.357733405996441,0
216,2025-07-08 23:36:28.430848,6.600868225097656,59.190021966596305,0.0,-11.934152188928238,0
217,2025-07-08 23:36:34.498755,6.600868225097656,59.095927436646825,0.0,-11.789318606361121,0
218,2025-07-08 23:36:40.730131,6.600868225097656,59.00184355569947,0.0,-11.653820153583183,0
219,2025-07-08 23:36:46.908148,6.600868225097656,58.90777416222255,0.0,-11.527010730674192,0
220,2025-07-08 23:36:53.100466,6.600868225097656,58.8137224905252,0.0,-11.408287697349806,0
221,2025-07-08 23:36:59.284668,6.600868225097656,58.71969122119888,0.0,-11.297094770270633,0
222,2025-07-08 23:37:05.513370,6.600868225097656,58.6256818285785,0.0,-11.192924920351288,0
223,2025-07-08 23:37:11.923722,6.600868225097656,58.531695877310085,0.0,-11.095302988906042,0
224,2025-07-08 23:37:18.394234,6.600868225097656,58.4377340100252,0.0,-11.003791482266934,0
225,2025-07-08 23:37:24.687596,6.600868225097656,58.343797007043776,0.0,-10.917984777165657,0
226,2025-07-08 23:37:31.066719,6.600868225097656,58.24988472882372,0.0,-10.837520709969795,0
227,2025-07-08 23:37:37.553472,6.600868225097656,58.15599748867459,0.0,-10.76203421973787,0
228,2025-07-08 23:37:43.844168,6.600868225097656,58.036811730838494,0.0,-10.953189979545641,0
229,2025-07-08 23:37:50.135187,6.600868225097656,57.94079672829224,0.0,-10.885627629591,0
230,2025-07-08 23:37:56.412680,6.600868225097656,57.844805879085825,0.0,-10.822135998864724,0
231,2025-07-08 23:38:02.817459,6.600868225097656,57.74883866769077,0.0,-10.762460124169593,0
232,2025-07-08 23:38:09.075375,6.600868225097656,57.65289417398609,0.0,-10.706374015398978,0
233,2025-07-08 23:38:15.365769,6.600868225097656,57.55697218832659,0.0,-10.653640093210015,0
234,2025-07-08 23:38:21.566767,6.600868225097656,57.46107172311441,0.0,-10.60405554596855,0
235,2025-07-08 23:38:28.019542,6.600868225097656,57.36519218361155,0.0,-10.557426253967606,0
236,2025-07-08 23:38:34.369966,6.600868225097656,57.26933269153286,0.0,-10.513575481354565,0
237,2025-07-08 23:38:40.696124,6.600868225097656,57.173492615403994,0.0,-10.472326492276807,0
238,2025-07-08 23:38:46.854066,6.600868225097656,57.07767106663932,0.0,-10.433528626663247,0
239,2025-07-08 23:38:53.234196,6.600868225097656,56.98186850914075,0.0,-10.397016737897502,0
240,2025-07-08 23:38:59.652118,6.600868225097656,57.0778159846541,0.0,-8.106586726057685,0
241,2025-07-08 23:39:06.118994,6.600868225097656,56.99990192236112,0.0,-8.099186998720143,0
242,2025-07-08 23:39:12.444185,6.600868225097656,56.9219918296264,0.0,-8.092300095086102,0
243,2025-07-08 23:39:18.775261,6.600868225097656,56.84408583317407,0.0,-8.085879658210615,0
244,2025-07-08 23:39:25.106410,6.600868225097656,56.7661834254165,0.0,-8.079908304239325,0
245,2025-07-08 23:39:31.527627,6.600868225097656,56.688284412676346,0.0,-8.07435126546352,0
246,2025-07-08 23:39:38.022293,6.600868225097656,56.61038864896796,0.0,-8.069182466101665,0
247,2025-07-08 23:39:44.187758,6.600868225097656,56.53249596473301,0.0,-8.064361343826931,0
248,2025-07-08 23:39:50.522970,6.600868225097656,56.45460586755218,0.0,-8.059882104021199,0
249,2025-07-08 23:39:56.929102,6.600868225097656,56.376718478958345,0.0,-8.055704184357637,0
250,2025-07-08 23:40:03.246387,6.600868225097656,56.298833333430984,0.0,-8.051821790218128,0
251,2025-07-08 23:40:09.695122,6.600868225097656,56.22095068052082,0.0,-8.048200153893958,0
252,2025-07-08 23:40:15.954784,6.600868225097656,56.25541738894306,0.0,-6.432822871715871,0
253,2025-07-08 23:40:22.227488,6.600868225097656,56.189920125098276,0.0,-6.457933849333131,0
254,2025-07-08 23:40:28.305321,6.600868225097656,56.12440561388596,0.0,-6.481080451408161,0
255,2025-07-08 23:40:34.585169,6.600868225097656,56.05887548895194,0.0,-6.502410440702988,0
256,2025-07-08 23:40:35.841318,4.973515033721924,55.993331172309524,0.0,-6.52206288805246,0
257,2025-07-08 23:40:38.239643,4.908382415771484,55.927773754264955,0.0,-6.5401652750551875,0
258,2025-07-08 23:40:40.269613,4.843204975128174,55.86220445082119,0.0,-6.5568508779279,0
259,2025-07-08 23:40:42.892615,4.777985572814941,55.79662431333046,0.0,-6.572212410560496,0
260,2025-07-08 23:40:45.577714,4.712728500366211,55.73103411514624,0.0,-6.586371559933468,0
261,2025-07-08 23:40:47.980126,4.647436141967773,55.66543494767185,0.0,-6.5994094507004775,0
262,2025-07-08 23:40:50.082291,4.582111358642578,55.5998273870338,0.0,-6.611415899442363,0
263,2025-07-08 23:40:52.965030,4.516757011413574,55.53421215789755,0.0,-6.622480722739965,0
264,2025-07-08 23:40:55.433302,4.4513750076293945,55.320132694273845,0.0,-8.67542410560418,0
265,2025-07-08 23:40:58.585093,4.369195938110352,55.23855416380604,0.0,-8.6546677835031,0
266,2025-07-08 23:41:01.481824,4.287067890167236,55.15698609322462,0.0,-8.63531086167768,0
267,2025-07-08 23:41:04.019565,4.204988479614258,55.07542805905169,0.0,-8.617254831619903,0
268,2025-07-08 23:41:06.619526,4.12295389175415,54.99387974481666,0.0,-8.600409876748927,0
269,2025-07-08 23:41:09.210779,4.040961742401123,54.91234021377038,0.0,-8.584689077792973,0
270,2025-07-08 23:41:11.919817,3.959007978439331,54.83080931727624,0.0,-8.570028693952736,0
271,2025-07-08 23:41:14.519709,3.8770911693573,54.74928642746206,0.0,-8.556341805956436,0
272,2025-07-08 23:41:16.953580,3.795208215713501,54.66777086900238,0.0,-8.543570467622885,0
273,2025-07-08 23:41:19.374510,3.7133569717407227,54.58626243672187,0.0,-8.53165093815278,0
274,2025-07-08 23:41:22.051662,3.631535291671753,54.50476052722364,0.0,-8.520536860601169,0
