iteration,timestamp,T1,V5F,J5,V5
0,2025-07-10 14:35:27.308918,0.0,0.0,0.0,1
1,2025-07-10 14:35:30.526961,3.191578061938476,130.7858810844209,55.54426850300372,1
2,2025-07-10 14:35:34.135102,3.3316551302543784,130.31217105321957,55.67726145879922,1
3,2025-07-10 14:35:37.599538,3.471224829765587,129.83256210077343,55.80968126516209,1
4,2025-07-10 14:35:41.401748,3.6102808508230915,129.34711217326367,55.94152311301197,1
5,2025-07-10 14:35:44.329697,3.748816931465122,128.85586183301712,56.072782384522164,1
6,2025-07-10 14:35:47.927304,3.886826867627368,128.35887192352402,56.2034544192371,1
7,2025-07-10 14:35:51.727768,4.024304505801977,127.85619459634745,56.33353478262529,1
8,2025-07-10 14:35:54.824737,4.161243755708685,127.34787620843235,56.46301894939872,1
9,2025-07-10 14:35:58.171234,4.297638579105917,126.83398050057804,56.591902529651996,1
10,2025-07-10 14:36:00.935531,4.433482995852692,126.31456252165663,56.72018136956371,1
11,2025-07-10 14:36:04.800079,4.568771097066004,125.78968021784931,56.847851149261686,1
12,2025-07-10 14:36:08.289577,4.703497027832418,141.2670009096928,57.21850643207735,1
13,2025-07-10 14:36:12.040136,4.854799803380278,140.55598098536848,57.35846166607581,1
14,2025-07-10 14:36:14.970143,5.005341052458535,139.84173635606112,57.49765260285639,1
15,2025-07-10 14:36:18.146674,5.155117305825526,139.1243191733338,57.63607796192244,1
16,2025-07-10 14:36:22.046994,5.304125180402441,138.4037844860586,57.77373566359598,1
17,2025-07-10 14:36:25.718393,5.4523613345766835,137.68019313772584,57.91062400809183,1
18,2025-07-10 14:36:28.755967,5.599822491826193,136.95361176644383,58.04674144457108,1
19,2025-07-10 14:36:32.420925,5.746505447381938,136.22408093453942,58.182086266329094,1
20,2025-07-10 14:36:35.904990,5.892407053541707,135.49168466397532,58.316656927666216,1
21,2025-07-10 14:36:39.165452,6.037524227666208,134.7564693116965,58.45045199434857,1
22,2025-07-10 14:36:42.823996,6.181853956361267,134.01850441312035,58.58347002187019,1
23,2025-07-10 14:36:46.158258,6.325393290951449,133.2778537090462,58.715709770551676,1
24,2025-07-10 14:36:49.422665,6.468139358314762,125.21407762164927,58.738895956572314,1
25,2025-07-10 14:36:52.987900,6.602248792463654,124.54622760230905,58.863388769022215,1
26,2025-07-10 14:36:55.236279,6.7356429270986835,110.24523466971914,58.801436817725055,1
27,2025-07-10 14:36:58.544797,6.853720113437102,109.00474310403752,58.90352856370297,1
28,2025-07-10 14:37:02.642058,6.97046868416235,107.79516003140088,59.00483852585631,1
29,2025-07-10 14:37:06.102140,7.08592174404437,106.61470360673775,59.10536629601055,1
30,2025-07-10 14:37:10.028145,7.200110482600118,-35.52178264897066,58.40048585953845,1
31,2025-07-10 14:37:13.465530,7.16206518938518,-36.47716161935932,58.35767324524759,1
32,2025-07-10 14:37:16.633682,7.122996643477389,-37.359708034614414,58.314105286225434,1
33,2025-07-10 14:37:19.623754,7.082982855387945,-38.173776550252114,58.269860083999184,1
34,2025-07-10 14:37:23.573686,7.042097167675314,-38.92352480477257,58.225008666281724,1
35,2025-07-10 14:37:26.062597,7.000408469116295,-39.612977160459195,58.179615247860774,1
36,2025-07-10 14:37:29.292267,6.957981339572296,-21.52913293571146,58.2155484352198,1
37,2025-07-10 14:37:32.797146,6.9349227528279505,-22.645547240927044,58.18881570379436,1
38,2025-07-10 14:37:35.886820,6.910668442445422,-23.66052096135718,58.161084212125424,1
39,2025-07-10 14:37:39.567217,6.885327049785954,-24.571420443066927,58.13251193766628,1
40,2025-07-10 14:37:42.608109,6.859010046194971,-25.383944692976,58.10322548020697,1
41,2025-07-10 14:37:46.293885,6.831822797467949,-26.106449550411526,58.07332876951794,1
42,2025-07-10 14:37:49.439755,6.803861713124262,-26.74681569601489,58.042912218469255,1
43,2025-07-10 14:37:52.553059,6.775214772973543,-27.312605106430965,58.012053644769004,1
44,2025-07-10 14:37:55.452141,6.745961847082995,-27.811003108126897,57.980819883947454,1
45,2025-07-10 14:37:58.303371,6.716175114490437,-28.24880678815589,57.94926801069241,1
46,2025-07-10 14:38:02.150133,6.68591947850577,-28.632407610302835,57.91744647828734,1
47,2025-07-10 14:38:05.525062,6.655252991194289,-28.967692906576303,57.885396599868635,1
48,2025-07-10 14:38:08.746966,6.624227400558513,-56.76414283129816,57.693786220723005,1
49,2025-07-10 14:38:11.903891,6.563430662757876,-56.73989235447152,57.6331678655999,1
50,2025-07-10 14:38:15.065847,6.502659900508936,-56.71772504285855,57.57256006363971,1
51,2025-07-10 14:38:19.085601,6.441912881097662,-56.69747285253379,57.51196187774354,1
52,2025-07-10 14:38:21.730707,6.381187553147248,-56.67895325302652,57.45137260184704,1
53,2025-07-10 14:38:25.621225,6.320482059568127,-56.662024276192824,57.39079144179962,1
54,2025-07-10 14:38:28.802708,6.25979469676269,-56.64655264581597,57.33021769628621,1
55,2025-07-10 14:38:32.359761,6.199123906050667,-56.63240508567924,57.26965078155646,1
56,2025-07-10 14:38:36.081733,6.138468269919463,-56.619471498038365,57.20909004726585,1
57,2025-07-10 14:38:40.155778,6.077826481919778,-56.60765047707628,57.14853503625547,1
58,2025-07-10 14:38:43.444871,6.017197358804203,-56.596840616975896,57.08798520182454,1
59,2025-07-10 14:38:46.824781,5.956579809628834,-56.586952101156385,57.02744017953728,1
60,2025-07-10 14:38:50.332260,5.895972848992189,71.52561957923353,57.536872932011796,1
61,2025-07-10 14:38:53.877356,5.972579732958901,70.83650041408873,57.60733335173181,1
62,2025-07-10 14:38:57.503624,6.0484485416899965,70.16309045866365,57.677244631394736,1
63,2025-07-10 14:39:00.763614,6.123596097318238,69.50460743951226,57.74661363499063,1
64,2025-07-10 14:39:04.080367,6.198038387834323,68.86033282398785,57.81544708939898,1
65,2025-07-10 14:39:06.866052,6.271790639287049,68.22960892293395,57.883751582589305,1
66,2025-07-10 14:39:10.130223,6.344867361473282,67.61180702028469,57.95153355436217,1
67,2025-07-10 14:39:13.195709,6.417282389715251,67.00635055153725,58.018799482244034,1
68,2025-07-10 14:39:16.680454,6.489048947552412,66.41269192527943,58.08555567405888,1
69,2025-07-10 14:39:20.393326,6.56017967839486,65.83032990704396,58.15180824288477,1
70,2025-07-10 14:39:23.196579,6.6306866719528985,65.25877774890887,58.217563307243,1
71,2025-07-10 14:39:26.304672,6.700581514905782,64.69759216258808,58.28282673000395,1
72,2025-07-10 14:39:28.611573,6.769875303556661,59.915992080732394,58.31404609997448,1
73,2025-07-10 14:39:32.365241,6.8340477983948595,59.41572821200225,58.37437937336438,1
74,2025-07-10 14:39:35.738688,6.89768449128436,58.92403168616056,58.434269284375404,1
75,2025-07-10 14:39:38.434757,6.960794553534658,58.44054903150209,58.49372107757777,1
76,2025-07-10 14:39:41.814788,7.0233867882640615,57.9649615440303,58.55273983074328,1
77,2025-07-10 14:39:45.142546,7.0854696485699575,-97.94088171304338,57.76138074829613,1
78,2025-07-10 14:39:48.958441,6.980570926574653,-97.6501135704666,57.659881352054015,1
79,2025-07-10 14:39:52.321868,6.875983636741823,-97.37700162929741,57.558479329429005,1
80,2025-07-10 14:39:55.364817,6.77168885636258,-97.12041304169361,57.45717023084982,1
81,2025-07-10 14:39:59.148162,6.667668893175621,-96.8792787006123,57.35595003048624,1
82,2025-07-10 14:40:02.747617,6.563907197467339,-96.65259903442802,57.25481486943646,1
83,2025-07-10 14:40:05.993431,6.460388288503975,-96.43944690424178,57.15376082359009,1
84,2025-07-10 14:40:09.284936,6.357097664086789,-139.3471425211601,56.46261684748574,1
85,2025-07-10 14:40:13.112239,6.207851132211371,-139.13828420299978,56.31666997565502,1
86,2025-07-10 14:40:16.311539,6.058828299103394,-138.93845389986836,56.17080022146716,1
87,2025-07-10 14:40:19.284807,5.910019489529291,-138.74724598849753,56.0250049585294,1
88,2025-07-10 14:40:23.054284,5.7614154777640385,30.32682348361959,57.12701986719425,1
89,2025-07-10 14:40:26.682725,5.793896754720675,29.896095032313497,57.157655221510254,1
90,2025-07-10 14:40:29.957497,5.825916701659428,29.497390538040236,57.18798658037889,1
91,2025-07-10 14:40:32.832600,5.857509623477396,29.12616412288571,57.21802466460715,1
92,2025-07-10 14:40:35.987474,5.888704948707602,28.77873620434457,57.247780026175576,1
93,2025-07-10 14:40:39.765338,5.919528162410197,28.452067505213563,57.27726276044166,1
94,2025-07-10 14:40:43.404450,5.950001499791565,28.143628674683896,57.30648240247924,1
95,2025-07-10 14:40:46.418869,5.980144486230717,27.851281498669778,57.335447843091465,1
96,2025-07-10 14:40:49.745460,6.009974353072637,26.177338011166285,57.35873769662551,1
97,2025-07-10 14:40:52.958055,6.038011359353993,25.92969631393771,57.38583656294984,1
98,2025-07-10 14:40:55.946618,6.06578313265257,25.69272250866561,57.412717732896645,1
99,2025-07-10 14:40:59.326267,6.093301100509028,25.465275055580605,57.43938741681108,1
100,2025-07-10 14:41:02.750399,6.120575454608422,25.246354383057223,57.465851403432545,1
101,2025-07-10 14:41:06.537793,6.147615339795027,25.035099990304843,57.4921149366613,1
102,2025-07-10 14:41:10.385566,6.1744289617111585,24.8307469877318,57.518182880031524,1
103,2025-07-10 14:41:13.363639,6.201023717694523,24.632628994254446,57.54405965318113,1
104,2025-07-10 14:41:16.463190,6.227406276727906,24.44014047227938,57.5697493435347,1
