iteration,timestamp,T1,PU1F,PU2F,J280,J269,PU1,PU2,ScadaCommand_PU1,T1S,ScadaCommand_PU2
38,2025-02-20 22:34:41.045549,2.7005133628845215,95.6173415012862,95.6360525394481,2.97567024981613,35.325651408362,1,1,1.0,2.7055861949920654,1.0
39,2025-02-20 22:35:31.296561,2.695510149002075,95.6186423347375,95.6373537534788,2.975669635957,35.3249556961702,1,1,1.0,2.695510149002075,1.0
40,2025-02-20 22:36:22.580085,2.6905760765075684,95.6198977787536,95.6386095647972,2.97566904723172,35.3242842597411,1,1,1.0,2.6905760765075684,1.0
41,2025-02-20 22:37:11.173821,2.685711145401001,95.6211032424194,95.6398153811452,2.97566847775607,35.3236395466378,1,1,1.0,2.6905760765075684,1.0
42,2025-02-20 22:38:00.104654,2.680914878845215,95.6222677839406,95.6409802633778,2.9756679264875,35.3230167158974,1,1,1.0,2.685711145401001,1.0
43,2025-02-20 22:38:50.233750,2.6761868000030518,95.6233853359927,95.6420981423955,2.97566740089819,35.3224190173711,1,1,1.0,2.680914878845215,1.0
44,2025-02-20 22:39:39.591686,2.67152738571167,95.624463829381,95.6431769513239,2.97566689160199,35.3218422041038,1,1,1.0,2.67152738571167,1.0
45,2025-02-20 22:40:30.840614,2.6713123321533203,95.3088781430224,95.3274990077917,2.9758154166946,35.4905280440327,1,1,1.0,2.67152738571167,1.0
46,2025-02-20 22:41:21.503523,2.671196937561035,95.3030797480923,95.3216989191694,2.97581814234007,35.4936255489296,1,1,1.0,2.6713123321533203,1.0
47,2025-02-20 22:42:09.489948,2.67118239402771,95.2971791873342,95.315796634952,2.97582091435033,35.4967775299519,1,1,1.0,2.671196937561035,1.0
48,2025-02-20 22:42:56.902296,2.6712677478790283,95.2911600358943,95.3097757254689,2.97582374439693,35.4999927909116,1,1,1.0,2.67118239402771,1.0
49,2025-02-20 22:43:44.833976,2.6731555461883545,95.0510331600709,95.0695787594583,2.97593645381537,35.6282024709445,1,1,1.0,2.6731555461883545,1.0
50,2025-02-20 22:44:34.392406,2.6751351356506348,95.042161083742,95.0607040951689,2.97594061565274,35.632937258906,1,1,1.0,2.6731555461883545,1.0
51,2025-02-20 22:45:21.234574,2.677206516265869,95.0331242103825,95.0516645858843,2.97594485059512,35.6377598484332,1,1,1.0,2.6751351356506348,1.0
52,2025-02-20 22:46:10.793486,2.6887502670288086,94.6621138827549,94.6805461472648,2.97611849339132,35.8356102699357,1,1,1.0,2.677206516265869,1.0
53,2025-02-20 22:47:00.863263,2.70432448387146,94.0937802307866,94.112047291481,2.97638336707495,36.1381508609084,1,1,1.0,2.6887502670288086,1.0
54,2025-02-20 22:47:49.087480,2.7317001819610596,93.0892442526548,93.1072205211463,2.97684821248783,36.6712968930445,1,1,1.0,2.70432448387146,1.0
55,2025-02-20 22:48:42.577535,2.7591147422790527,93.0498586107943,93.0678235082851,2.97686635004084,36.6921602130316,1,1,1.0,2.7317001819610596,1.0
56,2025-02-20 22:49:32.202804,2.7865676879882812,93.010469024056,93.028422552978,2.97688448049928,36.7130208914717,1,1,1.0,2.7591147422790527,1.0
57,2025-02-20 22:50:21.674071,2.814059257507324,92.9710586714221,92.9890008281663,2.97690262081153,36.733889414931,1,1,1.0,2.7865676879882812,1.0
58,2025-02-20 22:51:08.468521,2.8415892124176025,92.9316122232415,92.9495429997808,2.97692076766963,36.7547738825776,1,1,1.0,2.8415892124176025,1.0
59,2025-02-20 22:52:00.915081,2.869157075881958,92.89214988222,92.9100692763632,2.97693891714643,36.775663593731,1,1,1.0,2.8415892124176025,1.0
60,2025-02-20 22:52:49.532067,2.8967628479003906,92.8526585535606,92.8705665593421,2.9769570713821,36.7965654727493,1,1,1.0,2.869157075881958,1.0
61,2025-02-20 22:53:40.802467,2.923691987991333,92.9899897595673,93.0079373799249,2.97689390658899,36.7238638651733,1,1,1.0,2.923691987991333,1.0
62,2025-02-20 22:54:33.125223,2.95065975189209,92.9512016084073,92.9691380361766,2.97691175551558,36.744402852302,1,1,1.0,2.923691987991333,1.0
63,2025-02-20 22:55:22.956652,2.977666139602661,92.9123685752021,92.9302938009013,2.97692961797268,36.7649610099925,1,1,1.0,2.95065975189209,1.0
64,2025-02-20 22:56:13.754347,3.0047106742858887,92.8735107903721,92.8914248091822,2.97694748445503,36.7855291939165,1,1,1.0,3.0047106742858887,1.0
65,2025-02-20 22:57:02.272142,3.0317935943603516,92.8346351845635,92.8525379936678,2.9769653548293,36.8061037337707,1,1,1.0,3.0317935943603516,1.0
66,2025-02-20 22:57:53.078349,3.0589141845703125,92.7957362696919,92.8136278646948,2.97698322780942,36.8266875255383,1,1,1.0,3.0317935943603516,1.0
67,2025-02-20 22:58:41.238281,3.0860726833343506,92.7568057340481,92.774686108163,2.97700111164307,36.8472849647565,1,1,1.0,3.0589141845703125,1.0
68,2025-02-20 22:59:30.241546,3.1132686138153076,92.7178505650645,92.7357197135252,2.97701899268503,36.8678923353409,1,1,1.0,3.0860726833343506,1.0
69,2025-02-20 23:00:19.570683,3.1405019760131836,92.6788712393964,92.6967291575786,2.97703688327992,36.8885093915825,1,1,1.0,3.1405019760131836,1.0
70,2025-02-20 23:01:08.823838,3.1677722930908203,92.6398679954,92.6577146787529,2.97705477782497,36.9091359953765,1,1,1.0,3.1405019760131836,1.0
71,2025-02-20 23:02:00.893583,3.189842939376831,93.5150366693956,93.5331360072147,2.97665169618061,36.445562264319,1,1,1.0,3.189842939376831,1.0
72,2025-02-20 23:02:49.553465,3.2119269371032715,93.4870892840048,93.5051805349029,2.97666461905096,36.4603907020504,1,1,1.0,3.189842939376831,1.0
73,2025-02-20 23:03:36.442690,3.2324841022491455,93.7934231026518,93.8116030543294,2.97652280023983,36.2977763233149,1,1,1.0,3.2119269371032715,1.0
74,2025-02-20 23:04:25.171687,3.2530558109283447,93.7671814653002,93.7853538124773,2.97653497061552,36.3117144992425,1,1,1.0,3.2324841022491455,1.0
75,2025-02-20 23:05:13.653880,3.2736423015594482,93.7409281127427,93.7590928535811,2.97654713683668,36.3256568296922,1,1,1.0,3.2530558109283447,1.0
76,2025-02-20 23:06:02.963625,3.294243097305298,93.7146681308628,93.732825264497,2.97655929702745,36.3396012778017,1,1,1.0,3.294243097305298,1.0
77,2025-02-20 23:06:50.028677,3.3148579597473145,93.6884091331027,93.7065586608733,2.97657146493421,36.353543817155,1,1,1.0,3.294243097305298,1.0
78,2025-02-20 23:07:39.138484,3.3354873657226562,93.6621454886424,93.6802874102586,2.97658362454551,36.3674874190452,1,1,1.0,3.3148579597473145,1.0
79,2025-02-20 23:08:27.687611,3.356130838394165,93.6358721879277,93.6540065016494,2.97659578672667,36.3814347502113,1,1,1.0,3.3354873657226562,1.0
80,2025-02-20 23:09:15.851232,3.3767881393432617,93.6095975759641,93.6277242824687,2.97660795387088,36.395381385081,1,1,1.0,3.356130838394165,1.0
81,2025-02-20 23:10:03.209970,3.3974592685699463,93.583319623797,93.6014387231745,2.97662010909154,36.409328382731,1,1,1.0,3.3767881393432617,1.0
82,2025-02-20 23:10:51.644876,3.4181442260742188,93.5570396296635,93.5751511223803,2.97663226597378,36.4232750674508,1,1,1.0,3.3974592685699463,1.0
83,2025-02-20 23:11:40.236722,3.438843011856079,93.5307492812703,93.5488531653875,2.97664443013418,36.4372258515815,1,1,1.0,3.4181442260742188,1.0
84,2025-02-20 23:12:28.917735,3.459555149078369,93.5044608917561,93.5225571688998,2.97665658731509,36.4511741906647,1,1,1.0,3.438843011856079,1.0
85,2025-02-20 23:13:16.333764,3.4776930809020996,94.0216703018634,94.0399164366641,2.97641687912072,36.1764906452855,1,1,1.0,3.4776930809020996,1.0
86,2025-02-20 23:14:06.495290,3.4958481788635254,93.9980616415563,94.0163009267382,2.97642783914706,36.1890410724265,1,1,1.0,3.4776930809020996,1.0
87,2025-02-20 23:14:55.213782,3.5140202045440674,93.9744194453722,93.9926518723476,2.97643882412803,36.2016078147535,1,1,1.0,3.4958481788635254,1.0
88,2025-02-20 23:15:42.898385,3.5322091579437256,93.950783980954,93.969009552531,2.97644979691898,36.2141698404543,1,1,1.0,3.5140202045440674,1.0
89,2025-02-20 23:16:30.233522,3.550414800643921,93.9271268712937,93.9453455820479,2.97646078120888,36.2267422441789,1,1,1.0,3.550414800643921,1.0
90,2025-02-20 23:17:18.636713,3.5686371326446533,93.9034709383708,93.9216827894998,2.97647175841908,36.2393128852752,1,1,1.0,3.550414800643921,1.0
91,2025-02-20 23:18:06.499874,3.5868756771087646,93.8798056469903,93.8980106366357,2.97648274185219,36.2518873713287,1,1,1.0,3.5686371326446533,1.0
92,2025-02-20 23:18:56.417592,3.605130910873413,93.8561352454196,93.8743333729566,2.97649372248247,36.2644634360543,1,1,1.0,3.5868756771087646,1.0
93,2025-02-20 23:19:45.576509,3.6234023571014404,93.8324555632995,93.8506468268946,2.97650470333657,36.2770432954396,1,1,1.0,3.605130910873413,1.0
94,2025-02-20 23:20:35.657081,3.6416897773742676,93.8087750796634,93.8269594799423,2.97651568428113,36.2896224472748,1,1,1.0,3.6234023571014404,1.0
95,2025-02-20 23:21:23.075337,3.6599931716918945,93.7850785981296,93.8032561313134,2.97652666982816,36.3022089611371,1,1,1.0,3.6416897773742676,1.0
96,2025-02-20 23:22:12.657683,3.6783125400543213,93.7613884340225,93.7795591028015,2.97653764989452,36.3147909817101,1,1,1.0,3.6783125400543213,1.0
97,2025-02-20 23:23:00.299728,3.6942555904388428,94.2143067255182,94.2326087797504,2.97632730859286,36.0740456134947,1,1,1.0,3.6942555904388428,1.0
98,2025-02-20 23:23:51.371129,3.7155847549438477,93.4018692496315,93.4199358508481,2.9767040017599,36.5055941360976,1,1,1.0,3.7155847549438477,1.0
99,2025-02-20 23:24:41.013796,3.73695969581604,93.3692868094769,93.3873439890488,2.97671904887391,36.5228732692432,1,1,1.0,3.7155847549438477,1.0
100,2025-02-20 23:25:28.627036,3.758380174636841,93.3366943752365,93.3547421310648,2.97673410115737,36.5401566565714,1,1,1.0,3.758380174636841,1.0
101,2025-02-20 23:26:17.073496,3.77984619140625,93.3040444300378,93.3220827479395,2.97674916734569,36.5574672957556,1,1,1.0,3.758380174636841,1.0
102,2025-02-20 23:27:04.065747,3.8013575077056885,93.2713606747727,93.2893895466132,2.97676425406747,36.5747936995908,1,1,1.0,3.77984619140625,1.0
103,2025-02-20 23:27:55.490269,3.822913885116577,93.2386515741481,93.2566709942431,2.97677934071836,36.592131358684,1,1,1.0,3.8013575077056885,1.0
104,2025-02-20 23:29:35.338003,3.860243797302246,93.1731318114106,93.1911323036032,2.97680955555526,36.6268539792384,1,1,1.0,3.844514846801758,1.0
105,2025-02-20 23:30:25.399392,3.8661692142486572,93.1492866385004,93.1672802441228,2.9768205461999,36.6394881998313,1,1,1.0,3.8661692142486572,1.0
106,2025-02-20 23:31:14.950704,3.8878588676452637,93.1403111500837,93.1583021640696,2.97682467845607,36.6442431207328,1,1,1.0,3.8661692142486572,1.0
107,2025-02-20 23:32:06.192012,3.909592866897583,93.1074751538344,93.1254566860146,2.97683980968725,36.6616392911162,1,1,1.0,3.909592866897583,1.0
108,2025-02-20 23:32:57.941444,3.931370496749878,93.074604783148,93.0925768252545,2.97685495044322,36.6790514742234,1,1,1.0,3.909592866897583,1.0
109,2025-02-20 23:33:46.156665,3.949296712875366,93.8773580145736,93.8955622950328,2.97648387108875,36.2531872772291,1,1,1.0,3.949296712875366,1.0
110,2025-02-20 23:34:35.578812,3.9672744274139404,93.848662970065,93.8668589319771,2.97649718417706,36.2684326442911,1,1,1.0,3.949296712875366,1.0
111,2025-02-20 23:35:24.235451,3.9853029251098633,93.8199275397909,93.83811517271,2.97651051197236,36.2836977973202,1,1,1.0,3.9672744274139404,1.0
112,2025-02-20 23:36:15.786698,4.003382205963135,93.7911599450271,93.8093392408954,2.97652385133443,36.2989783629484,1,1,1.0,3.9853029251098633,1.0
113,2025-02-20 23:37:05.069416,4.021512031555176,93.7623409337644,93.7805118789501,2.97653721216168,36.3142845606741,1,1,1.0,4.003382205963135,1.0
114,2025-02-20 23:37:53.735831,4.034271240234375,94.4566565348536,94.4750290199762,2.97621440436214,35.9450563737617,1,1,1.0,4.021512031555176,1.0
115,2025-02-20 23:38:45.304877,4.047049522399902,94.4394633392789,94.4578308248261,2.97622242002237,35.9542112447418,1,1,1.0,4.047049522399902,1.0
116,2025-02-20 23:39:37.968799,4.046334266662598,94.8772981705481,94.8957931134748,2.97601785284523,35.7208915865502,1,1,1.0,4.047049522399902,1.0
117,2025-02-20 23:40:25.897334,4.045680522918701,94.8745644332893,94.8930585794971,2.97601912819367,35.7223495714154,1,1,1.0,4.046334266662598,1.0
118,2025-02-20 23:41:12.266694,4.045088291168213,94.8717878885324,94.8902812255571,2.9760204298745,35.723830377835,1,1,1.0,4.045680522918701,1.0
119,2025-02-20 23:42:00.810232,4.044557094573975,94.8689551187069,94.8874476301748,2.97602175846832,35.7253411552235,1,1,1.0,4.045088291168213,1.0
120,2025-02-20 23:42:48.579336,4.044086456298828,94.866076141037,94.8845678134939,2.97602310619057,35.7268765572204,1,1,1.0,4.044557094573975,1.0
121,2025-02-20 23:43:38.608564,4.04271125793457,94.9630757071287,94.9815956547856,2.97597768186813,35.6751360628236,1,1,1.0,4.044086456298828,1.0
122,2025-02-20 23:44:26.721388,4.041396141052246,94.9610693689644,94.9795887316325,2.97597861868611,35.6762064510638,1,1,1.0,4.04271125793457,1.0
123,2025-02-20 23:45:16.380110,4.040140628814697,94.9590210603438,94.977539825792,2.97597957918772,35.677299226448,1,1,1.0,4.040140628814697,1.0
124,2025-02-20 23:46:05.164585,4.038945198059082,94.9569273776441,94.9754455326494,2.97598055809912,35.6784161974055,1,1,1.0,4.040140628814697,1.0
125,2025-02-20 23:46:53.088104,4.037808418273926,94.9547855894114,94.9733031199548,2.97598156122701,35.6795588250961,1,1,1.0,4.038945198059082,1.0
126,2025-02-20 23:47:43.454053,4.036730766296387,94.9525978108666,94.9711147035465,2.97598259040493,35.680725983284,1,1,1.0,4.036730766296387,1.0
127,2025-02-20 23:48:30.920375,4.035711288452148,94.9503670793896,94.9688833216899,2.97598363245334,35.6819160392214,1,1,1.0,4.036730766296387,1.0
128,2025-02-20 23:49:18.918356,4.034750461578369,94.9480904567596,94.9666060353086,2.97598470001986,35.6831305710761,1,1,1.0,4.035711288452148,1.0
129,2025-02-20 23:50:06.122971,4.033847332000732,94.9457655980497,94.9642804987922,2.9759857846432,35.6843708196133,1,1,1.0,4.034750461578369,1.0
130,2025-02-20 23:50:53.602463,4.03300142288208,94.9434029387198,94.9619171506436,2.97598689666033,35.6856312324053,1,1,1.0,4.03300142288208,1.0
131,2025-02-20 23:51:41.381126,4.03221321105957,94.9409909249019,94.9595044336266,2.97598802900572,35.6869179599941,1,1,1.0,4.03300142288208,1.0
132,2025-02-20 23:52:31.083177,4.0314812660217285,94.9385377768713,94.9570505704138,2.97598917551488,35.6882266141805,1,1,1.0,4.03221321105957,1.0
133,2025-02-20 23:53:21.359821,4.058888912200928,90.6373327470991,90.6546057618018,2.97796493019794,37.9639709681636,1,1,1.0,4.0314812660217285,1.0
134,2025-02-20 23:54:13.619090,4.086276531219482,90.6093864447004,90.6266514975697,2.97797751278559,37.9786332507374,1,1,1.0,4.058888912200928,1.0
135,2025-02-20 23:55:04.400193,4.113643169403076,90.5814573236727,90.5987144208178,2.97799008190339,37.9932849013325,1,1,1.0,4.086276531219482,1.0
136,2025-02-20 23:55:55.184801,4.140989780426025,90.553543201733,90.5707923486397,2.97800263958826,38.0079270682978,1,1,1.0,4.113643169403076,1.0
137,2025-02-20 23:56:43.404603,4.168315887451172,90.5256377703035,90.5428789706598,2.97801519361296,38.0225630674214,1,1,1.0,4.140989780426025,1.0
138,2025-02-20 23:57:35.984036,4.195621967315674,90.497750990133,90.5149842504614,2.97802773584563,38.037187672829,1,1,1.0,4.168315887451172,1.0
139,2025-02-20 23:58:25.303289,4.222907543182373,90.4698815786828,90.4871069051387,2.97804026453748,38.0518015575904,1,1,1.0,4.195621967315674,1.0
140,2025-02-20 23:59:13.023466,4.2501726150512695,90.4420247000533,90.4592420974135,2.97805278327095,38.0664072611819,1,1,1.0,4.222907543182373,1.0
141,2025-02-21 00:00:02.518581,4.2774176597595215,90.4141709940254,90.4313804644018,2.97806530471605,38.0810097007843,1,1,1.0,4.2501726150512695,1.0
142,2025-02-21 00:00:52.965022,4.287581443786621,91.9492887858053,91.9669369381927,2.97737055699124,37.2738277065883,1,1,1.0,4.2774176597595215,1.0
143,2025-02-21 00:01:42.383198,4.2977294921875,91.9390572650804,91.9567024814961,2.9773752232317,37.2792237183198,1,1,1.0,4.2977294921875,1.0
144,2025-02-21 00:02:30.223729,4.307897567749023,91.9266214153901,91.9442630636907,2.97738088832978,37.285781741161,1,1,1.0,4.307897567749023,1.0
145,2025-02-21 00:03:18.763595,4.313456058502197,92.7731980525716,92.7910831503573,2.97699358025815,36.8386133370168,1,1,1.0,4.307897567749023,1.0
146,2025-02-21 00:04:08.233581,4.318997383117676,92.7677885904808,92.7856721310738,2.97699606219864,36.8414729318554,1,1,1.0,4.313456058502197,1.0
147,2025-02-21 00:04:56.208033,4.324544429779053,92.7613841666701,92.7792658614324,2.97699900371934,36.8448612548434,1,1,1.0,4.318997383117676,1.0
148,2025-02-21 00:05:46.908217,4.3300981521606445,92.7549838017452,92.7728636519187,2.97700193915343,36.8482473308287,1,1,1.0,4.3300981521606445,1.0
149,2025-02-21 00:06:33.692392,4.335658073425293,92.7485633124101,92.766441312258,2.9770048908592,36.8516439771196,1,1,1.0,4.335658073425293,1.0
150,2025-02-21 00:07:22.820826,4.34122371673584,92.742141558472,92.7600177076934,2.97700783404754,36.855041199167,1,1,1.0,4.335658073425293,1.0
151,2025-02-21 00:08:12.171961,4.346795558929443,92.7357126369084,92.7535869335013,2.97701079013991,36.858442138645,1,1,1.0,4.34122371673584,1.0
152,2025-02-21 00:09:01.636085,4.352373123168945,92.7292769272306,92.7471493693023,2.97701374027045,36.8618465757386,1,1,1.0,4.352373123168945,1.0
153,2025-02-21 00:09:49.258072,4.357957363128662,92.7228403901545,92.7407109775307,2.97701669909559,36.8652513744408,1,1,1.0,4.357957363128662,1.0
