iteration,timestamp,T1,PU1F,PU2F,J280,J269,PU1,PU2,ScadaCommand_PU1,T1S,ScadaCommand_PU2
14,2025-02-20 22:14:08.030515,2.924368143081665,96.0431870250091,96.0620227877627,2.97546918152143,35.0977203232694,1,1,1.0,2.9354751110076904,1.0
15,2025-02-20 22:14:56.628789,2.9133362770080566,96.049382261204,96.0682198404866,2.97546625064057,35.0944016899578,1,1,1.0,2.9133362770080566,1.0
16,2025-02-20 22:15:43.652765,2.902379035949707,96.055531893525,96.074371276022,2.97546334085799,35.09110740997,1,1,1.0,2.9133362770080566,1.0
17,2025-02-20 22:16:30.831839,2.891496181488037,96.0616341961238,96.0804753680137,2.97546045217271,35.087838408214,1,1,1.0,2.891496181488037,1.0
18,2025-02-20 22:17:20.747473,2.880687713623047,96.0676958932807,96.0865388427121,2.97545758623189,35.0845910890334,1,1,1.0,2.891496181488037,1.0
19,2025-02-20 22:18:12.905403,2.869952917098999,96.0737015612873,96.0925462718852,2.97545474731712,35.0813737135526,1,1,1.0,2.880687713623047,1.0
20,2025-02-20 22:19:05.134439,2.8592917919158936,96.0796650359465,96.0985114953914,2.97545192231378,35.0781788651549,1,1,1.0,2.869952917098999,1.0
21,2025-02-20 22:19:57.814416,2.8487040996551514,96.0855818557777,96.1044300504407,2.97544912411981,35.0750089461647,1,1,1.0,2.8487040996551514,1.0
22,2025-02-20 22:20:46.227050,2.8381893634796143,96.0914442990956,96.1102942130822,2.97544634964487,35.0718680884586,1,1,1.0,2.8487040996551514,1.0
23,2025-02-20 22:21:34.257571,2.827747344970703,96.0972663884362,96.1161180099626,2.97544359420183,35.0687487832003,1,1,1.0,2.8381893634796143,1.0
24,2025-02-20 22:22:26.208037,2.817377805709839,96.1030479275094,96.1219012447334,2.97544085975901,35.0656511386727,1,1,1.0,2.827747344970703,1.0
25,2025-02-20 22:23:14.926580,2.8079872131347656,95.9722092483795,95.9910242036436,2.97550274752728,35.1357358317258,1,1,1.0,2.817377805709839,1.0
26,2025-02-20 22:24:01.547741,2.7986674308776855,95.977114615194,95.99593100823,2.97550043366898,35.1331088795326,1,1,1.0,2.8079872131347656,1.0
27,2025-02-20 22:24:49.164759,2.789418935775757,95.9819515790559,96.0007693898686,2.9754981438213,35.1305184800089,1,1,1.0,2.789418935775757,1.0
28,2025-02-20 22:25:37.266744,2.7802412509918213,95.986748787237,96.0055680042081,2.97549587746149,35.1279493302818,1,1,1.0,2.789418935775757,1.0
29,2025-02-20 22:26:25.040418,2.7711341381073,95.9915004655972,96.0103210754155,2.97549362808978,35.1254045143587,1,1,1.0,2.7802412509918213,1.0
30,2025-02-20 22:27:15.116993,2.7620973587036133,95.996209531666,96.0150315218742,2.97549139931988,35.1228824760537,1,1,1.0,2.7620973587036133,1.0
31,2025-02-20 22:28:03.137598,2.7531306743621826,96.0008665774593,96.0196899328416,2.9754891979806,35.1203882575996,1,1,1.0,2.7620973587036133,1.0
32,2025-02-20 22:29:41.738184,2.740673542022705,96.0100495416089,96.0288755889963,2.97548485405759,35.1154699203274,1,1,1.0,2.740673542022705,1.0
33,2025-02-20 22:30:31.881149,2.735650062561035,95.9970788460584,96.0159010911122,2.97549098976996,35.1224168729856,1,1,1.0,2.740673542022705,1.0
34,2025-02-20 22:31:20.384745,2.7272720336914062,95.999595500301,96.0184184830862,2.97548979964034,35.1210690102255,1,1,1.0,2.735650062561035,1.0
35,2025-02-20 22:32:09.685817,2.7189645767211914,96.0037002001029,96.0225243861575,2.97548785856625,35.1188706016461,1,1,1.0,2.7272720336914062,1.0
36,2025-02-20 22:32:58.395802,2.7107274532318115,96.0077653904712,96.0265907682465,2.97548593604066,35.1166933097849,1,1,1.0,2.7107274532318115,1.0
37,2025-02-20 22:33:50.373718,2.7055861949920654,95.6159735042598,95.6346841421969,2.97567089177437,35.3263830317104,1,1,1.0,2.7055861949920654,1.0
