iteration,timestamp,T1,P1,ScadaCommand_P1
0,2025-12-25 16:34:31.973828,0.0,1,1.0
1,2025-12-25 16:34:36.347102,0.0,1,1.0
2,2025-12-25 16:34:40.522381,0.0,1,1.0
3,2025-12-25 16:34:44.802810,0.0,1,1.0
4,2025-12-25 16:34:48.783551,0.0,1,1.0
5,2025-12-25 16:34:53.367243,0.0,1,1.0
6,2025-12-25 16:34:57.193625,0.0,1,1.0
7,2025-12-25 16:35:01.427254,0.0,1,1.0
8,2025-12-25 16:35:05.752439,0.0,1,1.0
9,2025-12-25 16:35:09.639058,0.0,1,1.0
10,2025-12-25 16:35:13.522596,0.0,1,1.0
11,2025-12-25 16:35:18.185295,0.0,1,1.0
12,2025-12-25 16:35:22.109190,0.0,1,1.0
13,2025-12-25 16:35:26.392747,0.0,1,1.0
14,2025-12-25 16:35:30.429982,0.0,1,1.0
15,2025-12-25 16:35:35.075151,0.0,1,1.0
16,2025-12-25 16:35:39.412665,0.0,1,1.0
17,2025-12-25 16:35:43.131826,0.0,1,1.0
18,2025-12-25 16:35:47.553924,0.0,1,1.0
19,2025-12-25 16:35:52.382072,0.0,1,1.0
20,2025-12-25 16:35:56.613264,0.0,1,0.0
21,2025-12-25 16:36:01.449583,0.0,0,0.0
22,2025-12-25 16:36:06.000539,0.0,0,0.0
23,2025-12-25 16:36:11.030593,0.0,0,0.0
24,2025-12-25 16:36:15.876320,0.0,0,0.0
25,2025-12-25 16:36:20.379430,0.0,0,0.0
26,2025-12-25 16:36:24.763600,0.0,0,0.0
27,2025-12-25 16:36:29.596571,0.0,0,0.0
28,2025-12-25 16:36:34.193701,0.0,0,0.0
29,2025-12-25 16:36:38.383688,0.0,0,0.0
30,2025-12-25 16:36:43.159110,0.0,0,0.0
31,2025-12-25 16:36:48.238748,0.0,0,0.0
32,2025-12-25 16:36:52.833182,0.0,0,0.0
33,2025-12-25 16:36:56.880119,0.0,0,0.0
34,2025-12-25 16:37:01.245590,0.0,0,0.0
35,2025-12-25 16:37:05.652780,0.0,0,0.0
36,2025-12-25 16:37:09.911788,0.0,0,0.0
37,2025-12-25 16:37:14.540278,0.0,0,0.0
38,2025-12-25 16:37:19.262071,0.0,0,0.0
39,2025-12-25 16:37:23.804834,0.0,0,0.0
40,2025-12-25 16:37:28.869955,0.0,0,0.0
41,2025-12-25 16:37:33.119590,0.0,0,0.0
42,2025-12-25 16:37:37.551924,0.0,0,0.0
43,2025-12-25 16:37:42.257722,0.0,0,0.0
44,2025-12-25 16:37:47.416919,0.0,0,0.0
45,2025-12-25 16:37:51.699959,0.0,0,0.0
46,2025-12-25 16:37:55.927486,0.0,0,0.0
47,2025-12-25 16:37:59.972025,0.0,0,0.0
48,2025-12-25 16:38:04.256955,0.0,0,0.0
49,2025-12-25 16:38:08.610003,0.0,0,0.0
50,2025-12-25 16:38:12.386427,0.0,0,0.0
51,2025-12-25 16:38:16.445464,0.0,0,0.0
52,2025-12-25 16:38:20.973273,0.0,0,0.0
53,2025-12-25 16:38:25.732276,0.0,0,1.0
54,2025-12-25 16:38:30.058565,0.0,1,1.0
55,2025-12-25 16:38:34.292970,0.0,1,1.0
56,2025-12-25 16:38:39.004735,0.0,1,1.0
57,2025-12-25 16:38:44.575389,0.0,1,1.0
58,2025-12-25 16:38:48.983800,0.0,1,1.0
59,2025-12-25 16:38:53.650043,0.0,1,1.0
60,2025-12-25 16:38:57.595565,0.0,1,1.0
61,2025-12-25 16:39:01.954559,0.0,1,0.0
62,2025-12-25 16:39:06.355329,0.0,0,0.0
63,2025-12-25 16:39:10.198445,0.0,0,0.0
64,2025-12-25 16:39:14.532969,0.0,0,0.0
65,2025-12-25 16:39:19.050100,0.0,0,0.0
66,2025-12-25 16:39:23.045566,0.0,0,0.0
67,2025-12-25 16:39:27.973794,0.0,0,0.0
68,2025-12-25 16:39:31.765235,0.0,0,0.0
69,2025-12-25 16:39:36.010573,0.0,0,0.0
70,2025-12-25 16:39:40.793544,0.0,0,0.0
71,2025-12-25 16:39:44.860867,0.0,0,0.0
72,2025-12-25 16:39:49.944580,0.0,0,0.0
73,2025-12-25 16:39:54.790624,0.0,0,0.0
74,2025-12-25 16:39:59.347612,0.0,0,0.0
75,2025-12-25 16:40:03.995322,0.0,0,1.0
76,2025-12-25 16:40:08.359122,0.0,1,1.0
77,2025-12-25 16:40:13.002537,0.0,1,1.0
78,2025-12-25 16:40:18.204842,0.0,1,1.0
79,2025-12-25 16:40:22.971420,0.0,1,1.0
80,2025-12-25 16:40:27.783823,0.0,1,1.0
81,2025-12-25 16:40:32.404837,0.0,1,1.0
82,2025-12-25 16:40:37.236771,0.0,1,1.0
83,2025-12-25 16:40:42.113739,0.0,1,1.0
84,2025-12-25 16:40:46.995956,0.0,1,0.0
85,2025-12-25 16:40:51.839724,0.0,0,0.0
86,2025-12-25 16:40:57.125911,0.0,0,0.0
87,2025-12-25 16:41:02.180735,0.0,0,0.0
88,2025-12-25 16:41:07.436829,0.0,0,0.0
89,2025-12-25 16:41:12.281237,0.0,0,0.0
90,2025-12-25 16:41:17.189046,0.0,0,0.0
91,2025-12-25 16:41:21.566554,0.0,0,0.0
92,2025-12-25 16:41:25.648904,0.0,0,0.0
93,2025-12-25 16:41:30.742290,0.0,0,1.0
94,2025-12-25 16:41:35.015279,0.0,1,1.0
95,2025-12-25 16:41:39.626494,0.0,1,1.0
96,2025-12-25 16:41:43.817289,0.0,1,1.0
97,2025-12-25 16:41:48.686958,0.0,1,1.0
98,2025-12-25 16:41:53.965704,0.0,1,1.0
99,2025-12-25 16:41:58.946057,0.0,1,1.0
100,2025-12-25 16:42:03.895298,0.0,1,1.0
101,2025-12-25 16:42:08.649657,0.0,1,1.0
102,2025-12-25 16:42:13.180621,0.0,1,1.0
103,2025-12-25 16:42:17.677445,0.0,1,1.0
104,2025-12-25 16:42:22.595347,0.0,1,1.0
105,2025-12-25 16:42:27.770485,0.0,1,1.0
106,2025-12-25 16:42:32.946989,0.0,1,0.0
107,2025-12-25 16:42:37.299171,0.0,0,0.0
108,2025-12-25 16:42:42.229631,0.0,0,0.0
109,2025-12-25 16:42:46.776988,0.0,0,0.0
110,2025-12-25 16:42:51.106481,0.0,0,0.0
111,2025-12-25 16:42:55.545537,0.0,0,0.0
112,2025-12-25 16:42:59.850280,0.0,0,0.0
113,2025-12-25 16:43:04.694247,0.0,0,0.0
114,2025-12-25 16:43:09.580100,0.0,0,0.0
115,2025-12-25 16:43:14.416797,0.0,0,0.0
116,2025-12-25 16:43:19.006471,0.0,0,0.0
117,2025-12-25 16:43:24.020652,0.0,0,1.0
118,2025-12-25 16:43:29.057145,0.0,1,1.0
119,2025-12-25 16:43:33.221979,0.0,1,1.0
120,2025-12-25 16:43:38.226883,0.0,1,1.0
121,2025-12-25 16:43:42.843138,0.0,1,1.0
122,2025-12-25 16:43:47.666087,0.0,1,1.0
123,2025-12-25 16:43:51.691867,0.0,1,1.0
124,2025-12-25 16:43:56.550618,0.0,1,1.0
125,2025-12-25 16:44:01.762456,0.0,1,1.0
126,2025-12-25 16:44:05.661804,0.0,1,0.0
127,2025-12-25 16:44:09.903355,0.0,0,0.0
128,2025-12-25 16:44:14.523621,0.0,0,0.0
129,2025-12-25 16:44:18.700185,0.0,0,0.0
130,2025-12-25 16:44:23.252221,0.0,0,0.0
131,2025-12-25 16:44:27.527247,0.0,0,0.0
132,2025-12-25 16:44:31.676602,0.0,0,0.0
133,2025-12-25 16:44:36.218247,0.0,0,0.0
134,2025-12-25 16:44:40.167604,0.0,0,0.0
135,2025-12-25 16:44:44.227439,0.0,0,0.0
136,2025-12-25 16:44:48.400211,0.0,0,0.0
137,2025-12-25 16:44:52.398593,0.0,0,0.0
138,2025-12-25 16:44:56.420592,0.0,0,0.0
139,2025-12-25 16:45:00.708123,0.0,0,1.0
140,2025-12-25 16:45:05.248233,0.0,1,1.0
