iteration,timestamp,T1
0,2025-07-10 18:37:23.433454,0.0
1,2025-07-10 18:37:35.123829,2.9941153809638483
2,2025-07-10 18:37:46.139860,3.135269958096452
3,2025-07-10 18:37:59.447004,3.2759158546606404
4,2025-07-10 18:38:11.050458,3.416046794155074
5,2025-07-10 18:38:22.837240,3.555656550711236
6,2025-07-10 18:38:34.980647,3.6947389525958148
7,2025-07-10 18:38:46.211262,3.833287883274763
8,2025-07-10 18:38:57.368605,3.9712972813793477
9,2025-07-10 18:39:09.315861,4.108761142012452
10,2025-07-10 18:39:21.010655,4.245673520261724
11,2025-07-10 18:39:33.460141,4.382028531636652
12,2025-07-10 18:39:46.325479,4.517820351764768
13,2025-07-10 18:39:58.518661,4.670200001097113
14,2025-07-10 18:40:10.407696,4.821817853859303
15,2025-07-10 18:40:21.304170,4.9726704488629565
16,2025-07-10 18:40:32.329340,5.122754380806144
17,2025-07-10 18:40:43.212573,5.272066303574879
18,2025-07-10 18:40:54.056137,5.4206029329502785
19,2025-07-10 18:41:05.556281,5.568361046697315
20,2025-07-10 18:41:17.227682,5.715337487187784
21,2025-07-10 18:41:28.318905,5.861529160351423
22,2025-07-10 18:41:38.798224,6.006933038396377
23,2025-07-10 18:41:50.745831,6.151546158897571
24,2025-07-10 18:42:02.187373,6.295365626058365
25,2025-07-10 18:42:13.675660,6.430541795634046
26,2025-07-10 18:42:24.511589,6.5650020367863515
27,2025-07-10 18:42:36.564046,6.6987426458036925
28,2025-07-10 18:42:48.200301,6.831760019501033
29,2025-07-10 18:42:59.925074,6.94952466669788
30,2025-07-10 18:43:11.991586,7.065941151521896
31,2025-07-10 18:43:23.706729,7.181044320681986
32,2025-07-10 18:43:35.752719,7.1446101375086295
33,2025-07-10 18:43:47.992736,7.107035896212806
34,2025-07-10 18:43:59.039630,7.0684028846257885
35,2025-07-10 18:44:11.403316,7.0287912752099375
36,2025-07-10 18:44:23.147148,6.988276401055493
37,2025-07-10 18:44:35.295700,6.967393689511075
38,2025-07-10 18:44:47.141459,6.94513155011616
39,2025-07-10 18:45:00.110081,6.921604442968594
40,2025-07-10 18:45:11.709426,6.8969234332144875
41,2025-07-10 18:45:23.142905,6.8711973994952364
42,2025-07-10 18:45:34.142576,6.844536988245365
43,2025-07-10 18:45:46.072981,6.817044076375869
44,2025-07-10 18:45:57.975023,6.788811813454534
45,2025-07-10 18:46:10.551997,6.759925051036635
46,2025-07-10 18:46:23.226786,6.730460690985785
47,2025-07-10 18:46:34.812602,6.700488075756897
48,2025-07-10 18:46:46.261069,6.670069447157121
49,2025-07-10 18:46:57.322293,6.6096090861821715
50,2025-07-10 18:47:08.771209,6.549145875749427
51,2025-07-10 18:47:19.613914,6.488680059400376
52,2025-07-10 18:47:30.230780,6.428211859939486
53,2025-07-10 18:47:40.744409,6.3677414775351355
54,2025-07-10 18:47:52.596922,6.3072690959820505
55,2025-07-10 18:48:04.238470,6.246794894464898
56,2025-07-10 18:48:13.595066,6.186319026058918
57,2025-07-10 18:48:22.044126,6.1258416265481985
58,2025-07-10 18:48:30.790647,6.065362835433409
59,2025-07-10 18:48:40.048907,6.004882767614636
60,2025-07-10 18:48:49.770723,5.944401534795489
61,2025-07-10 18:48:59.035350,5.847628764281425
62,2025-07-10 18:49:10.239901,5.924711867020217
63,2025-07-10 18:49:22.408790,6.001045595094432
64,2025-07-10 18:49:34.948229,6.07664733998683
65,2025-07-10 18:49:46.412672,6.151533621078059
66,2025-07-10 18:49:57.707012,6.225720152148991
67,2025-07-10 18:50:09.677920,6.299221898122724
68,2025-07-10 18:50:21.011371,6.372053128458677
69,2025-07-10 18:50:33.588904,6.444227461009446
70,2025-07-10 18:50:45.702656,6.515757907688483
71,2025-07-10 18:50:56.269789,6.586656911130483
72,2025-07-10 18:51:07.693562,6.65693638132742
73,2025-07-10 18:51:18.453878,6.72209043383604
74,2025-07-10 18:51:30.526413,6.7866901586264525
75,2025-07-10 18:51:42.061807,6.850745515537472
76,2025-07-10 18:51:53.541908,6.914266048071876
77,2025-07-10 18:52:05.391050,6.977260911895769
78,2025-07-10 18:52:16.760717,7.039738890485911
