iteration,timestamp,P79,T41,V1F,J21,V1,T42,J2,P1F,P1
183.0,2025-01-14 15:56:55.554919,0.0,6.996944904327393,-93.33995819091797,58.23917770385742,1.0,6.708980083465576,63.23161697387695,218.27032470703125,1.0
184.0,2025-01-14 15:57:00.142624,0.0,7.048847675323486,-92.4835433959961,58.291996002197266,1.0,6.751897811889648,63.247867584228516,217.56329345703125,1.0
185.0,2025-01-14 15:57:04.487697,0.0,6.9310760498046875,65.93705749511719,58.34361267089844,1.0,6.731471538543701,58.14665985107422,0.0,0.0
186.0,2025-01-14 15:57:08.854146,0.0,6.819261074066162,60.375396728515625,58.22586441040039,1.0,6.7050886154174805,58.0622444152832,0.0,0.0
187.0,2025-01-14 15:57:13.302987,0.0,6.713400363922119,54.815616607666016,58.11406707763672,1.0,6.672750949859619,57.977073669433594,0.0,0.0
188.0,2025-01-14 15:57:17.569958,0.0,6.614023685455322,48.76189422607422,58.00822830200195,1.0,6.633929252624512,57.892295837402344,0.0,0.0
189.0,2025-01-14 15:57:22.098288,0.0,6.526675224304199,37.53159713745117,57.90888977050781,1.0,6.5830793380737305,57.809059143066406,0.0,0.0
190.0,2025-01-14 15:57:26.507485,0.0,6.443436145782471,33.69495391845703,57.82155227661133,1.0,6.528120517730713,57.73089599609375,0.0,0.0
191.0,2025-01-14 15:57:31.013999,0.0,6.362724304199219,31.33498191833496,57.738319396972656,1.0,6.4706339836120605,57.654502868652344,0.0,0.0
192.0,2025-01-14 15:57:35.650690,0.0,6.2838850021362305,29.58711814880371,57.65761184692383,1.0,6.411275386810303,57.57923889160156,0.0,0.0
193.0,2025-01-14 15:57:40.028160,0.0,6.204736232757568,29.047298431396484,57.578773498535156,1.0,6.349625110626221,57.50122833251953,0.0,0.0
