iteration,timestamp,J1,J2
0,2025-07-28 22:36:23.769299,0.0,0.0
1,2025-07-28 22:36:35.628838,69.19306336117064,69.68478596241185
2,2025-07-28 22:36:48.768811,69.2116278701766,69.7009116487677
3,2025-07-28 22:37:01.887465,69.23015947604611,69.71698415086802
4,2025-07-28 22:37:14.237839,69.2486573601292,69.73300363273202
5,2025-07-28 22:37:26.677188,69.26712100421756,69.74897008055204
6,2025-07-28 22:37:40.553780,69.28554986285323,69.76488334623888
7,2025-07-28 22:37:53.304175,69.30394320378927,69.78074352806885
8,2025-07-28 22:38:06.940325,69.32230028962616,69.7965503930666
9,2025-07-28 22:38:18.586580,69.34062069009565,69.81230402021188
10,2025-07-28 22:38:30.270832,69.35890384135074,69.82800450386618
11,2025-07-28 22:38:43.521421,69.37714893547195,69.84365165142928
12,2025-07-28 22:38:56.157388,69.48060516033985,69.94068059467558
13,2025-07-28 22:39:07.146107,69.50070736214245,69.95770601388165
14,2025-07-28 22:39:19.995500,69.52076687912708,69.97468427047455
15,2025-07-28 22:39:31.450155,69.54078392176676,69.9916156331028
16,2025-07-28 22:39:43.156301,69.56075778737699,70.00849988581506
17,2025-07-28 22:39:55.217660,69.58068803097704,70.0253372149733
18,2025-07-28 22:40:06.983677,69.60057409882914,70.04212723803809
19,2025-07-28 22:40:19.432109,69.6204156848753,70.05887014313384
20,2025-07-28 22:40:30.084548,69.64021221967712,70.07556565278301
21,2025-07-28 22:40:42.171564,69.65996339324106,70.09221391208905
22,2025-07-28 22:40:53.422015,69.67966865429403,70.10881477074653
23,2025-07-28 22:41:04.748725,69.69932751067773,70.12536819467708
24,2025-07-28 22:41:15.964874,69.67943046570848,70.10411461011718
25,2025-07-28 22:41:28.938447,69.69805939432787,70.1198354133691
26,2025-07-28 22:41:41.807241,69.71664090451145,70.13550520466325
27,2025-07-28 22:41:53.282957,69.73517482206971,70.15112443568789
28,2025-07-28 22:42:05.104931,67.85154112434317,63.74811733678282
29,2025-07-28 22:42:16.463509,67.87424077880617,63.797132797554674
30,2025-07-28 22:42:27.146528,67.89688845692307,63.846151565944744
31,2025-07-28 22:42:38.897498,58.388807978044255,58.43369364162421
32,2025-07-28 22:42:51.277461,58.34711494307259,58.38718471436467
33,2025-07-28 22:43:02.276451,58.30448192244662,58.34030327594262
34,2025-07-28 22:43:13.537298,58.2608919383332,58.2929953331084
35,2025-07-28 22:43:24.854072,58.21648108410589,58.245329443513114
36,2025-07-28 22:43:35.653156,58.25365775308458,58.28659919452529
37,2025-07-28 22:43:47.070534,58.22804658081707,58.25610710534654
38,2025-07-28 22:43:59.004654,58.20151145794621,58.2253800535791
39,2025-07-28 22:44:09.633366,58.174155289192804,58.194440291943245
40,2025-07-28 22:44:21.192683,58.1459980347867,58.163248968329434
41,2025-07-28 22:44:32.733344,58.11690264691351,58.13164429889852
42,2025-07-28 22:44:43.959135,58.08703678091894,58.099704954473246
43,2025-07-28 22:44:55.595213,58.05654372050167,58.067498389337864
44,2025-07-28 22:45:07.001085,58.025538921960155,58.035077285864254
45,2025-07-28 22:45:18.156888,57.99411642920762,58.00248353085115
46,2025-07-28 22:45:29.375498,57.9623530050098,57.96975060550667
47,2025-07-28 22:45:40.872299,57.9303113987059,57.93690551392368
