iteration,timestamp,T2,P2,ScadaCommand_P2
0,2025-07-28 22:36:24.647702,0.0,1,1.0
1,2025-07-28 22:36:36.794066,0.0,1,1.0
2,2025-07-28 22:36:50.073386,0.0,1,1.0
3,2025-07-28 22:37:03.045430,0.0,1,1.0
4,2025-07-28 22:37:15.128478,0.0,1,1.0
5,2025-07-28 22:37:27.842088,0.0,1,1.0
6,2025-07-28 22:37:41.530109,0.0,1,1.0
7,2025-07-28 22:37:54.301363,0.0,1,1.0
8,2025-07-28 22:38:07.802383,0.0,1,1.0
9,2025-07-28 22:38:19.324447,0.0,1,1.0
10,2025-07-28 22:38:31.170788,0.0,1,1.0
11,2025-07-28 22:38:44.628151,0.0,1,1.0
12,2025-07-28 22:38:57.201244,0.0,1,1.0
13,2025-07-28 22:39:08.197116,0.0,1,1.0
14,2025-07-28 22:39:20.959921,0.0,1,1.0
15,2025-07-28 22:39:32.292139,0.0,1,1.0
16,2025-07-28 22:39:44.057214,0.0,1,1.0
17,2025-07-28 22:39:56.410905,0.0,1,1.0
18,2025-07-28 22:40:07.881171,0.0,1,1.0
19,2025-07-28 22:40:20.315145,0.0,1,1.0
20,2025-07-28 22:40:30.929520,0.0,1,1.0
21,2025-07-28 22:40:43.182852,0.0,1,1.0
22,2025-07-28 22:40:54.019676,0.0,1,1.0
23,2025-07-28 22:41:05.436078,0.0,1,1.0
24,2025-07-28 22:41:16.897115,0.0,1,1.0
25,2025-07-28 22:41:29.953277,0.0,1,1.0
26,2025-07-28 22:41:42.770829,0.0,1,1.0
27,2025-07-28 22:41:54.185921,0.0,1,0.0
28,2025-07-28 22:42:06.268609,0.0,0,0.0
29,2025-07-28 22:42:17.338070,0.0,0,0.0
30,2025-07-28 22:42:28.015897,0.0,0,0.0
31,2025-07-28 22:42:39.760380,0.0,0,0.0
32,2025-07-28 22:42:51.979401,0.0,0,0.0
33,2025-07-28 22:43:03.094951,0.0,0,0.0
34,2025-07-28 22:43:14.431538,0.0,0,0.0
35,2025-07-28 22:43:25.852891,0.0,0,0.0
36,2025-07-28 22:43:36.538577,0.0,0,0.0
37,2025-07-28 22:43:47.888921,0.0,0,0.0
38,2025-07-28 22:43:59.683932,0.0,0,0.0
39,2025-07-28 22:44:10.260297,0.0,0,0.0
40,2025-07-28 22:44:22.093674,0.0,0,0.0
41,2025-07-28 22:44:33.600987,0.0,0,0.0
42,2025-07-28 22:44:44.803052,0.0,0,0.0
43,2025-07-28 22:44:56.213465,0.0,0,0.0
44,2025-07-28 22:45:08.017239,0.0,0,0.0
45,2025-07-28 22:45:18.945100,0.0,0,0.0
46,2025-07-28 22:45:30.350998,0.0,0,0.0
47,2025-07-28 22:45:41.829005,0.0,0,0.0
48,2025-07-28 22:45:52.681034,0.0,0,0.0
49,2025-07-28 22:46:03.467238,0.0,0,0.0
50,2025-07-28 22:46:15.154105,0.0,0,0.0
51,2025-07-28 22:46:26.896115,0.0,0,0.0
52,2025-07-28 22:46:38.607831,0.0,0,0.0
53,2025-07-28 22:46:49.761991,0.0,0,0.0
54,2025-07-28 22:47:01.409580,0.0,0,0.0
55,2025-07-28 22:47:12.859543,0.0,0,0.0
56,2025-07-28 22:47:24.190295,0.0,0,0.0
