iteration,timestamp,T1_LEVEL,T2_LEVEL,J1_LEVEL,J2_LEVEL,J3_LEVEL,J4_LEVEL,J5_LEVEL,J1S_LEVEL,J2S_LEVEL,P2_FLOW,P2_STATUS,P1_FLOW,P1_STATUS,V13_FLOW,V13_STATUS,V24_FLOW,V24_STATUS,plc3AttackerUnit,plc2AttackerUnit
16,2025-07-28 22:39:32.368320,5.122754380806144,5.433602705130694,69.56075778737699,70.00849988581506,57.65813673464503,56.72901827829372,57.60820023208084,69.56075714162782,70.00849948619303,170.74399739764473,1.0,194.34309386187138,1.0,215.97004718273638,1.0,133.6531160757204,1.0,0,0
17,2025-07-28 22:39:44.167734,5.272066303574879,5.594263644190669,69.58068803097704,70.0253372149733,57.79562278438061,56.88967300990866,57.74608967865875,69.58068738867941,70.02533681769403,169.85655403149232,1.0,193.29263257419274,1.0,214.81568392346162,1.0,132.86958519756809,1.0,0,0
18,2025-07-28 22:39:56.498160,5.4206029329502785,5.753624308195757,69.60057409882914,70.04212723803809,57.93233690590738,57.04902754901953,57.8832073584804,69.6005734599774,70.04212684309284,168.971604022716,1.0,192.24449965309185,1.0,213.66320970969355,1.0,132.0889748069476,1.0,0,0
19,2025-07-28 22:40:08.125106,5.568361046697315,5.911693068020015,69.6204156848753,70.05887014313384,58.0682775459678,57.207090265573456,58.0195516651366,69.62041504946374,70.05886975051388,168.08913745585934,1.0,191.19871122993516,1.0,212.51264192528652,1.0,131.3112849038589,1.0,0,0
20,2025-07-28 22:40:20.368614,5.715337487187784,6.068478262054162,69.64021221967712,70.07556565278301,58.20344318649076,57.36386949702257,58.155121028343906,69.64021158769991,70.07556526247961,167.2091689559018,1.0,190.15529731805154,1.0,211.3640327218036,1.0,130.5365096936839,1.0,0,0
21,2025-07-28 22:40:31.049097,5.861529160351423,6.223988191963419,69.65996339324106,70.09221391208905,58.33783240005621,57.519373544112014,58.28991396747668,69.65996276469222,70.09221352409357,166.33169087489196,1.0,189.11427425624322,1.0,210.21741107233538,1.0,129.76463179256825,1.0,0,0
22,2025-07-28 22:40:43.275767,6.006933038396377,6.378231124843119,69.67966865429403,70.10881477074653,58.47144379745862,57.67361067301031,58.42392904101299,69.6796680291676,70.10881438505027,165.45671113496226,1.0,188.07567110039787,1.0,209.07280015535434,1.0,128.99565699513005,1.0,0,0
23,2025-07-28 22:40:54.269003,6.151546158897571,6.531215289956266,69.69932751067773,70.12536819467708,58.60427605910827,57.82658911206202,58.557164876829475,69.6993268889675,70.12536781127142,164.5842315322785,1.0,187.0395137906581,1.0,207.93025212242355,1.0,128.22956791751494,1.0,0,0
24,2025-07-28 22:41:05.589385,6.295365626058365,6.682948878680529,69.67943046570848,70.10411461011718,58.626570254244314,57.9782880616253,58.5805446064905,69.67942984527592,70.10411422963227,165.70444201503096,1.0,188.0882252815372,1.0,207.50293959849841,1.0,127.25272857892378,1.0,0,0
25,2025-07-28 22:41:17.156171,6.430541795634046,6.82692114705454,69.69805939432787,70.1198354133691,58.75169718753211,58.122255012621025,58.70603035450827,69.6980587771304,70.11983503506235,164.87584726432118,1.0,187.10635226792482,1.0,206.4209685033802,1.0,126.52424657289885,1.0,0,0
26,2025-07-28 22:41:30.176816,6.5650020367863515,6.969670267697099,69.71664090451145,70.13550520466325,58.87610170259697,58.26499889426199,58.83079423835833,69.71664029054294,70.13550482852533,164.04994119559404,1.0,186.12697853290388,1.0,205.3410429084579,1.0,125.79888207142176,1.0,0,0
27,2025-07-28 22:41:42.890791,6.6987426458036925,7.1112054792516375,69.73517482206971,70.15112443568789,58.99978223759684,58.406528944099584,58.95483462510742,69.7351742113239,70.15112406170954,163.22670000176026,1.0,185.15011325746295,1.0,204.26321496529454,1.0,125.07661769063816,1.0,0,0
28,2025-07-28 22:41:54.229460,6.831760019501033,7.2515359507456765,67.85154112434317,63.74811733678282,58.93144678513793,58.54666965928677,58.893779358539575,67.8515405717293,63.74811709587202,0.0,0.0,284.4305997048782,1.0,184.8210543073492,1.0,80.57233384079154,1.0,0,0
29,2025-07-28 22:42:06.421349,6.94952466669788,7.338629876984783,67.87424077880617,63.797132797554674,59.03241380557212,58.63376377530148,58.99536133492265,67.87424022881574,63.79713255759778,0.0,0.0,283.234171365337,1.0,183.94365061567441,1.0,80.25329955103189,1.0,0,0
30,2025-07-28 22:42:17.536884,7.065941151521896,7.42579052789902,67.89688845692307,63.846151565944744,59.1326240974646,58.720924525311034,59.09616620693859,67.89688790954301,63.846151326946575,0.0,0.0,282.04048253769275,1.0,183.07061606606112,1.0,79.93265435743524,1.0,0,0
31,2025-07-28 22:42:28.134893,7.181044320681986,7.512986003202364,58.388807978044255,58.43369364162421,58.3886961179166,58.8079118612159,58.38870669301532,58.388807976797665,58.433693699792464,0.0,0.0,0.0,0.0,0.4169198763293025,1.0,-19.454303280213026,1.0,0,0
32,2025-07-28 22:42:39.991183,7.1446101375086295,7.449641684698676,58.34711494307259,58.38718471436467,58.347118057183486,58.74456999504335,58.34714387351915,58.34711494325376,58.387184771105176,0.0,0.0,0.0,0.0,-0.060591424357880896,1.0,-18.9767948768349,1.0,0,0
33,2025-07-28 22:42:52.131793,7.107035896212806,7.387437423920164,58.30448192244662,58.34030327594262,58.30464103098465,58.682367977710335,58.30468635539266,58.304481923954405,58.3403033313565,0.0,0.0,0.0,0.0,-0.5042766417773237,1.0,-18.53310965941546,1.0,0,0
34,2025-07-28 22:43:03.229252,7.0684028846257885,7.326291933080031,58.2608919383332,58.2929953331084,58.261369502386096,58.62122453122287,58.26143723381747,58.260891941062695,58.292995387300586,0.0,0.0,0.0,0.0,-0.912875446488215,1.0,-18.124510854704567,1.0,0,0
35,2025-07-28 22:43:14.512180,7.0287912752099375,7.266125039972208,58.21648108410589,58.245329443513114,58.2173856831218,58.56105950013648,58.21747770753876,58.2164810879596,58.24532949658106,0.0,0.0,0.0,0.0,-1.2888708323544051,1.0,-17.74850967422026,1.0,0,0
36,2025-07-28 22:43:26.009601,6.988276401055493,7.206861417587207,58.25365775308458,58.28659919452529,58.25213628420514,58.501820740131556,58.25212109931596,58.253657747981805,58.286599237673954,0.0,0.0,0.0,0.0,1.7066193390746776,1.0,-14.43101836855476,1.0,0,0
37,2025-07-28 22:43:36.762204,6.967393689511075,7.1610540542184475,58.22804658081707,58.25610710534654,58.227322673500936,58.456015616223574,58.22732009780722,58.22804657740007,58.2561071468094,0.0,0.0,0.0,0.0,1.1428116880551897,1.0,-13.867204922917153,1.0,0,0
38,2025-07-28 22:43:48.144913,6.94513155011616,7.116626117214899,58.20151145794621,58.2253800535791,58.20127730025121,58.41158968147265,58.20127794205815,58.20151145608842,58.22538009348278,0.0,0.0,0.0,0.0,0.6213366197016512,1.0,-13.345735649181734,1.0,0,0
39,2025-07-28 22:43:59.854939,6.921604442968594,7.073463152372189,58.174155289192804,58.194440291943245,58.174140316910794,58.36842850000841,58.17414809442729,58.17415528877122,58.19444033041072,0.0,0.0,0.0,0.0,0.14100044268161582,1.0,-12.865402369470758,1.0,0,0
40,2025-07-28 22:44:10.414645,6.8969234332144875,7.031454085545398,58.1459980347867,58.163248968329434,58.146057789382134,58.326421012699385,58.14607789530621,58.14599803567539,58.163249005486634,0.0,0.0,0.0,0.0,-0.2972204498519204,1.0,-12.427181476937221,1.0,0,0
41,2025-07-28 22:44:22.391347,6.8711973994952364,6.9904900440760604,58.11690264691351,58.13164429889852,58.11718494564045,58.285458354756905,58.117220417053986,58.116902648968455,58.13164433488944,0.0,0.0,0.0,0.0,-0.6872735792740059,1.0,-12.037119655587958,1.0,0,0
42,2025-07-28 22:44:33.692659,6.844536988245365,6.9504603829796086,58.08703678091894,58.099704954473246,58.08763755488977,58.24542990339906,58.08769001031933,58.087036784008575,58.099704989429476,0.0,0.0,0.0,0.0,-1.0333223787029056,1.0,-11.691070856159058,1.0,0,0
43,2025-07-28 22:44:44.868097,6.817044076375869,6.911263230014145,58.05654372050167,58.067498389337864,58.05751526797738,58.20623380660297,58.057585327398805,58.05654372450685,58.067498423378545,0.0,0.0,0.0,0.0,-1.339527383947825,1.0,-11.384865850914139,1.0,0,0
44,2025-07-28 22:44:56.522978,6.788811813454534,6.872805418835208,58.025538921960155,58.035077285864254,58.02690427410637,58.16777691607577,58.02699184956836,58.02553892677318,58.035077319097105,0.0,0.0,0.0,0.0,-1.6097101456580276,1.0,-11.114688883822055,1.0,0,0
45,2025-07-28 22:45:08.151833,6.759925051036635,6.835002106294769,57.99411642920762,58.00248353085115,57.995878557675056,58.1299744048259,57.995983071476296,57.99411643473147,58.00248356337316,0.0,0.0,0.0,0.0,-1.847443045903674,1.0,-10.87694729164923,1.0,0,0
46,2025-07-28 22:45:18.979877,6.730460690985785,6.79777639780781,57.9623530050098,57.96975060550667,57.964501334676065,58.09274939271766,57.96462188504475,57.96235301115749,57.969750637404836,0.0,0.0,0.0,0.0,-2.056086963193593,1.0,-10.668303374359311,1.0,0,0
47,2025-07-28 22:45:30.408116,6.700488075756897,6.761058942139043,57.9303113987059,57.93690551392368,57.93282650333032,58.056032541430746,57.93296198917981,57.93031140539975,57.93690554527569,0.0,0.0,0.0,0.0,-2.2387478128393923,1.0,-10.485642524713512,1.0,0,0
48,2025-07-28 22:45:41.946214,6.670069447157121,6.724787504037673,57.72457073069636,57.73195952797802,57.74117319343421,58.01971935282009,57.74193303367649,57.72457074924162,57.73195957845342,0.0,0.0,0.0,0.0,-6.202443341862818,1.0,-16.881437786651077,1.0,0,0
49,2025-07-28 22:45:52.765859,6.6096090861821715,6.664260339428941,57.6640849888029,57.67146860190646,57.680693135369374,57.95919219415863,57.68145319236131,57.66408500735159,57.67146865237841,0.0,0.0,0.0,0.0,-6.203587778941255,1.0,-16.88028465764546,1.0,0,0
50,2025-07-28 22:46:03.528154,6.549145875749427,6.603736027458912,57.603598571409606,57.61097745967591,57.620211914176615,57.89866788762971,57.62097216929487,57.603598589961436,57.61097751014473,0.0,0.0,0.0,0.0,-6.204639502129794,1.0,-16.87923872907504,1.0,0,0
51,2025-07-28 22:46:15.323888,6.488680059400376,6.543214324947543,57.543111532601365,57.55048609517309,57.55972962638823,57.83814619009532,57.56049006271515,57.54311155115606,57.55048614563905,0.0,0.0,0.0,0.0,-6.205595614119375,1.0,-16.8782797197764,1.0,0,0
52,2025-07-28 22:46:27.220299,6.428211859939486,6.482695009387739,57.482623880213886,57.48999448557834,57.49924633850551,57.77762687908313,57.50000694083918,57.4826238987712,57.48999453604166,0.0,0.0,0.0,0.0,-6.206473498764353,1.0,-16.877396040513304,1.0,0,0
53,2025-07-28 22:46:38.758792,6.3677414775351355,6.422177874923981,57.42213567230902,57.429502675862835,57.438762137646016,57.717109748776494,57.43952289202527,57.42213569086874,57.42950272632376,0.0,0.0,0.0,0.0,-6.2072789506828485,1.0,-16.876596383212927,1.0,0,0
54,2025-07-28 22:46:49.835156,6.3072690959820505,6.36166273432965,57.36164709373437,57.369010768265674,57.378277175845234,57.65659461199349,57.37903806865573,57.36164711229628,57.36901081872441,0.0,0.0,0.0,0.0,-6.20801196987486,1.0,-16.875863364020915,1.0,0,0
55,2025-07-28 22:47:01.686147,6.246794894464898,6.3011494218029505,57.30115804867156,57.30851871585538,57.317791451904625,57.59608130295264,57.31855247151449,57.301158067235484,57.308518766312105,0.0,0.0,0.0,0.0,-6.208684145576626,1.0,-16.87519118831915,1.0,0,0
56,2025-07-28 22:47:13.278833,6.186319026058918,6.240637781273741,57.24066852092951,57.24802639734967,57.25730499944427,57.53556966559982,57.25806613553425,57.240668539495296,57.24802644780454,0.0,0.0,0.0,0.0,-6.209304169715324,1.0,-16.87457406148951,1.0,0,0
57,2025-07-28 22:47:24.445445,6.1258416265481985,6.180127664340013,57.18017873873942,57.18753409345886,57.196817979999174,57.47505955158562,57.197579221965285,57.18017875730686,57.187534143912046,0.0,0.0,0.0,0.0,-6.209860453054716,1.0,-16.87400908622294,1.0,0,0
58,2025-07-28 22:47:35.060969,6.065362835433409,6.119618947825681,57.11968857245277,57.127041611185,57.13633036306772,57.41455083773563,57.13709170217532,57.119688591021756,57.12704166163666,0.0,0.0,0.0,0.0,-6.210373276758219,1.0,-16.873499159828498,1.0,0,0
59,2025-07-28 22:47:46.254967,6.004882767614636,6.05911150934583,57.05919813446505,57.06654906388283,57.07584224149291,57.35404340169713,57.076603669249145,57.059198153035425,57.0665491143331,0.0,0.0,0.0,0.0,-6.210839743516772,1.0,-16.873032693069945,1.0,0,0
60,2025-07-28 22:47:56.722835,5.944401534795489,5.998605241959023,56.65976682734621,56.67157848314738,56.704203314005746,57.29345520650436,56.70618754755222,56.65976685890361,56.67157855966991,0.0,0.0,0.0,0.0,-10.554334825201295,1.0,-25.592869649244676,1.0,0,0
61,2025-07-28 22:48:06.805665,5.847628764281425,5.905921305235267,67.34480203961473,62.37447055460773,57.525916122854014,57.20100289250532,57.49252159859795,67.34480145759989,62.37447031439755,0.0,0.0,311.1392442223749,1.0,194.65417937226448,1.0,80.3380139706178,1.0,0,0
62,2025-07-28 22:48:18.005127,5.924711867020217,5.972624601042603,67.360552595412,62.41216918413836,57.596401800946154,57.267705871972915,57.56333117795908,67.36055201515126,62.41216894465626,0.0,0.0,310.30908130733565,1.0,194.067520644694,1.0,80.09450383610783,1.0,0,0
63,2025-07-28 22:48:29.409313,6.001045595094432,6.0391881230154825,67.3762382385519,62.449778028388664,57.666343052323946,57.33426904722075,57.633587411260486,67.37623766003435,62.44977778963531,0.0,0.0,309.48233973701446,1.0,193.4845125265383,1.0,79.85077640341842,1.0,0,0
64,2025-07-28 22:48:40.120119,6.07664733998683,6.105598157789542,67.39185846136203,62.487289852309964,57.73574617685849,57.40067870704687,57.703297068531754,67.39185788457692,62.48728961428582,0.0,0.0,308.6590462692454,1.0,192.90509707161618,1.0,79.60689541334887,1.0,0,0
65,2025-07-28 22:48:51.672230,6.151533621078059,6.171841870865562,67.4074130368043,62.524699883259224,57.804617466081105,57.46692201900391,57.772466875091204,67.407412461741,62.524699645964546,0.0,0.0,307.8392128705045,1.0,192.32923951221892,1.0,79.36292460669847,1.0,0,0
66,2025-07-28 22:49:03.499174,6.225720152148991,6.2379072583208375,67.42290167691674,62.5620025850557,57.87296316969488,57.532986981057114,57.8411034826687,67.42290110356475,62.56200234849062,0.0,0.0,307.02285471837143,1.0,191.75689349140157,1.0,79.11891034041219,1.0,0,0
67,2025-07-28 22:49:15.369746,6.299221898122724,6.303783075413945,67.43832433010338,62.59919288721613,57.940789495008815,57.59886235022984,57.90921347105039,67.43832375845236,62.599192651380605,0.0,0.0,306.2099745323097,1.0,191.1880126522192,1.0,78.87491345798026,1.0,0,0
68,2025-07-28 22:49:26.053857,6.372053128458677,6.369458783744406,67.45368063973399,62.63626611635313,58.008102554074995,57.66453758977072,57.976803299950305,67.45368006977367,62.63626588124694,0.0,0.0,305.40059110919265,1.0,190.62255643234494,1.0,78.63098611096575,1.0,0,0
69,2025-07-28 22:49:37.102822,6.444227461009446,6.434924502110536,67.46897065042624,62.673217999496934,58.074908400507695,57.73000282002523,58.0438793456765,67.46897008214651,62.67321776511979,0.0,0.0,304.5947020973615,1.0,190.060484269452,1.0,78.38716016976832,1.0,0,0
70,2025-07-28 22:49:49.574360,6.515757907688483,6.500170963789613,67.484194203866,62.71004410770634,58.14121297938276,57.79524877571068,58.11044785537621,67.48419363725688,62.71004387405772,0.0,0.0,303.7923158410627,1.0,189.5017498065954,1.0,78.1435051698054,1.0,0,0
71,2025-07-28 22:50:01.124584,6.586656911130483,6.565189471648648,67.49935132993096,62.74674170880366,58.20702214598655,57.86026676107511,58.17651496627984,67.49935076498257,62.746741475882985,0.0,0.0,302.99343076553566,1.0,188.94632407068457,1.0,77.90004428954944,1.0,0,0
72,2025-07-28 22:50:12.712880,6.65693638132742,6.629971875061621,67.48905156055017,62.71354254311647,58.23798493792261,57.925040650971496,58.20821133128008,67.48905099695772,62.71354231272914,0.0,0.0,303.5362996447951,1.0,188.49283146209928,1.0,77.0527697147827,1.0,0,0
73,2025-07-28 22:50:24.234516,6.72209043383604,6.690797983082823,67.50318107111089,62.74798420394864,58.29888821211682,57.98586625037423,58.26934198790538,67.50318050905886,62.747983974247624,0.0,0.0,302.791576993345,1.0,187.97763775978638,1.0,76.82323330186591,1.0,0,0
74,2025-07-28 22:50:36.198456,6.7866901586264525,6.751380788727623,67.51724624728375,62.78228988634585,58.35934281888423,58.04644853598386,58.3300191114227,67.51724568676308,62.782289657330054,0.0,0.0,302.0502452078198,1.0,187.46548043736766,1.0,76.5940619498906,1.0,0,0
75,2025-07-28 22:50:47.005083,6.850745515537472,6.811713967357477,67.53124690234685,62.81645769333379,58.419354040820764,58.10678118416812,58.39024819523627,67.5312463433485,62.816457465002074,0.0,0.0,301.31231412975325,1.0,186.95633631637065,1.0,76.36527304271112,1.0,0,0
76,2025-07-28 22:50:59.020810,6.914266048071876,6.8717916119117755,67.54518344523322,62.850484434935154,58.478927050127595,58.16685828878844,58.45003460829479,67.54518288774834,62.85048420728627,0.0,0.0,300.5777622055526,1.0,186.4501590398504,1.0,76.13690134803619,1.0,0,0
77,2025-07-28 22:51:11.189277,6.977260911895769,6.931608196954247,67.55905561923016,62.8843677901609,58.53806684982655,58.22667432528657,58.50938354128263,67.55905506324999,62.88436756319346,0.0,0.0,299.8466029657475,1.0,185.9469138400982,1.0,75.90899322281075,1.0,0,0
78,2025-07-28 22:51:23.903963,7.039738890485911,6.991158561495731,67.57286372782691,62.918105721336325,58.59677835369085,58.28622413350481,58.56830008285384,67.57286317334277,62.91810549504893,0.0,0.0,299.1188204143641,1.0,185.44656594940534,1.0,75.68155446165292,1.0,0,0
79,2025-07-28 22:51:35.459375,7.101708420432022,7.050437890569702,57.715457406636965,57.72196846051532,57.77504445797828,58.34528321134965,57.77762974716005,57.71545744361129,57.72196853713345,0.0,0.0,0.0,0.0,-12.36602218000371,1.0,-25.6248443520235,1.0,0,0
80,2025-07-28 22:51:47.457811,6.996810607094695,6.956215823666353,57.61510017533051,57.6221497898146,57.67358662068246,58.25106019632273,57.67613050693621,57.61510021193431,57.62214986680327,0.0,0.0,0.0,0.0,-12.242098476917818,1.0,-25.748768055109394,1.0,0,0
81,2025-07-28 22:51:59.794780,6.8922241594972755,6.861682382156945,57.51476365660713,57.522336250657084,57.57222359718322,58.156525861960226,57.57472886180695,57.51476369286265,57.52233632799402,0.0,0.0,0.0,0.0,-12.125615063496298,1.0,-25.865245673912796,1.0,0,0
82,2025-07-28 22:52:11.312045,6.787930180711466,6.766856480504462,57.41444797822264,57.42252789309687,57.470950676475944,58.06169911931796,57.47341990597822,57.41444801415075,57.42252797076123,0.0,0.0,0.0,0.0,-12.016114164907776,1.0,-25.974755264428495,1.0,0,0
83,2025-07-28 22:52:22.666864,6.68391096028076,6.671755808006113,57.3141551678636,57.32272590393696,57.36976437642103,57.96659765460911,57.37219995839257,57.31415520348383,57.3227259819092,0.0,0.0,0.0,0.0,-11.913140903629937,1.0,-26.077722731088215,1.0,0,0
84,2025-07-28 22:52:34.660149,6.5801499637233345,6.576396919239313,56.56812389884109,56.58623132855708,56.676150113933986,57.87108215166649,56.680893870233824,56.568123949822485,56.58623144178568,0.0,0.0,0.0,0.0,-17.050669608806857,1.0,-37.86916796229889,1.0,0,0
85,2025-07-28 22:52:45.913714,6.430580153808132,6.438116539211703,56.423218694237654,56.44197928171795,56.53013448233627,57.73280076867362,56.53483638146853,56.4232187449353,56.441979395230284,0.0,0.0,0.0,0.0,-16.955765353259267,1.0,-37.96406642322836,1.0,0,0
86,2025-07-28 22:52:57.579548,6.281248055736245,6.299598455608652,56.27834096736971,56.29773555423325,56.384198522248624,57.59428172429779,56.388860520533726,56.27834101779578,56.29773566801714,0.0,0.0,0.0,0.0,-16.86494050886722,1.0,-38.054888370311346,1.0,0,0
87,2025-07-28 22:53:08.849956,6.1321433775151855,6.160852961265582,56.13348912575391,56.15349952134009,56.238338559438056,57.45553530952653,56.242962532740094,56.133489175920126,56.153499635383874,0.0,0.0,0.0,0.0,-16.778029929014338,1.0,-38.14180764209141,1.0,0,0
88,2025-07-28 22:53:21.730981,5.98325626222128,6.021889903027813,55.98866339149705,56.009271473962976,56.09255210552074,57.31657136947873,56.09713983083471,55.98866344141452,56.00927158825548,0.0,0.0,0.0,0.0,-16.6948423913027,1.0,-38.224992282493986,1.0,0,0
89,2025-07-28 22:53:32.776356,5.83457731025152,5.8827186810174705,67.09431453328283,61.64779368761193,57.226270940482074,57.177734718695476,57.197545026631445,67.09431394969643,61.647793465628176,0.0,0.0,324.3416633061095,1.0,195.1797802087185,1.0,74.24220319137476,1.0,0,0
90,2025-07-28 22:53:44.046385,5.866397915563351,5.910431335078328,67.10097609565666,61.66409115409125,57.256203613966,57.20544743640393,57.227653430491,67.10097551281379,61.664090932413785,0.0,0.0,323.99055302719984,1.0,194.93110996677387,1.0,74.1397659322729,1.0,0,0
91,2025-07-28 22:53:55.623465,5.897783149283967,5.938203319962125,67.10760300091901,61.680398139027105,57.28585447757672,57.2332194536311,57.25746700421097,67.10760241881255,61.680397917657594,0.0,0.0,323.6412694170782,1.0,194.684821312876,1.0,74.03677238983164,1.0,0,0
92,2025-07-28 22:54:07.397334,5.92876416858345,5.966005413342999,67.11419477001895,61.69670235635485,57.31523243535223,57.2610215526509,57.28699647444714,67.11419418864206,61.69670213529457,0.0,0.0,323.2938377250354,1.0,194.4408157385169,1.0,73.9333500456496,1.0,0,0
93,2025-07-28 22:54:18.532687,5.959367831902965,5.993812753159654,67.12075067786472,61.71299119644775,57.344346314791096,57.28882887518573,57.31625215626728,67.12075009721087,61.712990975697615,0.0,0.0,322.94829616840536,1.0,194.19899473518853,1.0,73.82962348401634,1.0,0,0
94,2025-07-28 22:54:30.174390,5.989617478302836,6.021604011343531,67.12727078847193,61.72925536719813,57.37320466580798,57.31662009635594,57.345243828126215,67.12727020853487,61.729255146758746,0.0,0.0,322.6046413731261,1.0,193.959265589001,1.0,73.72569121343986,1.0,0,0
95,2025-07-28 22:54:42.545795,6.0195335318581105,6.049360799682877,67.13375462699769,61.7454856952884,57.40181559884324,57.344376830636,57.373980630751255,67.13375404777133,61.74548547516011,0.0,0.0,322.2628983666901,1.0,193.72157035377313,1.0,73.62164884511913,1.0,0,0
96,2025-07-28 22:54:54.402191,6.049133964743465,6.077067178420243,67.1329192767264,61.73935080753879,57.42464246814992,57.37208181452448,57.39708355169351,67.13291869826091,61.73935058832602,0.0,0.0,322.3069270870233,1.0,193.4670996990917,1.0,73.31545253180138,1.0,0,0
97,2025-07-28 22:55:05.200343,6.076941050261189,6.103444652108477,67.13902522538687,61.754766882046944,57.45140666810582,57.39845920832427,57.4239534761811,67.13902464758637,61.75476666313143,0.0,0.0,321.9851014826267,1.0,193.244696461079,1.0,73.21603426873935,1.0,0,0
98,2025-07-28 22:55:16.745592,6.104481298407729,6.129744286626556,67.14509646154688,61.77012989912912,57.47795784980233,57.4247587529919,57.450605498954744,67.14509588440625,61.770129680510536,0.0,0.0,321.6651054663988,1.0,193.0240026354113,1.0,73.11672610342157,1.0,0,0
99,2025-07-28 22:55:28.331836,6.131766593732483,6.155956140543715,67.15113331418871,61.7854357889523,57.50430193753587,57.45097050849961,57.4770460783181,67.15113273770301,61.78543557063015,0.0,0.0,321.34692169870914,1.0,192.80496027590743,1.0,73.01758598202923,1.0,0,0
100,2025-07-28 22:55:40.009787,6.158807527626722,6.182071563739615,67.15713599633268,61.8006810940111,57.53044438275846,57.477085825947775,57.50328112902465,67.15713542049717,61.80068087598476,0.0,0.0,321.03053895191357,1.0,192.58750564176808,1.0,72.9186515695801,1.0,0,0
101,2025-07-28 22:55:52.425425,6.185613567066151,6.20808302617761,67.163104648335,61.815861801556586,57.55639020126055,57.50309717635466,57.52931607045682,67.163104073145,61.815861583825324,0.0,0.0,320.7159498282738,1.0,192.37160975990264,1.0,72.81996342840102,1.0,0,0
102,2025-07-28 22:56:04.854008,6.212193197433735,6.233983963070614,67.16903932505443,61.830975018105505,57.58214400380322,57.52899799586227,57.55515586671263,67.16903875050548,61.830974800668464,0.0,0.0,320.4031514363543,1.0,192.15722047874806,1.0,72.72156212081882,1.0,0,0
103,2025-07-28 22:56:17.226263,6.23855404298067,6.259768659330211,67.17494041749548,61.84601860593804,57.607710043420454,57.55478257020179,57.58080507975388,67.17493984358318,61.84601838879431,0.0,0.0,320.0921231675219,1.0,191.94429144135938,1.0,72.62346503068784,1.0,0,0
104,2025-07-28 22:56:27.669577,6.264702973759615,6.2854321499182495,67.18080791876572,61.86098984302166,57.63309222577212,57.5804459350455,57.60626788840132,67.1808073454858,61.860989626170216,0.0,0.0,319.78286538505495,1.0,191.7327878800279,1.0,72.52570982302586,1.0,0,0
105,2025-07-28 22:56:39.058397,6.290646191643719,6.310970119962666,67.18664208765793,61.87588754962006,57.658294155896975,57.60598377615945,57.63154813802992,67.18664151500622,61.87588733305986,0.0,0.0,319.4753644487881,1.0,191.52268661628113,1.0,72.42830518976007,1.0,0,0
106,2025-07-28 22:56:50.576788,6.316389309727514,6.3363788408314825,67.19244326329655,61.89070936703691,57.68331916396908,57.63139236546026,57.65664937097416,67.192442691269,61.8907091507668,0.0,0.0,319.1696024845251,1.0,191.31394129317414,1.0,72.3312830012901,1.0,0,0
107,2025-07-28 22:57:01.516966,6.341937420610631,6.361655088428389,67.19821142682349,61.90545450419856,57.70817031441224,57.65666847934759,57.68157484108543,67.19821085541605,61.90545428821735,0.0,0.0,318.86558048621674,1.0,191.10654032147067,1.0,72.23466064147033,1.0,0,0
108,2025-07-28 22:57:13.115391,6.367295151376622,6.386796097620029,67.38052976984646,62.43770294780515,57.9095039955948,57.68185067991039,57.87934047418814,67.38052919905753,62.43770271826736,0.0,0.0,309.2561464410227,1.0,190.89968404387037,1.0,76.76864220456991,1.0,0,0
109,2025-07-28 22:57:23.488423,6.426858683229408,6.440485266877104,67.39319208300996,62.468402698169726,57.96501160764716,57.73553957413418,57.935082697168184,67.39319151361671,62.46840246923171,0.0,0.0,308.5887552110088,1.0,190.43289858132084,1.0,76.56804701184683,1.0,0,0
110,2025-07-28 22:57:34.856021,6.485853661255432,6.494028190296615,67.40579474704975,62.499010201563635,58.02008442542424,57.78908220245191,57.990383363709945,67.40579417904289,62.49900997322535,0.0,0.0,307.92450790118806,1.0,189.96922482870104,1.0,76.36747210028716,1.0,0,0
111,2025-07-28 22:57:46.755444,6.544294506907343,6.547413817240273,67.4183375425959,62.529520590755475,58.07472885063942,57.84246751590033,58.04524926964964,67.41833697596621,62.52952036301666,0.0,0.0,307.26341607386763,1.0,189.50862801830226,1.0,76.16697831338115,1.0,0,0
112,2025-07-28 22:57:57.330141,6.602194829825974,6.60063190982719,67.43082054810968,62.55992907675983,58.12895115194316,57.8956852781424,58.0996870451799,67.43081998284816,62.55992884962009,0.0,0.0,306.60547559359884,1.0,189.0510444093252,1.0,75.96661490538281,1.0,0,0
113,2025-07-28 22:58:08.643382,6.659567492991028,6.653672975880568,67.44324382030815,62.59023191043194,58.18275743881215,57.9487259984424,58.153703133261445,67.44324325640589,62.59023168389077,0.0,0.0,305.95068347099897,1.0,188.59644502867923,1.0,75.76642533592803,1.0,0,0
114,2025-07-28 22:58:20.158396,6.716424668482836,6.706528217435617,67.4556073918142,62.62042517802239,58.23615365749704,58.00158088016339,58.20730378837716,67.45560682926248,62.62042495207912,0.0,0.0,305.2990379866195,1.0,188.14476034094696,1.0,75.56645885927082,1.0,0,0
115,2025-07-28 22:58:31.777753,6.772777887801704,6.759189473925848,67.46791144567837,62.65050505377492,58.28914559789898,58.054241763968754,58.260495085338256,67.46791088446855,62.650504828428765,0.0,0.0,304.6505294924342,1.0,187.6959613730378,1.0,75.36675603773801,1.0,0,0
