iteration,timestamp,T1_LEVEL,T2_LEVEL,J1_LEVEL,J2_LEVEL,J3_LEVEL,J4_LEVEL,J5_LEVEL,J1S_LEVEL,J2S_LEVEL,P2_FLOW,P2_STATUS,P1_FLOW,P1_STATUS,V13_FLOW,V13_STATUS,V24_FLOW,V24_STATUS,plc3AttackerUnit,plc2AttackerUnit
0,2025-07-28 22:36:12.705882,3.0509999999999993,3.0509999999999993,73.03060823140058,73.02651683262431,54.14618120101543,54.34596896749173,54.14668632587885,54.14618120102486,54.34596896751681,,11.673690390818047,1.0,,11.458045458765454,1.0,0,0
1,2025-07-28 22:36:24.798174,2.9941153809638483,3.01142048427162,69.19306336117064,69.68478596241185,55.41491189559778,54.30687020936323,55.36192270397077,69.19306266233149,69.68478552984472,187.80595367081,1.0,213.72312594657515,1.0,233.7259334058217,1.0,144.6715650445185,1.0,0,0
2,2025-07-28 22:36:36.958392,3.135269958096452,3.179080930193504,69.2116278701766,69.7009116487677,55.54864528566073,54.474523480474126,55.49592827744355,69.21162717449762,69.7009112185073,186.956018788226,1.0,212.74464829086403,1.0,232.6690124448305,1.0,143.9000811774349,1.0,0,0
3,2025-07-28 22:36:50.263813,3.2759158546606404,3.345291749247383,69.23015947604611,69.71698415086802,55.68180148764272,54.6407272323328,55.62935936430327,69.23015878352466,69.71698372290352,186.10888708269815,1.0,211.76790485736254,1.0,231.6129838550296,1.0,143.1322189466755,1.0,0,0
4,2025-07-28 22:37:03.210217,3.416046794155074,3.510064075780017,69.2486573601292,69.73300363273202,55.81437581955497,54.80549259806994,55.76221123117008,69.24865667076234,69.73300320705265,185.26454990927917,1.0,210.79293879456893,1.0,230.55793455569074,1.0,142.367966763004,1.0,0,0
5,2025-07-28 22:37:15.228524,3.555656550711236,3.6734090301967544,69.26712100421756,69.74897008055204,55.9463637021635,54.96883069687431,55.89447924552223,69.26712031800228,69.74896965714701,184.42300799573104,1.0,209.81977741563657,1.0,229.5038877252864,1.0,141.6073130371842,1.0,0,0
6,2025-07-28 22:37:27.957073,3.6947389525958148,3.835337716928522,69.28554986285323,69.76488334623888,56.07776062673699,55.13075263195825,56.02615884475393,69.28554917978643,69.7648829250975,183.58426914737473,1.0,208.84844946995992,1.0,228.45088392614343,1.0,140.85024038536176,1.0,0,0
7,2025-07-28 22:37:41.814149,3.833287883274763,3.9958612220810763,69.30394320378927,69.78074352806885,56.20856213984557,55.2912694882159,56.157245521568896,69.30394252386765,69.78074310918039,182.74832818437133,1.0,207.87899355200338,1.0,227.39898689906113,1.0,140.09674880753664,1.0,0,0
8,2025-07-28 22:37:54.430839,3.9712972813793477,4.154990612888643,69.32230028962616,69.7965503930666,56.33876386221078,55.45039233166283,56.28773484213236,69.32229961284622,69.79654997642044,181.91519738612806,1.0,206.91144852780764,1.0,226.34824879560256,1.0,139.3468151252364,1.0,0,0
9,2025-07-28 22:38:08.054776,4.108761142012452,4.312736934187152,69.34062069009565,69.81230402021188,56.46836152084875,55.608132205929856,56.417622477072236,69.34062001645393,69.81230360579738,181.0848725898658,1.0,205.94583707547562,1.0,225.29867541038584,1.0,138.600439338461,1.0,0,0
10,2025-07-28 22:38:19.410580,4.245673520261724,4.469111209146497,69.35890384135074,69.82800450386618,56.59735090779533,55.76450013298295,56.5469041618479,69.35890317084352,69.82800409167277,180.257348822087,1.0,204.98218891363413,1.0,224.25034786806464,1.0,137.857598268738,1.0,0,0
11,2025-07-28 22:38:31.562545,4.382028531636652,4.624124437391202,69.37714893547195,69.84365165142928,56.72572786966482,55.91950711123505,56.675575686707504,69.37714826809538,69.8436512414464,179.43263623414921,1.0,204.0205466252108,1.0,223.20330673096578,1.0,137.1182919160674,1.0,0,0
12,2025-07-28 22:38:44.670858,4.517820351764768,4.777787591124595,69.48060516033985,69.94068059467558,57.10050682107539,56.07322883852995,57.04895939339095,69.48060450072992,69.94068018559489,174.31854175994394,1.0,198.56769008346683,1.0,220.60575906152735,1.0,136.81655456139197,1.0,0,0
13,2025-07-28 22:38:57.283145,4.670200001097113,4.943734018072115,69.50070736214245,69.95770601388165,57.24106372794502,56.23916871833166,57.189918525546524,69.50070670600574,69.95770560717881,173.42118475110047,1.0,197.50816541259488,1.0,219.44414673498613,1.0,136.02128378693124,1.0,0,0
14,2025-07-28 22:39:08.310836,4.821817853859303,5.108346345722986,69.52076687912708,69.97468427047455,57.38085546935331,56.40377458521216,57.33011286648451,69.52076622645825,69.97468386614078,172.52631353722913,1.0,196.45089052600892,1.0,218.28431915082547,1.0,135.2289566784748,1.0,0,0
15,2025-07-28 22:39:21.106741,4.9726704488629565,5.271633084718664,69.54078392176676,69.9916156331028,57.5198803987334,56.567054948826765,57.469540712954284,69.54078327256046,69.99161523112929,171.63391395870173,1.0,195.3958543303283,1.0,217.12628210366347,1.0,134.4395674414045,1.0,0,0
