iteration,timestamp,T41_LEVEL,T42_LEVEL,J2_LEVEL,J13_LEVEL,J14_LEVEL,J19_LEVEL,J21_LEVEL,P79_FLOW,P79_STATUS,P1_FLOW,P1_STATUS,V1_FLOW,V1_STATUS,V2_FLOW,V2_STATUS,plc2AttackerUnit
106,2025-01-14 16:32:59.587447,5.934562422365733,4.7257100031103905,57.40741278558624,56.06175641229194,57.40741298608688,56.061756361252534,57.43138497592259,0.0,0.0,0.0,0.0,-67.05720412014671,1.0,-17.070069990268166,1.0,0
107,2025-01-14 16:33:10.443477,5.735668433333292,4.681064099308859,57.20628264014889,56.02067125636819,57.20628283069358,56.020671215283464,57.228945331894536,0.0,0.0,0.0,0.0,-63.72744560792398,1.0,-13.740737382477164,1.0,0
108,2025-01-14 16:33:21.342132,6.049035206683585,4.638490196711543,57.25349442416549,55.97602862598747,57.253493184646906,55.97602857911914,57.032100593768,0.0,0.0,480.21730656209655,1.0,414.5555243741228,1.0,-15.67505624052501,1.0,0
109,2025-01-14 16:33:31.655921,6.3769615858634925,4.627093616191116,57.56051853943559,55.93348719552631,57.560517350814365,55.93348710322591,57.34559303438999,0.0,0.0,465.8450090968665,1.0,397.5329644578096,1.0,-30.869761817484687,1.0,0
110,2025-01-14 16:33:43.078111,6.683674218616121,4.6217474265249905,57.8671239069324,55.922092963933565,57.867122777532956,55.92209285474395,57.673337935137106,0.0,0.0,451.6874304633029,1.0,377.72631073096363,1.0,-36.518338175710596,1.0,0
111,2025-01-14 16:33:54.155136,6.971725766913038,4.621603409670698,58.15592516218151,55.91674754988257,58.15592408487767,55.91674742617137,57.97989951280024,0.0,0.0,439.12125630530824,1.0,360.30299792287224,1.0,-41.37506548147485,1.0,0
112,2025-01-14 16:34:03.788767,7.242548495872378,4.626001984512084,58.4281470274923,55.91660407630908,58.42814599828564,55.91660393991749,58.26781880273983,0.0,0.0,427.2764761773318,1.0,344.2169497003533,1.0,-45.61600451438608,1.0,0
113,2025-01-14 16:34:16.722045,7.497395360821363,4.6344109428795335,58.684902316009705,55.92100389362641,58.68490133140239,55.921003746039986,58.538525127640774,0.0,0.0,416.1046699166119,1.0,329.3007537513404,1.0,-49.360104297875296,1.0,0
114,2025-01-14 16:34:27.656166,7.305485905703359,4.6439107378338935,58.76387220423353,55.929413301599055,58.76387246682266,55.92941315096761,58.791817802203134,0.0,0.0,0.0,0.0,-87.82262666898077,1.0,-50.37850843223168,1.0,0
115,2025-01-14 16:34:37.546525,7.116704750183975,4.650282232855748,58.57321576841197,55.93891193347435,58.57321602226795,55.93891179157544,58.599925661989595,0.0,0.0,0.0,0.0,-84.90183202241042,1.0,-47.4579223919136,1.0,0
116,2025-01-14 16:34:48.311893,6.931060598001455,4.653516722938544,58.38566501249707,55.94528266616738,58.38566525759555,55.94528253302527,58.411161625794165,0.0,0.0,0.0,0.0,-81.97289593738333,1.0,-44.529220988920315,1.0,0
117,2025-01-14 16:34:59.489973,6.748563550232685,4.6536041263579575,58.201228854752564,55.94851684755214,58.201229091065386,55.94851672319498,58.225534402167554,0.0,0.0,0.0,0.0,-79.0345435979134,1.0,-41.59110622879325,1.0,0
118,2025-01-14 16:35:11.326595,6.569225288396172,4.650532742873834,58.019917627236566,55.94860396917876,58.019917854731105,55.94860385363917,58.043054097503,0.0,0.0,0.0,0.0,-76.08527999252601,1.0,-38.64208020274873,1.0,0
119,2025-01-14 16:35:21.235131,6.393059357469098,4.644289028195348,57.84174328524304,55.94553183464849,57.841743503881474,55.94553172796426,57.86373239956809,0.0,0.0,0.0,0.0,-73.12336673578557,1.0,-35.68041611458739,1.0,0
120,2025-01-14 16:35:32.387465,6.220081495225526,4.634857239508079,57.6667196931225,55.93928694710328,57.6667199028609,55.93928684931832,57.68758286063553,0.0,0.0,0.0,0.0,-70.14675832749617,1.0,-32.704062669495215,1.0,0
121,2025-01-14 16:35:43.380138,6.072546211015984,4.636560253381132,57.498159360188446,55.92985743487713,57.49815955367444,55.92985733089938,57.514726602794546,0.0,0.0,0.0,0.0,-64.711163158222,1.0,-34.77523592096077,1.0,0
122,2025-01-14 16:35:53.556785,5.928071582555286,4.635202617344163,57.35158516791953,55.93156028878783,57.3515853528612,55.93156019335365,57.367204832993565,0.0,0.0,0.0,0.0,-61.85352115721798,1.0,-31.917848883153965,1.0,0
123,2025-01-14 16:36:04.519685,5.7866731288569015,4.630768803013796,57.20805033258272,55.93020216586999,57.208050508936715,55.93020207902267,57.22274354388944,0.0,0.0,0.0,0.0,-58.981383918990105,1.0,-29.045983991977664,1.0,0
124,2025-01-14 16:36:16.041929,6.153312584082902,4.628992550478083,57.326041480608865,55.92576879837556,57.3260402386884,55.925768704109906,57.08358858675057,0.0,0.0,476.821261028299,1.0,415.3588322839141,1.0,-31.527033761449275,1.0,0
125,2025-01-14 16:36:26.205058,6.495925334742746,4.634139039767696,57.667184359113,55.923993373678705,57.66718318426715,55.923993260088714,57.45000208230267,0.0,0.0,460.8518088447372,1.0,392.9258055597984,1.0,-37.99003790163624,1.0,0
126,2025-01-14 16:36:37.190441,6.817236269334104,4.645125851658809,57.98827742995072,55.929142060313765,57.98827631457252,55.92914193042085,57.79242546044614,0.0,0.0,446.415859642776,1.0,373.03692040723035,1.0,-43.44253307465351,1.0,0
127,2025-01-14 16:36:47.893837,7.119396076083689,4.6611505593466225,58.29111941488614,55.94013181052935,58.29111835297158,55.940131666573365,58.11357502066729,0.0,0.0,433.23875235572933,1.0,355.15607034710683,1.0,-48.1459087092162,1.0,0
128,2025-01-14 16:36:59.394172,7.4038300740564065,4.681581482993219,58.57693162045809,55.95615983457351,58.576930608028135,55.95615967831774,58.41559302422425,0.0,0.0,420.80263621558447,1.0,338.60600359219006,1.0,-52.25956026322365,1.0,0
129,2025-01-14 16:37:11.105455,7.236337882130764,4.703241397568756,58.67501236134035,55.97659180363484,58.67501261053944,55.97659164394839,58.69838118450503,0.0,0.0,0.0,0.0,-83.34434007792879,1.0,-53.40694680228353,1.0,0
130,2025-01-14 16:37:23.015285,7.071851262111014,4.721895735511745,58.50862775848593,55.99824925405824,58.50862799929445,55.99824910276173,58.5309037964961,0.0,0.0,0.0,0.0,-80.53812531272797,1.0,-50.60093774602592,1.0,0
131,2025-01-14 16:37:32.541234,6.910374877730045,4.737539841622612,58.345226042317144,56.016901440463904,58.34522627472208,56.01690129757035,58.36643177416986,0.0,0.0,0.0,0.0,-77.72755589201097,1.0,-47.79057982887025,1.0,0
132,2025-01-14 16:37:45.678241,6.7519144211349795,4.750168017423007,58.18481202161464,56.03254371701645,58.1848122456001,56.03254358254176,58.2049697844024,0.0,0.0,0.0,0.0,-74.91167280647915,1.0,-44.97490245228164,1.0,0
133,2025-01-14 16:37:55.797465,6.5857156646954005,4.752836360765947,58.025726469899325,56.045168346295945,58.025726688984484,56.04516822758076,58.04647193037518,0.0,0.0,0.0,0.0,-73.27277227204831,1.0,-39.70415547655648,1.0,0
134,2025-01-14 16:38:06.396349,6.422620107103363,4.752401498851518,57.8606098435683,56.047836463632905,57.86061005399035,56.0478363535801,57.880288353377644,0.0,0.0,0.0,0.0,-70.37540526653174,1.0,-36.80702894769183,1.0,0
135,2025-01-14 16:38:17.483606,6.262640987826354,4.748850205511001,57.69857465022068,56.047401243341895,57.69857485194266,56.047401141988395,57.7172077943256,0.0,0.0,0.0,0.0,-67.46567834056805,1.0,-33.89755988223442,1.0,0
136,2025-01-14 16:38:27.992158,6.105793862040394,4.74216691887165,57.53963443486466,56.043849146933404,57.539634627843135,56.04384905432262,57.55724349971158,0.0,0.0,0.0,0.0,-64.54142430698084,1.0,-30.973566606462555,1.0,0
137,2025-01-14 16:38:38.989833,5.952097109045255,4.732333262982348,57.38380513132298,56.03716464877539,57.38380531550667,56.03716456495856,57.40041103328805,0.0,0.0,0.0,0.0,-61.600018203762374,1.0,-28.032438644913782,1.0,0
138,2025-01-14 16:38:50.835619,5.8015725116105585,4.719327449285654,57.23110556806279,56.0273293872671,57.23110574339086,56.02732931230502,57.24672878458266,0.0,0.0,0.0,0.0,-58.63827009363831,1.0,-25.070980265695653,1.0,0
139,2025-01-14 16:39:01.400034,6.158546236362696,4.708971786409519,57.33695126814643,56.01432494100783,57.33695002670639,56.014324858648145,57.09839550019808,0.0,0.0,476.31055615537963,1.0,415.19815621541056,1.0,-27.545099671897333,1.0,0
140,2025-01-14 16:39:13.287942,6.491799207870901,4.705691852871827,57.66894094089011,56.0039715804262,57.66893976567058,56.00397147831523,57.455151251457025,0.0,0.0,460.76958039893407,1.0,393.0507838833819,1.0,-34.150894791764586,1.0,0
141,2025-01-14 16:39:23.841984,6.804064799307172,4.708358256050931,57.98114481250293,56.00069218153178,57.98114369587326,56.000692062822,57.78822206177157,0.0,0.0,446.7262104858628,1.0,373.4554772631782,1.0,-39.702347555703454,1.0,0
142,2025-01-14 16:39:34.525296,7.097500360034009,4.716142769477644,58.27537580216632,56.00335991563783,58.27537473810389,56.00335978264111,58.100332845714696,0.0,0.0,433.9237804701072,1.0,355.87442336066033,1.0,-44.48059545097749,1.0,0
143,2025-01-14 16:39:45.686703,7.373533281556098,4.7283981913635875,58.55286507515988,56.011146453766045,58.55286405967988,56.01114630828897,58.39363265905733,0.0,0.0,421.84980756301394,1.0,339.62608816580087,1.0,-48.654635617708664,1.0,0
144,2025-01-14 16:39:56.345840,7.196491853699359,4.741909193403369,58.64336007863378,56.02340257995299,58.643360327988084,56.023402430971025,58.668035846620114,0.0,0.0,0.0,0.0,-83.3962511643449,1.0,-49.82684340347987,1.0,0
145,2025-01-14 16:40:07.937876,7.034151120867613,4.759845126080288,58.4693849738387,56.03691650638184,58.46938521079427,56.03691635806211,58.491068197744596,0.0,0.0,0.0,0.0,-79.24950944357079,1.0,-49.605361509748036,1.0,0
146,2025-01-14 16:40:19.023215,6.874817643176589,4.774773799641471,58.30811455732999,56.054850366177,58.30811478589029,56.0548502262519,58.32874188451084,0.0,0.0,0.0,0.0,-76.44172143955075,1.0,-46.79778500928933,1.0,0
147,2025-01-14 16:40:29.972315,6.718497375751902,4.786689269158704,58.149828915273446,56.06977729048319,58.14982913542186,56.069777158969316,58.16942262426223,0.0,0.0,0.0,0.0,-73.62837929406396,1.0,-43.98466016198199,1.0,0
148,2025-01-14 16:40:39.451278,6.565197503595853,4.795584347981529,57.99453416758936,56.081691347089475,57.99453437930584,56.08169122400687,58.0131163757575,0.0,0.0,0.0,0.0,-70.80832698079575,1.0,-41.164833838820414,1.0,0
149,2025-01-14 16:40:50.916292,6.414926628130058,4.801450427780929,57.84223767977453,56.09058536677113,57.84223788303503,56.090585252143796,57.859830328072654,0.0,0.0,0.0,0.0,-67.98023753219695,1.0,-38.33697617494636,1.0,0
150,2025-01-14 16:41:01.393736,6.267695059869555,4.804277216003841,57.692948274150865,56.09645076776801,57.692948468926645,56.096450661624665,57.70957308753334,0.0,0.0,0.0,0.0,-65.14252901752116,1.0,-35.499516828849664,1.0,0
151,2025-01-14 16:41:10.984541,6.1235150844606805,4.804052406202919,57.546676500665434,56.0992773116327,57.54667668692217,56.099277214007664,57.562354970149585,0.0,0.0,0.0,0.0,-62.29334426166133,1.0,-32.650575446950825,1.0,0
152,2025-01-14 16:41:21.310077,5.982401396386704,4.800761307987904,57.403434940611255,56.09905218534441,57.403435118307925,56.099052096278655,57.41818826825702,0.0,0.0,0.0,0.0,-59.430440747405555,1.0,-29.787938485128507,1.0,0
153,2025-01-14 16:41:31.154147,5.844371574458447,4.79438635593982,57.26323863188375,56.09576033370948,57.26323880097131,56.095760253252,57.27708768421164,0.0,0.0,0.0,0.0,-56.55113266925582,1.0,-26.90890854864847,1.0,0
154,2025-01-14 16:41:40.971268,6.211296688875025,4.790869815167378,57.38352558368651,56.089386093912196,57.38352434310623,56.08938600547573,57.14128979716427,0.0,0.0,474.130336804881,1.0,414.91060988050776,1.0,-29.577472160440266,1.0,0
155,2025-01-14 16:41:52.151216,6.553931316855017,4.79453863980781,57.72469206971243,56.085870302806384,57.72469089694319,56.08587019431253,57.507986386897386,0.0,0.0,458.15977951488344,1.0,392.23128870787605,1.0,-36.285640798610075,1.0,0
156,2025-01-14 16:42:01.885369,6.875282187274549,4.8042301035042,58.045846945680225,56.08954105648091,58.04584583232821,56.089540931175236,57.85043178788404,0.0,0.0,443.91092398997074,1.0,372.35926589403334,1.0,-41.90833549500894,1.0,0
157,2025-01-14 16:42:12.503480,7.185125897421089,4.824251732927937,58.35179192921448,56.099239031982286,58.35179086757532,56.099238886741404,58.17168467087153,0.0,0.0,430.5988005972248,1.0,355.06396489211056,1.0,-48.575640486205884,1.0,0
158,2025-01-14 16:42:24.409609,7.476776910883754,4.848813401502811,58.64475108659801,56.11926471567488,58.64475007574685,56.11926455776064,58.48137969886291,0.0,0.0,417.8517099044042,1.0,338.07797770805337,1.0,-52.81423269877905,1.0,0
159,2025-01-14 16:42:34.653039,7.319593902086693,4.874672445347964,58.749940714370624,56.14382767077372,58.74994095651618,56.143827509237894,58.771377844897344,0.0,0.0,0.0,0.0,-80.98529309563673,1.0,-54.025464340270446,1.0,0
160,2025-01-14 16:42:45.406735,7.165366839509742,4.897575545486851,58.59380406505519,56.16968386604727,58.59380429894872,56.169683712762875,58.61420862339532,0.0,0.0,0.0,0.0,-78.22541499422186,1.0,-51.26578615318067,1.0,0
161,2025-01-14 16:42:55.742100,7.014098943982942,4.917519486444809,58.44060074803505,56.19258441117124,58.44060097366757,56.19258426614723,58.45999513948736,0.0,0.0,0.0,0.0,-75.4625294860034,1.0,-48.50310925121448,1.0,0
162,2025-01-14 16:43:07.397199,6.86579433957079,4.934500133982228,58.29033410756058,56.21252609721047,58.29033432492057,56.212525960458365,58.30874061663352,0.0,0.0,0.0,0.0,-72.69579055673603,1.0,-45.73657892819938,1.0,0
163,2025-01-14 16:43:18.120254,6.72045817974761,4.948512335180466,58.14300840290517,56.22950479795802,58.14300861197822,56.229504669492194,58.160449181824845,0.0,0.0,0.0,0.0,-69.92423629981204,1.0,-42.965244866763896,1.0,0
164,2025-01-14 16:43:27.547892,6.5780968369576795,4.959549718874338,57.998628944880494,56.24351537062264,57.998629145648856,56.24351525046086,58.01512599194308,0.0,0.0,0.0,0.0,-67.14674255931641,1.0,-40.18796552713866,1.0,0
165,2025-01-14 16:43:38.176038,6.438718096117632,4.967604508090449,57.857202277998496,56.25455145736157,57.85720247044043,56.25455134552551,57.87277742325938,0.0,0.0,0.0,0.0,-64.36197657308185,1.0,-37.40343712024696,1.0,0
166,2025-01-14 16:43:49.716878,6.302331419376499,4.972667230866634,57.718736386329965,56.26260529985547,57.71873657041903,56.26260519637158,57.733411265152085,0.0,0.0,0.0,0.0,-61.568370896907254,1.0,-34.610066126106176,1.0,0
167,2025-01-14 16:44:00.438781,6.168948279213096,4.974726418428124,57.58324096592077,56.26766745595082,57.58324114162495,56.26766736085106,57.59703698503474,0.0,0.0,0.0,0.0,-58.76405676644936,1.0,-31.80600406153644,1.0,0
168,2025-01-14 16:44:11.684216,6.038582561925594,4.973768175310104,57.450727762135344,56.2697264736999,57.45072792941587,56.26972638702302,57.46366606159384,0.0,0.0,0.0,0.0,-55.946774280641876,1.0,-28.98897943623524,1.0,0
169,2025-01-14 16:44:23.037196,5.89406746172188,4.958690058820972,57.31901302610843,56.26876304674893,57.319013190555935,56.268762980250465,57.33324100679946,0.0,0.0,0.0,0.0,-54.9992759908946,1.0,-22.240332493197457,1.0,0
170,2025-01-14 16:44:34.696231,5.75276431488518,4.940399989267889,57.175437258243605,56.25368268745465,57.175437413724396,56.253682629921904,57.188739832362565,0.0,0.0,0.0,0.0,-52.000366994775504,1.0,-19.24175668762018,1.0,0
171,2025-01-14 16:44:45.142336,6.120056244441281,4.925619379637361,57.29793699480687,56.23539504976352,57.29793573045777,56.2353949824346,57.04968609055604,0.0,0.0,478.13687765241525,1.0,422.8600610497324,1.0,-22.518077231552525,1.0,0
172,2025-01-14 16:44:56.005359,6.462276337409438,4.918842992006005,57.63835540797631,56.22061828814488,57.638354213619536,56.220618198473026,57.41674215841994,0.0,0.0,462.2013388677535,1.0,399.4512148398144,1.0,-29.99064291884679,1.0,0
173,2025-01-14 16:45:08.559060,6.78242389846336,4.918639301185487,57.95808454715026,56.21384309823229,57.95808341441271,56.21384299021328,57.75876641945733,0.0,0.0,447.72959708922616,1.0,378.8427337281064,1.0,-36.126830597140724,1.0,0
174,2025-01-14 16:45:20.560147,7.082961943849191,4.924013481614309,58.25917591103571,56.213640192779394,58.259174833041456,56.2136400691901,58.07874937272589,0.0,0.0,434.628661939934,1.0,360.5339047629741,1.0,-41.33429454839188,1.0,0
175,2025-01-14 16:45:31.644663,7.365449726375331,4.934213369899176,58.54294865715502,56.21901613726869,58.54294762955115,56.219016000208654,58.379143768236865,0.0,0.0,422.2812857280414,1.0,343.68090116743133,1.0,-45.839566676022514,1.0,0
176,2025-01-14 16:45:43.140564,7.194256425268187,4.945813436009676,58.63697751057771,56.22921670729688,58.63697774950195,56.22921656632832,58.65998229374255,0.0,0.0,0.0,0.0,-79.90793161923193,1.0,-47.146768782795334,1.0,0
177,2025-01-14 16:45:55.415802,7.026127480805546,4.954349156692858,58.466905380632895,56.24081537953367,58.46690561100248,56.2408152471191,58.488804370071826,0.0,0.0,0.0,0.0,-77.04683602582918,1.0,-44.28589628219015,1.0,0
178,2025-01-14 16:46:05.294078,6.861071246989771,4.959812154190683,58.299875219969934,56.24935007300746,58.29987544176151,56.24934994917023,58.32069060709346,0.0,0.0,0.0,0.0,-74.17792928720246,1.0,-41.41721553367006,1.0,0
179,2025-01-14 16:46:15.636250,6.699097637854012,4.962192531170539,58.13589560383204,56.254812439495524,58.135895817017946,56.25481232426325,58.15564936368611,0.0,0.0,0.0,0.0,-71.29977433805834,1.0,-38.53929816386881,1.0,0
180,2025-01-14 16:46:26.129774,6.540218314547683,4.961478633714918,57.974976677763514,56.257192619587954,57.974976882311196,56.25719251299316,57.99369055917841,0.0,0.0,0.0,0.0,-68.41073130146924,1.0,-35.65050429585881,1.0,0
181,2025-01-14 16:46:36.094371,6.397454775199439,4.966043968047225,57.81899073661561,56.25647930877938,57.81899092821255,56.25647920200629,57.834884386581635,0.0,0.0,0.0,0.0,-64.07937015012521,1.0,-35.71013381360899,1.0,0
182,2025-01-14 16:46:48.483228,6.257717566821177,4.967582974013289,57.67715927853038,56.26104414213076,57.677159461678784,56.26104404380545,57.69213383842842,0.0,0.0,0.0,0.0,-61.25376659269932,1.0,-32.88478232207126,1.0,0
183,2025-01-14 16:46:58.709140,6.121020440958316,4.966081890815373,57.53833273117084,56.26258299153663,57.538332905832334,56.26258290169747,57.55240944113613,0.0,0.0,0.0,0.0,-58.41533085344963,1.0,-30.046601546018792,1.0,0
184,2025-01-14 16:47:11.448679,5.9873799461802255,4.961524187215232,57.40252517059768,56.26108140561666,57.40252533672607,56.26108132430976,57.415724953657666,0.0,0.0,0.0,0.0,-55.561446662295566,1.0,-27.19299839384348,1.0,0
185,2025-01-14 16:47:22.426982,5.856816101498871,4.953889827005698,57.269753541449596,56.25652278695497,57.26975369898901,56.25652271423622,57.282096933637604,0.0,0.0,0.0,0.0,-52.68886903309067,1.0,-24.32069890630828,1.0,0
186,2025-01-14 16:47:32.095774,6.2299073811028896,4.94956706208959,57.400412321368144,56.248889395348826,57.40041107286838,56.24888931338612,57.15379445168575,0.0,0.0,473.3398411887166,1.0,417.559271876371,1.0,-27.41233048425329,1.0,0
187,2025-01-14 16:47:42.611290,6.577976016329822,4.952901987129663,57.74676122818752,56.244567483157134,57.746760049542736,56.24456737981866,57.526647043568836,0.0,0.0,457.1266863647495,1.0,394.1963567069706,1.0,-34.56143189623617,1.0,0
188,2025-01-14 16:47:54.016617,6.904293852432755,4.962580432350402,58.072726394793655,56.24790439384595,58.07272527686993,56.247904272799936,57.87451972165047,0.0,0.0,442.74135899435186,1.0,373.8882685985345,1.0,-40.48369676013408,1.0,0
189,2025-01-14 16:48:04.904500,7.210889807511099,4.9776643188198895,58.37992869618402,56.257585766740036,58.379927633317266,56.257585630605014,58.200669231909835,0.0,0.0,429.3745278229353,1.0,355.4745280723637,1.0,-45.5301978092848,1.0,0
190,2025-01-14 16:48:16.867113,7.499295030217133,4.997435752207958,58.66968049027672,56.27267304928341,58.6696794781925,56.272672900063284,58.507117889469114,0.0,0.0,416.7669942995108,1.0,338.490371987632,1.0,-49.90649332683006,1.0,0
191,2025-01-14 16:48:27.670069,7.339957160288518,5.018575400029189,58.7725159043314,56.29244561880244,58.77251614219836,56.29244546576298,58.79388577300694,0.0,0.0,0.0,0.0,-79.55432663777628,1.0,-51.18386763683702,1.0,0
192,2025-01-14 16:48:38.282138,7.183602506017375,5.036731833691488,58.61423257434921,56.31358287338369,58.61423280388802,56.31358272867176,58.63456198042445,0.0,0.0,0.0,0.0,-76.76898698434798,1.0,-48.398733692351925,1.0,0
193,2025-01-14 16:48:49.544444,7.028654332558593,5.050881109133345,58.45866821894745,56.3317365870155,58.458668440665306,56.33173645171973,58.47821388444677,0.0,0.0,0.0,0.0,-74.15327318710752,1.0,-45.24950940492545,1.0,0
194,2025-01-14 16:49:02.587203,6.876710253999343,5.062026294020731,58.30473884037276,56.34588420428136,58.30473905370417,56.34588407737137,58.32327954951764,0.0,0.0,0.0,0.0,-71.34843754101894,1.0,-42.44489685163444,1.0,0
195,2025-01-14 16:49:13.478787,6.727777869464468,5.0701597936016105,58.15379135477176,56.35702806874281,58.153791559695534,56.35702795023977,58.171349112450315,0.0,0.0,0.0,0.0,-68.53651507697123,1.0,-39.633203275002415,1.0,0
196,2025-01-14 16:49:23.432354,6.581866282569618,5.0752724921448005,58.00583354429088,56.36516060459809,58.00583374078158,56.36516049452742,58.02243017655886,0.0,0.0,0.0,0.0,-65.71608321621625,1.0,-36.81300319897218,1.0,1
197,2025-01-14 16:49:36.912554,6.438986431224051,5.077353459738901,57.86087474146631,56.37027272630691,57.86087492949339,56.37027262469911,57.876531850575745,0.0,0.0,0.0,0.0,-62.88543544371805,1.0,-33.98260749236215,1.0,1
198,2025-01-14 16:49:50.186507,6.299151425982668,5.0763895745930245,57.71892614631047,56.37235352108346,57.71892632583735,56.37235342797513,57.733665078352594,0.0,0.0,0.0,0.0,-60.04255233506228,1.0,-31.139973552285483,1.0,1
199,2025-01-14 16:50:04.866210,6.162376988105976,5.072365124735898,57.58000117763608,56.37138920927218,57.58000134861885,56.37138912470713,57.59384297748257,0.0,0.0,0.0,0.0,-57.18498856140286,1.0,-28.28268212567764,1.0,1
200,2025-01-14 16:50:20.424367,6.028682019976976,5.065261215675042,57.444115927513224,56.367363911766844,57.444116089899154,56.367363835797796,57.457081277711325,0.0,0.0,0.0,0.0,-54.309783072881146,1.0,-25.40776057344374,1.0,1
201,2025-01-14 16:50:35.838563,5.8980894418739735,5.055054914828894,57.311289766699446,56.36025876109594,57.311289920424514,56.36025869378684,57.32339889207527,0.0,0.0,0.0,0.0,-51.41316936772,1.0,-22.511448188424765,1.0,1
202,2025-01-14 16:50:49.714214,5.7706270280857925,5.04171845272725,57.181546179484414,56.350050834577395,57.181546324471114,56.350050776005716,57.19281875366591,0.0,0.0,0.0,0.0,-48.490630541095925,1.0,-19.589230963106274,1.0,1
203,2025-01-14 16:51:02.368173,5.64632895288216,5.025217656108669,57.05491368219911,56.336712363139945,57.05491381835202,56.33671231340101,57.065368653560476,0.0,0.0,0.0,0.0,-45.53618075249233,1.0,-16.635128851589798,1.0,1
204,2025-01-14 16:51:15.724953,5.525237724540867,5.005510009761816,56.93142742299305,56.320209166578856,56.93142755019351,56.32020912579124,56.94108278787993,0.0,0.0,0.0,0.0,-42.542043624393955,1.0,-13.641371270978198,1.0,1
