iteration,timestamp,P79,ScadaCommand_P79,ScadaCommand_P1,ScadaCommand_V1,ScadaCommand_V2,T41,T42,P1,J2,J13,V1F,V2F
0.0,2025-01-14 16:13:57.271013,1.0,1,1,0.0,0.0,3.0510001182556152,3.0510001182556152,1.0,0.0,0.0,0.0,0.0
1.0,2025-01-14 16:14:08.216243,1.0,1,1,,,3.5967936515808105,3.0510001182556152,1.0,54.79847717285156,54.351531982421875,560.40625,-628.8280639648438
2.0,2025-01-14 16:14:18.935272,1.0,1,1,,,4.1218719482421875,4.313260555267334,1.0,55.31480407714844,55.00094985961914,541.0648803710938,-594.50146484375
3.0,2025-01-14 16:14:29.143055,1.0,1,1,,,4.627288341522217,4.313260555267334,1.0,55.81275939941406,55.61268997192383,522.7076416015625,-561.0997314453125
4.0,2025-01-14 16:14:39.466088,1.0,1,1,,,5.114263534545898,4.889549732208252,1.0,56.293487548828125,56.188499450683594,505.4891662597656,-528.890869140625
5.0,2025-01-14 16:14:49.897209,1.0,1,1,,,5.584712028503418,5.939116477966309,1.0,56.75896072387695,56.72981262207031,490.05841064453125,-497.19390869140625
6.0,2025-01-14 16:15:00.611296,1.0,1,1,,,6.044761657714844,5.939116477966309,1.0,57.216182708740234,57.237152099609375,480.3497619628906,-461.75079345703125
7.0,2025-01-14 16:15:11.336082,1.0,1,1,,,6.486586570739746,6.408962726593018,1.0,57.653621673583984,57.70668029785156,463.33349609375,-436.3111572265625
8.0,2025-01-14 16:15:21.920881,1.0,1,1,,,6.910257339477539,7.27122163772583,1.0,58.07364273071289,58.14902114868164,446.3838195800781,-414.894775390625
9.0,2025-01-14 16:15:32.522438,1.0,1,1,,,7.3163909912109375,7.27122163772583,1.0,58.4769401550293,58.56846237182617,430.0099182128906,-395.4707336425781
10.0,2025-01-14 16:15:43.123030,1.0,1,0,,,7.705353260040283,8.049497604370117,1.0,58.86378479003906,58.96711730957031,413.9773254394531,-377.3255615234375
11.0,2025-01-14 16:15:52.615588,1.0,0,0,,,7.669405460357666,8.39883041381836,1.0,59.00032043457031,59.346248626708984,17.25150489807129,-349.234130859375
12.0,2025-01-14 16:16:03.516239,0.0,0,0,,,7.646300792694092,8.320475578308105,0.0,58.9647102355957,59.693721771240234,29.242523193359375,49.96467590332031
13.0,2025-01-14 16:16:13.753960,0.0,0,0,,,7.642075538635254,8.320475578308105,0.0,58.9647102355957,59.693721771240234,30.02464485168457,43.9232177734375
14.0,2025-01-14 16:16:24.131057,0.0,0,0,,,7.636048793792725,8.195075035095215,0.0,58.9377326965332,59.55180358886719,28.34290885925293,42.2564582824707
15.0,2025-01-14 16:16:33.877922,0.0,0,0,,,7.628255844116211,8.195075035095215,0.0,58.931583404541016,59.49000930786133,26.6935977935791,40.60829544067383
16.0,2025-01-14 16:16:43.857536,0.0,0,0,,,7.618732929229736,8.135042190551758,0.0,58.923683166503906,59.42997741699219,25.078493118286133,38.99333190917969
17.0,2025-01-14 16:16:53.745027,0.0,0,0,,,7.607519149780273,8.020126342773438,0.0,58.914066314697266,59.37167739868164,23.499528884887695,37.414493560791016
18.0,2025-01-14 16:17:03.876777,0.0,0,0,,,7.594654560089111,7.9651641845703125,0.0,58.90277099609375,59.315067291259766,21.958784103393555,35.87388229370117
19.0,2025-01-14 16:17:14.085184,0.0,0,0,,,7.580183506011963,7.911808967590332,0.0,58.889835357666016,59.260108947753906,20.458518981933594,34.37374496459961
20.0,2025-01-14 16:17:23.799442,0.0,0,0,,,7.564151763916016,7.86001443862915,0.0,58.87530517578125,59.206756591796875,19.001258850097656,32.9166145324707
21.0,2025-01-14 16:17:34.735104,0.0,0,0,,,7.546607971191406,7.86001443862915,0.0,58.85922622680664,59.154964447021484,17.58964729309082,31.5051326751709
22.0,2025-01-14 16:17:45.973385,0.0,0,0,,,7.527604103088379,7.760909080505371,0.0,58.84164810180664,59.10468673706055,16.2265682220459,30.142175674438477
23.0,2025-01-14 16:17:57.259756,0.0,0,0,,,7.507195949554443,7.760909080505371,0.0,58.82261657714844,59.05586624145508,14.915115356445312,28.830846786499023
24.0,2025-01-14 16:18:08.500885,0.0,0,0,,,7.4854416847229,7.667418956756592,0.0,58.80219268798828,59.00844955444336,13.65856647491455,27.574417114257812
25.0,2025-01-14 16:18:19.562730,0.0,0,0,,,7.452850818634033,7.61651086807251,0.0,58.780372619628906,58.96236801147461,11.389872550964355,28.522228240966797
26.0,2025-01-14 16:18:30.313057,0.0,0,0,,,7.419240951538086,7.566621780395508,0.0,58.74775695800781,58.91146469116211,10.43903923034668,27.571487426757812
27.0,2025-01-14 16:18:41.351091,0.0,0,0,,,7.384681701660156,7.51768159866333,0.0,58.71411895751953,58.861576080322266,9.552303314208984,26.684831619262695
28.0,2025-01-14 16:18:52.330562,0.0,0,0,,,7.3492431640625,7.469621658325195,0.0,58.67953109741211,58.81263732910156,8.731096267700195,25.86370086669922
29.0,2025-01-14 16:19:02.833742,0.0,0,0,,,7.312995910644531,7.469621658325195,0.0,58.644065856933594,58.76457977294922,7.97632360458374,25.109010696411133
30.0,2025-01-14 16:19:13.468972,0.0,0,0,,,7.276011943817139,7.375854969024658,0.0,58.6077880859375,58.71732711791992,7.288270950317383,24.421031951904297
31.0,2025-01-14 16:19:24.363486,0.0,0,0,,,7.238361835479736,7.330005645751953,0.0,58.570777893066406,58.670814514160156,6.666476249694824,23.799293518066406
32.0,2025-01-14 16:19:35.274183,0.0,0,0,,,7.200115203857422,7.330005645751953,0.0,58.53310012817383,58.62496566772461,6.109631061553955,23.242507934570312
33.0,2025-01-14 16:19:46.227080,0.0,0,0,,,7.161339282989502,7.240029811859131,0.0,58.49483108520508,58.579715728759766,5.615607738494873,22.7485408782959
34.0,2025-01-14 16:19:57.528906,0.0,0,0,,,7.122098922729492,7.195771217346191,0.0,58.456031799316406,58.53499221801758,5.181454658508301,22.314430236816406
35.0,2025-01-14 16:20:08.816065,0.0,0,0,,,7.08245325088501,7.195771217346191,0.0,58.416770935058594,58.4907341003418,4.803483486175537,21.936500549316406
36.0,2025-01-14 16:20:19.125760,0.0,0,0,,,7.042458534240723,7.151917934417725,0.0,58.377105712890625,58.44688034057617,4.477420330047607,21.610469818115234
37.0,2025-01-14 16:20:30.384443,0.0,0,0,,,7.019024848937988,7.076038837432861,0.0,58.33739471435547,58.40339279174805,6.071305274963379,17.52176284790039
38.0,2025-01-14 16:20:41.400291,0.0,0,0,,,6.9947919845581055,7.044463157653809,0.0,58.313941955566406,58.37101745605469,5.325352668762207,16.77589988708496
39.0,2025-01-14 16:20:51.468124,0.0,0,0,,,6.969859600067139,7.01358699798584,0.0,58.28968811035156,58.33944320678711,4.671858787536621,16.122488021850586
40.0,2025-01-14 16:21:02.198235,0.0,0,0,,,6.944324970245361,7.01358699798584,0.0,58.26473617553711,58.30856704711914,4.110006809234619,15.560708045959473
41.0,2025-01-14 16:21:12.749169,0.0,0,0,,,6.918283462524414,6.983313083648682,0.0,58.23918533325195,58.27829360961914,3.6365807056427,15.087340354919434
42.0,2025-01-14 16:21:23.512932,0.0,0,0,,,6.8918232917785645,6.924197196960449,0.0,58.21312713623047,58.24852752685547,3.245823383331299,14.696635246276855
43.0,2025-01-14 16:21:34.602902,0.0,0,0,,,6.865025043487549,6.8951873779296875,0.0,58.1866569519043,58.219181060791016,2.9298198223114014,14.380677223205566
