iteration,timestamp,T2,P2
0,2026-01-01 19:52:18.335952,0.0,1
1,2026-01-01 19:52:20.933194,3.2186312675476074,1
2,2026-01-01 19:52:23.575236,3.3848071098327637,1
3,2026-01-01 19:52:26.257580,3.5495386123657227,1
4,2026-01-01 19:52:29.125714,3.712836742401123,1
5,2026-01-01 19:52:31.779752,3.8747129440307617,1
6,2026-01-01 19:52:34.448922,4.035178184509277,1
7,2026-01-01 19:52:37.480231,4.194244384765625,1
8,2026-01-01 19:52:40.499030,4.351921558380127,1
9,2026-01-01 19:52:42.653854,4.50822114944458,1
10,2026-01-01 19:52:45.468796,4.663154602050781,1
11,2026-01-01 19:52:48.442371,4.816732883453369,1
12,2026-01-01 19:52:51.062196,4.968966484069824,1
13,2026-01-01 19:52:53.836442,5.133511543273926,1
14,2026-01-01 19:52:56.405759,5.296728134155273,1
15,2026-01-01 19:52:59.185172,5.458625316619873,1
16,2026-01-01 19:53:02.091013,5.619210720062256,1
17,2026-01-01 19:53:04.048835,5.7784929275512695,1
18,2026-01-01 19:53:06.721994,5.93648099899292,1
19,2026-01-01 19:53:09.073935,6.093182563781738,1
20,2026-01-01 19:53:11.956666,6.2486066818237305,1
21,2026-01-01 19:53:14.753696,6.402761459350586,1
22,2026-01-01 19:53:17.842987,6.555654525756836,1
23,2026-01-01 19:53:20.511987,6.707294940948486,1
24,2026-01-01 19:53:23.176675,6.857690811157227,1
25,2026-01-01 19:53:25.975490,7.000319957733154,1
26,2026-01-01 19:53:29.124541,7.1417317390441895,0
27,2026-01-01 19:53:31.851689,7.22980260848999,0
28,2026-01-01 19:53:34.634227,7.317915439605713,0
29,2026-01-01 19:53:37.356758,7.406040668487549,0
30,2026-01-01 19:53:39.981847,7.494149684906006,0
31,2026-01-01 19:53:42.946634,7.4324164390563965,0
32,2026-01-01 19:53:45.334380,7.371706485748291,0
33,2026-01-01 19:53:47.887589,7.311942100524902,0
34,2026-01-01 19:53:50.728990,7.253048896789551,0
35,2026-01-01 19:53:53.540754,7.1949591636657715,0
36,2026-01-01 19:53:55.982773,7.137608051300049,0
37,2026-01-01 19:53:58.333872,7.0939764976501465,0
38,2026-01-01 19:54:00.973946,7.051540851593018,0
39,2026-01-01 19:54:03.514943,7.010191917419434,0
40,2026-01-01 19:54:05.966100,6.969819068908691,0
41,2026-01-01 19:54:08.449640,6.930315971374512,0
42,2026-01-01 19:54:11.069115,6.891587257385254,0
43,2026-01-01 19:54:13.339415,6.853544235229492,0
44,2026-01-01 19:54:15.752744,6.816106796264648,0
45,2026-01-01 19:54:18.569877,6.779203414916992,0
46,2026-01-01 19:54:20.947054,6.742769241333008,0
47,2026-01-01 19:54:23.479045,6.706745624542236,0
48,2026-01-01 19:54:26.152812,6.671081066131592,0
49,2026-01-01 19:54:28.947049,6.6108903884887695,0
50,2026-01-01 19:54:31.492111,6.550673484802246,0
51,2026-01-01 19:54:34.225013,6.490433216094971,0
52,2026-01-01 19:54:36.759290,6.430171012878418,0
53,2026-01-01 19:54:39.528837,6.369888782501221,0
54,2026-01-01 19:54:41.982479,6.309588432312012,0
55,2026-01-01 19:54:44.564771,6.249271869659424,0
56,2026-01-01 19:54:47.339999,6.188940048217773,0
57,2026-01-01 19:54:49.984660,6.128594398498535,0
58,2026-01-01 19:54:52.691941,6.068235874176025,0
59,2026-01-01 19:54:55.320699,6.007865905761719,0
60,2026-01-01 19:54:57.664802,5.947485446929932,0
61,2026-01-01 19:55:00.222113,6.014109134674072,0
62,2026-01-01 19:55:02.939431,6.0805840492248535,0
63,2026-01-01 19:55:05.752776,6.146896839141846,0
64,2026-01-01 19:55:08.434644,6.213035583496094,0
65,2026-01-01 19:55:11.006737,6.278988838195801,0
66,2026-01-01 19:55:13.838032,6.34474515914917,0
67,2026-01-01 19:55:16.796723,6.410295486450195,0
68,2026-01-01 19:55:19.205121,6.4756293296813965,0
69,2026-01-01 19:55:22.008716,6.540738105773926,0
70,2026-01-01 19:55:24.926901,6.605613708496094,0
71,2026-01-01 19:55:27.467078,6.670248031616211,0
72,2026-01-01 19:55:30.170678,6.7346343994140625,0
73,2026-01-01 19:55:33.110576,6.795063018798828,0
74,2026-01-01 19:55:35.734233,6.855235576629639,0
75,2026-01-01 19:55:38.349627,6.91514778137207,0
76,2026-01-01 19:55:41.006114,6.974793434143066,0
77,2026-01-01 19:55:43.535437,7.034168243408203,0
78,2026-01-01 19:55:45.823374,6.939947128295898,0
79,2026-01-01 19:55:48.401986,6.845414638519287,0
80,2026-01-01 19:55:50.916405,6.750589370727539,0
81,2026-01-01 19:55:53.495980,6.655489444732666,0
82,2026-01-01 19:55:56.205279,6.560131072998047,0
83,2026-01-01 19:55:58.763848,6.464529991149902,0
84,2026-01-01 19:56:01.423872,6.368700981140137,0
85,2026-01-01 19:56:04.490716,6.23009729385376,0
86,2026-01-01 19:56:06.957512,6.0912699699401855,0
87,2026-01-01 19:56:09.752238,5.952228546142578,0
88,2026-01-01 19:56:12.718276,5.812982559204102,0
89,2026-01-01 19:56:15.335234,5.840934753417969,0
90,2026-01-01 19:56:17.465126,5.868967533111572,0
91,2026-01-01 19:56:20.161459,5.897048473358154,0
92,2026-01-01 19:56:22.549902,5.925149917602539,0
93,2026-01-01 19:56:25.394741,5.953248500823975,0
94,2026-01-01 19:56:28.013764,5.981324195861816,0
95,2026-01-01 19:56:30.572349,6.009359836578369,0
96,2026-01-01 19:56:33.104992,6.037339210510254,0
97,2026-01-01 19:56:36.103936,6.0639872550964355,0
