iteration,timestamp,J1,P1F,T1,V1F,P1
255,2026-01-02 14:12:09.915745,56.26943115574281,0.0,6.600868225097656,-6.269637733566924,0
256,2026-01-02 14:12:16.194552,56.20404965549588,0.0,6.600868225097656,-6.3074794871909035,0
257,2026-01-02 14:12:22.400935,56.13864056772043,0.0,6.600868225097656,-6.342377574810598,0
258,2026-01-02 14:12:28.702105,56.073206482351914,0.0,6.600868225097656,-6.374560883841696,0
259,2026-01-02 14:12:34.861893,56.00774959887935,0.0,6.600868225097656,-6.40422932860929,0
260,2026-01-02 14:12:41.044945,55.942272056757076,0.0,6.600868225097656,-6.431579926129416,0
261,2026-01-02 14:12:47.163720,67.2972997968828,313.64294001602144,6.600868225097656,201.1250178361479,1
262,2026-01-02 14:12:53.547950,67.31888746402475,312.50512107717725,6.600868225097656,200.32117102687153,1
263,2026-01-02 14:12:59.814905,67.34040459772018,311.3710197374034,6.600868225097656,199.5212124063528,1
264,2026-01-02 14:13:05.934929,67.27241528548568,314.9545253839708,6.600868225097656,199.36384796210405,1
265,2026-01-02 14:13:12.024182,67.29108398439912,313.9705562015842,6.600868225097656,198.67183728251803,1
266,2026-01-02 14:13:18.182935,67.30968313372433,312.99025276214996,6.600868225097656,197.9835177746736,1
267,2026-01-02 14:13:24.417837,67.32821280567087,312.01361125972596,6.600868225097656,197.29886046548017,1
268,2026-01-02 14:13:30.502415,67.34667263389699,311.04065100305036,6.600868225097656,196.61782479261092,1
269,2026-01-02 14:13:36.566223,67.3650626114151,310.0713723604145,6.600868225097656,195.94037598835712,1
270,2026-01-02 14:13:42.755418,67.38338217355451,309.1058050938593,6.600868225097656,195.2664908742463,1
271,2026-01-02 14:13:48.879604,67.40163142108176,308.1439438922935,6.600868225097656,194.59612888795164,1
272,2026-01-02 14:13:55.107717,67.41981033080467,307.18578997810494,6.600868225097656,193.92927844023689,1
273,2026-01-02 14:14:01.378530,67.43791843575438,306.2313679637731,6.600868225097656,193.26588737953898,1
274,2026-01-02 14:14:07.560656,67.45595598010854,305.2806649794512,6.600868225097656,192.60594411662169,1
275,2026-01-02 14:14:13.814818,67.47392278605456,304.33369039709027,6.600868225097656,191.94940229454005,1
276,2026-01-02 14:14:19.815137,67.48787217714008,303.59846128418474,6.600868225097656,191.31924916337084,1
