iteration,timestamp,T1,J5,V5F,V5
0,2026-01-02 13:54:03.017139,0.0,0.0,0.0,1
1,2026-01-02 13:54:05.539698,3.191578061938476,55.54426850300372,130.7858810844209,1
2,2026-01-02 13:54:08.342951,3.3316551302543784,55.67726145879922,130.31217105321957,1
3,2026-01-02 13:54:11.316073,3.471224829765587,55.80968126516209,129.83256210077343,1
4,2026-01-02 13:54:14.353734,3.6102808508230915,55.94152311301197,129.34711217326367,1
5,2026-01-02 13:54:17.349867,3.748816931465122,56.072782384522164,128.85586183301712,1
6,2026-01-02 13:54:20.282165,3.886826867627368,56.2034544192371,128.35887192352402,1
7,2026-01-02 13:54:23.700172,4.024304505801977,56.33353478262529,127.85619459634745,1
8,2026-01-02 13:54:26.870559,4.161243755708685,56.46301894939872,127.34787620843235,1
9,2026-01-02 13:54:30.090930,4.297638579105917,56.591902529651996,126.83398050057804,1
10,2026-01-02 13:54:33.179875,4.433482995852692,56.72018136956371,126.31456252165663,1
11,2026-01-02 13:54:35.947597,4.568771097066004,56.847851149261686,125.78968021784931,1
12,2026-01-02 13:54:38.524833,4.703497027832418,57.21850643207735,141.2670009096928,1
13,2026-01-02 13:54:41.138294,4.854799803380278,57.35846166607581,140.55598098536848,1
14,2026-01-02 13:54:44.047510,5.005341052458535,57.49765260285639,139.84173635606112,1
15,2026-01-02 13:54:46.635931,5.155117305825526,57.63607796192244,139.1243191733338,1
16,2026-01-02 13:54:49.108650,5.304125180402441,57.77373566359598,138.4037844860586,1
17,2026-01-02 13:54:52.035616,5.4523613345766835,57.91062400809183,137.68019313772584,1
18,2026-01-02 13:54:54.825802,5.599822491826193,58.04674144457108,136.95361176644383,1
19,2026-01-02 13:54:57.830079,5.746505447381938,58.182086266329094,136.22408093453942,1
20,2026-01-02 13:55:00.604430,5.892407053541707,58.316656927666216,135.49168466397532,1
21,2026-01-02 13:55:03.351584,6.037524227666208,58.45045199434857,134.7564693116965,1
22,2026-01-02 13:55:06.462494,6.181853956361267,58.58347002187019,134.01850441312035,1
23,2026-01-02 13:55:09.177000,6.325393290951449,58.715709770551676,133.2778537090462,1
24,2026-01-02 13:55:11.967443,6.468139358314762,58.738895956572314,125.21407762164927,1
25,2026-01-02 13:55:14.707753,6.602248792463654,58.863388769022215,124.54622760230905,1
26,2026-01-02 13:55:17.515665,6.7356429270986835,58.801436817725055,110.24523466971914,1
27,2026-01-02 13:55:20.126883,6.853720113437102,58.90352856370297,109.00474310403752,1
28,2026-01-02 13:55:22.960578,6.97046868416235,59.00483852585631,107.79516003140088,1
29,2026-01-02 13:55:25.353149,7.08592174404437,59.10536629601055,106.61470360673775,1
30,2026-01-02 13:55:27.912650,7.200110482600118,58.40048585953845,-35.52178264897066,1
31,2026-01-02 13:55:30.726787,7.16206518938518,58.35767324524759,-36.47716161935932,1
32,2026-01-02 13:55:33.718839,7.122996643477389,58.314105286225434,-37.359708034614414,1
33,2026-01-02 13:55:36.545341,7.082982855387945,58.269860083999184,-38.173776550252114,1
34,2026-01-02 13:55:39.398947,7.042097167675314,58.225008666281724,-38.92352480477257,1
35,2026-01-02 13:55:42.303571,7.000408469116295,58.179615247860774,-39.612977160459195,1
36,2026-01-02 13:55:45.307067,6.957981339572296,58.2155484352198,-21.52913293571146,1
37,2026-01-02 13:55:48.198430,6.9349227528279505,58.18881570379436,-22.645547240927044,1
38,2026-01-02 13:55:50.804861,6.910668442445422,58.161084212125424,-23.66052096135718,1
39,2026-01-02 13:55:53.734864,6.885327049785954,58.13251193766628,-24.571420443066927,1
40,2026-01-02 13:55:56.793325,6.859010046194971,58.10322548020697,-25.383944692976,1
41,2026-01-02 13:55:59.803855,6.831822797467949,58.07332876951794,-26.106449550411526,1
42,2026-01-02 13:56:02.595117,6.803861713124262,58.042912218469255,-26.74681569601489,1
43,2026-01-02 13:56:05.549868,6.775214772973543,58.012053644769004,-27.312605106430965,1
44,2026-01-02 13:56:08.057326,6.745961847082995,57.980819883947454,-27.811003108126897,1
45,2026-01-02 13:56:10.712340,6.716175114490437,57.94926801069241,-28.24880678815589,1
46,2026-01-02 13:56:13.297178,6.68591947850577,57.91744647828734,-28.632407610302835,1
47,2026-01-02 13:56:15.568789,6.655252991194289,57.885396599868635,-28.967692906576303,1
48,2026-01-02 13:56:18.291537,6.624227400558513,57.693786220723005,-56.76414283129816,1
49,2026-01-02 13:56:20.978521,6.563430662757876,57.6331678655999,-56.73989235447152,1
50,2026-01-02 13:56:23.754660,6.502659900508936,57.57256006363971,-56.71772504285855,1
51,2026-01-02 13:56:26.408307,6.441912881097662,57.51196187774354,-56.69747285253379,1
52,2026-01-02 13:56:29.017274,6.381187553147248,57.45137260184704,-56.67895325302652,1
53,2026-01-02 13:56:31.813292,6.320482059568127,57.39079144179962,-56.662024276192824,1
54,2026-01-02 13:56:34.387771,6.25979469676269,57.33021769628621,-56.64655264581597,1
55,2026-01-02 13:56:37.262686,6.199123906050667,57.26965078155646,-56.63240508567924,1
56,2026-01-02 13:56:40.159555,6.138468269919463,57.20909004726585,-56.619471498038365,1
57,2026-01-02 13:56:43.075644,6.077826481919778,57.14853503625547,-56.60765047707628,1
58,2026-01-02 13:56:46.184546,6.017197358804203,57.08798520182454,-56.596840616975896,1
59,2026-01-02 13:56:48.942942,5.956579809628834,57.02744017953728,-56.586952101156385,1
60,2026-01-02 13:56:52.118567,5.895972848992189,57.536872932011796,71.52561957923353,1
61,2026-01-02 13:56:54.534490,5.972579732958901,57.60733335173181,70.83650041408873,1
62,2026-01-02 13:56:57.392733,6.0484485416899965,57.677244631394736,70.16309045866365,1
63,2026-01-02 13:57:00.366746,6.123596097318238,57.74661363499063,69.50460743951226,1
64,2026-01-02 13:57:03.369420,6.198038387834323,57.81544708939898,68.86033282398785,1
65,2026-01-02 13:57:06.017819,6.271790639287049,57.883751582589305,68.22960892293395,1
66,2026-01-02 13:57:08.899851,6.344867361473282,57.95153355436217,67.61180702028469,1
67,2026-01-02 13:57:11.404886,6.417282389715251,58.018799482244034,67.00635055153725,1
68,2026-01-02 13:57:13.658045,6.489048947552412,58.08555567405888,66.41269192527943,1
69,2026-01-02 13:57:16.210928,6.56017967839486,58.15180824288477,65.83032990704396,1
70,2026-01-02 13:57:18.874806,6.6306866719528985,58.217563307243,65.25877774890887,1
71,2026-01-02 13:57:21.677190,6.700581514905782,58.28282673000395,64.69759216258808,1
72,2026-01-02 13:57:24.572630,6.769875303556661,58.31404609997448,59.915992080732394,1
73,2026-01-02 13:57:27.490375,6.8340477983948595,58.37437937336438,59.41572821200225,1
74,2026-01-02 13:57:30.535635,6.89768449128436,58.434269284375404,58.92403168616056,1
75,2026-01-02 13:57:33.316598,6.960794553534658,58.49372107757777,58.44054903150209,1
76,2026-01-02 13:57:36.345150,7.0233867882640615,58.55273983074328,57.9649615440303,1
77,2026-01-02 13:57:39.364568,7.0854696485699575,57.76138074829613,-97.94088171304338,1
78,2026-01-02 13:57:41.882599,6.980570926574653,57.659881352054015,-97.6501135704666,1
79,2026-01-02 13:57:44.357107,6.875983636741823,57.558479329429005,-97.37700162929741,1
80,2026-01-02 13:57:46.702762,6.77168885636258,57.45717023084982,-97.12041304169361,1
81,2026-01-02 13:57:49.352840,6.667668893175621,57.35595003048624,-96.8792787006123,1
82,2026-01-02 13:57:51.540846,6.563907197467339,57.25481486943646,-96.65259903442802,1
83,2026-01-02 13:57:54.157910,6.460388288503975,57.15376082359009,-96.43944690424178,1
84,2026-01-02 13:57:56.913492,6.357097664086789,56.46261684748574,-139.3471425211601,1
85,2026-01-02 13:57:59.293897,6.207851132211371,56.31666997565502,-139.13828420299978,1
86,2026-01-02 13:58:02.054514,6.058828299103394,56.17080022146716,-138.93845389986836,1
87,2026-01-02 13:58:05.178760,5.910019489529291,56.0250049585294,-138.74724598849753,1
88,2026-01-02 13:58:07.652625,5.7614154777640385,57.12701986719425,30.32682348361959,1
89,2026-01-02 13:58:10.804888,5.793896754720675,57.157655221510254,29.896095032313497,1
90,2026-01-02 13:58:13.323997,5.825916701659428,57.18798658037889,29.497390538040236,1
91,2026-01-02 13:58:16.108760,5.857509623477396,57.21802466460715,29.12616412288571,1
92,2026-01-02 13:58:18.961707,5.888704948707602,57.247780026175576,28.77873620434457,1
93,2026-01-02 13:58:21.924510,5.919528162410197,57.27726276044166,28.452067505213563,1
94,2026-01-02 13:58:24.809658,5.950001499791565,57.30648240247924,28.143628674683896,1
95,2026-01-02 13:58:27.771603,5.980144486230717,57.335447843091465,27.851281498669778,1
96,2026-01-02 13:58:30.542397,6.009974353072637,57.35873769662551,26.177338011166285,1
