iteration,timestamp,T2,J4,V4F,V4
0,2026-01-02 11:30:31.403059,0.0,0.0,0.0,1
1,2026-01-02 11:30:33.879678,3.2186313630937082,54.51407420451124,155.15348742439983,1
2,2026-01-02 11:30:36.515808,3.384807142011733,54.68024288465668,153.80491464156876,1
3,2026-01-02 11:30:39.065583,3.5495385392600243,54.84496729039304,152.46679824713283,1
4,2026-01-02 11:30:41.486963,3.712836759908192,55.00825862556742,151.13913244647392,1
5,2026-01-02 11:30:43.789083,3.8747129945809093,55.17012807954792,149.82188826650145,1
6,2026-01-02 11:30:46.182848,4.035178410455544,55.33058681828106,148.51505991259728,1
7,2026-01-02 11:30:48.385568,4.194244154467481,55.4896459874968,147.2186213089799,1
8,2026-01-02 11:30:50.747083,4.351921356607842,55.64731671598689,145.93255217448586,1
9,2026-01-02 11:30:53.330024,4.508221129203803,55.8036101148283,144.65682933064272,1
10,2026-01-02 11:30:55.662986,4.6631545539216965,55.95853726451355,143.39144118821423,1
11,2026-01-02 11:30:57.822855,4.816732695885316,56.11210922890251,142.13635008218262,1
12,2026-01-02 11:31:00.077701,4.9689665819627695,56.26440141284254,153.63097758950062,1
13,2026-01-02 11:31:02.501092,5.133511684357111,56.428940039236316,152.3906627596716,1
14,2026-01-02 11:31:04.897468,5.296728356939916,56.592150321740995,151.15831842706484,1
15,2026-01-02 11:31:07.501691,5.458625141758665,56.75404080133969,149.93389823473535,1
16,2026-01-02 11:31:09.913647,5.619210523315692,56.914619961589516,148.71737320959255,1
17,2026-01-02 11:31:11.796601,5.778492954534765,57.07389625454064,147.50872017316397,1
18,2026-01-02 11:31:13.764664,5.936480870213153,57.23187811399307,146.30790435774088,1
19,2026-01-02 11:31:16.232911,6.093182659312916,57.38857392800285,145.1148909956146,1
20,2026-01-02 11:31:18.629789,6.2486066824370825,57.543992056181544,143.9296424217673,1
21,2026-01-02 11:31:20.490590,6.402761251723038,57.69814080980367,142.75212386849034,1
22,2026-01-02 11:31:22.878516,6.555654656635882,57.85102847737814,141.5823121573112,1
23,2026-01-02 11:31:25.333801,6.707295142033454,58.0026633028443,140.42015513666684,1
