iteration,timestamp,T1,PU1F,PU2F,J280,J269,PU1,PU2
223,2025-02-20 06:39:28.613938,4.020817756652832,117.705685748662,0.0,2.99009820091692,23.0724707427635,1,0
224,2025-02-20 06:40:53.701625,3.9863409996032715,117.73095226176,0.0,2.99009425979215,23.0579250120193,1,0
225,2025-02-20 06:42:23.093808,3.951984405517578,117.756190269823,0.0,2.9900903291948,23.0433945848218,1,0
226,2025-02-20 06:43:49.635459,3.917747974395752,117.781393472259,0.0,2.99008639982155,23.0288830827004,1,0
227,2025-02-20 06:45:13.650896,3.8836312294006348,117.806563394424,0.0,2.99008247835777,23.0143896389533,1,0
228,2025-02-20 06:46:36.991557,3.8496341705322266,117.831702509588,0.0,2.99007855677051,22.9999128261408,1,0
229,2025-02-20 06:48:02.401778,3.8164966106414795,117.659188465999,0.0,2.99010544008413,23.0992359319837,1,0
230,2025-02-20 06:49:25.335998,3.7834768295288086,117.68395351122,0.0,2.99010158442743,23.0849809210639,1,0
231,2025-02-20 06:50:52.149361,3.7505745887756348,117.708688011584,0.0,2.99009772800577,23.0707424176042,1,0
232,2025-02-20 06:52:17.856721,3.6754043102264404,117.733387894599,0.0,2.99009388031824,23.0565227790933,1,0
233,2025-02-20 06:53:39.961577,3.633151054382324,119.46069681842,0.0,2.98982303668905,22.0594816262459,1,0
234,2025-02-20 06:55:03.917866,3.633151054382324,119.491839399599,0.0,2.98981812642136,22.0414579076795,1,0
235,2025-02-20 06:56:32.050687,3.5490405559539795,119.522936811984,0.0,2.98981321442825,22.0234586461923,1,0
236,2025-02-20 06:57:55.010391,3.5490405559539795,119.55399880867,0.0,2.98980831387866,22.0054782201078,1,0
237,2025-02-20 06:59:20.481876,3.5071825981140137,119.585034427694,0.0,2.98980341016369,21.9875113897703,1,0
238,2025-02-20 07:00:42.612742,3.465456008911133,119.616042519033,0.0,2.98979851397146,21.9695588360456,1,0
239,2025-02-20 07:02:12.112016,3.423860549926758,119.647020114032,0.0,2.98979362367326,21.9516222805496,1,0
240,2025-02-20 07:03:38.241935,3.3823962211608887,119.677972214662,0.0,2.98978872892685,21.933698822232,1,0
241,2025-02-20 07:05:03.308867,3.3387598991394043,120.389496680078,0.0,2.98967601309679,21.5212198006779,1,0
242,2025-02-20 07:06:31.040732,3.295255422592163,120.421731816369,0.0,2.98967089398702,21.5025120537242,1,0
243,2025-02-20 07:07:58.411686,3.251882791519165,120.453936013379,0.0,2.98966577620722,21.4838204687038,1,0
244,2025-02-20 07:09:21.274818,3.208641767501831,120.486112704371,0.0,2.98966066449875,21.4651430681716,1,0
245,2025-02-20 07:10:48.899980,3.165532350540161,120.518260465544,0.0,2.98965555634247,21.4464806808447,1,0
246,2025-02-20 07:12:14.263757,3.122553825378418,120.550381509103,0.0,2.98965044459478,21.4278320206202,1,0
247,2025-02-20 07:13:39.611721,3.0797064304351807,120.582475409113,0.0,2.98964534153195,21.4091973517326,1,0
248,2025-02-20 07:15:00.612835,3.03698992729187,120.614541633359,0.0,2.98964024035374,21.39057698117,1,0
249,2025-02-20 07:16:25.726493,2.951948642730713,120.646584939271,0.0,2.98963514612555,21.3719681566998,1,0
250,2025-02-20 07:17:51.598215,2.951948642730713,120.678600664188,0.0,2.98963004986952,21.3533735808272,1,0
251,2025-02-20 07:19:18.021734,2.909623622894287,120.710587108233,0.0,2.98962495861232,21.3347942526262,1,0
252,2025-02-20 07:20:40.730697,2.8674283027648926,120.742546973263,0.0,2.98961987269807,21.316228608367,1,0
253,2025-02-20 07:22:06.865475,2.8288609981536865,119.798329755892,0.0,2.9897697031295,21.863987558963,1,0
254,2025-02-20 07:23:38.424655,2.7904226779937744,119.827871379273,0.0,2.98976503240136,21.8468731861267,1,0
255,2025-02-20 07:25:04.580720,2.7521135807037354,119.857362971122,0.0,2.98976036762518,21.8297862917003,1,0
256,2025-02-20 07:26:33.079453,2.713933229446411,119.886827380598,0.0,2.98975570423763,21.8127136443308,1,0
257,2025-02-20 07:28:00.972460,2.6758816242218018,119.916275655007,0.0,2.98975104265534,21.7956488485417,1,0
258,2025-02-20 07:29:29.338378,2.6379587650299072,119.945682179077,0.0,2.98974638929593,21.778606755051,1,0
259,2025-02-20 07:30:55.249726,2.5624969005584717,119.975027832458,0.0,2.98974174097742,21.7615984464488,1,0
260,2025-02-20 07:32:21.800955,2.5249574184417725,120.004308121443,0.0,2.9897371044788,21.7446265431784,1,0
261,2025-02-20 07:33:51.500289,2.5249574184417725,120.03353451954,0.0,2.98973247572365,21.7276844017829,1,0
262,2025-02-20 07:35:19.127471,2.4875452518463135,120.062703372847,0.0,2.98972785340666,21.7107741471602,1,0
263,2025-02-20 07:36:42.459586,2.4502604007720947,120.091808207189,0.0,2.98972324227163,21.6938995457665,1,0
264,2025-02-20 07:38:08.636412,2.4131019115448,120.120856767082,0.0,2.98971863950229,21.6770561150831,1,0
265,2025-02-20 07:39:33.134901,2.3778915405273438,119.65989260815,0.0,2.98979158732975,21.9441683927117,1,0
266,2025-02-20 07:40:59.284878,2.3428046703338623,119.687660454847,0.0,2.98978719921138,21.928088306246,1,0
267,2025-02-20 07:42:22.287837,2.3078413009643555,119.715367515473,0.0,2.9897828227884,21.9120420934825,1,0
268,2025-02-20 07:43:50.175653,2.2730014324188232,119.743012706207,0.0,2.98977845172857,21.8960303860362,1,0
269,2025-02-20 07:45:11.884576,2.2382843494415283,119.770607781561,0.0,2.98977408803479,21.8800463879048,1,0
270,2025-02-20 07:46:37.165987,2.2036900520324707,119.798147775797,0.0,2.98976973358171,21.8640929842509,1,0
271,2025-02-20 07:47:57.651658,2.169218063354492,119.825633151453,0.0,2.98976538355621,21.8481699103781,1,0
272,2025-02-20 07:49:22.289450,2.1348683834075928,119.853066894133,0.0,2.98976104732678,21.8322754542561,1,0
273,2025-02-20 07:50:49.039600,2.100640296936035,119.880443470554,0.0,2.98975671053127,21.816412814411,1,0
274,2025-02-20 07:52:14.482093,2.0665340423583984,119.907766348705,0.0,2.9897523886096,21.8005800054477,1,0
275,2025-02-20 07:53:35.887686,2.0325489044189453,119.93504176206,0.0,2.98974807149222,21.7847734134957,1,0
276,2025-02-20 07:54:56.436771,1.9976372718811035,120.160009280227,0.0,2.98971242791807,21.6543517269154,1,0
277,2025-02-20 07:56:16.290788,1.964056134223938,119.897103579202,0.0,2.98975407741003,21.806758928012,1,0
278,2025-02-20 07:57:42.408781,1.8970921039581299,119.934326019464,0.0,2.98974818788017,21.7851894122171,1,0
279,2025-02-20 07:59:09.837851,1.8970921039581299,119.970437891556,0.0,2.98974246847356,21.7642599296739,1,0
280,2025-02-20 08:00:34.198464,1.863715648651123,120.006521760722,0.0,2.98973675585715,21.7433445010233,1,0
281,2025-02-20 08:02:02.409628,1.8304091691970825,120.042578302055,0.0,2.98973104229469,21.7224426644515,1,0
282,2025-02-20 08:03:27.022244,1.7971724271774292,120.078600516423,0.0,2.98972533495896,21.7015584890963,1,0
283,2025-02-20 08:04:51.885982,1.7640050649642944,120.114592664944,0.0,2.98971963027033,21.6806895087654,1,0
284,2025-02-20 08:06:18.096859,1.7309068441390991,120.1505525616,0.0,2.98971392909898,21.6598369973083,1,0
285,2025-02-20 08:07:39.271862,1.6978775262832642,120.186486065344,0.0,2.98970823157371,21.6389975646586,1,0
286,2025-02-20 08:09:05.979529,1.664916753768921,120.222382998964,0.0,2.98970253784911,21.6181771168553,1,0
287,2025-02-20 08:10:31.916623,1.6320242881774902,120.258252613968,0.0,2.98969684687071,21.597370295933,1,0
288,2025-02-20 08:11:58.980676,1.599199891090393,120.294086161643,0.0,2.98969116377103,21.5765821856719,1,0
289,2025-02-20 08:13:21.245502,1.569819688796997,119.54435564278,0.0,2.98980983412188,22.0110604007154,1,0
290,2025-02-20 08:14:50.606273,1.5405082702636719,119.576114357836,0.0,2.98980482361141,21.9926763515464,1,0
291,2025-02-20 08:16:15.576814,1.511269211769104,119.607275490557,0.0,2.98979990184214,21.9746356345937,1,0
292,2025-02-20 08:17:36.581258,1.482102394104004,119.638405579977,0.0,2.98979498309356,21.9566112434551,1,0
293,2025-02-20 08:18:59.375341,1.4530073404312134,119.66950047571,0.0,2.98979006951973,21.9386055572855,1,0
294,2025-02-20 08:20:22.126757,1.3950318098068237,119.70056372727,0.0,2.98978516254303,21.9206165287797,1,0
295,2025-02-20 08:21:51.675753,1.3950318098068237,119.731592597079,0.0,2.98978025639976,21.9026457423544,1,0
296,2025-02-20 08:23:17.876532,1.3661506175994873,119.762591886792,0.0,2.98977535561849,21.8846904281779,1,0
297,2025-02-20 08:24:41.937841,1.3373401165008545,119.793554204974,0.0,2.98977045961857,21.8667548707117,1,0
298,2025-02-20 08:26:14.463459,1.3086000680923462,119.824482915577,0.0,2.98976556793574,21.8488371278964,1,0
299,2025-02-20 08:27:35.540596,1.2799302339553833,119.855379638967,0.0,2.98976068100558,21.8309362671407,1,0
300,2025-02-20 08:29:03.092824,1.2513301372528076,119.886241902994,0.0,2.9897557970261,21.8130537239287,1,0
301,2025-02-20 08:30:28.701008,1.2234300374984741,119.789117681015,0.0,2.98977116172788,21.8693240924063,1,0
302,2025-02-20 08:31:55.917329,1.1956000328063965,119.818947580239,0.0,2.98976644132363,21.8520439415227,1,0
303,2025-02-20 08:33:20.338462,1.1678435802459717,119.848229954479,0.0,2.989761810206,21.8350786927825,1,0
304,2025-02-20 08:34:46.115934,1.140160322189331,119.877473837705,0.0,2.98975718587409,21.8181342941094,1,0
305,2025-02-20 08:36:07.013813,1.112549901008606,119.906668983456,0.0,2.98975256381461,21.8012166566679,1,0
306,2025-02-20 08:37:35.779789,1.0850123167037964,119.935823203282,0.0,2.98974794802257,21.7843212670675,1,0
307,2025-02-20 08:38:59.572080,1.030153512954712,119.964930272581,0.0,2.98974334048583,21.7674517397451,1,0
308,2025-02-20 08:40:22.993717,1.030153512954712,119.993986625867,0.0,2.9897387380712,21.7506101451777,1,0
309,2025-02-20 08:41:48.688834,1.0028319358825684,120.023010749615,0.0,2.98973414242984,21.733785780415,1,0
310,2025-02-20 08:43:11.841191,0.9755817651748657,120.051983749071,0.0,2.98972955087347,21.7169895970758,1,0
311,2025-02-20 08:44:45.042894,0.9714008569717407,97.8334846642858,97.8528477730857,2.97461555920577,34.1355308954363,1,1
312,2025-02-20 08:47:34.540273,0.9661182165145874,97.5646820691319,97.5839656927302,2.97474458096619,34.2804027779249,1,1
313,2025-02-20 08:48:58.396101,0.9721758365631104,97.0376181698536,97.0567462548413,2.97499669210811,34.5640508900414,1,1
314,2025-02-20 08:50:20.418004,0.9859369993209839,97.0314479468919,97.050574213465,2.97499963818155,34.5673682816654,1,1
315,2025-02-20 08:51:49.810743,0.9996843934059143,97.0174136693865,97.0365358001033,2.97500633469297,34.5749135323807,1,1
316,2025-02-20 08:53:13.819124,1.0134179592132568,97.0033930403968,97.0225110396947,2.97501302092671,34.5824508953829,1,1
317,2025-02-20 08:54:43.573964,1.0271378755569458,96.9893705909802,97.0084844586183,2.97501971278044,34.5899888534586,1,1
318,2025-02-20 08:56:06.635952,1.040844202041626,96.9753534910314,96.9944632288815,2.97502640080578,34.5975235457898,1,1
319,2025-02-20 08:57:33.095926,1.0682164430618286,96.9613264511792,96.9804320566083,2.97503309079295,34.6050631898509,1,1
320,2025-02-20 08:58:54.605688,1.0682164430618286,96.9473152546799,96.9664167326514,2.97503976833133,34.6125939238968,1,1
321,2025-02-20 09:00:19.384446,1.0818824768066406,96.9333054846991,96.9524028359282,2.97504644603855,34.6201235042273,1,1
322,2025-02-20 09:01:42.985284,1.0955352783203125,96.9192871634953,96.9383803857586,2.97505313237388,34.6276572966487,1,1
323,2025-02-20 09:03:08.470912,1.1091749668121338,96.9052822252866,96.9243713228215,2.97505981042624,34.6351835060014,1,1
324,2025-02-20 09:04:35.920035,1.1228015422821045,96.8912768077505,96.9103617807107,2.97506648532657,34.6427095818673,1,1
325,2025-02-20 09:06:02.132605,1.13621985912323,96.9227169611509,96.9418111937496,2.97505149709473,34.625813880847,1,1
326,2025-02-20 09:07:28.439906,1.1496262550354004,96.9087914518421,96.9278815828869,2.9750581348427,34.6332976906736,1,1
327,2025-02-20 09:08:57.381200,1.1630209684371948,96.8948641038141,96.9139501332013,2.97506477477316,34.640781914465,1,1
328,2025-02-20 09:10:27.235896,1.1764039993286133,96.8809371232588,96.9000190513883,2.97507141346294,34.6482655558762,1,1
329,2025-02-20 09:11:48.952535,1.1897754669189453,96.867020681142,96.8860985114089,2.97507804665171,34.6557431503384,1,1
330,2025-02-20 09:13:18.418529,1.2052074670791626,96.5800294048247,96.599022792229,2.97521462491433,34.809863651196,1,1
331,2025-02-20 09:14:41.820536,1.2206603288650513,96.5593756021865,96.5783629169813,2.97522444181412,34.8209493081368,1,1
332,2025-02-20 09:16:05.288843,1.2418787479400635,96.1310005483035,96.1498620646329,2.97542762466651,35.0506736444532,1,1
333,2025-02-20 09:17:29.459574,1.2681853771209717,95.2355724658034,95.2541719222603,2.97584985611524,35.5296826261037,1,1
334,2025-02-20 09:18:56.712529,1.294527530670166,95.1984807736747,95.2170693998992,2.97586727427274,35.5494915632085,1,1
335,2025-02-20 09:20:22.896133,1.3209049701690674,95.1613528558064,95.1799306443388,2.97588470680821,35.5693157332578,1,1
336,2025-02-20 09:21:48.181354,1.3473175764083862,95.1242043914909,95.1427713384297,2.97590214056974,35.5891481027083,1,1
337,2025-02-20 09:23:15.106393,1.3731679916381836,95.2321630450215,95.250761506001,2.97585145714206,35.5315034076218,1,1
338,2025-02-20 09:24:36.865606,1.3990540504455566,95.1956042082718,95.2141919947779,2.97586862667775,35.551027544389,1,1
339,2025-02-20 09:25:59.071910,1.4249756336212158,95.1590081732718,95.1775852774883,2.97588580443295,35.5705675234118,1,1
340,2025-02-20 09:27:26.757742,1.4509326219558716,95.1223940120357,95.1409604307078,2.97590298769846,35.5901144934257,1,1
341,2025-02-20 09:28:49.690368,1.4769247770309448,95.0857625908504,95.1043183209786,2.97592017123482,35.609667983896,1,1
342,2025-02-20 09:30:14.985459,1.502951741218567,95.0491154247291,95.0676604637588,2.97593735621428,35.6292271836624,1,1
343,2025-02-20 09:31:42.579496,1.5290135145187378,95.0124442556882,95.0309785986592,2.97595454550498,35.6487964948171,1,1
344,2025-02-20 09:33:07.718338,1.5551097393035889,94.9757527867087,94.9942764297454,2.97597174120008,35.6683739386914,1,1
345,2025-02-20 09:34:29.670770,1.5812404155731201,94.9390485151406,94.9575614565572,2.97598894142011,35.6879555119631,1,1
346,2025-02-20 09:36:00.791223,1.6336039304733276,94.9023254158771,94.9208276522335,2.97600613648126,35.7075444133266,1,1
347,2025-02-20 09:37:27.061171,1.6336039304733276,94.8655791393764,94.8840706659683,2.97602334039294,35.7271429694606,1,1
348,2025-02-20 09:38:53.179828,1.6598364114761353,94.8288207759081,94.8473015912681,2.97604054471137,35.7467452564306,1,1
349,2025-02-20 09:40:20.847478,1.684427261352539,95.1948405525364,95.2134281171123,2.97586898402427,35.5514339948375,1,1
350,2025-02-20 09:41:42.226327,1.7090541124343872,95.1597702961214,95.1783476228621,2.97588544870818,35.5701605177638,1,1
351,2025-02-20 09:43:10.257830,1.7337172031402588,95.1246675722682,95.1432346544833,2.97590192340388,35.588900694697,1,1
352,2025-02-20 09:44:37.600054,1.753342628479004,95.9275752343001,95.9463771087613,2.97552384446413,35.159636569455,1,1
353,2025-02-20 09:46:01.690648,1.772973895072937,95.9039748523412,95.9227698110832,2.97553499506249,35.172273107489,1,1
354,2025-02-20 09:47:26.397638,1.7926108837127686,95.8803769382235,95.8991649832316,2.97554614692106,35.184906664635,1,1
355,2025-02-20 09:48:52.621061,1.8122535943984985,95.8567858315998,95.8755669657104,2.97555728898134,35.1975354616601,1,1
356,2025-02-20 09:50:18.831767,1.8319017887115479,95.8331938019219,95.8519680257065,2.97556843110423,35.2101636438997,1,1
357,2025-02-20 09:51:42.418994,1.8515554666519165,95.8095978472922,95.8283651604434,2.97557956971514,35.2227928124577,1,1
358,2025-02-20 09:53:02.610709,1.8712146282196045,95.7860121703851,95.8047725767553,2.97559070181821,35.2354153688656,1,1
359,2025-02-20 09:54:33.025894,1.8908790349960327,95.7624228929645,95.7811763923411,2.97560183288709,35.2480387410016,1,1
360,2025-02-20 09:56:02.565060,1.9105486869812012,95.7388330086318,95.7575796016793,2.97561296966068,35.2606613337805,1,1
361,2025-02-20 09:57:26.984049,1.9263840913772583,96.4976336133986,96.5166027794634,2.97525377405438,34.8540824053366,1,1
362,2025-02-20 09:58:51.570148,1.9422292709350586,96.4779679244586,96.4969313113864,2.97526311259,34.8646338737393,1,1
363,2025-02-20 10:00:21.639961,1.9580844640731812,96.4583017916473,96.4772593996704,2.97527245594202,34.8751850511808,1,1
364,2025-02-20 10:01:45.532421,1.9627901315689087,96.9720369358102,96.9911456967071,2.97502797715953,34.5993060609655,1,1
365,2025-02-20 10:03:09.879815,1.9675334692001343,96.9632423620473,96.9823485319835,2.97503217554325,34.6040332761385,1,1
366,2025-02-20 10:04:40.200799,1.972314476966858,96.9544022635517,96.9735058292864,2.97503638807474,34.6087847290841,1,1
367,2025-02-20 10:06:03.399489,1.97713303565979,96.9455328892903,96.9646338423173,2.975040618608,34.6135517658573,1,1
368,2025-02-20 10:07:29.909873,1.9819889068603516,96.9366279686117,96.9557262985788,2.97504486159072,34.6183377468894,1,1
369,2025-02-20 10:08:57.082479,1.9745550155639648,97.1882241555182,97.2073966423557,2.97492477249139,34.4830558620471,1,1
370,2025-02-20 10:10:21.541218,1.9671940803527832,97.1903293586643,97.2095024663987,2.97492376171607,34.4819233773395,1,1
371,2025-02-20 10:11:47.467809,1.9599063396453857,97.1923776493806,97.2115513612362,2.97492278769684,34.4808215049608,1,1
372,2025-02-20 10:13:16.605562,1.9526913166046143,97.1943855675607,97.2135598716362,2.97492183009985,34.4797413401266,1,1
373,2025-02-20 10:14:38.467701,1.9467706680297852,97.0048228363533,97.0239412570974,2.97501234098041,34.581682078252,1,1
374,2025-02-20 10:16:04.255138,1.9409185647964478,97.0058660932017,97.0249848213526,2.9750118447965,34.5811212427714,1,1
375,2025-02-20 10:17:31.447381,1.9351348876953125,97.006871197696,97.0259902220122,2.9750113626356,34.5805809127833,1,1
376,2025-02-20 10:18:57.407461,1.9294190406799316,97.0078386107172,97.0269579200938,2.97501090259942,34.5800608473572,1,1
377,2025-02-20 10:20:26.737804,1.9237709045410156,97.0087683198535,97.0278879031821,2.97501045442236,34.5795610431092,1,1
378,2025-02-20 10:21:54.145218,1.9181901216506958,97.0096587181673,97.0287785638655,2.97501003696373,34.5790823822104,1,1
379,2025-02-20 10:23:17.712908,1.912676215171814,97.010511719476,97.0296318165253,2.97500962571588,34.5786238124281,1,1
380,2025-02-20 10:24:41.585709,1.9072290658950806,97.0113275338448,97.0304478712885,2.97500924058775,34.5781852410282,1,1
381,2025-02-20 10:26:11.672909,1.901848316192627,97.0121073253333,97.0312278925574,2.97500886194661,34.5777660233226,1,1
382,2025-02-20 10:27:33.634840,1.8965336084365845,97.0128506362111,97.031971422467,2.97500851224927,34.5773664277874,1,1
383,2025-02-20 10:28:56.564716,1.891284465789795,97.013554288965,97.0326752825672,2.97500817135555,34.5769881411469,1,1
384,2025-02-20 10:30:22.976439,1.8861007690429688,97.0142200547475,97.0333412445326,2.97500785673851,34.5766302297224,1,1
385,2025-02-20 10:31:42.228775,1.8790780305862427,97.2790339264801,97.2982332024303,2.97488135833062,34.4341972077549,1,1
386,2025-02-20 10:33:02.278332,1.8721210956573486,97.2812288573977,97.300428781018,2.97488031025969,34.433016052567,1,1
387,2025-02-20 10:34:25.948554,1.858403205871582,97.2833792258382,97.3025797839803,2.97487928295653,34.4318588769661,1,1
388,2025-02-20 10:35:49.899945,1.858403205871582,97.2854951970505,97.3046963795713,2.97487827098791,34.4307202015478,1,1
389,2025-02-20 10:37:11.861534,1.8516416549682617,97.2875755927242,97.3067773891326,2.97487727581296,34.4296006616859,1,1
390,2025-02-20 10:38:44.631656,1.844944715499878,97.2896270251361,97.3088294268919,2.97487629601784,34.4284967012427,1,1
391,2025-02-20 10:40:07.504638,1.838312029838562,97.2916366358918,97.3108396306602,2.97487533403511,34.4274152364916,1,1
392,2025-02-20 10:41:34.149820,1.8317431211471558,97.2936135200897,97.3128170982195,2.97487438635565,34.4263513743163,1,1
393,2025-02-20 10:42:56.919828,1.82523775100708,97.2955557485098,97.31475989978,2.97487345907214,34.4253061584464,1,1
394,2025-02-20 10:44:20.546972,1.8187956809997559,97.2974657018134,97.3166704167052,2.97487254875608,34.424278305832,1,1
395,2025-02-20 10:45:42.250920,1.8124165534973145,97.2993360551677,97.318541322001,2.97487164993248,34.4232717497779,1,1
396,2025-02-20 10:47:07.721645,1.8061000108718872,97.3011767795044,97.3203825895404,2.97487077261405,34.4222811395454,1,1
397,2025-02-20 10:48:32.096990,1.7982808351516724,97.5468353192624,97.5661136694236,2.97475313780384,34.2900162439319,1,1
398,2025-02-20 10:50:00.804293,1.790526270866394,97.5499148868435,97.5691941469356,2.97475166484249,34.2883574274449,1,1
399,2025-02-20 10:51:28.299769,1.782835841178894,97.5529575038302,97.5722376629538,2.97475020298793,34.2867184841327,1,1
400,2025-02-20 10:52:54.492719,1.7752094268798828,97.5559682419607,97.5752492907097,2.97474876028184,34.2850966986716,1,1
