J2,P1F,V_UF,P1,T41
67.8668792281079,283.62217585645,184.017010481057,1,7.069428443908691
58.2683584358061,0.0,-0.377403478069027,0,7.03109884262085
58.2250338038603,0.0,-0.796076226379228,0,6.991767406463623
58.1808524729377,0.0,-1.18142992050707,0,6.951511383056641
58.1359302639849,0.0,-1.53575343460943,0,6.910402297973633
58.0903658828946,0.0,-1.86110385811844,0,6.8685078620910645
58.0442441967997,0.0,-2.1594687450488,0,6.825891971588135
57.9976388890739,0.0,-2.4327081678166,0,6.782613754272461
58.0372662518756,0.0,0.406373671353322,0,6.758569240570068
58.0095866353563,0.0,-0.0565554728382267,0,6.733417510986328
57.9810043862145,0.0,-0.473431889531639,0,6.707270622253418
57.951552794031,0.0,-0.843710884623761,0,6.680234432220459
57.9213974956012,0.0,-1.17185431406597,0,6.652408123016357
57.8906684620931,0.0,-1.46184597781485,0,6.623879909515381
57.8594711238795,0.0,-1.71742050724788,0,6.594732284545898
57.8278915466009,0.0,-1.94203439207286,0,6.565038204193115
57.796000092022,0.0,-2.13894710498153,0,6.5348639488220215
57.7638541094164,0.0,-2.3111573608503,0,6.504268646240234
57.7315001759982,0.0,-2.46144078175803,0,6.4733052253723145
57.6989763124909,0.0,-2.59233541044068,0,6.442020893096924
57.4922317520802,0.0,-6.39514047009015,0,6.3810811042785645
57.4316370728089,0.0,-6.37975575898508,0,6.320180416107178
57.3710503961129,0.0,-6.36570091273825,0,6.259314060211182
57.3104713329609,0.0,-6.35285424436915,0,6.198479652404785
57.2498994329748,0.0,-6.34110855344261,0,6.137674808502197
57.1893338858089,0.0,-6.33037692068683,0,6.076896667480469
57.1287743511841,0.0,-6.32056663221192,0,6.016142845153809
57.0682202969375,0.0,-6.31159946067328,0,5.955410957336426
67.5583996245751,299.881178408169,192.607468101187,1,6.062504291534424
67.5801225091744,298.736232576791,191.800834080595,1,6.16865873336792
67.6017725312296,297.595127103984,190.998117221852,1,6.273888111114502
67.6233495435637,296.457869746996,190.199282757249,1,6.378206729888916
67.4549701696779,305.332623987838,190.574808779047,1,6.450323581695557
67.4702546845743,304.527024642352,190.013037936296,1,6.521797180175781
67.4854727312436,303.724928630833,189.454604793582,1,6.5926408767700195
67.4854727312436,303.724928630833,189.454604793582,1,6.5926408767700195
67.5006241656522,302.926343544848,188.899474583195,1,6.662866115570068
67.5157091050957,302.13126320211,188.347600948191,1,6.732484340667725
67.5307277385874,301.339677640317,187.798931737007,1,6.801506042480469
67.5456795575339,300.551613665842,187.253466949642,1,6.869942665100098
67.560565087473,299.767043579224,186.711137050679,1,6.937803268432617
67.5753841180182,298.985978469279,186.171930450882,1,7.00509786605835
57.6775425479943,0.0,-11.8017828299344,0,6.905200481414795
57.582050033145,0.0,-11.6765321592993,0,6.805617809295654
57.4865774289196,0.0,-11.5591187096697,0,6.706330299377441
57.3330722522362,0.0,-12.010021123956,0,6.6023268699646
57.2327812406124,0.0,-11.9074013343834,0,6.498580455780029
57.1325139548517,0.0,-11.8108919696169,0,6.395075798034668
57.0322711419797,0.0,-11.7200874063883,0,6.291799068450928
56.9320532230786,0.0,-11.6346428649194,0,6.1887359619140625
56.9320532230786,0.0,-11.6346428649194,0,6.1887359619140625
56.8318605014456,0.0,-11.5542135654323,0,6.085874080657959
56.7316929311039,0.0,-11.4785010850937,0,5.98320198059082
67.3459881055342,311.076730368652,193.742888753832,1,6.054342269897461
67.3607532604909,310.298504873784,193.196073820445,1,6.1248087882995605
67.3754543387489,309.523656662837,192.652695095603,1,6.194616794586182
67.3900913466325,308.752185402491,192.11270622236,1,6.2637810707092285
67.4046638608423,307.984113403537,191.576060843772,1,6.332314968109131
67.2007561216221,318.731457520711,191.230782728553,1,6.357990741729736
67.2067981576571,318.413000552452,191.020200511502,1,6.383594036102295
67.2128096447976,318.096153721617,190.810174577791,1,6.409117698669434
67.2187897891895,317.780958869786,190.600774462837,1,6.434553623199463
67.2247389152184,317.46739889961,190.392040728966,1,6.459896087646484
67.2306566922432,317.155491238148,190.184019733124,1,6.485138893127441
67.2365430676175,316.84523866023,189.976757832255,1,6.510275840759277
67.2423977822792,316.536654820212,189.770295588687,1,6.535303115844727
67.2482212244443,316.229719256442,189.564650386274,1,6.560215473175049
67.2540129303539,315.924456412207,189.35986858196,1,6.5850090980529785
67.2597729216582,315.620865146393,189.155973354218,1,6.609681129455566
67.2655013586778,315.318937009001,188.952987881521,1,6.634227752685547
67.2640462392077,315.395631840379,188.726169144502,1,6.657106399536133
67.2693972691362,315.113595659495,188.537131317617,1,6.679886341094971
67.274718714733,314.83311877692,188.348858380323,1,6.702561855316162
67.2800109658584,314.554180644326,188.161385100329,1,6.725129127502441
67.2852735346883,314.27680697341,187.974734656109,1,6.747584342956543
67.29050666752,314.000984782611,187.788964993842,1,6.769924640655518
67.2957105179651,313.726705975526,187.604041345821,1,6.792147159576416
67.3008848959805,313.453980568753,187.420021658227,1,6.814249038696289
67.3060298474512,313.182806143821,187.236905931059,1,6.836228847503662
67.3111455969167,312.913170865958,187.054711548171,1,6.858084201812744
67.3162320544234,312.645079476341,186.873467482656,1,6.879814147949219
67.3212894964087,312.378517404802,186.693150556039,1,6.901417255401611
67.5004156623072,302.937333109087,186.624548072132,1,6.9573750495910645
67.5125158871754,302.299567808703,186.178547904774,1,7.012786388397217
57.5314440983121,0.0,-12.7924828950654,0,6.899824142456055
57.4217486061521,0.0,-12.7079075463143,0,6.787073612213135
57.3120782488244,0.0,-12.6279273297314,0,6.674522876739502
57.2024333134495,0.0,-12.5522959740465,0,6.562161922454834
57.0928134493138,0.0,-12.4807469268262,0,6.449979305267334
56.9832183948181,0.0,-12.413057095273,0,6.337966442108154
56.8736475028671,0.0,-12.3490120785164,0,6.226113319396973
56.7641006538645,0.0,-12.2884032703041,0,6.114411354064941
56.6545769871617,0.0,-12.2310452428565,0,6.002852916717529
56.545075971284,0.0,-12.1767612603207,0,5.891429901123047
67.3968689304568,308.394959992989,194.088728947008,1,5.975424289703369
67.413935060285,307.495457253601,193.451830880349,1,6.058607578277588
67.4309341934559,306.599485700091,192.818722493939,1,6.140997409820557
67.4478654928037,305.70708945688,192.189374814689,1,6.2226104736328125
67.4647292039988,304.818255575444,191.563741485652,1,6.303462982177734
67.4815249877719,303.933001937609,190.941770355266,1,6.383570194244385
67.4982521968871,303.051362657173,190.323432450441,1,6.462946891784668
67.5149106889109,302.173345241366,189.708693003467,1,6.541606903076172
67.5315003797786,301.298954120981,189.097517246637,1,6.619563579559326
67.5480212208043,300.428191862089,188.489847233768,1,6.6968302726745605
67.5644728962384,299.561075106885,187.885648197152,1,6.77341890335083
67.5808553518982,298.697606711161,187.284914342172,1,6.84934139251709
67.5410985459017,300.793064572044,186.928429435511,1,6.914737224578857
67.5553823446557,300.040209868749,186.408408816305,1,6.979581832885742
67.5696010493586,299.290786070874,185.891412987758,1,7.043885707855225
57.6826919927634,0.0,-12.0872488969326,0,6.941062927246094
57.5842094915389,0.0,-11.9666715858102,0,6.838542938232422
57.485749236555,0.0,-11.8534070827536,0,6.736307621002197
57.3873105798028,0.0,-11.7470294833311,0,6.634338855743408
57.2888950935626,0.0,-11.6470839100202,0,6.532620906829834
57.1905037157351,0.0,-11.5531676368619,0,6.431138038635254
57.0921370939409,0.0,-11.4648866298239,0,6.32987642288208
56.9937953325798,0.0,-11.3818932118193,0,6.228822231292725
56.8954786451111,0.0,-11.3038483976879,0,6.127963542938232
56.9282489835165,0.0,-9.84330041433168,0,6.039247512817383
56.8415003634663,0.0,-9.7803650669448,0,5.950688362121582
67.4108531417832,307.657895613257,193.64396303331,1,6.034301280975342
67.428035006563,306.752292843742,193.006711494945,1,6.1171441078186035
67.428035006563,306.752292843742,193.006711494945,1,6.1171441078186035
67.4451485909791,305.850288920291,192.373133744468,1,6.1992316246032715
67.4451485909791,305.850288920291,192.373133744468,1,6.1992316246032715
67.4621934515204,304.951907219004,191.743195014169,1,6.28057861328125
