iteration,timestamp,T1,J5,V5F,V5
0,2026-01-02 15:19:39.999999,0.0,0.0,0.0,1
1,2026-01-02 15:19:42.875232,3.191578061938476,55.54426850300372,130.7858810844209,1
2,2026-01-02 15:19:46.017663,3.3316551302543784,55.67726145879922,130.31217105321957,1
3,2026-01-02 15:19:49.229615,3.471224829765587,55.80968126516209,129.83256210077343,1
4,2026-01-02 15:19:52.947932,3.6102808508230915,55.94152311301197,129.34711217326367,1
5,2026-01-02 15:19:55.858878,3.748816931465122,56.072782384522164,128.85586183301712,1
6,2026-01-02 15:19:58.687617,3.886826867627368,56.2034544192371,128.35887192352402,1
7,2026-01-02 15:20:01.537235,4.024304505801977,56.33353478262529,127.85619459634745,1
8,2026-01-02 15:20:04.432875,4.161243755708685,56.46301894939872,127.34787620843235,1
9,2026-01-02 15:20:07.497860,4.297638579105917,56.591902529651996,126.83398050057804,1
10,2026-01-02 15:20:10.740648,4.433482995852692,56.72018136956371,126.31456252165663,1
11,2026-01-02 15:20:13.920009,4.568771097066004,56.847851149261686,125.78968021784931,1
12,2026-01-02 15:20:16.740835,4.703497027832418,57.21850643207735,141.2670009096928,1
13,2026-01-02 15:20:19.533432,4.854799803380278,57.35846166607581,140.55598098536848,1
14,2026-01-02 15:20:22.267536,5.005341052458535,57.49765260285639,139.84173635606112,1
15,2026-01-02 15:20:25.040797,5.155117305825526,57.63607796192244,139.1243191733338,1
16,2026-01-02 15:20:27.618887,5.304125180402441,57.77373566359598,138.4037844860586,1
17,2026-01-02 15:20:30.267275,5.4523613345766835,57.91062400809183,137.68019313772584,1
18,2026-01-02 15:20:32.669793,5.599822491826193,58.04674144457108,136.95361176644383,1
19,2026-01-02 15:20:35.281280,5.746505447381938,58.182086266329094,136.22408093453942,1
20,2026-01-02 15:20:38.172218,5.892407053541707,58.316656927666216,135.49168466397532,1
21,2026-01-02 15:20:41.171131,6.037524227666208,58.45045199434857,134.7564693116965,1
22,2026-01-02 15:20:44.216122,6.181853956361267,58.58347002187019,134.01850441312035,1
23,2026-01-02 15:20:47.016154,6.325393290951449,58.715709770551676,133.2778537090462,1
24,2026-01-02 15:20:49.823585,6.468139358314762,58.738895956572314,125.21407762164927,1
25,2026-01-02 15:20:52.537888,6.602248792463654,58.863388769022215,124.54622760230905,1
26,2026-01-02 15:20:55.192457,6.7356429270986835,58.801436817725055,110.24523466971914,1
27,2026-01-02 15:20:58.122666,6.853720113437102,58.90352856370297,109.00474310403752,1
28,2026-01-02 15:21:00.856223,6.97046868416235,59.00483852585631,107.79516003140088,1
29,2026-01-02 15:21:03.523726,7.08592174404437,59.10536629601055,106.61470360673775,1
30,2026-01-02 15:21:06.034829,7.200110482600118,58.40048585953845,-35.52178264897066,1
31,2026-01-02 15:21:08.754664,7.16206518938518,58.35767324524759,-36.47716161935932,1
32,2026-01-02 15:21:11.739274,7.122996643477389,58.314105286225434,-37.359708034614414,1
33,2026-01-02 15:21:14.287223,7.082982855387945,58.269860083999184,-38.173776550252114,1
34,2026-01-02 15:21:17.088623,7.042097167675314,58.225008666281724,-38.92352480477257,1
35,2026-01-02 15:21:19.434686,7.000408469116295,58.179615247860774,-39.612977160459195,1
36,2026-01-02 15:21:21.914805,6.957981339572296,58.2155484352198,-21.52913293571146,1
37,2026-01-02 15:21:24.379900,6.9349227528279505,58.18881570379436,-22.645547240927044,1
38,2026-01-02 15:21:26.890502,6.910668442445422,58.161084212125424,-23.66052096135718,1
39,2026-01-02 15:21:29.485554,6.885327049785954,58.13251193766628,-24.571420443066927,1
40,2026-01-02 15:21:32.182131,6.859010046194971,58.10322548020697,-25.383944692976,1
41,2026-01-02 15:21:34.848054,6.831822797467949,58.07332876951794,-26.106449550411526,1
42,2026-01-02 15:21:37.410414,6.803861713124262,58.042912218469255,-26.74681569601489,1
43,2026-01-02 15:21:39.940601,6.775214772973543,58.012053644769004,-27.312605106430965,1
44,2026-01-02 15:21:42.535717,6.745961847082995,57.980819883947454,-27.811003108126897,1
45,2026-01-02 15:21:44.990383,6.716175114490437,57.94926801069241,-28.24880678815589,1
46,2026-01-02 15:21:47.602561,6.68591947850577,57.91744647828734,-28.632407610302835,1
47,2026-01-02 15:21:49.865823,6.655252991194289,57.885396599868635,-28.967692906576303,1
48,2026-01-02 15:21:52.619434,6.624227400558513,57.693786220723005,-56.76414283129816,1
49,2026-01-02 15:21:54.804136,6.563430662757876,57.6331678655999,-56.73989235447152,1
50,2026-01-02 15:21:57.605257,6.502659900508936,57.57256006363971,-56.71772504285855,1
51,2026-01-02 15:22:00.041393,6.441912881097662,57.51196187774354,-56.69747285253379,1
52,2026-01-02 15:22:02.810947,6.381187553147248,57.45137260184704,-56.67895325302652,1
