iteration,timestamp,P79,T41,T42,P1,J2,J13,J21,V1F
180.0,2024-12-23 14:31:38.902381,0.0,10.668000221252441,10.668000221252441,1.0,79.05306243896484,78.94043731689453,79.05306243896484,19.783979415893555
181.0,2024-12-23 14:31:45.807387,0.0,10.668000221252441,10.668000221252441,1.0,79.07919311523438,78.99292755126953,79.07919311523438,17.131370544433594
182.0,2024-12-23 14:31:52.686542,0.0,10.668000221252441,10.668000221252441,1.0,79.07919311523438,78.99292755126953,79.07919311523438,17.131364822387695
183.0,2024-12-23 14:32:00.000763,0.0,10.668000221252441,10.668000221252441,1.0,79.07919311523438,78.99292755126953,79.07919311523438,17.131370544433594
184.0,2024-12-23 14:32:07.156280,0.0,10.668000221252441,10.668000221252441,1.0,79.07919311523438,78.99292755126953,79.07919311523438,17.131370544433594
185.0,2024-12-23 14:32:14.330240,0.0,10.668000221252441,10.668000221252441,1.0,79.07919311523438,78.99292755126953,79.07919311523438,17.131370544433594
186.0,2024-12-23 14:32:21.427493,0.0,10.668000221252441,10.668000221252441,1.0,79.07919311523438,78.99292755126953,79.07919311523438,17.131370544433594
187.0,2024-12-23 14:32:28.632235,0.0,10.668000221252441,10.668000221252441,1.0,79.07919311523438,78.99292755126953,79.07919311523438,17.131376266479492
188.0,2024-12-23 14:32:36.013085,0.0,10.668000221252441,10.668000221252441,1.0,79.07919311523438,78.99292755126953,79.07919311523438,17.131370544433594
189.0,2024-12-23 14:32:43.463276,0.0,10.668000221252441,10.668000221252441,1.0,79.07919311523438,78.99292755126953,79.07919311523438,17.131370544433594
190.0,2024-12-23 14:32:50.595250,0.0,10.668000221252441,10.668000221252441,1.0,79.07919311523438,78.99292755126953,79.07919311523438,17.131370544433594
191.0,2024-12-23 14:32:57.712125,0.0,10.668000221252441,10.668000221252441,1.0,79.07919311523438,78.99292755126953,79.07919311523438,17.131376266479492
192.0,2024-12-23 14:33:04.801106,0.0,10.668000221252441,10.668000221252441,1.0,79.07919311523438,78.99292755126953,79.07919311523438,17.131370544433594
193.0,2024-12-23 14:33:11.490066,0.0,10.668000221252441,10.668000221252441,1.0,79.07601928710938,78.9867172241211,79.07601928710938,17.453824996948242
194.0,2024-12-23 14:33:18.413675,0.0,10.668000221252441,10.668000221252441,1.0,79.07601928710938,78.9867172241211,79.07601928710938,17.453813552856445
195.0,2024-12-23 14:33:25.692291,0.0,10.668000221252441,10.668000221252441,1.0,79.07601928710938,78.9867172241211,79.07601928710938,17.453807830810547
196.0,2024-12-23 14:33:33.388335,0.0,10.668000221252441,10.668000221252441,1.0,79.07601928710938,78.9867172241211,79.07601928710938,17.453813552856445
197.0,2024-12-23 14:33:40.819633,0.0,10.668000221252441,10.668000221252441,1.0,79.07601928710938,78.9867172241211,79.07601928710938,17.453807830810547
198.0,2024-12-23 14:33:48.126102,0.0,10.668000221252441,10.668000221252441,1.0,79.07601928710938,78.9867172241211,79.07601928710938,17.453807830810547
199.0,2024-12-23 14:33:55.837151,0.0,10.668000221252441,10.668000221252441,1.0,79.07601928710938,78.9867172241211,79.07601928710938,17.453813552856445
200.0,2024-12-23 14:34:03.345235,0.0,10.668000221252441,10.668000221252441,1.0,79.07601928710938,78.9867172241211,79.07601928710938,17.453807830810547
201.0,2024-12-23 14:34:10.977227,0.0,10.668000221252441,10.668000221252441,1.0,79.07601928710938,78.9867172241211,79.07601928710938,17.453807830810547
202.0,2024-12-23 14:34:17.659315,0.0,10.653305053710938,10.648402214050293,0.0,61.962501525878906,61.949737548828125,79.07601928710938,17.453813552856445
203.0,2024-12-23 14:34:25.289268,0.0,10.63580322265625,10.631611824035645,0.0,61.94761276245117,61.93272399902344,61.96299362182617,-6.980240345001221
204.0,2024-12-23 14:34:32.995408,0.0,10.618529319763184,10.614594459533691,0.0,61.94761276245117,61.93272399902344,61.948299407958984,-7.33385705947876
205.0,2024-12-23 14:34:40.659106,0.0,10.597705841064453,10.592670440673828,0.0,61.93013000488281,61.915565490722656,61.91352081298828,-8.93238353729248
206.0,2024-12-23 14:34:48.558362,0.0,10.576536178588867,10.571094512939453,0.0,61.912574768066406,61.8917350769043,61.892696380615234,-8.999146461486816
207.0,2024-12-23 14:34:56.356475,0.0,10.555246353149414,10.549638748168945,0.0,61.8917236328125,61.87039566040039,61.871524810791016,-9.023848533630371
208.0,2024-12-23 14:35:04.152310,0.0,10.533907890319824,10.528230667114258,0.0,61.870540618896484,61.849029541015625,61.85023498535156,-9.034000396728516
209.0,2024-12-23 14:35:11.737260,0.0,10.512550354003906,10.506842613220215,0.0,61.849246978759766,61.82766342163086,61.82889938354492,-9.038300514221191
210.0,2024-12-23 14:35:19.664158,0.0,10.491183280944824,10.485462188720703,0.0,61.82790756225586,61.80628967285156,61.80754089355469,-9.040131568908691
211.0,2024-12-23 14:35:27.349643,0.0,10.469813346862793,10.464086532592773,0.0,61.806549072265625,61.78491973876953,61.78617477416992,-9.040934562683105
212.0,2024-12-23 14:35:34.434058,0.0,10.448441505432129,10.442712783813477,0.0,61.78518295288086,61.763545989990234,61.76480484008789,-9.04127025604248
213.0,2024-12-23 14:35:42.159031,0.0,10.427068710327148,10.42133903503418,0.0,61.74243927001953,61.72079849243164,61.743431091308594,-9.041420936584473
214.0,2024-12-23 14:35:49.583388,0.0,10.405695915222168,10.399965286254883,0.0,61.7210693359375,61.69942855834961,61.7220573425293,-9.041484832763672
215.0,2024-12-23 14:35:56.905582,0.0,10.384323120117188,10.378592491149902,0.0,61.6996955871582,61.67805480957031,61.700687408447266,-9.041513442993164
216.0,2024-12-23 14:36:04.263448,0.0,10.362950325012207,10.357219696044922,0.0,61.678321838378906,61.656681060791016,61.67931365966797,-9.041522026062012
217.0,2024-12-23 14:36:11.994368,0.0,10.343596458435059,10.338534355163574,0.0,61.6571159362793,61.6391716003418,61.65794372558594,-8.120882034301758
218.0,2024-12-23 14:36:19.582830,0.0,10.324440002441406,10.319652557373047,0.0,61.637779235839844,61.620140075683594,61.638587951660156,-8.075568199157715
219.0,2024-12-23 14:36:27.081596,0.0,10.305368423461914,10.300686836242676,0.0,61.618629455566406,61.60111618041992,61.61943054199219,-8.05705451965332
220.0,2024-12-23 14:36:34.582702,0.0,10.286328315734863,10.28168773651123,0.0,61.59955978393555,61.582096099853516,61.60036087036133,-8.049871444702148
221.0,2024-12-23 14:36:41.877242,0.0,10.267302513122559,10.262676239013672,0.0,61.58052062988281,61.56307601928711,61.581321716308594,-8.047160148620605
222.0,2024-12-23 14:36:49.612118,0.0,10.24828052520752,10.243659973144531,0.0,61.56149673461914,61.5440559387207,61.562294006347656,-8.04613971710205
223.0,2024-12-23 14:36:57.320035,0.0,10.229259490966797,10.224641799926758,0.0,61.54247283935547,61.5250358581543,61.54327392578125,-8.045760154724121
224.0,2024-12-23 14:37:04.992379,0.0,10.210240364074707,10.205622673034668,0.0,61.52345275878906,61.50601577758789,61.524253845214844,-8.045624732971191
225.0,2024-12-23 14:37:12.329637,0.0,10.191221237182617,10.186603546142578,0.0,61.504432678222656,61.48699951171875,61.50523376464844,-8.04556941986084
226.0,2024-12-23 14:37:20.026307,0.0,10.172202110290527,10.167585372924805,0.0,61.48541259765625,61.467979431152344,61.48621368408203,-8.045546531677246
227.0,2024-12-23 14:37:27.685043,0.0,10.153182983398438,10.148566246032715,0.0,61.46639633178711,61.44895935058594,61.467193603515625,-8.045537948608398
228.0,2024-12-23 14:37:35.074065,0.0,10.134163856506348,10.129547119140625,0.0,61.4473762512207,61.42993927001953,61.44817352294922,-8.045537948608398
229.0,2024-12-23 14:37:42.494378,0.0,10.114766120910645,10.110025405883789,0.0,61.42832565307617,61.41022872924805,61.42915725708008,-8.218596458435059
230.0,2024-12-23 14:37:50.157385,0.0,10.095330238342285,10.090542793273926,0.0,61.40892791748047,61.390769958496094,61.409759521484375,-8.226799011230469
231.0,2024-12-23 14:37:56.924675,0.0,10.07588005065918,10.090542793273926,0.0,61.389488220214844,61.37131118774414,61.390323638916016,-8.229887962341309
232.0,2024-12-23 14:38:04.503498,0.0,10.056424140930176,10.071074485778809,0.0,61.37003707885742,61.35185241699219,61.370872497558594,-8.231066703796387
233.0,2024-12-23 14:38:12.208556,0.0,10.036966323852539,10.05161190032959,0.0,61.350582122802734,61.332393646240234,61.351417541503906,-8.231521606445312
234.0,2024-12-23 14:38:20.038939,0.0,10.017507553100586,10.032151222229004,0.0,61.33112335205078,61.31293487548828,61.33195877075195,-8.231698036193848
235.0,2024-12-23 14:38:27.353377,0.0,9.998047828674316,10.012690544128418,0.0,61.31166458129883,61.29347610473633,61.3125,-8.231767654418945
236.0,2024-12-23 14:38:34.894441,0.0,9.978589057922363,9.993231773376465,0.0,61.292205810546875,61.274017333984375,61.29304122924805,-8.231797218322754
237.0,2024-12-23 14:38:42.352066,0.0,9.959129333496094,9.973772048950195,0.0,61.27274703979492,61.25455856323242,61.27357864379883,-8.231800079345703
238.0,2024-12-23 14:38:50.012265,0.0,9.939669609069824,9.954312324523926,0.0,61.25328826904297,61.2350959777832,61.254119873046875,-8.231802940368652
239.0,2024-12-23 14:38:57.568131,0.0,9.920210838317871,9.934853553771973,0.0,61.233829498291016,61.21563720703125,61.23466110229492,-8.231802940368652
240.0,2024-12-23 14:39:05.026191,0.0,9.900751113891602,9.915393829345703,0.0,61.21437072753906,61.1961784362793,61.21520233154297,-8.231802940368652
241.0,2024-12-23 14:39:12.789431,0.0,9.884369850158691,9.895934104919434,0.0,61.19514083862305,61.181976318359375,61.195743560791016,-6.832164764404297
242.0,2024-12-23 14:39:20.433233,0.0,9.868328094482422,9.88058090209961,0.0,61.17877960205078,61.16609191894531,61.17936325073242,-6.7506632804870605
243.0,2024-12-23 14:39:28.043854,0.0,9.852409362792969,9.864886283874512,0.0,61.16274642944336,61.15021896362305,61.16332244873047,-6.723228931427002
244.0,2024-12-23 14:39:35.620244,0.0,9.836527824401855,9.849069595336914,0.0,61.14683151245117,61.13434982299805,61.147403717041016,-6.715200424194336
245.0,2024-12-23 14:39:43.079187,0.0,9.820655822753906,9.833215713500977,0.0,61.130950927734375,61.11848068237305,61.13152313232422,-6.712989807128906
246.0,2024-12-23 14:39:50.623499,0.0,9.804786682128906,9.817352294921875,0.0,61.11507797241211,61.10261154174805,61.11565017700195,-6.712395668029785
247.0,2024-12-23 14:39:58.017199,0.0,9.788918495178223,9.801485061645508,0.0,61.09920883178711,61.08674240112305,61.09978103637695,-6.7122392654418945
248.0,2024-12-23 14:40:05.770103,0.0,9.773051261901855,9.78561782836914,0.0,61.083343505859375,61.07087707519531,61.08391189575195,-6.712193012237549
249.0,2024-12-23 14:40:13.228154,0.0,9.757183074951172,9.769749641418457,0.0,61.067474365234375,61.05500793457031,61.06804656982422,-6.712181568145752
250.0,2024-12-23 14:40:20.894631,0.0,9.741315841674805,9.75388240814209,0.0,61.051605224609375,61.03913879394531,61.05217742919922,-6.712178707122803
251.0,2024-12-23 14:40:28.436133,0.0,9.725447654724121,9.738014221191406,0.0,61.03573989868164,61.02327346801758,61.03630828857422,-6.7121758460998535
252.0,2024-12-23 14:40:36.227311,0.0,9.709579467773438,9.722146987915039,0.0,61.01987075805664,61.00740432739258,61.020442962646484,-6.712181568145752
253.0,2024-12-23 14:40:43.962360,0.0,9.69583511352539,9.706278800964355,0.0,61.0041389465332,60.994625091552734,61.004573822021484,-5.745630264282227
254.0,2024-12-23 14:40:50.979316,0.0,9.682367324829102,9.693241119384766,0.0,60.99040985107422,60.981224060058594,60.99082946777344,-5.681000232696533
255.0,2024-12-23 14:40:58.366003,0.0,9.668963432312012,9.679926872253418,0.0,60.97694396972656,60.96782684326172,60.97736358642578,-5.667055606842041
256.0,2024-12-23 14:41:05.999190,0.0,9.655570983886719,9.666548728942871,0.0,60.96354293823242,60.954437255859375,60.963958740234375,-5.6647257804870605
257.0,2024-12-23 14:41:13.417458,0.0,9.642179489135742,9.653159141540527,0.0,60.95014953613281,60.941043853759766,60.950565338134766,-5.664355278015137
258.0,2024-12-23 14:41:20.977152,0.0,9.628787994384766,9.639768600463867,0.0,60.93675994873047,60.92765426635742,60.93717575073242,-5.664305686950684
259.0,2024-12-23 14:41:28.525175,0.0,9.615397453308105,9.626378059387207,0.0,60.92336654663086,60.91426467895508,60.92378234863281,-5.664294242858887
260.0,2024-12-23 14:41:35.874754,0.0,9.602005958557129,9.61298656463623,0.0,60.909976959228516,60.90087127685547,60.91039276123047,-5.664299964904785
261.0,2024-12-23 14:41:43.417091,0.0,9.588615417480469,9.599595069885254,0.0,60.896583557128906,60.887481689453125,60.897003173828125,-5.664299964904785
262.0,2024-12-23 14:41:50.851564,0.0,9.575223922729492,9.586204528808594,0.0,60.88319396972656,60.874088287353516,60.883609771728516,-5.664294242858887
263.0,2024-12-23 14:41:58.642102,0.0,9.561832427978516,9.572813034057617,0.0,60.86980438232422,60.86069869995117,60.87022018432617,-5.664297103881836
264.0,2024-12-23 14:42:05.547431,0.0,9.561832427978516,9.559422492980957,0.0,60.85641098022461,60.84730911254883,60.85682678222656,-5.664294242858887
265.0,2024-12-23 14:42:13.086793,0.0,9.548441886901855,9.528990745544434,0.0,60.84284591674805,60.829830169677734,60.84343719482422,-6.930088043212891
266.0,2024-12-23 14:42:20.761270,0.0,9.53229808807373,9.512298583984375,0.0,60.82667922973633,60.813262939453125,60.827293395996094,-6.997641563415527
267.0,2024-12-23 14:42:28.481020,0.0,9.5158052444458,9.495678901672363,0.0,60.8101806640625,60.79667663574219,60.81079864501953,-7.012704849243164
268.0,2024-12-23 14:42:33.445097,0.0,9.49924087524414,9.47907829284668,0.0,60.79361343383789,60.780086517333984,60.79423522949219,-7.0169291496276855
269.0,2024-12-23 14:42:40.671568,0.0,9.46606731414795,9.462483406066895,0.0,60.77703094482422,60.763492584228516,60.777652740478516,-7.0181403160095215
270.0,2024-12-23 14:42:47.907009,0.0,9.44947624206543,9.445891380310059,0.0,60.760440826416016,60.74690246582031,60.76106262207031,-7.018507957458496
271.0,2024-12-23 14:42:54.701497,0.0,9.432884216308594,9.429298400878906,0.0,60.74385070800781,60.730308532714844,60.744468688964844,-7.01862096786499
272.0,2024-12-23 14:43:01.868060,0.0,9.416292190551758,9.41270637512207,0.0,60.727256774902344,60.71371841430664,60.72787857055664,-7.01865291595459
273.0,2024-12-23 14:43:08.951234,0.0,9.399699211120605,9.396114349365234,0.0,60.71066665649414,60.69712448120117,60.71128463745117,-7.018658638000488
274.0,2024-12-23 14:43:15.888083,0.0,9.38310718536377,9.379522323608398,0.0,60.69407272338867,60.68053436279297,60.69469451904297,-7.018664360046387
275.0,2024-12-23 14:43:23.089280,0.0,9.366515159606934,9.362930297851562,0.0,60.67748260498047,60.6639404296875,60.6781005859375,-7.018664360046387
276.0,2024-12-23 14:43:29.830360,0.0,9.349923133850098,9.34633731842041,0.0,60.660888671875,60.6473503112793,60.6615104675293,-7.0186614990234375
277.0,2024-12-23 14:43:36.560236,0.0,9.333205223083496,9.32957935333252,0.0,60.644287109375,60.63055419921875,60.64491653442383,-7.076034069061279
278.0,2024-12-23 14:43:43.596782,0.0,9.316473960876465,9.312834739685059,0.0,60.62757110595703,60.61381530761719,60.62820053100586,-7.079137325286865
279.0,2024-12-23 14:43:50.429432,0.0,9.299736976623535,9.29609489440918,0.0,60.610836029052734,60.597076416015625,60.61146545410156,-7.080049991607666
280.0,2024-12-23 14:43:57.647498,0.0,9.282999992370605,9.279356002807617,0.0,60.59410095214844,60.58033752441406,60.594730377197266,-7.080322265625
281.0,2024-12-23 14:44:04.893868,0.0,9.266261100769043,9.262617111206055,0.0,60.577362060546875,60.563602447509766,60.5779914855957,-7.080409049987793
282.0,2024-12-23 14:44:12.208612,0.0,9.249523162841797,9.245879173278809,0.0,60.56062316894531,60.5468635559082,60.561256408691406,-7.080435276031494
283.0,2024-12-23 14:44:19.231040,0.0,9.23278522491455,9.229141235351562,0.0,60.543888092041016,60.53012466430664,60.544517517089844,-7.080443859100342
284.0,2024-12-23 14:44:26.392770,0.0,9.216047286987305,9.212403297424316,0.0,60.52714920043945,60.51338577270508,60.52777862548828,-7.080446720123291
285.0,2024-12-23 14:44:33.225751,0.0,9.199309349060059,9.195664405822754,0.0,60.51041030883789,60.496646881103516,60.51103973388672,-7.080438137054443
286.0,2024-12-23 14:44:40.270250,0.0,9.182570457458496,9.178926467895508,0.0,60.49367141723633,60.47991180419922,60.494300842285156,-7.080443859100342
287.0,2024-12-23 14:44:47.072368,0.0,9.16583251953125,9.162188529968262,0.0,60.476932525634766,60.463172912597656,60.47756576538086,-7.08044958114624
288.0,2024-12-23 14:44:54.135175,0.0,9.149094581604004,9.145450592041016,0.0,60.46019744873047,60.446434020996094,60.4608268737793,-7.080446720123291
289.0,2024-12-23 14:45:01.049098,0.0,9.133464813232422,9.130187034606934,0.0,60.44353485107422,60.43144607543945,60.444087982177734,-6.574382305145264
290.0,2024-12-23 14:45:08.149512,0.0,9.11796760559082,9.114792823791504,0.0,60.427913665771484,60.415992736816406,60.42845916748047,-6.544797897338867
291.0,2024-12-23 14:45:15.453131,0.0,9.102508544921875,9.099359512329102,0.0,60.412418365478516,60.400543212890625,60.4129638671875,-6.536566734313965
292.0,2024-12-23 14:45:23.005413,0.0,9.087059020996094,9.083916664123535,0.0,60.3969612121582,60.38509750366211,60.39750289916992,-6.534445762634277
293.0,2024-12-23 14:45:29.986392,0.0,9.071612358093262,9.068471908569336,0.0,60.38151168823242,60.369651794433594,60.38205337524414,-6.533904075622559
294.0,2024-12-23 14:45:37.128345,0.0,9.056166648864746,9.05302619934082,0.0,60.36606216430664,60.35420608520508,60.366607666015625,-6.5337653160095215
295.0,2024-12-23 14:45:44.414022,0.0,9.040719985961914,9.037579536437988,0.0,60.350616455078125,60.3387565612793,60.35116195678711,-6.53373908996582
296.0,2024-12-23 14:45:51.712349,0.0,9.025274276733398,9.022133827209473,0.0,60.33517074584961,60.32331085205078,60.335716247558594,-6.533727645874023
297.0,2024-12-23 14:45:58.754796,0.0,9.009828567504883,9.006688117980957,0.0,60.319725036621094,60.307865142822266,60.32027053833008,-6.533730506896973
298.0,2024-12-23 14:46:06.110194,0.0,8.99438190460205,8.991241455078125,0.0,60.30427932739258,60.29241943359375,60.3048210144043,-6.533727645874023
299.0,2024-12-23 14:46:13.669330,0.0,8.978936195373535,8.97579574584961,0.0,60.28883361816406,60.276973724365234,60.3048210144043,-6.533727645874023
300.0,2024-12-23 14:46:20.181371,0.0,8.96349048614502,8.960350036621094,0.0,60.27338790893555,60.26152801513672,60.273929595947266,-6.533727645874023
