iteration,timestamp,T1,P1,ScadaCommand_P1
0,2025-08-02 13:19:55.307582,0.0,1,1.0
1,2025-08-02 13:20:07.574008,0.0,1,1.0
2,2025-08-02 13:20:21.061603,0.0,1,1.0
3,2025-08-02 13:20:33.569771,0.0,1,1.0
4,2025-08-02 13:20:46.944028,0.0,1,1.0
5,2025-08-02 13:21:00.489129,0.0,1,1.0
6,2025-08-02 13:21:13.476853,0.0,1,1.0
7,2025-08-02 13:21:26.175821,0.0,1,1.0
8,2025-08-02 13:21:39.604713,0.0,1,1.0
9,2025-08-02 13:21:52.060636,0.0,1,1.0
10,2025-08-02 13:22:04.800489,0.0,1,1.0
11,2025-08-02 13:22:16.296655,0.0,1,1.0
12,2025-08-02 13:22:27.879320,0.0,1,1.0
13,2025-08-02 13:22:40.279726,0.0,1,1.0
14,2025-08-02 13:22:52.099083,0.0,1,1.0
15,2025-08-02 13:23:04.418221,0.0,1,1.0
16,2025-08-02 13:23:15.977408,0.0,1,1.0
17,2025-08-02 13:23:27.439576,0.0,1,1.0
18,2025-08-02 13:23:40.086961,0.0,1,1.0
19,2025-08-02 13:23:50.920956,0.0,1,1.0
20,2025-08-02 13:24:03.339977,0.0,1,1.0
21,2025-08-02 13:24:15.312910,0.0,1,1.0
22,2025-08-02 13:24:26.703897,0.0,1,1.0
23,2025-08-02 13:24:38.313961,0.0,1,1.0
24,2025-08-02 13:24:49.711895,0.0,1,1.0
25,2025-08-02 13:25:02.366657,0.0,1,1.0
26,2025-08-02 13:25:14.626048,0.0,1,1.0
27,2025-08-02 13:25:26.072447,0.0,1,1.0
28,2025-08-02 13:25:38.623413,0.0,1,1.0
29,2025-08-02 13:25:50.394963,0.0,1,1.0
30,2025-08-02 13:26:01.666904,0.0,1,0.0
31,2025-08-02 13:26:13.627832,0.0,0,0.0
32,2025-08-02 13:26:24.571568,0.0,0,0.0
33,2025-08-02 13:26:37.381816,0.0,0,0.0
34,2025-08-02 13:26:49.481619,0.0,0,0.0
35,2025-08-02 13:27:02.400383,0.0,0,0.0
36,2025-08-02 13:27:14.402254,0.0,0,0.0
37,2025-08-02 13:27:26.147412,0.0,0,0.0
38,2025-08-02 13:27:38.601605,0.0,0,0.0
39,2025-08-02 13:27:51.615102,0.0,0,0.0
40,2025-08-02 13:28:03.769516,0.0,0,1.0
41,2025-08-02 13:28:16.355184,0.0,1,1.0
42,2025-08-02 13:28:29.903184,0.0,1,1.0
