iteration,timestamp,T1_LEVEL,T2_LEVEL,J1_LEVEL,J2_LEVEL,J3_LEVEL,J4_LEVEL,J5_LEVEL,P2_FLOW,P2_STATUS,P2_SPEED,P1_FLOW,P1_STATUS,P1_SPEED
12,2025-12-25 16:35:18.231561,5.411665173634799,5.707146523908073,79.11824067947065,79.30004182029862,58.98935257530701,57.002916563764295,58.90463088493708,203.18327188055386,1.0,1.0,275.9037282117497,1.0,1.0
13,2025-12-25 16:35:22.190178,5.619582696449458,5.931300380274013,79.1216710731946,79.30253851087754,59.17690894151384,57.227060705813905,59.092856094538874,202.1845956489896,1.0,1.0,274.5315707221621,1.0,1.0
14,2025-12-25 16:35:26.420974,5.826492292998837,6.15392290018356,79.12509748012822,79.30503013809945,59.363499858137644,57.44967360548466,59.28011477913709,201.1879447602251,1.0,1.0,273.1610079487112,1.0,1.0
15,2025-12-25 16:35:30.683298,6.032391906197586,6.3750200179651655,79.12851987291745,79.30751670303746,59.549124508517124,57.670761196442115,59.466406084570835,200.19331878501814,1.0,1.0,271.79205083302094,1.0,1.0
16,2025-12-25 16:35:35.117047,6.237279500824978,6.594597657345636,79.1319382036558,79.30999820030937,59.733782067897494,57.89032940175839,59.651729148680566,199.20071987626065,1.0,1.0,270.4247185376732,1.0,1.0
17,2025-12-25 16:35:39.475691,6.441153073676344,6.8126617328579195,79.13535242423934,79.31247462446052,59.91747174179405,58.108384135313464,59.836083139605286,198.21015021579439,1.0,1.0,269.05903030427106,1.0,1.0
18,2025-12-25 16:35:43.163403,6.644010653911782,7.029218149624933,79.13876248636602,79.31494596996086,60.100192766170125,58.3249313015788,60.01946725596554,197.22161201565686,1.0,1.0,267.6950054535896,1.0,1.0
19,2025-12-25 16:35:47.593275,6.84585030340666,7.244272803114241,78.66368596803117,70.34709639914799,60.22717720285471,58.53970844871065,60.14891965692108,0.0,0.0,0.0,414.431403196882,1.0,1.0
20,2025-12-25 16:35:52.435056,7.043867073888598,7.409078328476858,78.68110775196801,70.4228971374752,60.39793684586596,58.70451173319759,60.320579171576625,0.0,0.0,0.0,412.6892248031982,1.0,1.0
21,2025-12-25 16:35:56.822448,7.240476176722617,7.5734255742540935,58.49657524612108,58.54771879272826,58.493641325349024,58.86836547566059,58.49360465659575,0.0,0.0,0.0,0.0,0.0,0.0
22,2025-12-25 16:36:01.495575,7.215979329632039,7.516871531413639,58.46606595501807,58.510807293185906,58.464330351653224,58.811814304999004,58.46431653318563,0.0,0.0,0.0,0.0,0.0,0.0
23,2025-12-25 16:36:06.156458,7.190006673906475,7.461793298095775,58.434544797490666,58.473638944348295,58.433665957974455,58.75673869037885,58.4336639455034,0.0,0.0,0.0,0.0,0.0,0.0
24,2025-12-25 16:36:11.265656,7.1626584606102375,7.40809062325017,58.35227027793579,58.382384978802136,58.35299139335061,58.70302435031532,58.35307340768033,0.0,0.0,0.0,0.0,0.0,0.0
25,2025-12-25 16:36:15.940481,7.122500606238087,7.348469981656899,58.30742462657058,58.33453176420592,58.30861974343451,58.643405469498525,58.30872678356952,0.0,0.0,0.0,0.0,0.0,0.0
26,2025-12-25 16:36:20.433707,7.081482147098148,7.289709946009062,58.261926582011064,58.28640032976541,58.26365187104101,58.58464703580349,58.26378463538564,0.0,0.0,0.0,0.0,0.0,0.0
27,2025-12-25 16:36:24.798137,7.039671273475802,7.231742326052746,58.215862490293496,58.238030230787956,58.218151528735014,58.526680872232866,58.218310171523285,0.0,0.0,0.0,0.0,0.0,0.0
28,2025-12-25 16:36:29.620361,6.997131895961489,7.17450321119705,58.1693071049118,58.189455112081305,58.17217609415401,58.46944308045949,58.172360345367636,0.0,0.0,0.0,0.0,0.0,0.0
29,2025-12-25 16:36:34.271292,6.95392377844512,7.117932837566746,58.122325297566135,58.14070374206103,58.12577708324653,58.41287390795662,58.12598634724989,0.0,0.0,0.0,0.0,0.0,0.0
30,2025-12-25 16:36:38.487736,6.910102675389404,7.061975450677868,58.07497339331386,58.091800776369766,58.0790006506309,58.356917610735884,58.079234087628244,0.0,0.0,0.0,0.0,0.0,0.0
31,2025-12-25 16:36:43.198509,6.865720477575324,7.006579159776095,58.02730028058867,58.042767364832876,58.03188807034549,58.301522307739525,58.03214466356125,0.0,0.0,0.0,0.0,0.0,0.0
32,2025-12-25 16:36:48.279625,6.820825367173088,6.951695782700768,57.97934836358357,57.993621653444116,57.98447619214907,58.24663982575398,57.98475480296718,0.0,0.0,0.0,0.0,0.0,0.0
33,2025-12-25 16:36:52.878403,6.775461981345639,6.8972806822805035,57.93115439248332,57.94437920892565,57.93679787044659,58.19222553585197,57.9370972833243,0.0,0.0,0.0,0.0,0.0,0.0
34,2025-12-25 16:36:56.918741,6.729671582797267,6.84329259582258,57.882750192470006,57.895053382136915,57.888882364033144,58.13823818292594,57.88920132271669,0.0,0.0,0.0,0.0,0.0,0.0
35,2025-12-25 16:37:01.272904,6.683492235305828,6.789693459539661,57.834163305384486,57.845655620987856,57.840755705771315,58.08463971015742,57.841092942125854,0.0,0.0,0.0,0.0,0.0,0.0
36,2025-12-25 16:37:05.767951,6.636958982159206,6.736448230152502,57.87783218187409,57.889546407015374,57.8786262040171,58.03141833150328,57.87868801722197,0.0,0.0,0.0,0.0,0.0,0.0
37,2025-12-25 16:37:09.949735,6.609060892487365,6.697656256627459,57.847053468099105,57.857219714698296,57.848233509074355,57.99262733978994,57.84831295201782,0.0,0.0,0.0,0.0,0.0,0.0
38,2025-12-25 16:37:14.596701,6.580469699309856,6.659557387413868,57.81581548288118,57.82470193808272,57.81739294847111,57.954529325701074,57.81748964892527,0.0,0.0,0.0,0.0,0.0,0.0
39,2025-12-25 16:37:19.396166,6.551265963398246,6.6220710617595895,57.78420265593649,57.79203027656707,57.786172613396516,57.917043743714565,57.78628580307413,0.0,0.0,0.0,0.0,0.0,0.0
40,2025-12-25 16:37:23.906832,6.521522505751776,6.5851244586610385,57.75228393300494,57.75923458072209,57.754630589134095,57.880097786441034,57.754759246581315,0.0,0.0,0.0,0.0,0.0,0.0
41,2025-12-25 16:37:28.908051,6.4913048271366485,6.548652077352841,57.72011553814324,57.72633881749305,57.72281625509482,57.84362596525251,57.72295921340225,0.0,0.0,0.0,0.0,0.0,0.0
42,2025-12-25 16:37:33.316743,6.460671564938528,6.5125952804428975,57.68774324098072,57.69336222130559,57.69077147357215,57.807569653544874,57.6909275002788,0.0,0.0,0.0,0.0,0.0,0.0
43,2025-12-25 16:37:37.673140,6.429674977622118,6.476901809488862,57.655204244058915,57.660320220050345,57.658531660214095,57.77187660243419,57.658699515160514,0.0,0.0,0.0,0.0,0.0,0.0
44,2025-12-25 16:37:42.302573,6.398361444799798,6.44152528485611,57.62252875541915,57.6272251853118,57.62612673360863,57.73650044072875,57.62630520943721,0.0,0.0,0.0,0.0,0.0,0.0
45,2025-12-25 16:37:47.489878,6.366771970811625,6.406424702219104,57.58974129367207,57.59408704042582,57.593581946823626,57.70140017153834,57.59376989600214,0.0,0.0,0.0,0.0,0.0,0.0
46,2025-12-25 16:37:51.785099,6.3349426809508875,6.371563936307657,57.556861764453394,57.56091375173058,57.56091860746796,57.666539676122426,57.56111495902505,0.0,0.0,0.0,0.0,0.0,0.0
47,2025-12-25 16:37:56.035000,6.302905301285173,6.336911261028628,57.52390634263788,57.52771172382182,57.52815469550958,57.63188723410743,57.528358464079254,0.0,0.0,0.0,0.0,0.0,0.0
48,2025-12-25 16:38:00.007715,6.27068761510252,6.302438893102623,57.31630332410263,57.32200346153303,57.33492447566877,57.59737278492054,57.33576100225157,0.0,0.0,0.0,0.0,0.0,0.0
49,2025-12-25 16:38:04.361202,6.209240666949351,6.2428983271346485,57.255605955687145,57.2614391853224,57.27405471273401,57.537832049432495,57.274884705420334,0.0,0.0,0.0,0.0,0.0,0.0
50,2025-12-25 16:38:08.634867,6.147876111640013,6.183275369832368,57.1949242695111,57.20088022274622,57.213216301841406,57.47820893725394,57.21404035231441,0.0,0.0,0.0,0.0,0.0,0.0
51,2025-12-25 16:38:12.453470,6.086586747273638,6.123577223108267,57.13425721338379,57.14032623834111,57.15240669401967,57.418510649018735,57.153225337779425,0.0,0.0,0.0,0.0,0.0,0.0
52,2025-12-25 16:38:16.483831,6.025366014840004,6.063810445965457,57.073604412003185,57.07977716602212,57.09162391672281,57.358743742568585,57.09243762992317,0.0,0.0,0.0,0.0,0.0,0.0
53,2025-12-25 16:38:21.065637,5.96420796505952,6.0039809876963375,57.012963530154515,57.01923212917241,57.03086498601864,57.298914166132334,57.031674218959786,0.0,0.0,0.0,0.0,0.0,0.0
54,2025-12-25 16:38:25.792215,5.903107118632154,5.944094327575682,78.48429356972574,69.39964890475036,58.99706811227546,57.23950604969206,58.92004104323169,0.0,0.0,0.0,432.3706430274258,1.0,1.0
55,2025-12-25 16:38:30.113967,6.085351125416902,6.10394964789886,78.50043584435703,69.47365141267845,59.157356118987906,57.399358917880974,59.0810998253658,0.0,0.0,0.0,430.75641556429787,1.0,1.0
56,2025-12-25 16:38:34.327777,6.266381006734,6.26329018728213,78.51654577852015,69.54743839696064,59.31672203310361,57.55869698392063,59.241227049121036,0.0,0.0,0.0,429.14542214798286,1.0,1.0
57,2025-12-25 16:38:39.326587,6.446206118309705,6.422110053814556,78.53262320257518,69.62100738780094,59.47516982813303,57.71751435692662,59.400426860339465,0.0,0.0,0.0,427.53767974248166,1.0,1.0
58,2025-12-25 16:38:44.739923,6.62483566723711,6.580403522382262,78.54866795085786,69.69435598322018,59.63270347924025,57.875805312783946,59.55870340170615,0.0,0.0,0.0,425.93320491421343,1.0,1.0
59,2025-12-25 16:38:49.066346,6.802278716094197,6.738165030120653,78.56467986143036,69.76748184709746,59.78932696168196,58.03356428960025,59.71606081136823,0.0,0.0,0.0,424.3320138569628,1.0,1.0
60,2025-12-25 16:38:53.702051,6.97854418692035,6.895389172056559,78.45838724041761,69.21942777713484,59.470976154930966,58.190675241759955,59.40227272580297,0.0,0.0,0.0,434.9612759582373,1.0,1.0
61,2025-12-25 16:38:57.690503,7.123625461592942,7.026712680622768,78.47174366613119,69.28178261988282,59.60142454025787,58.32199692636248,59.53331010613417,0.0,0.0,0.0,433.62563338687954,1.0,1.0
62,2025-12-25 16:39:02.190117,7.267728986102215,7.157583409250165,57.91378334422937,57.91695564734765,57.97493060580063,58.45244797224492,57.97754389146112,0.0,0.0,0.0,0.0,0.0,0.0
63,2025-12-25 16:39:06.482815,7.165972297050686,7.069883354985132,57.818262358705134,57.821983269639084,57.87786107689576,58.36474666999437,57.880416242933585,0.0,0.0,0.0,0.0,0.0,0.0
64,2025-12-25 16:39:10.445584,7.064651033669288,6.981747877427831,57.72273665683488,57.72700600901383,57.78090323172329,58.27661002168873,57.78340463962952,0.0,0.0,0.0,0.0,0.0,0.0
65,2025-12-25 16:39:14.650654,6.963736590102166,6.893205582430472,57.62721271209469,57.6320264596285,57.684053813619336,58.18806662813951,57.68650544508567,0.0,0.0,0.0,0.0,0.0,0.0
66,2025-12-25 16:39:19.099370,6.863202436179266,6.8042830001636965,57.53169636344587,57.53704681913421,57.58730945394998,58.099143014799516,57.5897149477918,0.0,0.0,0.0,0.0,0.0,0.0
67,2025-12-25 16:39:23.218068,6.763023956408477,6.71500474612017,57.436192263885744,57.442068901896036,57.4906665446406,58.00986379278843,57.49302923217312,0.0,0.0,0.0,0.0,0.0,0.0
68,2025-12-25 16:39:28.004551,6.663178287103698,6.625393683985013,57.34070408128537,57.34709419147284,57.39412132260141,57.92025182173273,57.39644425863542,0.0,0.0,0.0,0.0,0.0,0.0
69,2025-12-25 16:39:31.823761,6.563644170775069,6.535471071255921,57.24523466458129,57.252123887381565,57.297669936568205,57.830328355358624,57.299955926666804,0.0,0.0,0.0,0.0,0.0,0.0
70,2025-12-25 16:39:36.078928,6.464401825464144,6.445256689889975,57.14978618189238,57.15715894624745,57.20130849994693,57.740113172114995,57.20356012447495,0.0,0.0,0.0,0.0,0.0,0.0
71,2025-12-25 16:39:40.850785,6.3654328270940415,6.354768963959469,57.05436023570703,57.062200117731614,57.10503313243728,57.64962469280772,57.10725276784717,0.0,0.0,0.0,0.0,0.0,0.0
72,2025-12-25 16:39:44.922832,6.266720003211255,6.264025065917014,56.90089470841647,56.90999967153609,56.955564865244746,57.55886607213781,56.95796506884406,0.0,0.0,0.0,0.0,0.0,0.0
73,2025-12-25 16:39:50.046176,6.163232289558862,6.168392908645479,56.80065326216568,56.81021237748582,56.85455055971304,57.463233216964355,56.85692163048547,0.0,0.0,0.0,0.0,0.0,0.0
74,2025-12-25 16:39:54.812111,6.059971010725255,6.072534319045898,56.700436786972176,56.71043253440819,56.753611416771506,57.36737396964943,56.755955234988214,0.0,0.0,0.0,0.0,0.0,0.0
75,2025-12-25 16:39:59.528708,5.95692271248037,5.97646275135992,56.60024542654061,56.61066032504506,56.652743965106275,57.27130178205019,56.655062276504374,0.0,0.0,0.0,0.0,0.0,0.0
76,2025-12-25 16:40:04.038478,5.854074786334368,5.8801908140693175,78.33930666401483,68.6493658443427,58.398012828790016,57.1754761920057,58.32526396531789,0.0,0.0,0.0,446.86933359851764,1.0,1.0
77,2025-12-25 16:40:08.388365,6.002418513444232,6.011342753594721,78.3525615408643,68.7116965622402,58.53080338707428,57.3066265199966,58.45868497933593,0.0,0.0,0.0,445.54384591357046,1.0,1.0
78,2025-12-25 16:40:13.044043,6.14974300905254,6.142094270803573,78.36578226679605,68.77385301851135,58.66281648513813,57.437376404368294,58.59131984796252,0.0,0.0,0.0,444.22177332039564,1.0,1.0
79,2025-12-25 16:40:18.270015,6.296058292416991,6.272439004153617,78.37896872028057,68.83583248453587,58.79405649786307,57.56771948466481,58.72317314452311,0.0,0.0,0.0,442.903127971943,1.0,1.0
80,2025-12-25 16:40:23.126664,6.441374175480692,6.402370812431103,78.39212077777728,68.89763231951521,58.92452778207071,57.697649620722025,58.85424941745638,0.0,0.0,0.0,441.58792222227163,1.0,1.0
81,2025-12-25 16:40:27.828378,6.585700270683207,6.531883767155306,78.40523832095695,68.95924997161487,59.054234681727166,57.82716088507415,58.98455319582979,0.0,0.0,0.0,440.27616790430466,1.0,1.0
82,2025-12-25 16:40:32.472009,6.72904599753668,6.660972145445973,78.4183212363755,69.02068297487617,59.183181525652344,57.95624755582269,59.11408898735892,0.0,0.0,0.0,438.9678763624485,1.0,1.0
83,2025-12-25 16:40:37.326423,6.8714205888865525,6.789630423243529,78.43136941517176,69.0819289462861,59.31137262547819,58.084904109857966,59.242861276656285,0.0,0.0,0.0,437.6630584828234,1.0,1.0
84,2025-12-25 16:40:42.165838,7.012833096877583,6.917853268852935,78.29606506854358,68.34371792914988,58.942750466328114,58.21300986020975,58.88020507943133,0.0,0.0,0.0,451.19349314564295,1.0,1.0
85,2025-12-25 16:40:47.034756,7.113380610446852,7.012702446420106,57.060613264878,57.0735347982742,57.178443349802116,58.30739628781705,57.183556234534855,0.0,0.0,0.0,0.0,0.0,0.0
86,2025-12-25 16:40:51.893708,6.961755651561045,6.876477204625538,56.91554027165819,56.92923849740533,57.031782985189366,58.171169678498764,57.03683608737454,0.0,0.0,0.0,0.0,0.0,0.0
87,2025-12-25 16:40:57.366635,6.810458878046249,6.73992378108111,56.770490843524776,56.78494708083393,56.885222463019204,58.03461494555542,56.89021871917524,0.0,0.0,0.0,0.0,0.0,0.0
88,2025-12-25 16:41:02.590995,6.65947574485122,6.603056720824084,56.62546231608504,56.64066083679636,56.73875764481986,57.89774663154593,56.743699851171485,0.0,0.0,0.0,0.0,0.0,0.0
89,2025-12-25 16:41:07.566127,6.508792350345826,6.465889925488118,56.480456088180745,56.496380395880436,56.59238572120594,57.76057863563889,56.59727651746537,0.0,0.0,0.0,0.0,0.0,0.0
90,2025-12-25 16:41:12.343984,6.358395458322423,6.328436631279139,56.335473287533326,56.35210628884552,56.44610388975265,57.62312419169369,56.45094576946654,0.0,0.0,0.0,0.0,0.0,0.0
91,2025-12-25 16:41:17.221201,6.208272461676292,6.1907094453122475,56.19051480366834,56.20783895734163,56.299909366137165,57.485395904590575,56.304704686216496,0.0,0.0,0.0,0.0,0.0,0.0
92,2025-12-25 16:41:21.640941,6.058411348483882,6.052720379497591,56.045581317024194,56.063578763574256,56.15379939347402,57.34740578411077,56.158550382983314,0.0,0.0,0.0,0.0,0.0,0.0
93,2025-12-25 16:41:25.697419,5.908800670279419,5.914480882313358,55.900673324770096,55.919325999074296,56.007771250140856,57.20916527670333,56.01248001841426,0.0,0.0,0.0,0.0,0.0,0.0
94,2025-12-25 16:41:30.875027,5.759429512354698,5.776001868457799,78.18047315153105,67.78426520136685,57.79089905269301,57.07116954312305,57.723163207215386,0.0,0.0,0.0,462.75268484689553,1.0,1.0
95,2025-12-25 16:41:35.061937,5.8687895949560565,5.874418864129533,78.19039751007885,67.83240757909203,57.89101610011166,57.16958563899435,57.8237457878999,0.0,0.0,0.0,461.76024899211353,1.0,1.0
96,2025-12-25 16:41:39.758618,5.977372262005652,5.972550334220622,78.19514784552725,67.85148132112913,57.974462999503146,57.267712467459894,57.907845935129764,0.0,0.0,0.0,461.28521544727556,1.0,1.0
97,2025-12-25 16:41:44.044733,6.083761020168426,6.069197522595,78.20488543217314,67.89882272245704,58.072161601316495,57.36435873959101,58.00598884624734,0.0,0.0,0.0,460.3114567826844,1.0,1.0
98,2025-12-25 16:41:48.969671,6.189402133982798,6.165549418262049,78.2145907290838,67.9460280998579,58.16927451876856,57.46070970231172,58.10353900473158,0.0,0.0,0.0,459.34092709162087,1.0,1.0
99,2025-12-25 16:41:54.068748,6.294305239361937,6.261599843676995,78.22426369800236,67.99309473110299,58.26580637802303,57.5567591790826,58.20050124868257,0.0,0.0,0.0,458.37363019976283,1.0,1.0
100,2025-12-25 16:41:59.193609,6.398479700204256,6.357342897414765,78.2339043060441,68.04002001347898,58.36176175474688,57.6525012694411,58.29688035652259,0.0,0.0,0.0,457.40956939559084,1.0,1.0
101,2025-12-25 16:42:03.953042,6.501934619704326,6.452772942271138,78.24351252534092,68.08680145857193,58.45714517329701,57.74793033710491,58.39268104668736,0.0,0.0,0.0,456.44874746590915,1.0,1.0
102,2025-12-25 16:42:08.686852,6.604678851038666,6.547884594039495,78.25308833262339,68.13343668729614,58.55196110524109,57.84304099875081,58.48790797664779,0.0,0.0,0.0,455.4911667376611,1.0,1.0
103,2025-12-25 16:42:13.390163,6.706721007444441,6.642672710950716,78.26263170884035,68.17992342522618,58.64621396817492,57.93782811345643,58.582565742190596,0.0,0.0,0.0,454.53682911596354,1.0,1.0
104,2025-12-25 16:42:17.967347,6.808069471736242,6.737132383695169,78.2721426388119,68.22625949819415,58.73990812480455,58.032286772724184,58.67665887692981,0.0,0.0,0.0,453.5857361188109,1.0,1.0
105,2025-12-25 16:42:22.917426,6.908732405302565,6.831258926027359,78.28162111091288,68.2724428281519,58.83304788226722,58.12641229108741,58.770191852025626,0.0,0.0,0.0,452.6378889087123,1.0,1.0
106,2025-12-25 16:42:27.969497,7.008717756620482,6.925047865841556,78.29106711678338,68.3184714292478,58.92563749164426,58.220200197187765,58.86316907606735,0.0,0.0,0.0,451.69328832166144,1.0,1.0
107,2025-12-25 16:42:32.983080,7.108033269321804,7.018494936776682,57.0332786840884,57.04712444191003,57.15215706884963,58.31318133319879,57.15732339200264,0.0,0.0,0.0,0.0,0.0,0.0
108,2025-12-25 16:42:37.368451,6.955017693903412,6.88049090305393,57.4385497878745,57.44557498080925,57.51045632056538,58.17530924550812,57.51356770222023,0.0,0.0,0.0,0.0,0.0,0.0
109,2025-12-25 16:42:42.348688,6.839811012003136,6.777724049168856,57.32867466285811,57.33630225341214,57.399282723093144,58.07254128692983,57.402345295121464,0.0,0.0,0.0,0.0,0.0,0.0
110,2025-12-25 16:42:46.824615,6.724941299594022,6.6746202285249545,57.21881592115601,57.227032873725214,57.28820819875322,57.969436421377836,57.29122505037456,0.0,0.0,0.0,0.0,0.0,0.0
111,2025-12-25 16:42:51.198809,6.610389464259309,6.571198533546124,57.10897594191489,57.11776784891096,57.17722917792088,57.86601373788834,57.18020317703214,0.0,0.0,0.0,0.0,0.0,0.0
112,2025-12-25 16:42:55.652748,6.4961375848383724,6.467476885393135,56.9991567574858,57.008508068595624,57.066342182229484,57.76229115444371,57.06927599175957,0.0,0.0,0.0,0.0,0.0,0.0
113,2025-12-25 16:42:59.889975,6.382168833702094,6.3634721116893385,56.8893599338905,56.899254252631515,56.95554373150889,57.658285495683714,56.958439826711185,0.0,0.0,0.0,0.0,0.0,0.0
114,2025-12-25 16:43:04.762940,6.268467400502369,6.25920002277952,56.779586641607615,56.79000697382419,56.84483036825627,57.554012569150544,56.847691052263116,0.0,0.0,0.0,0.0,0.0,0.0
115,2025-12-25 16:43:09.807948,6.155018422352938,6.154675481566876,56.66983771609799,56.6807666779411,56.73419867725531,57.44948723511295,56.73702609509985,0.0,0.0,0.0,0.0,0.0,0.0
116,2025-12-25 16:43:14.540003,6.041807919765648,6.049912467527569,56.56011370962384,56.571533701268486,56.62364530117521,57.344723470569534,56.62644145245799,0.0,0.0,0.0,0.0,0.0,0.0
117,2025-12-25 16:43:19.114414,5.928822737753629,5.944924135643193,56.45041493572306,56.46230828605227,56.5131669528734,57.23973442817058,56.51593370322717,0.0,0.0,0.0,0.0,0.0,0.0
118,2025-12-25 16:43:24.366145,5.816050491590056,5.839722870646153,78.3030157005296,68.45664973927391,58.24256340698623,57.13498127245961,58.17079288448829,0.0,0.0,0.0,450.4984299470409,1.0,1.0
119,2025-12-25 16:43:29.096184,5.956274258233005,5.964028034074276,78.31557341731353,68.51609099051443,58.36864540019813,57.25928499643804,58.29747157919227,0.0,0.0,0.0,449.24265826864655,1.0,1.0
120,2025-12-25 16:43:33.354575,6.095527414809034,6.087958822564945,78.40424218305628,68.97665173708883,58.778089873792105,57.38328035698387,58.704994741312845,0.0,0.0,0.0,440.37578169437273,1.0,1.0
121,2025-12-25 16:43:38.299405,6.253046923501738,6.227836472308385,78.41837318933514,69.04259496786709,58.91854883512446,57.52315609713482,58.84611342006521,0.0,0.0,0.0,438.9626810664848,1.0,1.0
122,2025-12-25 16:43:42.871324,6.409502124123078,6.367264939123739,78.43246990252433,69.10834535885361,59.05819100143432,57.66258263509397,58.98640673575888,0.0,0.0,0.0,437.55300974756756,1.0,1.0
123,2025-12-25 16:43:47.694701,6.564902467525782,6.506238445087457,78.44653234356235,69.17390054040003,59.19702074197089,57.80155419392575,59.125879231709106,0.0,0.0,0.0,436.1467656437664,1.0,1.0
124,2025-12-25 16:43:51.739710,6.719257225849351,6.644751388773395,78.46056038202843,69.23925811657996,59.335042273246614,57.94006517317391,59.26453529595279,0.0,0.0,0.0,434.74396179715563,1.0,1.0
125,2025-12-25 16:43:56.587603,6.872575503160929,6.782798350773802,78.47455389168015,69.30441576663982,59.4722598001622,58.07811015437135,59.402379299628166,0.0,0.0,0.0,433.3446108319874,1.0,1.0
126,2025-12-25 16:44:01.804686,7.024866240496543,6.920374088236819,78.48851275021093,69.36937124265874,59.60867751429582,58.215683895578756,59.53941559549278,0.0,0.0,0.0,431.94872497890714,1.0,1.0
127,2025-12-25 16:44:05.694077,7.176138220681969,7.057473529634816,57.90431807231344,57.906190321250655,57.95943690893998,58.352359676603996,57.96177817235888,0.0,0.0,0.0,0.0,0.0,0.0
128,2025-12-25 16:44:09.958581,7.081727646189526,6.977620568203515,57.8164875513718,57.81884949428013,57.86995569445872,58.27250542265013,57.87223506487458,0.0,0.0,0.0,0.0,0.0,0.0
129,2025-12-25 16:44:14.617502,6.987805292174934,6.8972793884729535,57.72863456901615,57.73149790305741,57.780589202528276,58.19216303710127,57.78281180267892,0.0,0.0,0.0,0.0,0.0,0.0
130,2025-12-25 16:44:18.782256,6.894336140262943,6.816485008814743,57.64077014618063,57.644139324697164,57.69133514260076,58.111367532087534,57.69350559511353,0.0,0.0,0.0,0.0,0.0,0.0
131,2025-12-25 16:44:23.361580,6.801288003677105,6.735269616017743,57.5529032173923,57.5567769212992,57.60219059907389,58.03015108866021,57.604313084969604,0.0,0.0,0.0,0.0,0.0,0.0
132,2025-12-25 16:44:27.565209,6.708631255028086,6.653662837477512,57.34335444932716,57.34937614972638,57.40147051793331,57.94851393419458,57.40398868871913,0.0,0.0,0.0,0.0,0.0,0.0
133,2025-12-25 16:44:31.785120,6.605524734574816,6.561357185727271,57.24485819130337,57.25141456677103,57.30185418557095,57.85620732325918,57.30433024181483,0.0,0.0,0.0,0.0,0.0,0.0
134,2025-12-25 16:44:36.311874,6.502738785416527,6.468730965134032,57.146380269785595,57.15345717655677,57.20233380650658,57.76358020035697,57.20477064849312,0.0,0.0,0.0,0.0,0.0,0.0
135,2025-12-25 16:44:40.212781,6.4002535538016545,6.375804029447906,57.04792251159804,57.055504791970634,57.10290526449703,57.67065241571573,57.10530557150092,0.0,0.0,0.0,0.0,0.0,0.0
